,ignorance_male,ignorance_female,tuple,average_male,average_female,female-male
0,0.52953357,0.3935974,"('unsociable', 'sociable')",0.5295336,0.3935974,-0.1359362
1,1.4031115,1.3592298,"('unfriendly', 'friendly')",1.4031115,1.3592298,-0.0438817
2,0.7685769,0.8863605,"('unlikable', 'likable')",0.7685769,0.8863605,0.1177836
3,1.1112785,1.1297063,"('repellent', 'pleasant')",1.1112785,1.1297063,0.0184278
4,-6.584519,-6.5794797,"('disliked', 'liked')",-6.5845189,-6.5794797,0.0050392
5,0.16200608,0.26078814,"('distant', 'outgoing')",0.1620061,0.2607881,0.098782
6,0.29088372,0.39240512,"('distant', 'open')",0.2908837,0.3924051,0.1015214
7,1.0188689,1.0811245,"('insensitive', 'sensitive')",1.0188689,1.0811245,0.0622556
8,0.7004566,0.69237727,"('unaffectionate', 'affectionate')",0.7004566,0.6923773,-0.0080793
9,1.4307587,1.4680601,"('unaffectionate', 'caring')",1.4307587,1.4680601,0.0373014
10,1.449977,1.4840719,"('unsympathetic', 'sympathetic')",1.449977,1.4840719,0.0340949
11,2.388995,2.3874514,"('unhelpful', 'helpful')",2.3889949,2.3874514,-0.0015435
12,-1.1993755,-1.1396499,"('unsupportive', 'supportive')",-1.1993755,-1.1396499,0.0597256
13,0.85762095,0.7660828,"('impolite', 'polite')",0.857621,0.7660828,-0.0915382
14,0.054286517,-0.073961675,"('antisocial', 'social')",0.0542865,-0.0739617,-0.1282482
15,0.60435635,0.50365627,"('boring', 'funny')",0.6043563,0.5036563,-0.1007
16,-0.0827339,-0.038095996,"('unpopular', 'popular')",-0.0827339,-0.038096,0.0446379
17,0.0626815,0.10061586,"('nasty', 'nice')",0.0626815,0.1006159,0.0379344
18,-0.3599006,-0.41606614,"('disagreeable', 'welcoming')",-0.3599006,-0.4160661,-0.0561655
19,-0.3699061,-0.20706515,"('inhospitable', 'hospitable')",-0.3699061,-0.2070652,0.1628409
20,0.75856,0.65464723,"('rough', 'thoughtful')",0.75856,0.6546472,-0.1039128
21,0.44210598,0.5228173,"('immoral', 'moral')",0.442106,0.5228173,0.0807113
22,0.054454856,0.069280356,"('untrustworthy', 'trustworthy')",0.0544549,0.0692804,0.0148255
23,6.3677993,6.35349,"('insincere', 'sincere')",6.3677993,6.3534899,-0.0143094
24,2.0358796,2.1082053,"('dishonest', 'honest')",2.0358796,2.1082053,0.0723257
25,0.28017876,0.19224024,"('egoistic', 'altruistic')",0.2801788,0.1922402,-0.0879386
26,0.07406376,-0.011435866,"('hardhearted', 'benevolent')",0.0740638,-0.0114359,-0.0854997
27,1.4173136,1.3357955,"('hardhearted', 'softhearted')",1.4173136,1.3357955,-0.0815181
28,1.1151156,1.109374,"('disloyal', 'loyal')",1.1151156,1.109374,-0.0057416
29,-0.7042734,-0.6833653,"('unfair', 'fair')",-0.7042734,-0.6833653,0.0209081
30,1.0409446,0.96676815,"('intolerant', 'tolerant')",1.0409446,0.9667681,-0.0741765
31,-1.5863178,-1.4866138,"('evil', 'good')",-1.5863178,-1.4866138,0.099704
32,1.4656967,1.488013,"('unkind', 'kind')",1.4656967,1.488013,0.0223163
33,-0.35803214,-0.31107578,"('wrong', 'right')",-0.3580321,-0.3110758,0.0469563
34,4.541179,4.6900744,"('mean', 'honorable')",4.5411792,4.6900744,0.1488952
35,-1.3426929,-1.3887184,"('corrupt', 'incorrupt')",-1.3426929,-1.3887184,-0.0460255
36,-1.1278536,-1.130397,"('hostile', 'amicable')",-1.1278536,-1.130397,-0.0025434
37,0.5770079,0.6292128,"('fake', 'genuine')",0.5770079,0.6292128,0.0522049
38,0.09559804,0.15159334,"('untruthful', 'truthful')",0.095598,0.1515933,0.0559953
39,0.12971613,0.11185394,"('exploitative', 'cooperative')",0.1297161,0.1118539,-0.0178622
40,-1.0626112,-1.1856779,"('stingy', 'generous')",-1.0626112,-1.1856779,-0.1230667
41,-0.16335995,-0.09696638,"('unforgiving', 'forgiving')",-0.16336,-0.0969664,0.0663936
42,-1.5905957,-1.598766,"('unreliable', 'reliable')",-1.5905957,-1.598766,-0.0081703
43,1.4649357,1.4584414,"('irresponsible', 'responsible')",1.4649357,1.4584414,-0.0064943
44,-1.3019881,-1.3509951,"('prejudiced', 'unprejudiced')",-1.3019881,-1.3509951,-0.049007
