,word_male,word_female,tuple,average_male,average_female,female-male
0,-0.008184915,-0.016217584,"('unsociable', 'sociable')",-0.0081849,-0.0162176,-0.0080327
1,1.4607239,1.2827517,"('unfriendly', 'friendly')",1.4607239,1.2827517,-0.1779722
2,0.41654283,0.60384387,"('unlikable', 'likable')",0.4165428,0.6038439,0.1873011
3,0.7771304,0.84691125,"('repellent', 'pleasant')",0.7771304,0.8469113,0.0697809
4,-7.349387,-7.173784,"('disliked', 'liked')",-7.3493872,-7.1737838,0.1756034
5,-0.01358602,0.07876038,"('distant', 'outgoing')",-0.013586,0.0787604,0.0923464
6,0.3303085,0.4167236,"('distant', 'open')",0.3303085,0.4167236,0.0864151
7,0.7226593,0.7466444,"('insensitive', 'sensitive')",0.7226593,0.7466444,0.0239851
8,1.0553075,0.9765756,"('unaffectionate', 'affectionate')",1.0553075,0.9765756,-0.0787319
9,1.8618653,1.8265144,"('unaffectionate', 'caring')",1.8618653,1.8265144,-0.0353509
10,1.1666188,1.244383,"('unsympathetic', 'sympathetic')",1.1666188,1.244383,0.0777642
11,2.1186116,2.1234062,"('unhelpful', 'helpful')",2.1186116,2.1234062,0.0047946
12,-1.6134237,-1.5509186,"('unsupportive', 'supportive')",-1.6134237,-1.5509186,0.0625051
13,0.6161376,0.5590785,"('impolite', 'polite')",0.6161376,0.5590785,-0.0570591
14,-0.36605924,-0.4162416,"('antisocial', 'social')",-0.3660592,-0.4162416,-0.0501824
15,0.7722155,0.7464452,"('boring', 'funny')",0.7722155,0.7464452,-0.0257703
16,-0.17064628,-0.13745862,"('unpopular', 'popular')",-0.1706463,-0.1374586,0.0331877
17,-0.14028904,-0.10872102,"('nasty', 'nice')",-0.140289,-0.108721,0.031568
18,-0.69104373,-0.7556719,"('disagreeable', 'welcoming')",-0.6910437,-0.7556719,-0.0646282
19,-0.5581195,-0.39373112,"('inhospitable', 'hospitable')",-0.5581195,-0.3937311,0.1643884
20,0.7192127,0.5642099,"('rough', 'thoughtful')",0.7192127,0.5642099,-0.1550028
21,0.044528153,0.1343289,"('immoral', 'moral')",0.0445282,0.1343289,0.0898007
22,-0.25662574,-0.16764763,"('untrustworthy', 'trustworthy')",-0.2566257,-0.1676476,0.0889781
23,6.5283422,6.362789,"('insincere', 'sincere')",6.5283422,6.3627892,-0.165553
24,1.9927751,2.014622,"('dishonest', 'honest')",1.9927751,2.014622,0.0218469
25,0.4786366,0.35285988,"('egoistic', 'altruistic')",0.4786366,0.3528599,-0.1257767
26,0.19122376,0.03768991,"('hardhearted', 'benevolent')",0.1912238,0.0376899,-0.1535339
27,1.4216123,1.2067362,"('hardhearted', 'softhearted')",1.4216123,1.2067362,-0.2148761
28,1.0150741,0.94435585,"('disloyal', 'loyal')",1.0150741,0.9443558,-0.0707183
29,-0.467863,-0.49118555,"('unfair', 'fair')",-0.467863,-0.4911855,-0.0233225
30,0.80424,0.78566605,"('intolerant', 'tolerant')",0.80424,0.785666,-0.018574
31,-1.5633103,-1.5010773,"('evil', 'good')",-1.5633103,-1.5010773,0.062233
32,1.2123301,1.2314516,"('unkind', 'kind')",1.2123301,1.2314516,0.0191215
33,-0.3006749,-0.24482422,"('wrong', 'right')",-0.3006749,-0.2448242,0.0558507
34,4.670949,4.662428,"('mean', 'honorable')",4.670949,4.6624279,-0.0085211
35,-0.89346546,-1.0266159,"('corrupt', 'incorrupt')",-0.8934655,-1.0266159,-0.1331504
36,-0.86734957,-0.9146037,"('hostile', 'amicable')",-0.8673496,-0.9146037,-0.0472541
37,0.8047701,0.8225298,"('fake', 'genuine')",0.8047701,0.8225298,0.0177597
38,-0.0137330815,-0.008509461,"('untruthful', 'truthful')",-0.0137331,-0.0085095,0.0052236
39,0.12767683,0.11765257,"('exploitative', 'cooperative')",0.1276768,0.1176526,-0.0100242
40,-1.6886208,-1.7679158,"('stingy', 'generous')",-1.6886208,-1.7679158,-0.079295
41,-0.13873366,-0.13888143,"('unforgiving', 'forgiving')",-0.1387337,-0.1388814,-0.0001477
42,-2.0159783,-1.8736302,"('unreliable', 'reliable')",-2.0159783,-1.8736302,0.1423481
