,waveform_male,waveform_female,tuple,average_male,average_female,female-male
0,0.10778013,0.08313627,"('unsociable', 'sociable')",0.1077801,0.0831363,-0.0246438
1,0.02966643,-0.35824096,"('unfriendly', 'friendly')",0.0296664,-0.358241,-0.3879074
2,-0.14728811,-0.21641862,"('unlikable', 'likable')",-0.1472881,-0.2164186,-0.0691305
3,-0.1256863,0.12032552,"('repellent', 'pleasant')",-0.1256863,0.1203255,0.2460118
4,-3.611329,-3.9444392,"('disliked', 'liked')",-3.6113291,-3.9444392,-0.3331101
5,-1.4537449,-1.6192348,"('distant', 'outgoing')",-1.4537449,-1.6192348,-0.1654899
6,-1.6766871,-1.8823476,"('distant', 'open')",-1.6766871,-1.8823476,-0.2056605
7,0.6944254,0.8138361,"('insensitive', 'sensitive')",0.6944254,0.8138361,0.1194107
8,-0.49649498,-0.71514803,"('unaffectionate', 'affectionate')",-0.496495,-0.715148,-0.218653
9,-0.04623343,-0.10490539,"('unaffectionate', 'caring')",-0.0462334,-0.1049054,-0.058672
10,-0.09100894,0.149362,"('unsympathetic', 'sympathetic')",-0.0910089,0.149362,0.2403709
11,1.1062927,1.2641022,"('unhelpful', 'helpful')",1.1062927,1.2641022,0.1578095
12,-1.0752877,-0.99756104,"('unsupportive', 'supportive')",-1.0752877,-0.997561,0.0777267
13,0.6400463,0.51968867,"('impolite', 'polite')",0.6400463,0.5196887,-0.1203576
14,0.571209,0.74553216,"('antisocial', 'social')",0.571209,0.7455322,0.1743232
15,1.1618581,0.78541905,"('boring', 'funny')",1.1618581,0.785419,-0.3764391
16,-0.5042919,-0.5833084,"('unpopular', 'popular')",-0.5042919,-0.5833084,-0.0790165
17,-0.120479986,-0.16436426,"('nasty', 'nice')",-0.12048,-0.1643643,-0.0438843
18,-0.34707695,-0.43932837,"('disagreeable', 'welcoming')",-0.347077,-0.4393284,-0.0922514
19,-1.672843,-1.7708552,"('inhospitable', 'hospitable')",-1.672843,-1.7708552,-0.0980122
20,0.4052199,0.57391006,"('rough', 'thoughtful')",0.4052199,0.5739101,0.1686902
21,0.35498908,0.5512844,"('immoral', 'moral')",0.3549891,0.5512844,0.1962953
22,0.2032515,0.07463128,"('untrustworthy', 'trustworthy')",0.2032515,0.0746313,-0.1286202
23,3.1396475,3.4364402,"('insincere', 'sincere')",3.1396475,3.4364402,0.2967927
24,-0.104303956,-0.21538638,"('dishonest', 'honest')",-0.104304,-0.2153864,-0.1110824
25,0.07693853,-0.06761755,"('egoistic', 'altruistic')",0.0769385,-0.0676176,-0.1445561
