,knight_male,knight_female,tuple,average_male,average_female,female-male
0,-0.27828747,-0.43793294,"('unsociable', 'sociable')",-0.2782875,-0.4379329,-0.1596454
1,1.6216958,1.7301906,"('unfriendly', 'friendly')",1.6216958,1.7301906,0.1084948
2,0.01637405,0.04427787,"('unlikable', 'likable')",0.016374,0.0442779,0.0279039
3,0.35882115,0.42212108,"('repellent', 'pleasant')",0.3588212,0.4221211,0.0632999
4,-7.42204,-7.487387,"('disliked', 'liked')",-7.42204,-7.4873872,-0.0653472
5,-0.71039224,-0.5877687,"('distant', 'outgoing')",-0.7103922,-0.5877687,0.1226235
6,-0.17931701,-0.012456484,"('distant', 'open')",-0.179317,-0.0124565,0.1668605
7,0.80153084,0.82950866,"('insensitive', 'sensitive')",0.8015308,0.8295087,0.0279779
8,1.4529493,1.5152441,"('unaffectionate', 'affectionate')",1.4529493,1.5152441,0.0622948
9,1.9693356,2.0552428,"('unaffectionate', 'caring')",1.9693356,2.0552428,0.0859072
10,0.7870289,0.6696332,"('unsympathetic', 'sympathetic')",0.7870289,0.6696332,-0.1173957
11,1.2633938,1.3038951,"('unhelpful', 'helpful')",1.2633938,1.3038951,0.0405013
12,-1.680749,-1.6525034,"('unsupportive', 'supportive')",-1.6807491,-1.6525034,0.0282457
13,-0.58392596,-0.718341,"('impolite', 'polite')",-0.583926,-0.718341,-0.134415
14,-0.08504761,-0.28898454,"('antisocial', 'social')",-0.0850476,-0.2889845,-0.2039369
15,-0.01970379,-0.06809825,"('boring', 'funny')",-0.0197038,-0.0680982,-0.0483944
16,-0.3504324,-0.21450968,"('unpopular', 'popular')",-0.3504324,-0.2145097,0.1359227
17,-0.2549862,-0.25732094,"('nasty', 'nice')",-0.2549862,-0.2573209,-0.0023347
18,-0.45639554,-0.44990018,"('disagreeable', 'welcoming')",-0.4563955,-0.4499002,0.0064953
19,-0.48888436,-0.38954985,"('inhospitable', 'hospitable')",-0.4888844,-0.3895499,0.0993345
20,0.7885969,0.79144216,"('rough', 'thoughtful')",0.7885969,0.7914422,0.0028453
21,-0.45616844,-0.5198413,"('immoral', 'moral')",-0.4561684,-0.5198413,-0.0636729
22,-0.7855331,-0.943715,"('untrustworthy', 'trustworthy')",-0.7855331,-0.943715,-0.1581819
23,6.5347853,6.5340343,"('insincere', 'sincere')",6.5347853,6.5340343,-0.000751
24,1.4818392,1.3022953,"('dishonest', 'honest')",1.4818392,1.3022953,-0.1795439
25,1.4866672,1.5150511,"('egoistic', 'altruistic')",1.4866672,1.5150511,0.0283839
26,1.1655811,1.1287849,"('hardhearted', 'benevolent')",1.1655811,1.1287849,-0.0367962
27,1.8940964,1.8026453,"('hardhearted', 'softhearted')",1.8940964,1.8026453,-0.0914511
28,1.4075463,1.3275003,"('disloyal', 'loyal')",1.4075463,1.3275003,-0.080046
29,-0.8783267,-0.8959239,"('unfair', 'fair')",-0.8783267,-0.8959239,-0.0175972
30,0.69221413,0.54701287,"('intolerant', 'tolerant')",0.6922141,0.5470129,-0.1452012
31,-1.2372539,-1.0393536,"('evil', 'good')",-1.2372539,-1.0393536,0.1979003
32,1.153773,1.045406,"('unkind', 'kind')",1.153773,1.045406,-0.108367
33,-0.4361378,-0.4144238,"('wrong', 'right')",-0.4361378,-0.4144238,0.021714
34,5.335935,5.4909,"('mean', 'honorable')",5.3359351,5.4909,0.1549649
35,-0.3181007,-0.39310205,"('corrupt', 'incorrupt')",-0.3181007,-0.393102,-0.0750013
36,0.054516263,0.10795225,"('hostile', 'amicable')",0.0545163,0.1079523,0.053436
37,0.71481395,0.7160097,"('fake', 'genuine')",0.7148139,0.7160097,0.0011958
38,-0.16018182,-0.12410693,"('untruthful', 'truthful')",-0.1601818,-0.1241069,0.0360749
39,0.4627228,0.36434868,"('exploitative', 'cooperative')",0.4627228,0.3643487,-0.0983741
40,-1.596375,-1.6642175,"('stingy', 'generous')",-1.596375,-1.6642175,-0.0678425
41,0.39456314,0.3045387,"('unforgiving', 'forgiving')",0.3945631,0.3045387,-0.0900244
42,-2.9893444,-3.055443,"('unreliable', 'reliable')",-2.9893444,-3.055443,-0.0660986
43,0.6495092,0.6309171,"('irresponsible', 'responsible')",0.6495092,0.6309171,-0.0185921
44,-1.6505482,-1.6314147,"('prejudiced', 'unprejudiced')",-1.6505482,-1.6314147,0.0191335
45,-0.30875382,-0.3698656,"('incompetent', 'competent')",-0.3087538,-0.3698656,-0.0611118
46,-1.0282593,-1.1686096,"('uncompetitive', 'competitive')",-1.0282593,-1.1686096,-0.1403503
47,5.265164,5.4050355,"('stupid', 'smart')",5.2651639,5.4050355,0.1398716
48,0.8038515,0.7181244,"('unintelligent', 'intelligent')",0.8038515,0.7181244,-0.0857271
49,0.3485796,0.39713204,"('unable', 'able')",0.3485796,0.397132,0.0485524
50,-0.017923638,0.018411912,"('clumsy', 'skillful')",-0.0179236,0.0184119,0.0363355
51,0.1715608,0.14632101,"('uneducated', 'educated')",0.1715608,0.146321,-0.0252398
52,-0.325751,-0.29965815,"('irrational', 'rational')",-0.325751,-0.2996581,0.0260929
53,0.19433285,0.25918517,"('uncreative', 'creative')",0.1943329,0.2591852,0.0648523
54,1.1446154,1.2693206,"('incapable', 'capable')",1.1446154,1.2693206,0.1247052
55,0.3748184,0.2621264,"('incompetent', 'clever')",0.3748184,0.2621264,-0.112692
56,-0.08132936,-0.19522169,"('impractical', 'practical')",-0.0813294,-0.1952217,-0.1138923
57,-3.0847745,-3.114151,"('unimaginative', 'imaginative')",-3.0847745,-3.114151,-0.0293765
58,-0.14042073,-0.074824974,"('undiscriminating', 'discriminating')",-0.1404207,-0.074825,0.0655957
