,las_male,las_female,tuple,vegas_male,vegas_female,sands_male,sands_female,corp_male,corp_female,average_male,average_female,female-male
0,-0.58528525,-0.5046489,"('unsociable', 'sociable')",0.6085045,0.55243045,1.6663831,1.6623763,-0.03006835,-0.062037326,0.4148835,0.4120301,-0.0028534
1,-1.4667634,-1.5708776,"('unfriendly', 'friendly')",0.5326886,0.43410978,1.4063408,1.3509356,0.9198255,0.76103663,0.3480229,0.2438011,-0.1042218
2,1.2635819,1.2541505,"('unlikable', 'likable')",1.7300886,1.7734796,1.822121,1.8252832,0.79975045,0.8160736,1.4038855,1.4172467,0.0133612
3,0.47998953,0.66887635,"('repellent', 'pleasant')",-0.41516894,-0.28290138,-0.033469148,0.055933505,0.77289927,0.810841,0.2010627,0.3131874,0.1121247
4,0.4172266,0.28600425,"('disliked', 'liked')",0.22601217,0.17618608,-0.010959003,-0.07211834,-7.223785,-7.48195,-1.6478763,-1.7729695,-0.1250932
5,-0.7659279,-0.81846297,"('distant', 'outgoing')",0.46692985,0.38530436,-0.22198063,-0.2270527,-1.1941302,-1.2866899,-0.4287772,-0.4867253,-0.0579481
6,-0.92986447,-0.9907519,"('distant', 'open')",0.7831835,0.6784145,0.061172456,0.017299473,-0.9564376,-1.0946372,-0.2604865,-0.3474188,-0.0869323
7,-0.59265643,-0.5396195,"('insensitive', 'sensitive')",-0.2498731,-0.22313464,1.0829996,1.1640112,0.634138,0.6933378,0.218652,0.2736487,0.0549967
8,-1.3084111,-1.4792069,"('unaffectionate', 'affectionate')",0.43553075,0.31147555,-0.0013806857,-0.14257714,-0.023089103,-0.09480506,-0.2243375,-0.3512784,-0.1269409
9,-0.6734971,-0.7151619,"('unaffectionate', 'caring')",0.85098106,0.7732365,1.219695,1.1749506,0.84208226,0.8646169,0.5598153,0.5244105,-0.0354048
10,-1.66727,-1.4794872,"('unsympathetic', 'sympathetic')",-1.408295,-1.3465977,0.17803404,0.24855714,-0.35169515,-0.28549597,-0.8123065,-0.7157559,0.0965506
11,-1.2794644,-1.2489734,"('unhelpful', 'helpful')",-1.2501483,-1.2191733,-0.6662539,-0.60255563,1.8386964,1.948389,-0.3392926,-0.2805784,0.0587142
12,-0.56719077,-0.5250405,"('unsupportive', 'supportive')",0.5917151,0.6453884,1.437315,1.495895,-1.9053124,-1.8755476,-0.1108683,-0.0648262,0.0460421
13,-0.35598812,-0.32335058,"('impolite', 'polite')",-0.3026208,-0.3492388,0.48571482,0.5866971,-0.57711285,-0.47605836,-0.1875017,-0.1404877,0.047014
14,0.19819182,0.401417,"('antisocial', 'social')",0.41337585,0.47095606,1.5674119,1.6558619,0.12638849,0.16822879,0.576342,0.674116,0.097774
15,-0.817463,-1.1337271,"('boring', 'funny')",0.04326843,-0.07084315,0.3205317,0.21596868,-0.30451626,-0.30335966,-0.1895448,-0.3229903,-0.1334455
16,1.2279547,1.1079825,"('unpopular', 'popular')",1.0884442,1.1173191,1.0585488,1.061823,0.22998291,0.10750031,0.9012327,0.8486562,-0.0525765
17,-0.5151265,-0.49586052,"('nasty', 'nice')",-0.531667,-0.49156275,-0.36746258,-0.3325122,-0.75050443,-0.69976765,-0.5411901,-0.5049258,0.0362643
18,0.6521857,0.65477365,"('disagreeable', 'welcoming')",1.5264187,1.4645561,0.85893023,0.8918945,-0.75537014,-0.84974664,0.5705411,0.5403694,-0.0301717
19,-2.7901495,-2.8239653,"('inhospitable', 'hospitable')",-1.6035026,-1.6553357,-2.2711768,-2.289151,-1.5504067,-1.5354968,-2.0538089,-2.0759871,-0.0221782
20,-0.05040804,0.13198379,"('rough', 'thoughtful')",-0.39860407,-0.39485252,-0.008402202,0.041973382,1.0196884,1.0405571,0.1405685,0.2049154,0.0643469
21,-0.7059387,-0.55109036,"('immoral', 'moral')",-1.46944,-1.3795408,0.24041101,0.30645752,-0.28647262,-0.14940907,-0.5553601,-0.4433957,0.1119644
22,-0.28239664,-0.17577875,"('untrustworthy', 'trustworthy')",-0.25804162,-0.26343697,-0.12112461,-0.095914185,-0.6102753,-0.64421284,-0.3179595,-0.2948357,0.0231238
23,-0.8655198,-0.86198974,"('insincere', 'sincere')",-0.36937755,-0.4094801,-0.034661237,-0.044208217,5.658491,5.714303,1.0972331,1.0996562,0.0024231
24,-0.66359323,-0.68032444,"('dishonest', 'honest')",0.0067548156,-0.03473994,0.2968249,0.27210563,0.6851611,0.693161,0.0812869,0.0625506,-0.0187363
25,0.4430054,0.33858445,"('egoistic', 'altruistic')",0.8368178,0.71628565,1.1335204,1.0369352,1.0875549,1.0251915,0.8752246,0.7792493,-0.0959753
26,-0.9663264,-1.0921205,"('hardhearted', 'benevolent')",0.48638707,0.38070023,1.2923309,1.2856082,1.3418393,1.2565018,0.5385577,0.4576724,-0.0808853
27,-0.77162665,-0.6640436,"('hardhearted', 'softhearted')",-0.27789155,-0.33110175,0.66691834,0.6657778,1.0147483,0.96266514,0.1580371,0.1583244,0.0002873
28,-1.3860575,-1.4665744,"('disloyal', 'loyal')",-0.13852897,-0.24663435,0.11596881,0.027394,1.0359435,0.96689373,-0.0931685,-0.1797303,-0.0865618
29,0.20251283,0.06479956,"('unfair', 'fair')",0.8048432,0.74242765,0.21734662,0.21030451,0.008651078,-0.13297282,0.3083385,0.2211397,-0.0871988
30,-1.1754657,-1.1698301,"('intolerant', 'tolerant')",-0.07307856,-0.04029511,0.9476774,0.97334963,0.6950766,0.68935513,0.0985524,0.1131449,0.0145925
31,-1.582129,-1.6469601,"('evil', 'good')",-0.025936063,0.024389066,-0.95025814,-0.9660856,-1.7258041,-1.8180066,-1.0710318,-1.1016659,-0.0306341
32,-0.5791972,-0.56249917,"('unkind', 'kind')",0.077869006,-0.00022229925,-0.118162036,-0.057732187,0.73915535,0.7121888,0.0299163,0.0229338,-0.0069825
33,0.4089183,0.37059116,"('wrong', 'right')",1.0642167,0.9993482,1.6738908,1.5855972,-0.5805265,-0.59391534,0.6416248,0.5904052,-0.0512196
34,-0.611735,-0.52371764,"('mean', 'honorable')",-0.6596585,-0.6020531,-0.1879623,-0.14826469,5.213752,5.357617,0.938599,1.0208954,0.0822964
35,0.17860219,-0.0013583684,"('corrupt', 'incorrupt')",0.12696421,0.043626994,-0.75475484,-0.85118276,-0.8956292,-1.0573732,-0.3362044,-0.4665718,-0.1303674
36,-0.44823194,-0.6540678,"('hostile', 'amicable')",0.2328084,0.17070511,-0.0502815,-0.12531158,-0.61719096,-0.76645184,-0.220724,-0.3437815,-0.1230575
37,-0.88110477,-0.7966036,"('fake', 'genuine')",-1.5461807,-1.5897064,-0.60755235,-0.6448864,-0.06497891,-0.030343499,-0.7749541,-0.765385,0.0095691
38,-1.0779669,-1.1075667,"('untruthful', 'truthful')",-0.088736124,-0.0066785887,0.38490283,0.42102927,-0.44323152,-0.3881195,-0.306258,-0.2703339,0.0359241
39,-0.7093734,-0.6918033,"('exploitative', 'cooperative')",0.030238204,0.048419356,0.59166497,0.66226774,0.46389574,0.58620226,0.0941064,0.1512715,0.0571651
40,0.9953938,1.0568684,"('stingy', 'generous')",1.7437918,1.7230148,0.9282291,0.9713979,-2.0984607,-2.2474935,0.3922385,0.3759469,-0.0162916
41,-1.0975113,-1.1138535,"('unforgiving', 'forgiving')",-0.41403732,-0.4089581,0.061518803,0.08784738,-0.28388786,-0.34789327,-0.4334794,-0.4457144,-0.012235
42,0.5109748,0.54796886,"('unreliable', 'reliable')",-0.018050492,0.011212289,0.24342999,0.25615048,-2.8436246,-2.895835,-0.5268176,-0.5201258,0.0066918
43,-1.5112704,-1.3458415,"('irresponsible', 'responsible')",-0.6565943,-0.57511127,-0.32651535,-0.22412965,0.27444857,0.34164852,-0.5549829,-0.4508585,0.1041244
44,1.7627994,1.9119536,"('prejudiced', 'unprejudiced')",-0.42434603,-0.31564894,-1.3795643,-1.2837235,-0.8314126,-0.85752684,-0.2181309,-0.1362364,0.0818945
45,-1.8625904,-1.6952088,"('incompetent', 'competent')",-1.3526412,-1.2634218,-0.31399512,-0.27706587,-0.26252642,-0.2844156,-0.9479383,-0.880028,0.0679103
46,-0.14166135,0.030344613,"('uncompetitive', 'competitive')",0.08170394,0.17996673,0.78476566,0.8686133,-0.5522354,-0.551194,0.0431432,0.1319327,0.0887895
