,embarq_male,embarq_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.9391703,-1.108268,"('unsociable', 'sociable')",-0.10103619,-0.2515763,-0.5201032,-0.6799222,-0.159819
1,-1.7157739,-1.9376612,"('unfriendly', 'friendly')",1.277161,1.113987,-0.2193065,-0.4118371,-0.1925306
2,1.0701913,1.000909,"('unlikable', 'likable')",0.6782079,0.66417813,0.8741996,0.8325436,-0.041656
3,-0.3937492,-0.29540625,"('repellent', 'pleasant')",0.68277305,0.7292304,0.1445119,0.2169121,0.0724002
4,-0.3738154,-0.38428202,"('disliked', 'liked')",-6.6246324,-6.6615095,-3.4992239,-3.5228958,-0.0236719
5,-0.6878491,-0.738737,"('distant', 'outgoing')",-0.5283132,-0.5305994,-0.6080812,-0.6346682,-0.026587
6,-0.6860416,-0.7561212,"('distant', 'open')",-0.34767896,-0.36164868,-0.5168602,-0.558885,-0.0420248
7,-0.63509977,-0.6218165,"('insensitive', 'sensitive')",0.45429063,0.4452851,-0.0904046,-0.0882657,0.0021389
8,-0.8608849,-0.97154105,"('unaffectionate', 'affectionate')",0.8093112,0.7339752,-0.0257868,-0.1187829,-0.0929961
9,-0.8563379,-1.0145798,"('unaffectionate', 'caring')",1.1123891,1.0855911,0.1280256,0.0355057,-0.0925199
10,-1.1238282,-1.2541506,"('unsympathetic', 'sympathetic')",-0.7411585,-0.79792905,-0.9324933,-1.0260398,-0.0935465
11,-0.48880032,-0.49238405,"('unhelpful', 'helpful')",1.0222552,1.2074423,0.2667274,0.3575291,0.0908017
12,-0.57476956,-0.6145129,"('unsupportive', 'supportive')",-2.241594,-2.23182,-1.4081818,-1.4231665,-0.0149847
13,-0.5282004,-0.6280296,"('impolite', 'polite')",-1.2346078,-1.1298022,-0.8814041,-0.8789159,0.0024882
14,0.20854391,0.19346608,"('antisocial', 'social')",0.3920064,0.3191604,0.3002751,0.2563132,-0.0439619
15,0.3507305,0.2196863,"('boring', 'funny')",0.29921228,0.29913604,0.3249714,0.2594112,-0.0655602
16,-0.39596355,-0.3461197,"('unpopular', 'popular')",0.28709507,0.2889632,-0.0544342,-0.0285783,0.0258559
17,-0.30126137,-0.23991497,"('nasty', 'nice')",-0.5024356,-0.4504724,-0.4018485,-0.3451937,0.0566548
18,-0.35815874,-0.34604588,"('disagreeable', 'welcoming')",-0.70259094,-0.71269464,-0.5303748,-0.5293702,0.0010046
