,politician_male,politician_female,tuple,average_male,average_female,female-male
25,-0.0838299,0.10344999,"('egoistic', 'altruistic')",-0.0838299,0.10345,0.1872799
26,0.21928784,0.121994644,"('hardhearted', 'benevolent')",0.2192878,0.1219946,-0.0972932
27,0.5612685,0.77349263,"('hardhearted', 'softhearted')",0.5612685,0.7734926,0.2122241
28,1.1537852,1.1585985,"('disloyal', 'loyal')",1.1537852,1.1585985,0.0048133
29,-0.8573537,-0.76837695,"('unfair', 'fair')",-0.8573537,-0.7683769,0.0889768
30,2.0161824,1.9084734,"('intolerant', 'tolerant')",2.0161824,1.9084734,-0.107709
31,-3.1654522,-2.6074145,"('evil', 'good')",-3.1654522,-2.6074145,0.5580377
32,1.888203,1.6676493,"('unkind', 'kind')",1.888203,1.6676493,-0.2205537
33,-0.8537408,-0.6031317,"('wrong', 'right')",-0.8537408,-0.6031317,0.2506091
34,3.9405174,4.2998824,"('mean', 'honorable')",3.9405174,4.2998824,0.359365
35,-2.2438347,-2.082228,"('corrupt', 'incorrupt')",-2.2438347,-2.0822279,0.1616068
36,-1.9561715,-1.7352173,"('hostile', 'amicable')",-1.9561715,-1.7352173,0.2209542
37,0.86695385,0.8652598,"('fake', 'genuine')",0.8669538,0.8652598,-0.001694
38,0.775456,0.59748155,"('untruthful', 'truthful')",0.775456,0.5974815,-0.1779745
39,0.06868605,0.023582349,"('exploitative', 'cooperative')",0.0686861,0.0235823,-0.0451038
40,-1.9199352,-1.8833716,"('stingy', 'generous')",-1.9199352,-1.8833716,0.0365636
41,0.24047267,0.122362345,"('unforgiving', 'forgiving')",0.2404727,0.1223623,-0.1181104
42,-1.1361368,-1.3847528,"('unreliable', 'reliable')",-1.1361368,-1.3847528,-0.248616
43,2.2010868,2.0916812,"('irresponsible', 'responsible')",2.2010868,2.0916812,-0.1094056
44,-0.7702044,-1.0080451,"('prejudiced', 'unprejudiced')",-0.7702044,-1.0080451,-0.2378407
45,0.7497594,0.5838132,"('incompetent', 'competent')",0.7497594,0.5838132,-0.1659462
46,0.83850336,0.5636977,"('uncompetitive', 'competitive')",0.8385034,0.5636977,-0.2748057
47,5.259624,5.696813,"('stupid', 'smart')",5.259624,5.6968131,0.4371891
48,1.2237828,1.0481747,"('unintelligent', 'intelligent')",1.2237828,1.0481747,-0.1756081
49,0.16765943,0.31224796,"('unable', 'able')",0.1676594,0.312248,0.1445886
50,-0.30234653,-0.07778871,"('clumsy', 'skillful')",-0.3023465,-0.0777887,0.2245578
51,1.8934782,1.5570767,"('uneducated', 'educated')",1.8934782,1.5570767,-0.3364015
52,-1.7126025,-1.4223305,"('irrational', 'rational')",-1.7126025,-1.4223305,0.290272
53,-0.007855359,0.13804881,"('uncreative', 'creative')",-0.0078554,0.1380488,0.1459042
54,0.73835135,1.0003929,"('incapable', 'capable')",0.7383513,1.0003929,0.2620416
55,2.1020713,1.7833062,"('incompetent', 'clever')",2.1020713,1.7833062,-0.3187651
56,2.2922714,1.8664299,"('impractical', 'practical')",2.2922714,1.8664299,-0.4258415
57,-1.8903601,-2.0405378,"('unimaginative', 'imaginative')",-1.8903601,-2.0405378,-0.1501777
58,-0.35501045,-0.2645985,"('undiscriminating', 'discriminating')",-0.3550104,-0.2645985,0.0904119
59,-1.2120872,-0.7645367,"('foolish', 'wise')",-1.2120872,-0.7645367,0.4475505
60,2.4595847,2.1355424,"('inefficient', 'efficient')",2.4595847,2.1355424,-0.3240423
61,0.44784224,0.2706939,"('illogical', 'logical')",0.4478422,0.2706939,-0.1771483
62,1.9645689,1.8466437,"('incompetent', 'brilliant')",1.9645689,1.8466437,-0.1179252
63,1.3731097,1.3121846,"('unperceptive', 'insightful')",1.3731097,1.3121846,-0.0609251
64,-4.5036902,-4.845232,"('shy', 'confident')",-4.5036902,-4.845232,-0.3415418
65,1.20613,1.212708,"('insecure', 'secure')",1.20613,1.212708,0.006578
66,-0.42137146,-0.425043,"('inactive', 'active')",-0.4213715,-0.425043,-0.0036715
67,-0.17829719,-0.28474402,"('doubtful', 'determined')",-0.1782972,-0.284744,-0.1064468
68,-0.4800375,-0.43430516,"('dependent', 'independent')",-0.4800375,-0.4343052,0.0457323
69,-2.1486418,-1.9900664,"('lazy', 'industrious')",-2.1486418,-1.9900664,0.1585754
70,2.471481,2.1729941,"('lethargic', 'energetic')",2.4714811,2.1729941,-0.298487
71,0.19550282,0.41566294,"('diffident', 'self-confident')",0.1955028,0.4156629,0.2201601
72,0.61410743,0.82472754,"('unambitious', 'ambitious')",0.6141074,0.8247275,0.2106201
73,-3.1367352,-3.091049,"('helpless', 'self-reliant')",-3.1367352,-3.091049,0.0456862
74,0.49107876,0.2641554,"('undedicated', 'dedicated')",0.4910788,0.2641554,-0.2269234
75,-1.3841804,-1.1503296,"('meek', 'impulsive')",-1.3841804,-1.1503296,0.2338508
76,1.3290677,1.1973051,"('anxious', 'daring')",1.3290677,1.1973051,-0.1317626
77,-0.074157804,-0.23121102,"('unmotivated', 'motivated')",-0.0741578,-0.231211,-0.1570532
78,-0.006392326,0.11253152,"('nonresilient', 'resilient')",-0.0063923,0.1125315,0.1189238
79,-1.2429044,-0.89920926,"('wavering', 'unwavering')",-1.2429044,-0.8992093,0.3436951
80,1.3171991,0.8576107,"('dominated', 'dominating')",1.3171991,0.8576107,-0.4595884
81,2.1090007,1.7382283,"('submissive', 'aggressive')",2.1090007,1.7382283,-0.3707724
82,6.0361366,6.505819,"('poor', 'rich')",6.0361366,6.5058188,0.4696822
83,0.39826983,0.32300952,"('powerless', 'powerful')",0.3982698,0.3230095,-0.0752603
84,-0.55008054,-0.3400168,"('inferior', 'superior')",-0.5500805,-0.3400168,0.2100637
85,-2.4935033,-2.1837947,"('insignificant', 'prestigious')",-2.4935033,-2.1837947,0.3097086
86,1.6926048,1.4876223,"('uninfluential', 'influential')",1.6926048,1.4876223,-0.2049825
87,-0.0012600087,0.06789712,"('unsuccessful', 'successful')",-0.00126,0.0678971,0.0691571
88,0.67122275,0.4182292,"('low', 'eminent')",0.6712227,0.4182292,-0.2529935
