,decadence_male,decadence_female,tuple,average_male,average_female,female-male
0,-0.68355334,-0.7193215,"('unsociable', 'sociable')",-0.6835533,-0.7193215,-0.0357682
1,1.0970373,0.9805732,"('unfriendly', 'friendly')",1.0970373,0.9805732,-0.1164641
2,0.4811576,0.5691391,"('unlikable', 'likable')",0.4811576,0.5691391,0.0879815
3,-0.8535227,-0.7534561,"('repellent', 'pleasant')",-0.8535227,-0.7534561,0.1000666
4,-3.2609105,-3.150172,"('disliked', 'liked')",-3.2609105,-3.150172,0.1107385
5,0.18351662,0.14741397,"('distant', 'outgoing')",0.1835166,0.147414,-0.0361026
6,-0.039650127,-0.06524492,"('distant', 'open')",-0.0396501,-0.0652449,-0.0255948
7,-0.30748296,-0.22279617,"('insensitive', 'sensitive')",-0.307483,-0.2227962,0.0846868
8,0.308837,0.17345397,"('unaffectionate', 'affectionate')",0.308837,0.173454,-0.135383
9,0.07360067,-0.05374612,"('unaffectionate', 'caring')",0.0736007,-0.0537461,-0.1273468
10,-1.2947563,-1.213308,"('unsympathetic', 'sympathetic')",-1.2947563,-1.213308,0.0814483
11,0.41134623,0.42120457,"('unhelpful', 'helpful')",0.4113462,0.4212046,0.0098584
12,-1.7909056,-1.7189608,"('unsupportive', 'supportive')",-1.7909056,-1.7189608,0.0719448
13,-0.94800085,-0.94586223,"('impolite', 'polite')",-0.9480008,-0.9458622,0.0021386
14,-0.8909128,-0.88623565,"('antisocial', 'social')",-0.8909128,-0.8862357,0.0046771
15,0.6960647,0.6113641,"('boring', 'funny')",0.6960647,0.6113641,-0.0847006
16,-0.039030388,-0.020158108,"('unpopular', 'popular')",-0.0390304,-0.0201581,0.0188723
17,-0.5673626,-0.5111431,"('nasty', 'nice')",-0.5673626,-0.5111431,0.0562195
18,-0.3552128,-0.39745674,"('disagreeable', 'welcoming')",-0.3552128,-0.3974567,-0.0422439
19,-0.18674736,-0.18155012,"('inhospitable', 'hospitable')",-0.1867474,-0.1815501,0.0051973
20,0.7350842,0.7251521,"('rough', 'thoughtful')",0.7350842,0.7251521,-0.0099321
21,-0.73973215,-0.6494197,"('immoral', 'moral')",-0.7397321,-0.6494197,0.0903124
22,-0.6747511,-0.68249553,"('untrustworthy', 'trustworthy')",-0.6747511,-0.6824955,-0.0077444
23,2.3527784,2.2255776,"('insincere', 'sincere')",2.3527784,2.2255776,-0.1272008
24,-0.5100985,-0.60015965,"('dishonest', 'honest')",-0.5100985,-0.6001596,-0.0900611
25,0.9591879,0.86312,"('egoistic', 'altruistic')",0.9591879,0.86312,-0.0960679
26,1.2178783,1.1519758,"('hardhearted', 'benevolent')",1.2178783,1.1519758,-0.0659025
27,0.6045508,0.49210197,"('hardhearted', 'softhearted')",0.6045508,0.492102,-0.1124488
28,0.1924504,0.112546496,"('disloyal', 'loyal')",0.1924504,0.1125465,-0.0799039
29,-0.8665031,-0.95849043,"('unfair', 'fair')",-0.8665031,-0.9584904,-0.0919873
30,-0.10677415,-0.1710512,"('intolerant', 'tolerant')",-0.1067742,-0.1710512,-0.064277
31,-1.0873185,-1.1175479,"('evil', 'good')",-1.0873185,-1.1175479,-0.0302294
32,0.5933286,0.538731,"('unkind', 'kind')",0.5933286,0.538731,-0.0545976
33,0.5576403,0.4679205,"('wrong', 'right')",0.5576403,0.4679205,-0.0897198
34,2.4632416,2.5516367,"('mean', 'honorable')",2.4632416,2.5516367,0.0883951
35,0.6422653,0.56491166,"('corrupt', 'incorrupt')",0.6422653,0.5649117,-0.0773536
36,0.3643971,0.24080622,"('hostile', 'amicable')",0.3643971,0.2408062,-0.1235909
37,0.10874343,0.11474213,"('fake', 'genuine')",0.1087434,0.1147421,0.0059987
38,-0.44275525,-0.43622193,"('untruthful', 'truthful')",-0.4427553,-0.4362219,0.0065334
39,-0.027369168,-0.017988605,"('exploitative', 'cooperative')",-0.0273692,-0.0179886,0.0093806
40,-1.3981026,-1.3947399,"('stingy', 'generous')",-1.3981026,-1.3947399,0.0033627
41,-0.34747887,-0.39154515,"('unforgiving', 'forgiving')",-0.3474789,-0.3915451,-0.0440662
42,-1.8957556,-1.7926298,"('unreliable', 'reliable')",-1.8957556,-1.7926298,0.1031258
43,-0.94009835,-0.9083512,"('irresponsible', 'responsible')",-0.9400983,-0.9083512,0.0317471
44,-0.47704458,-0.41137502,"('prejudiced', 'unprejudiced')",-0.4770446,-0.411375,0.0656696
45,-1.6708969,-1.598165,"('incompetent', 'competent')",-1.6708969,-1.598165,0.0727319
46,-1.2782447,-1.18307,"('uncompetitive', 'competitive')",-1.2782447,-1.1830699,0.0951748
47,2.1806192,2.1283677,"('stupid', 'smart')",2.1806192,2.1283677,-0.0522515
48,0.1872655,0.18931063,"('unintelligent', 'intelligent')",0.1872655,0.1893106,0.0020451
49,0.2699853,0.33845636,"('unable', 'able')",0.2699853,0.3384564,0.0684711
50,0.55197066,0.54570115,"('clumsy', 'skillful')",0.5519707,0.5457011,-0.0062696
51,-0.7395808,-0.77019215,"('uneducated', 'educated')",-0.7395808,-0.7701921,-0.0306113
52,0.005514726,-0.20015684,"('irrational', 'rational')",0.0055147,-0.2001568,-0.2056715
53,0.1468587,0.0824926,"('uncreative', 'creative')",0.1468587,0.0824926,-0.0643661
54,0.6931014,0.6890331,"('incapable', 'capable')",0.6931014,0.6890331,-0.0040683
55,-0.7024309,-0.64670676,"('incompetent', 'clever')",-0.7024309,-0.6467068,0.0557241
56,-0.29565227,-0.25181186,"('impractical', 'practical')",-0.2956523,-0.2518119,0.0438404
57,-2.5009573,-2.3908648,"('unimaginative', 'imaginative')",-2.5009573,-2.3908648,0.1100925
58,-0.6229885,-0.655805,"('undiscriminating', 'discriminating')",-0.6229885,-0.655805,-0.0328165
59,0.20462959,0.084162384,"('foolish', 'wise')",0.2046296,0.0841624,-0.1204672
60,-0.28119627,-0.19189191,"('inefficient', 'efficient')",-0.2811963,-0.1918919,0.0893044
61,-0.15212302,-0.27446768,"('illogical', 'logical')",-0.152123,-0.2744677,-0.1223447
62,-0.51007307,-0.38844514,"('incompetent', 'brilliant')",-0.5100731,-0.3884451,0.121628
63,-0.14339681,-0.060408264,"('unperceptive', 'insightful')",-0.1433968,-0.0604083,0.0829885
64,-3.6001406,-3.524083,"('shy', 'confident')",-3.6001406,-3.5240829,0.0760577
65,-0.6497838,-0.65949124,"('insecure', 'secure')",-0.6497838,-0.6594912,-0.0097074
66,-0.40690345,-0.3991586,"('inactive', 'active')",-0.4069034,-0.3991586,0.0077448
67,0.64201754,0.62613297,"('doubtful', 'determined')",0.6420175,0.626133,-0.0158845
68,-0.5950371,-0.6385429,"('dependent', 'independent')",-0.5950371,-0.6385429,-0.0435058
69,0.7257219,0.7506737,"('lazy', 'industrious')",0.7257219,0.7506737,0.0249518
70,-0.78706187,-0.7187031,"('lethargic', 'energetic')",-0.7870619,-0.7187031,0.0683588
71,0.6906358,0.69280165,"('diffident', 'self-confident')",0.6906358,0.6928017,0.0021659
72,-0.2788494,-0.3338535,"('unambitious', 'ambitious')",-0.2788494,-0.3338535,-0.0550041
73,-1.4456723,-1.4751579,"('helpless', 'self-reliant')",-1.4456723,-1.4751579,-0.0294856
74,-0.36397618,-0.37736264,"('undedicated', 'dedicated')",-0.3639762,-0.3773626,-0.0133864
75,0.024116704,0.05632481,"('meek', 'impulsive')",0.0241167,0.0563248,0.0322081
76,0.15846424,0.31862652,"('anxious', 'daring')",0.1584642,0.3186265,0.1601623
77,-0.8527966,-0.7705695,"('unmotivated', 'motivated')",-0.8527966,-0.7705695,0.0822271
78,0.2988981,0.38921654,"('nonresilient', 'resilient')",0.2988981,0.3892165,0.0903184
79,0.01591186,0.066330284,"('wavering', 'unwavering')",0.0159119,0.0663303,0.0504184
80,-0.76560616,-0.7119441,"('dominated', 'dominating')",-0.7656062,-0.7119441,0.0536621
81,-0.7274766,-0.6493407,"('submissive', 'aggressive')",-0.7274766,-0.6493407,0.0781359
82,2.2539165,2.2394252,"('poor', 'rich')",2.2539165,2.2394252,-0.0144913
83,-0.36600927,-0.40340585,"('powerless', 'powerful')",-0.3660093,-0.4034058,-0.0373965
84,0.83350706,0.6870049,"('inferior', 'superior')",0.8335071,0.6870049,-0.1465022
85,0.8896848,0.8193309,"('insignificant', 'prestigious')",0.8896848,0.8193309,-0.0703539
86,-0.8999616,-1.016859,"('uninfluential', 'influential')",-0.8999616,-1.0168591,-0.1168975
87,0.17567794,0.2803834,"('unsuccessful', 'successful')",0.1756779,0.2803834,0.1047055
88,0.47875363,0.4583916,"('low', 'eminent')",0.4787536,0.4583916,-0.020362
