,danaher_male,danaher_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,0.53175956,0.27502525,"('unsociable', 'sociable')",-0.055729847,-0.14902078,0.2380149,0.0630022,-0.1750127
1,-2.1031256,-2.2631185,"('unfriendly', 'friendly')",1.1239082,0.9482382,-0.4896087,-0.6574402,-0.1678315
2,0.5416318,0.27433756,"('unlikable', 'likable')",0.69197047,0.61759484,0.6168011,0.4459662,-0.1708349
3,0.12828954,0.3574424,"('repellent', 'pleasant')",0.39024463,0.43248644,0.2592671,0.3949644,0.1356973
4,-0.9809267,-1.2360187,"('disliked', 'liked')",-6.1198716,-6.261234,-3.5503991,-3.7486262,-0.1982271
5,-2.3147557,-2.422077,"('distant', 'outgoing')",-0.48808628,-0.5259667,-1.401421,-1.4740218,-0.0726008
6,-2.7395349,-2.6971488,"('distant', 'open')",-0.6726463,-0.73943764,-1.7060906,-1.7182932,-0.0122026
7,0.57308567,0.73828113,"('insensitive', 'sensitive')",0.18615906,0.25606024,0.3796224,0.4971707,0.1175483
8,-2.1150048,-2.3183632,"('unaffectionate', 'affectionate')",0.43871018,0.31220973,-0.8381473,-1.0030768,-0.1649295
9,-1.6474415,-1.6525817,"('unaffectionate', 'caring')",0.8398389,0.8058025,-0.4038013,-0.4233896,-0.0195883
10,0.68892235,0.797463,"('unsympathetic', 'sympathetic')",-0.48916018,-0.52640194,0.0998811,0.1355305,0.0356494
11,1.2497358,1.1720384,"('unhelpful', 'helpful')",1.9032834,2.0079377,1.5765096,1.589988,0.0134784
12,0.019244913,0.16582927,"('unsupportive', 'supportive')",-1.8402729,-1.8186169,-0.910514,-0.8263938,0.0841202
13,0.8851661,0.64976853,"('impolite', 'polite')",-0.40070185,-0.33791894,0.2422321,0.1559248,-0.0863073
14,1.5757529,1.4201255,"('antisocial', 'social')",0.21570094,0.20615587,0.8957269,0.8131407,-0.0825862
15,0.04892537,-0.054385513,"('boring', 'funny')",0.1242826,0.10962527,0.086604,0.0276199,-0.0589841
16,-1.3179239,-1.3775795,"('unpopular', 'popular')",0.17789024,0.11482251,-0.5700169,-0.6313785,-0.0613616
17,-0.60267496,-0.56503457,"('nasty', 'nice')",-0.57510674,-0.53139174,-0.5888909,-0.5482131,0.0406778
18,-0.6576861,-0.7464137,"('disagreeable', 'welcoming')",-0.4464655,-0.5340343,-0.5520758,-0.640224,-0.0881482
