,leash_male,leash_female,tuple,average_male,average_female,female-male
0,0.12236473,0.088801675,"('unsociable', 'sociable')",0.1223647,0.0888017,-0.033563
1,1.2609736,1.3353345,"('unfriendly', 'friendly')",1.2609736,1.3353345,0.0743609
2,0.43463454,0.6154145,"('unlikable', 'likable')",0.4346345,0.6154145,0.18078
3,0.92225754,1.1062944,"('repellent', 'pleasant')",0.9222575,1.1062944,0.1840369
4,-7.316677,-7.1236553,"('disliked', 'liked')",-7.3166771,-7.1236553,0.1930218
5,-0.1657529,0.24343836,"('distant', 'outgoing')",-0.1657529,0.2434384,0.4091913
6,0.16495472,0.5278651,"('distant', 'open')",0.1649547,0.5278651,0.3629104
7,0.69281244,0.90367305,"('insensitive', 'sensitive')",0.6928124,0.9036731,0.2108607
8,1.0848335,1.12002,"('unaffectionate', 'affectionate')",1.0848335,1.12002,0.0351865
9,1.5087492,1.7104359,"('unaffectionate', 'caring')",1.5087492,1.7104359,0.2016867
10,1.3744193,1.5116385,"('unsympathetic', 'sympathetic')",1.3744193,1.5116385,0.1372192
11,2.0409315,2.2271113,"('unhelpful', 'helpful')",2.0409315,2.2271113,0.1861798
12,-1.4885833,-1.3032647,"('unsupportive', 'supportive')",-1.4885833,-1.3032647,0.1853186
13,0.4870544,0.40818465,"('impolite', 'polite')",0.4870544,0.4081846,-0.0788698
14,-0.15462427,-0.24838665,"('antisocial', 'social')",-0.1546243,-0.2483867,-0.0937624
15,0.5179704,0.48997766,"('boring', 'funny')",0.5179704,0.4899777,-0.0279927
16,-0.38466054,-0.24655235,"('unpopular', 'popular')",-0.3846605,-0.2465523,0.1381082
17,-0.18694137,-0.1244173,"('nasty', 'nice')",-0.1869414,-0.1244173,0.0625241
18,-0.550967,-0.62405634,"('disagreeable', 'welcoming')",-0.550967,-0.6240563,-0.0730893
19,-0.48101333,-0.11194896,"('inhospitable', 'hospitable')",-0.4810133,-0.111949,0.3690643
20,0.6186534,0.47629863,"('rough', 'thoughtful')",0.6186534,0.4762986,-0.1423548
21,0.22874126,0.45957842,"('immoral', 'moral')",0.2287413,0.4595784,0.2308371
22,-0.28417882,-0.2177276,"('untrustworthy', 'trustworthy')",-0.2841788,-0.2177276,0.0664512
23,6.2398005,6.372425,"('insincere', 'sincere')",6.2398005,6.3724251,0.1326246
24,1.7670243,1.9559991,"('dishonest', 'honest')",1.7670243,1.9559991,0.1889748
25,0.29885882,0.114983305,"('egoistic', 'altruistic')",0.2988588,0.1149833,-0.1838755
26,0.13436575,-0.04914657,"('hardhearted', 'benevolent')",0.1343658,-0.0491466,-0.1835124
27,1.6243916,1.5262467,"('hardhearted', 'softhearted')",1.6243916,1.5262467,-0.0981449
28,1.0767022,1.222474,"('disloyal', 'loyal')",1.0767022,1.222474,0.1457718
29,-0.50817037,-0.5097022,"('unfair', 'fair')",-0.5081704,-0.5097022,-0.0015318
30,0.75147027,0.79261225,"('intolerant', 'tolerant')",0.7514703,0.7926123,0.041142
31,-1.7222766,-1.5496129,"('evil', 'good')",-1.7222766,-1.5496129,0.1726637
32,1.3114722,1.3342874,"('unkind', 'kind')",1.3114722,1.3342874,0.0228152
33,-0.49516726,-0.38801613,"('wrong', 'right')",-0.4951673,-0.3880161,0.1071512
34,4.69832,4.9957185,"('mean', 'honorable')",4.6983199,4.9957185,0.2973986
35,-1.293773,-1.3259368,"('corrupt', 'incorrupt')",-1.2937731,-1.3259368,-0.0321637
36,-0.9292809,-0.9810153,"('hostile', 'amicable')",-0.9292809,-0.9810153,-0.0517344
37,1.0139527,1.0244966,"('fake', 'genuine')",1.0139527,1.0244966,0.0105439
38,-0.103788376,0.14558312,"('untruthful', 'truthful')",-0.1037884,0.1455831,0.2493715
39,-0.053475562,-0.10541675,"('exploitative', 'cooperative')",-0.0534756,-0.1054168,-0.0519412
40,-1.6420871,-1.7115724,"('stingy', 'generous')",-1.6420871,-1.7115724,-0.0694853
41,-0.035171382,0.051562868,"('unforgiving', 'forgiving')",-0.0351714,0.0515629,0.0867343
42,-1.9428816,-1.8661993,"('unreliable', 'reliable')",-1.9428816,-1.8661993,0.0766823
43,1.2866899,1.3950093,"('irresponsible', 'responsible')",1.2866899,1.3950093,0.1083194
44,-1.0800316,-1.3116469,"('prejudiced', 'unprejudiced')",-1.0800316,-1.3116469,-0.2316153
45,0.3615002,0.63950384,"('incompetent', 'competent')",0.3615002,0.6395038,0.2780036
46,-0.24521397,-0.20160022,"('uncompetitive', 'competitive')",-0.245214,-0.2016002,0.0436138
47,5.4902077,5.7130265,"('stupid', 'smart')",5.4902077,5.7130265,0.2228188
48,0.5370789,0.52009344,"('unintelligent', 'intelligent')",0.5370789,0.5200934,-0.0169855
49,0.286721,0.5663116,"('unable', 'able')",0.286721,0.5663116,0.2795906
50,-0.14978415,-0.026309503,"('clumsy', 'skillful')",-0.1497841,-0.0263095,0.1234746
51,0.5724567,0.6879821,"('uneducated', 'educated')",0.5724567,0.6879821,0.1155254
52,-0.38685018,-0.2894737,"('irrational', 'rational')",-0.3868502,-0.2894737,0.0973765
53,-0.041124452,0.024351716,"('uncreative', 'creative')",-0.0411245,0.0243517,0.0654762
54,1.1859887,1.5155686,"('incapable', 'capable')",1.1859887,1.5155686,0.3295799
55,0.82069355,0.89181393,"('incompetent', 'clever')",0.8206936,0.8918139,0.0711203
56,0.9198058,1.1224462,"('impractical', 'practical')",0.9198058,1.1224462,0.2026404
57,-2.4157186,-2.2520115,"('unimaginative', 'imaginative')",-2.4157186,-2.2520115,0.1637071
58,-0.1931004,-0.15382466,"('undiscriminating', 'discriminating')",-0.1931004,-0.1538247,0.0392757
59,-0.028827082,0.1216379,"('foolish', 'wise')",-0.0288271,0.1216379,0.150465
60,1.0017507,1.0277921,"('inefficient', 'efficient')",1.0017507,1.0277921,0.0260414
61,0.12896264,0.11976954,"('illogical', 'logical')",0.1289626,0.1197695,-0.0091931
62,1.2472948,1.5134736,"('incompetent', 'brilliant')",1.2472948,1.5134736,0.2661788
63,0.62311625,0.93070024,"('unperceptive', 'insightful')",0.6231163,0.9307002,0.3075839
64,-5.7720428,-5.567683,"('shy', 'confident')",-5.7720428,-5.5676832,0.2043596
65,0.69834083,0.6636426,"('insecure', 'secure')",0.6983408,0.6636426,-0.0346982
66,-0.107797205,-0.037483845,"('inactive', 'active')",-0.1077972,-0.0374838,0.0703134
67,-0.3232837,-0.2588171,"('doubtful', 'determined')",-0.3232837,-0.2588171,0.0644666
68,-0.3717244,-0.18943346,"('dependent', 'independent')",-0.3717244,-0.1894335,0.1822909
69,-2.02504,-1.8396506,"('lazy', 'industrious')",-2.0250399,-1.8396506,0.1853893
70,1.5474664,1.7123612,"('lethargic', 'energetic')",1.5474664,1.7123612,0.1648948
71,0.5121659,0.70271707,"('diffident', 'self-confident')",0.5121659,0.7027171,0.1905512
72,0.93787885,0.9953892,"('unambitious', 'ambitious')",0.9378788,0.9953892,0.0575104
73,-3.0845182,-3.0172598,"('helpless', 'self-reliant')",-3.0845182,-3.0172598,0.0672584
74,-0.010915937,-0.044101365,"('undedicated', 'dedicated')",-0.0109159,-0.0441014,-0.0331855
75,-0.7893364,-0.58961934,"('meek', 'impulsive')",-0.7893364,-0.5896193,0.1997171
76,0.6632594,0.5341562,"('anxious', 'daring')",0.6632594,0.5341562,-0.1291032
77,-1.2462884,-1.0305662,"('unmotivated', 'motivated')",-1.2462884,-1.0305662,0.2157222
78,-0.5127151,-0.49528575,"('nonresilient', 'resilient')",-0.5127151,-0.4952857,0.0174294
79,-0.3715487,-0.04322784,"('wavering', 'unwavering')",-0.3715487,-0.0432278,0.3283209
80,-0.19801793,-0.23589589,"('dominated', 'dominating')",-0.1980179,-0.2358959,-0.037878
81,0.35416764,0.31503558,"('submissive', 'aggressive')",0.3541676,0.3150356,-0.039132
82,6.7012105,6.9623604,"('poor', 'rich')",6.7012105,6.9623604,0.2611499
83,-0.33729044,-0.3103675,"('powerless', 'powerful')",-0.3372904,-0.3103675,0.0269229
84,0.09236295,0.17311546,"('inferior', 'superior')",0.0923629,0.1731155,0.0807526
85,-1.5626893,-1.5860643,"('insignificant', 'prestigious')",-1.5626893,-1.5860643,-0.023375
86,0.58060324,0.8121968,"('uninfluential', 'influential')",0.5806032,0.8121968,0.2315936
