,fedex_male,fedex_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.5777662,-0.7351339,"('unsociable', 'sociable')",-0.062006038,-0.25813612,-0.3198861,-0.496635,-0.1767489
1,-0.74151266,-0.7638829,"('unfriendly', 'friendly')",1.3831124,1.3521842,0.3207999,0.2941507,-0.0266492
2,0.79672223,0.7886358,"('unlikable', 'likable')",0.7584517,0.7568456,0.7775869,0.7727407,-0.0048462
3,-0.36859807,-0.32615456,"('repellent', 'pleasant')",0.7332411,0.7179639,0.1823215,0.1959047,0.0135832
4,0.18235777,0.11744174,"('disliked', 'liked')",-6.434543,-6.6109157,-3.1260927,-3.246737,-0.1206443
5,-0.19902466,-0.14800215,"('distant', 'outgoing')",-0.7015207,-0.66885453,-0.4502727,-0.4084283,0.0418444
6,-0.5561878,-0.5003048,"('distant', 'open')",-0.65259284,-0.59493726,-0.6043903,-0.547621,0.0567693
7,-0.6583444,-0.67338413,"('insensitive', 'sensitive')",0.17236957,0.17009194,-0.2429874,-0.2516461,-0.0086587
8,-0.7557219,-0.7470383,"('unaffectionate', 'affectionate')",0.383353,0.4239967,-0.1861845,-0.1615208,0.0246637
9,-0.52184504,-0.5520587,"('unaffectionate', 'caring')",0.6940318,0.7473448,0.0860934,0.097643,0.0115496
10,-1.4296526,-1.511844,"('unsympathetic', 'sympathetic')",-0.5817915,-0.6002781,-1.005722,-1.056061,-0.050339
11,-0.6541149,-0.66402256,"('unhelpful', 'helpful')",1.547717,1.592571,0.446801,0.4642742,0.0174732
12,-0.006145939,0.053130135,"('unsupportive', 'supportive')",-2.3008196,-2.3075857,-1.1534828,-1.1272278,0.026255
13,-0.44525796,-0.5102935,"('impolite', 'polite')",-0.7997055,-0.8586552,-0.6224817,-0.6844743,-0.0619926
14,0.20703869,0.1636237,"('antisocial', 'social')",0.122653,-0.027057923,0.1648458,0.0682829,-0.0965629
15,0.34556815,0.24330632,"('boring', 'funny')",0.01123573,-0.0065020584,0.1784019,0.1184021,-0.0599998
16,-0.4429342,-0.44008586,"('unpopular', 'popular')",0.33375117,0.31026748,-0.0545915,-0.0649092,-0.0103177
17,-0.101270795,-0.047187667,"('nasty', 'nice')",-0.566423,-0.5274134,-0.3338469,-0.2873006,0.0465463
18,-0.45809457,-0.5023237,"('disagreeable', 'welcoming')",-0.5147805,-0.57427233,-0.4864376,-0.538298,-0.0518604
19,-0.39459136,-0.39242256,"('inhospitable', 'hospitable')",-0.41700017,-0.3501739,-0.4057958,-0.3712982,0.0344976
20,0.045309864,0.049084477,"('rough', 'thoughtful')",0.9070261,0.9038837,0.476168,0.4764841,0.0003161
21,-0.3165909,-0.43904418,"('immoral', 'moral')",-0.26204777,-0.34287253,-0.2893193,-0.3909584,-0.1016391
22,-0.52156216,-0.57734174,"('untrustworthy', 'trustworthy')",-0.8299315,-0.9392938,-0.6757468,-0.7583178,-0.082571
23,-0.1732286,-0.2651257,"('insincere', 'sincere')",5.890181,5.888773,2.8584762,2.8118236,-0.0466526
24,-0.07482345,-0.14823048,"('dishonest', 'honest')",0.6957467,0.6856229,0.3104616,0.2686962,-0.0417654
25,-0.120763965,-0.09771404,"('egoistic', 'altruistic')",1.2215626,1.2663196,0.5503993,0.5843028,0.0339035
26,0.199225,0.14055797,"('hardhearted', 'benevolent')",1.8160328,1.790697,1.0076289,0.9656275,-0.0420014
27,-0.4318567,-0.35616857,"('hardhearted', 'softhearted')",1.0000415,0.9930513,0.2840924,0.3184414,0.034349
28,-0.86785626,-1.0036414,"('disloyal', 'loyal')",1.0589184,0.97426265,0.095531,-0.0146894,-0.1102204
29,-0.31930774,-0.31990406,"('unfair', 'fair')",-0.26353323,-0.4034426,-0.2914205,-0.3616733,-0.0702528
30,0.37040067,0.23845187,"('intolerant', 'tolerant')",0.98859155,0.84778816,0.6794961,0.54312,-0.1363761
31,-0.091862805,0.036551736,"('evil', 'good')",-0.74765277,-0.7354051,-0.4197578,-0.3494267,0.0703311
32,0.29960695,0.21087666,"('unkind', 'kind')",0.98194206,0.8517411,0.6407745,0.5313089,-0.1094656
33,0.612641,0.52943146,"('wrong', 'right')",-0.87834394,-0.90530455,-0.1328515,-0.1879365,-0.055085
34,0.07015978,0.1980788,"('mean', 'honorable')",5.505555,5.708413,2.7878575,2.9532459,0.1653884
35,-0.5112119,-0.51625663,"('corrupt', 'incorrupt')",-0.28890774,-0.28507304,-0.4000598,-0.4006648,-0.000605
36,-0.093653485,-0.15221159,"('hostile', 'amicable')",-0.37350342,-0.4649689,-0.2335784,-0.3085902,-0.0750118
37,-0.6933312,-0.6811927,"('fake', 'genuine')",-0.059498206,0.007035814,-0.3764147,-0.3370785,0.0393362
