,clorox_male,clorox_female,tuple,co_male,co_female,average_male,average_female,female-male
0,-0.9029786,-0.98315144,"('unsociable', 'sociable')",0.2024958,0.1473131,-0.3502414,-0.4179192,-0.0676778
1,-1.0345322,-1.3369882,"('unfriendly', 'friendly')",1.1206118,0.9671225,0.0430398,-0.1849329,-0.2279727
2,0.48560467,0.46978226,"('unlikable', 'likable')",1.0206375,1.2216648,0.7531211,0.8457235,0.0926024
3,-0.7813019,-0.5995524,"('repellent', 'pleasant')",0.3074463,0.33447665,-0.2369278,-0.1325379,0.1043899
4,0.251747,0.16769934,"('disliked', 'liked')",-6.667267,-6.5548625,-3.2077599,-3.1935816,0.0141783
5,-0.682384,-0.8891628,"('distant', 'outgoing')",-0.9422601,-0.8910151,-0.812322,-0.8900889,-0.0777669
6,-1.0143375,-1.2008315,"('distant', 'open')",-0.8869133,-0.89594746,-0.9506254,-1.0483894,-0.097764
7,-0.8559375,-0.7078183,"('insensitive', 'sensitive')",-0.10258592,-0.084215075,-0.4792617,-0.3960167,0.083245
8,-0.82748103,-1.0043199,"('unaffectionate', 'affectionate')",0.44644317,0.31651482,-0.1905189,-0.3439025,-0.1533836
9,-1.25194,-1.4065278,"('unaffectionate', 'caring')",0.8245314,0.7376805,-0.2137043,-0.3344236,-0.1207193
10,-0.6928053,-0.6104223,"('unsympathetic', 'sympathetic')",0.120435745,-0.021896757,-0.2861848,-0.3161595,-0.0299747
11,-0.3493738,-0.24690068,"('unhelpful', 'helpful')",2.1764739,2.1689484,0.91355,0.9610239,0.0474739
12,-0.72440284,-0.69761044,"('unsupportive', 'supportive')",-1.8933971,-1.7601415,-1.3089,-1.228876,0.080024
13,-0.7389058,-0.6679857,"('impolite', 'polite')",-0.03621964,0.047381956,-0.3875627,-0.3103019,0.0772608
14,0.24775587,0.30362526,"('antisocial', 'social')",0.18220338,0.17700034,0.2149796,0.2403128,0.0253332
15,0.07213178,-0.07729059,"('boring', 'funny')",0.6637373,0.69178,0.3679345,0.3072447,-0.0606898
