,eponym_male,eponym_female,tuple,average_male,average_female,female-male
0,-0.485756,-0.8318984,"('unsociable', 'sociable')",-0.485756,-0.8318984,-0.3461424
1,-1.777088,-1.9401796,"('unfriendly', 'friendly')",-1.777088,-1.9401796,-0.1630916
2,0.1338787,0.16082016,"('unlikable', 'likable')",0.1338787,0.1608202,0.0269415
3,-0.20360884,-0.16144864,"('repellent', 'pleasant')",-0.2036088,-0.1614486,0.0421602
4,-2.5663993,-2.5246987,"('disliked', 'liked')",-2.5663993,-2.5246987,0.0417006
5,-1.4610876,-1.3972832,"('distant', 'outgoing')",-1.4610876,-1.3972832,0.0638044
6,-1.5320944,-1.4473978,"('distant', 'open')",-1.5320944,-1.4473978,0.0846966
7,-0.17798573,-0.23988768,"('insensitive', 'sensitive')",-0.1779857,-0.2398877,-0.061902
8,-2.2184415,-2.245593,"('unaffectionate', 'affectionate')",-2.2184415,-2.2455931,-0.0271516
9,-2.0743484,-2.089318,"('unaffectionate', 'caring')",-2.0743484,-2.089318,-0.0149696
10,-0.90585124,-1.0486814,"('unsympathetic', 'sympathetic')",-0.9058512,-1.0486814,-0.1428302
11,0.55003726,0.43840575,"('unhelpful', 'helpful')",0.5500373,0.4384058,-0.1116315
12,-1.826181,-1.8655065,"('unsupportive', 'supportive')",-1.8261811,-1.8655065,-0.0393254
13,0.3540219,0.079479314,"('impolite', 'polite')",0.3540219,0.0794793,-0.2745426
14,0.95162356,0.7360804,"('antisocial', 'social')",0.9516236,0.7360804,-0.2155432
15,0.4455741,0.37399167,"('boring', 'funny')",0.4455741,0.3739917,-0.0715824
16,-0.7048392,-0.55605596,"('unpopular', 'popular')",-0.7048392,-0.556056,0.1487832
17,-0.08277322,-0.041078705,"('nasty', 'nice')",-0.0827732,-0.0410787,0.0416945
18,-0.9012467,-0.95981705,"('disagreeable', 'welcoming')",-0.9012467,-0.9598171,-0.0585704
19,-1.4345164,-1.4278487,"('inhospitable', 'hospitable')",-1.4345164,-1.4278487,0.0066677
20,0.53817564,0.4799426,"('rough', 'thoughtful')",0.5381756,0.4799426,-0.058233
21,0.4970823,0.2972785,"('immoral', 'moral')",0.4970823,0.2972785,-0.1998038
22,0.593107,0.39022693,"('untrustworthy', 'trustworthy')",0.593107,0.3902269,-0.2028801
23,1.47808,1.2580311,"('insincere', 'sincere')",1.47808,1.2580311,-0.2200489
24,-0.20394559,-0.4139229,"('dishonest', 'honest')",-0.2039456,-0.4139229,-0.2099773
25,-1.1435091,-1.1519146,"('egoistic', 'altruistic')",-1.1435091,-1.1519146,-0.0084055
26,0.109348685,-0.12580022,"('hardhearted', 'benevolent')",0.1093487,-0.1258002,-0.2351489
27,-0.41652972,-0.42759097,"('hardhearted', 'softhearted')",-0.4165297,-0.427591,-0.0110613
28,-0.9559088,-1.0831095,"('disloyal', 'loyal')",-0.9559088,-1.0831095,-0.1272007
29,-0.25111848,-0.32522234,"('unfair', 'fair')",-0.2511185,-0.3252223,-0.0741038
30,0.75220233,0.6050103,"('intolerant', 'tolerant')",0.7522023,0.6050103,-0.147192
31,-1.5885212,-1.6205735,"('evil', 'good')",-1.5885212,-1.6205735,-0.0320523
32,0.61419785,0.40843335,"('unkind', 'kind')",0.6141979,0.4084333,-0.2057646
33,-0.41941756,-0.4141127,"('wrong', 'right')",-0.4194176,-0.4141127,0.0053049
34,1.6117624,1.6497868,"('mean', 'honorable')",1.6117624,1.6497868,0.0380244
35,-0.8064438,-0.67271554,"('corrupt', 'incorrupt')",-0.8064438,-0.6727155,0.1337283
36,-1.1499094,-1.0192859,"('hostile', 'amicable')",-1.1499094,-1.0192859,0.1306235
37,-0.25636008,-0.2746032,"('fake', 'genuine')",-0.2563601,-0.2746032,-0.0182431
38,-0.32585004,-0.4218551,"('untruthful', 'truthful')",-0.32585,-0.4218551,-0.0960051
39,0.20078494,0.0718766,"('exploitative', 'cooperative')",0.2007849,0.0718766,-0.1289083
40,-1.2608691,-1.2981285,"('stingy', 'generous')",-1.2608691,-1.2981285,-0.0372594
41,-0.42790455,-0.5681487,"('unforgiving', 'forgiving')",-0.4279045,-0.5681487,-0.1402442
42,0.5834056,0.5286174,"('unreliable', 'reliable')",0.5834056,0.5286174,-0.0547882
43,-0.015994247,-0.25475362,"('irresponsible', 'responsible')",-0.0159942,-0.2547536,-0.2387594
44,0.6987648,0.7881987,"('prejudiced', 'unprejudiced')",0.6987648,0.7881987,0.0894339
45,-0.22077307,-0.33911368,"('incompetent', 'competent')",-0.2207731,-0.3391137,-0.1183406
46,-0.53104717,-0.64433324,"('uncompetitive', 'competitive')",-0.5310472,-0.6443332,-0.113286
47,1.9629817,1.9841831,"('stupid', 'smart')",1.9629817,1.9841831,0.0212014
