,suntrust_male,suntrust_female,tuple,banks_male,banks_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.42941007,-0.70612276,"('unsociable', 'sociable')",1.2078052,1.1149424,-0.4149321,-0.6004066,0.1211543,-0.0638623,-0.1850166
1,-0.8896804,-0.7348132,"('unfriendly', 'friendly')",1.354358,1.3195692,1.3688434,1.2505064,0.6111737,0.6117541,0.0005804
2,1.4668572,1.541048,"('unlikable', 'likable')",1.9174894,2.0133824,0.9193332,1.0723095,1.4345598,1.5422467,0.1076869
3,-0.608439,-0.533966,"('repellent', 'pleasant')",0.24912328,0.32583386,0.41586274,0.4518789,0.018849,0.0812489,0.0623999
4,0.085127234,0.16581878,"('disliked', 'liked')",-0.29618305,-0.36553317,-5.689861,-5.684438,-1.9669722,-1.9613841,0.0055881
5,-0.4852719,-0.26149175,"('distant', 'outgoing')",0.0477579,0.17277846,-0.67639387,-0.4881385,-0.3713026,-0.1922839,0.1790187
6,-0.624746,-0.30804855,"('distant', 'open')",-0.63449883,-0.45090163,0.06827212,0.22618279,-0.3969909,-0.1775891,0.2194018
7,-0.019013993,-0.038930506,"('insensitive', 'sensitive')",0.91549194,0.98820126,0.17263138,0.18839906,0.3563698,0.3792233,0.0228535
8,-0.16640718,-0.05956114,"('unaffectionate', 'affectionate')",0.58523434,0.51564616,0.14034615,0.13042235,0.1863911,0.1955025,0.0091114
9,0.07505864,0.09102459,"('unaffectionate', 'caring')",1.6773229,1.6242622,0.7696498,0.7823843,0.8406771,0.832557,-0.0081201
10,-0.35027272,-0.4456979,"('unsympathetic', 'sympathetic')",0.3870221,0.36973327,0.051904824,-0.056432586,0.0295514,-0.0441324,-0.0736838
11,0.2251844,0.05370478,"('unhelpful', 'helpful')",1.0897148,1.0924004,2.36392,2.4446654,1.2262731,1.1969236,-0.0293495
12,0.43113226,0.55341,"('unsupportive', 'supportive')",1.5856376,1.7313815,-2.1384478,-1.986159,-0.0405593,0.0995442,0.1401035
13,0.058346953,-0.14339094,"('impolite', 'polite')",1.0794243,1.1395808,-0.23193693,-0.29784265,0.3019448,0.2327824,-0.0691624
14,0.032337278,-0.07856003,"('antisocial', 'social')",2.1462545,2.1302645,-0.5106988,-0.62827784,0.5559643,0.4744755,-0.0814888
15,0.255006,0.13234589,"('boring', 'funny')",0.51792085,0.49011898,0.57581455,0.5549165,0.4495804,0.3924605,-0.0571199
16,-0.82694626,-0.7172574,"('unpopular', 'popular')",-0.76909816,-0.69916576,0.22571239,0.3211887,-0.4567773,-0.3650781,0.0916992
17,-0.048211016,0.076075666,"('nasty', 'nice')",-0.21535656,-0.050085403,-0.37717423,-0.28924155,-0.2135806,-0.0877504,0.1258302
18,0.13071303,0.35832182,"('disagreeable', 'welcoming')",-0.5512784,-0.4364906,-0.61511403,-0.49799576,-0.3452264,-0.1920548,0.1531716
19,-0.44667533,-0.2947702,"('inhospitable', 'hospitable')",-0.49953556,-0.45033035,-0.35109076,-0.15463993,-0.4324339,-0.2999135,0.1325204
20,-0.4660752,-0.35271814,"('rough', 'thoughtful')",-0.5612184,-0.46937877,0.74572515,0.7411439,-0.0938561,-0.0269844,0.0668717
21,-0.3147099,-0.44627258,"('immoral', 'moral')",0.9785224,0.95003223,-0.63911736,-0.6336312,0.0082317,-0.0432905,-0.0515222
22,-0.618715,-0.6693263,"('untrustworthy', 'trustworthy')",-0.0103645045,-0.06662692,-0.9210616,-0.94698656,-0.5167137,-0.5609799,-0.0442662
23,0.2611555,0.16024975,"('insincere', 'sincere')",1.7302402,1.755,5.438019,5.354388,2.4764716,2.4232127,-0.0532589
24,0.28394216,0.23817503,"('dishonest', 'honest')",0.6927814,0.6750507,0.9262383,0.8648999,0.6343206,0.5927085,-0.0416121
25,-0.5923182,-0.55829245,"('egoistic', 'altruistic')",-0.14156984,-0.100787885,1.197824,1.075573,0.1546453,0.1388309,-0.0158144
26,0.7711585,0.75278586,"('hardhearted', 'benevolent')",1.7718884,1.7800806,1.5588537,1.3775207,1.3673002,1.3034623,-0.0638379
27,-0.154714,0.07064764,"('hardhearted', 'softhearted')",0.4513336,0.6283356,0.99695086,1.0232135,0.4311902,0.5740656,0.1428754
28,-0.14924315,-0.3876509,"('disloyal', 'loyal')",0.47965088,0.26820537,1.3025161,1.0967923,0.5443079,0.3257823,-0.2185256
29,-0.6430659,-0.63356304,"('unfair', 'fair')",-0.35281855,-0.28561285,-0.68136287,-0.8016053,-0.5590824,-0.5735937,-0.0145113
30,1.1433922,1.0381029,"('intolerant', 'tolerant')",1.934082,1.8975058,1.0687306,1.1051009,1.3820683,1.3469032,-0.0351651
31,-0.7687514,-0.40654814,"('evil', 'good')",-0.8171451,-0.7534397,-1.6590996,-1.5921865,-1.0816654,-0.9173915,0.1642739
32,0.3725539,0.26494977,"('unkind', 'kind')",1.4584715,1.4529594,1.460132,1.2865841,1.0970525,1.0014977,-0.0955548
33,0.28122,0.2555114,"('wrong', 'right')",0.66454065,0.6751332,-0.89384377,-0.95970446,0.0173056,-0.0096866,-0.0269922
34,0.5550514,0.8162676,"('mean', 'honorable')",1.2917657,1.4634714,5.962829,6.245832,2.6032154,2.841857,0.2386416
35,-0.5198865,-0.5311038,"('corrupt', 'incorrupt')",-1.9352216,-1.9633222,-0.45528284,-0.62394106,-0.9701304,-1.0394557,-0.0693253
36,-0.39635482,-0.19747952,"('hostile', 'amicable')",-0.37383857,-0.4582384,0.025149664,-0.10361472,-0.2483479,-0.2531109,-0.004763
37,-0.5648681,-0.56147873,"('fake', 'genuine')",-0.71705145,-0.7068602,0.1832575,0.18337375,-0.3662207,-0.3616551,0.0045656
38,0.48296684,0.47010925,"('untruthful', 'truthful')",1.1871036,1.1889935,0.14039183,0.21829414,0.6034874,0.6257989,0.0223115
39,0.85592425,0.7898789,"('exploitative', 'cooperative')",1.4204147,1.5455219,0.03651806,0.022292245,0.7709524,0.7858977,0.0149453
40,0.4098411,0.4789031,"('stingy', 'generous')",0.98508424,1.0173143,-1.5797164,-1.6684618,-0.061597,-0.0574148,0.0041822
41,0.33619547,0.43950388,"('unforgiving', 'forgiving')",1.5733339,1.5716983,0.13078584,0.14242494,0.6801051,0.7178756,0.0377705
42,1.25939,1.3640854,"('unreliable', 'reliable')",0.9835591,1.1076314,-2.312219,-2.1610937,-0.02309,0.1035411,0.1266311
43,-0.066159375,0.015377625,"('irresponsible', 'responsible')",0.84732676,1.0062978,0.27768826,0.37905967,0.3529519,0.4669117,0.1139598
44,-0.31808794,-0.28644845,"('prejudiced', 'unprejudiced')",-1.126197,-1.0498388,-1.1054418,-1.0756071,-0.8499089,-0.8039648,0.0459441
45,-0.7669024,-0.70887,"('incompetent', 'competent')",0.59988564,0.53910005,-0.24676175,-0.33584455,-0.1379262,-0.1685382,-0.030612
46,-0.5040114,-0.5927725,"('uncompetitive', 'competitive')",0.6896361,0.6984315,-0.5249551,-0.5027148,-0.1131101,-0.1323519,-0.0192418
47,0.03911046,0.12737158,"('stupid', 'smart')",1.4412509,1.497894,5.3084817,5.438755,2.2629477,2.3546735,0.0917258
48,-0.71641207,-0.76506454,"('unintelligent', 'intelligent')",-0.6997034,-0.69619834,0.102998026,0.053965576,-0.4377058,-0.4690991,-0.0313933
49,-0.60152215,-0.5089899,"('unable', 'able')",-0.6151626,-0.46356168,-0.412769,-0.1571392,-0.5431513,-0.3765636,0.1665877
50,-0.29576695,-0.21668622,"('clumsy', 'skillful')",-0.88155967,-0.8875132,0.02664811,0.06332779,-0.3835595,-0.3469572,0.0366023
51,-0.04438723,-0.29731146,"('uneducated', 'educated')",0.58686024,0.4771542,0.7808868,0.6575544,0.4411199,0.2791324,-0.1619875
52,-0.09138455,-0.18243957,"('irrational', 'rational')",-0.031241879,-0.1529124,-0.31861714,-0.47336876,-0.1470812,-0.2695736,-0.1224924
53,-1.0830456,-1.0521367,"('uncreative', 'creative')",0.6980728,0.6686503,0.7413926,0.7380511,0.1188066,0.1181883,-0.0006183
54,-0.05021692,-0.18842886,"('incapable', 'capable')",0.8878963,0.8775888,0.82420695,0.9046397,0.5539621,0.5312665,-0.0226956
55,-0.743789,-0.774681,"('incompetent', 'clever')",0.5981311,0.59243685,0.038094915,-0.022909775,-0.0358543,-0.0683846,-0.0325303
56,0.4797153,0.35276866,"('impractical', 'practical')",2.0966394,2.084897,0.32534137,0.31391895,0.9672321,0.9171948,-0.0500373
57,-0.5883141,-0.77594066,"('unimaginative', 'imaginative')",0.034342814,-0.083906814,-2.4424903,-2.4910972,-0.9988205,-1.1169816,-0.1181611
58,-0.14744496,-0.08996023,"('undiscriminating', 'discriminating')",0.6155093,0.58234274,0.034554344,0.051981322,0.1675396,0.1814546,0.013915
59,0.15044914,0.08766879,"('foolish', 'wise')",0.4921085,0.4352067,-0.21042515,-0.16699839,0.1440442,0.1186257,-0.0254185
60,-0.18333367,-0.1655232,"('inefficient', 'efficient')",1.3619767,1.5079316,0.16667718,0.28649327,0.4484401,0.5429672,0.0945271
61,-0.63352036,-0.6896165,"('illogical', 'logical')",1.6044365,1.5291115,-0.009261629,-0.16388988,0.3205515,0.2252017,-0.0953498
