,stericycle_male,stericycle_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-1.0024588,-1.0743809,"('unsociable', 'sociable')",-0.2588015,-0.42655906,-0.6306301,-0.75047,-0.1198399
1,-0.9169723,-1.0892627,"('unfriendly', 'friendly')",1.9918891,1.8988161,0.5374584,0.4047767,-0.1326817
2,0.6893118,0.72863865,"('unlikable', 'likable')",0.6389538,0.712712,0.6641328,0.7206753,0.0565425
3,-0.883593,-0.77092135,"('repellent', 'pleasant')",0.14726731,0.2279487,-0.3681629,-0.2714863,0.0966766
4,-0.09326996,-0.11443698,"('disliked', 'liked')",-6.011831,-6.1140523,-3.0525503,-3.1142447,-0.0616944
5,-0.3588639,-0.3462368,"('distant', 'outgoing')",0.021250628,0.038137656,-0.1688066,-0.1540496,0.014757
6,-0.46670407,-0.50004476,"('distant', 'open')",0.2811466,0.32325375,-0.0927787,-0.0883955,0.0043832
7,-0.89331925,-0.8118473,"('insensitive', 'sensitive')",0.44043636,0.45748904,-0.2264414,-0.1771791,0.0492623
8,-0.7864588,-0.8951185,"('unaffectionate', 'affectionate')",1.2621722,1.1860524,0.2378567,0.145467,-0.0923897
9,-1.1557882,-1.254432,"('unaffectionate', 'caring')",1.2870505,1.2479689,0.0656312,-0.0032315,-0.0688627
10,-1.5518616,-1.5263348,"('unsympathetic', 'sympathetic')",-0.5740593,-0.6450492,-1.0629605,-1.0856919,-0.0227314
11,-0.57461864,-0.5181714,"('unhelpful', 'helpful')",1.3390628,1.432665,0.3822221,0.4572468,0.0750247
12,-0.60577714,-0.5128018,"('unsupportive', 'supportive')",-1.6061449,-1.6011497,-1.1059611,-1.0569757,0.0489854
13,-0.7640863,-0.74708396,"('impolite', 'polite')",-0.8863638,-0.85590166,-0.8252251,-0.8014928,0.0237323
14,-0.14394851,-0.10848118,"('antisocial', 'social')",-0.29299533,-0.3928521,-0.2184719,-0.2506666,-0.0321947
15,0.8026746,0.7043733,"('boring', 'funny')",0.85017586,0.8059323,0.8264252,0.7551528,-0.0712724
16,-0.19054887,-0.15317741,"('unpopular', 'popular')",0.1914946,0.31305653,0.0004729,0.0799396,0.0794667
17,0.3454216,0.41509363,"('nasty', 'nice')",-0.40554413,-0.3554947,-0.0300613,0.0297995,0.0598608
18,-0.2512138,-0.17853355,"('disagreeable', 'welcoming')",-0.38033813,-0.38739118,-0.315776,-0.2829624,0.0328136
19,-0.9106782,-0.9160742,"('inhospitable', 'hospitable')",0.13496447,0.23065001,-0.3878569,-0.3427121,0.0451448
20,-0.04966545,-0.01880467,"('rough', 'thoughtful')",0.98917615,0.96339273,0.4697554,0.472294,0.0025386
21,0.07206847,0.124991156,"('immoral', 'moral')",-0.53657794,-0.47942138,-0.2322547,-0.1772151,0.0550396
22,-0.32508895,-0.27482525,"('untrustworthy', 'trustworthy')",-0.8221845,-0.895576,-0.5736367,-0.5852006,-0.0115639
23,-1.1875155,-1.1748475,"('insincere', 'sincere')",5.242658,5.2595415,2.0275712,2.042347,0.0147758
24,-0.65885985,-0.6396301,"('dishonest', 'honest')",0.6686498,0.6188211,0.004895,-0.0104045,-0.0152995
25,-0.21080483,-0.19223256,"('egoistic', 'altruistic')",1.7041559,1.7225521,0.7466756,0.7651597,0.0184841
26,0.525872,0.30925867,"('hardhearted', 'benevolent')",2.2190795,2.1094368,1.3724757,1.2093477,-0.163128
27,0.4053959,0.46377435,"('hardhearted', 'softhearted')",1.4648432,1.355277,0.9351195,0.9095256,-0.0255939
28,-0.76433104,-0.93551564,"('disloyal', 'loyal')",0.81879264,0.6849812,0.0272308,-0.1252672,-0.152498
29,-0.019448489,-0.03873156,"('unfair', 'fair')",-0.26955536,-0.42128196,-0.1445019,-0.2300068,-0.0855049
30,-0.06345696,-0.04525011,"('intolerant', 'tolerant')",1.1245432,1.0982211,0.5305431,0.5264855,-0.0040576
31,-0.144619,-0.13626385,"('evil', 'good')",-0.61243445,-0.6416395,-0.3785267,-0.3889517,-0.010425
32,0.042320114,-0.0076490846,"('unkind', 'kind')",0.9014139,0.74014986,0.471867,0.3662504,-0.1056166
33,0.08450319,0.01974561,"('wrong', 'right')",-0.26274985,-0.38003892,-0.0891233,-0.1801466,-0.0910233
34,0.46002537,0.62795347,"('mean', 'honorable')",5.3786225,5.6643705,2.9193239,3.146162,0.2268381
35,0.879757,0.714479,"('corrupt', 'incorrupt')",0.31168336,0.13220105,0.5957202,0.42334,-0.1723802
36,-0.16928995,-0.30552807,"('hostile', 'amicable')",0.35257542,0.13148668,0.0916427,-0.0870207,-0.1786634
37,0.31697413,0.34735885,"('fake', 'genuine')",0.33845013,0.33998728,0.3277121,0.3436731,0.015961
38,-0.8467965,-0.85397744,"('untruthful', 'truthful')",-0.3168467,-0.24408792,-0.5818216,-0.5490327,0.0327889
39,0.78120255,0.8018151,"('exploitative', 'cooperative')",0.29399765,0.27901188,0.5376001,0.5404135,0.0028134
