,bj_male,bj_female,tuple,services_male,services_female,co_male,co_female,average_male,average_female,female-male
0,-0.19351278,-0.38281956,"('unsociable', 'sociable')",1.2465274,1.0512209,0.67312455,0.51595235,0.5753797,0.3947846,-0.1805951
1,-1.2431862,-1.3664742,"('unfriendly', 'friendly')",0.15180324,0.123208106,1.2181526,1.1586628,0.0422566,-0.0282011,-0.0704577
2,1.4099057,1.4471663,"('unlikable', 'likable')",1.5986668,1.7250959,0.7668377,0.95330864,1.2584701,1.3751903,0.1167202
3,0.16930859,0.21015957,"('repellent', 'pleasant')",-0.30139732,-0.16329175,0.6613767,0.68628633,0.1764293,0.2443847,0.0679554
4,0.9536062,0.92244226,"('disliked', 'liked')",0.93134266,0.8457278,-7.1942754,-7.0717936,-1.7697755,-1.7678744,0.0019011
5,-0.02487338,0.03853707,"('distant', 'outgoing')",0.06865923,0.18467245,-1.1061169,-0.980662,-0.3541104,-0.2524842,0.1016262
6,-0.123774886,-0.06842522,"('distant', 'open')",-0.13540302,-0.05336963,-0.8283019,-0.7659851,-0.3624933,-0.2959267,0.0665666
7,0.1131354,0.10395694,"('insensitive', 'sensitive')",0.17562887,0.23323777,0.7734778,0.82064146,0.3540807,0.3859454,0.0318647
8,-0.5513788,-0.51139796,"('unaffectionate', 'affectionate')",0.038193595,0.11819144,0.5257136,0.4129585,0.0041761,0.006584,0.0024079
9,-0.19305669,-0.2285306,"('unaffectionate', 'caring')",1.0550773,1.0935562,1.2117771,1.1502378,0.6912659,0.6717544,-0.0195115
10,-0.6075768,-0.7015499,"('unsympathetic', 'sympathetic')",0.10151486,0.1608671,0.651984,0.5958816,0.0486407,0.0183996,-0.0302411
11,0.53028834,0.5262746,"('unhelpful', 'helpful')",1.7292887,1.7736194,2.579798,2.5980742,1.613125,1.6326561,0.0195311
12,0.7368694,0.8427976,"('unsupportive', 'supportive')",1.232024,1.4552122,-1.4933664,-1.4468248,0.158509,0.2837284,0.1252194
13,-0.09890134,-0.072241224,"('impolite', 'polite')",0.7912019,0.8717142,0.6053535,0.5887106,0.4325513,0.4627279,0.0301766
14,-0.006308073,0.049041856,"('antisocial', 'social')",1.328168,1.3328383,0.36021596,0.36481366,0.560692,0.5822313,0.0215393
15,1.1918465,1.1388451,"('boring', 'funny')",0.88300264,0.76566064,0.27128124,0.36270827,0.7820435,0.755738,-0.0263055
16,0.20520137,0.07737413,"('unpopular', 'popular')",-0.05275815,-0.038815346,-0.08024853,-0.12445715,0.0240649,-0.0286328,-0.0526977
17,0.3380299,0.30817196,"('nasty', 'nice')",0.5868827,0.5665828,-0.13316517,-0.13452101,0.2639158,0.2467446,-0.0171712
18,-0.82044363,-0.77487814,"('disagreeable', 'welcoming')",-0.19075571,-0.06904499,-1.1133758,-1.1069525,-0.7081917,-0.6502919,0.0578998
19,0.693597,0.6862224,"('inhospitable', 'hospitable')",0.20154476,0.22988673,-0.70558316,-0.6271236,0.0631862,0.0963285,0.0331423
20,-0.93804663,-0.8764215,"('rough', 'thoughtful')",-0.37984812,-0.28857833,0.4029365,0.43586147,-0.3049861,-0.2430461,0.06194
21,-0.23483773,-0.24587853,"('immoral', 'moral')",0.364021,0.45544505,-0.37299955,-0.27627492,-0.0812721,-0.0222361,0.059036
22,0.37931064,0.41231868,"('untrustworthy', 'trustworthy')",0.87575847,0.8629806,0.3897559,0.40231258,0.548275,0.5592039,0.0109289
23,-0.19398938,-0.24687704,"('insincere', 'sincere')",0.9777355,0.9346418,6.44586,6.279087,2.4098687,2.3222839,-0.0875848
24,0.28400218,0.2727239,"('dishonest', 'honest')",0.6392703,0.6845813,1.3909564,1.3298146,0.7714097,0.7623733,-0.0090364
25,-0.42881522,-0.5251714,"('egoistic', 'altruistic')",0.93402326,0.8293357,0.8114062,0.7734255,0.4388714,0.3591966,-0.0796748
26,-0.32769912,-0.3427817,"('hardhearted', 'benevolent')",1.3132322,1.3533683,1.3697429,1.3928554,0.785092,0.8011473,0.0160553
27,-0.51757026,-0.4541214,"('hardhearted', 'softhearted')",0.4171074,0.5520297,0.86944115,0.6937339,0.2563261,0.2638807,0.0075546
28,-0.51378226,-0.63422155,"('disloyal', 'loyal')",0.4775644,0.31922907,1.1017585,0.9838477,0.3551802,0.2229517,-0.1322285
29,-0.01581428,-0.0012072846,"('unfair', 'fair')",-0.6342951,-0.645488,-1.0013139,-1.0452355,-0.5504744,-0.5639769,-0.0135025
30,0.3426076,0.34772494,"('intolerant', 'tolerant')",0.994754,0.9750482,0.9398123,0.96419734,0.759058,0.7623235,0.0032655
31,-0.43061405,-0.42624,"('evil', 'good')",-0.45973527,-0.4985718,-1.2331413,-1.2617077,-0.7078302,-0.7288399,-0.0210097
32,-0.035669122,-0.10336852,"('unkind', 'kind')",1.0171402,0.9948142,1.4652423,1.314852,0.8155711,0.7354325,-0.0801386
33,-0.10019126,-0.08521957,"('wrong', 'right')",1.0409192,1.1222029,-0.6365715,-0.6011786,0.1013855,0.1452682,0.0438827
34,-0.31607687,-0.33534306,"('mean', 'honorable')",0.11738468,0.17538624,5.2904086,5.349902,1.6972388,1.7299817,0.0327429
35,-0.08299774,-0.18077664,"('corrupt', 'incorrupt')",-0.8149284,-0.93994194,-1.1497235,-1.2258192,-0.6825499,-0.7821793,-0.0996294
36,-0.37270936,-0.51775813,"('hostile', 'amicable')",-0.6886436,-0.8303327,-0.61589545,-0.7484284,-0.5590828,-0.6988397,-0.1397569
37,-0.07751504,-0.039740555,"('fake', 'genuine')",0.40891367,0.4893685,-0.045486227,-0.010245457,0.0953041,0.1464608,0.0511567
38,-0.10035248,-0.15081929,"('untruthful', 'truthful')",0.4672365,0.4260859,0.5957254,0.63249785,0.3208698,0.3025881,-0.0182817
39,0.21480691,0.28083062,"('exploitative', 'cooperative')",0.6730386,0.69450074,0.78037316,0.8618511,0.5560729,0.6123942,0.0563213
40,-0.15630661,-0.20364548,"('stingy', 'generous')",0.06793921,0.062224776,-2.6683247,-2.657028,-0.9188974,-0.9328162,-0.0139188
41,-0.28428695,-0.36089426,"('unforgiving', 'forgiving')",0.81535655,0.82077473,0.50254434,0.531822,0.344538,0.3305675,-0.0139705
42,1.2822826,1.3735921,"('unreliable', 'reliable')",1.2399014,1.4139495,-2.5228045,-2.3124387,-0.0002069,0.1583676,0.1585745
43,0.6748984,0.81920666,"('irresponsible', 'responsible')",0.6206851,0.87534297,1.2569957,1.3338015,0.8508597,1.0094504,0.1585907
44,-0.020660974,0.06585139,"('prejudiced', 'unprejudiced')",-0.17316462,-0.06296688,-1.2854898,-1.2507466,-0.4931051,-0.415954,0.0771511
45,1.6689179,1.672629,"('incompetent', 'competent')",2.2786756,2.331998,0.55493355,0.5834253,1.5008424,1.5293509,0.0285085
