,pulte_male,pulte_female,tuple,group_male,group_female,inc_male,inc_female,average_male,average_female,female-male
0,-1.2686055,-1.5033442,"('unsociable', 'sociable')",0.5829306,0.33328307,-0.5183287,-0.7068678,-0.4013345,-0.625643,-0.2243085
1,-1.1486056,-1.2740344,"('unfriendly', 'friendly')",-0.2102616,-0.25734684,1.7004797,1.5467184,0.1138709,0.0051124,-0.1087585
2,1.0982491,1.1141108,"('unlikable', 'likable')",1.9466524,1.9988607,0.79259866,0.8761629,1.2791667,1.3297114,0.0505447
3,-1.00406,-0.9669806,"('repellent', 'pleasant')",0.65425754,0.7138864,0.19985832,0.26092726,-0.0499814,0.002611,0.0525924
4,-0.024786621,-0.0681629,"('disliked', 'liked')",-0.30791867,-0.2918399,-6.233075,-6.1822076,-2.1885935,-2.1807369,0.0078566
5,-0.1987541,-0.09814142,"('distant', 'outgoing')",-1.8836513,-1.6129805,-0.13444203,-0.10576604,-0.7389491,-0.6056293,0.1333198
6,-0.25558084,-0.12487359,"('distant', 'open')",-2.1424937,-1.9048686,0.13230994,0.09603451,-0.7552549,-0.6445692,0.1106857
7,-0.82104343,-0.84445715,"('insensitive', 'sensitive')",-0.09836221,-0.08014381,0.46540278,0.48555362,-0.1513343,-0.1463491,0.0049852
8,-0.93070245,-0.9418626,"('unaffectionate', 'affectionate')",0.00063560903,-0.032943666,0.5938912,0.5031927,-0.1120585,-0.1572045,-0.045146
9,-1.5337346,-1.6459038,"('unaffectionate', 'caring')",0.06525186,-0.020365112,1.1104985,1.0459417,-0.1193281,-0.2067757,-0.0874476
10,-1.6173581,-1.7868764,"('unsympathetic', 'sympathetic')",-0.008681323,-0.15119788,-0.42920563,-0.5379538,-0.6850816,-0.8253427,-0.1402611
11,-0.8238529,-0.98172516,"('unhelpful', 'helpful')",-0.02939444,-0.2750771,1.9095516,1.8616886,0.3521014,0.2016288,-0.1504726
12,-1.103377,-1.0884461,"('unsupportive', 'supportive')",0.6994232,0.8366864,-1.6673446,-1.6311638,-0.6904328,-0.6276412,0.0627916
13,-0.46773598,-0.5672653,"('impolite', 'polite')",0.04149355,-0.12864365,-0.054733858,-0.058863215,-0.1603254,-0.2515907,-0.0912653
14,-0.5124779,-0.58267874,"('antisocial', 'social')",1.8759905,1.8551968,-0.24518622,-0.3025386,0.3727755,0.3233265,-0.049449
15,0.9006738,0.8139403,"('boring', 'funny')",-0.90591097,-1.0069495,0.644556,0.603541,0.2131063,0.1368439,-0.0762624
16,0.03621115,0.007413078,"('unpopular', 'popular')",0.004704401,0.083811976,0.7725507,0.7732221,0.2711554,0.288149,0.0169936
17,-0.28379175,-0.24261817,"('nasty', 'nice')",-0.83190084,-0.75382316,-0.21255678,-0.20230728,-0.4427498,-0.3995829,0.0431669
18,-0.34519276,-0.25143084,"('disagreeable', 'welcoming')",-0.51058495,-0.43361896,-0.4529446,-0.5389908,-0.4362408,-0.4080135,0.0282273
19,-0.20622383,-0.20374432,"('inhospitable', 'hospitable')",-1.5512556,-1.6447384,-0.1203529,-0.10303733,-0.6259441,-0.6505067,-0.0245626
20,0.1463077,0.13012257,"('rough', 'thoughtful')",1.6734577,1.6911368,1.1982741,1.1547811,1.0060132,0.9920135,-0.0139997
21,0.09550125,-0.15578553,"('immoral', 'moral')",0.7322544,0.57801497,-0.5309215,-0.5763618,0.0989447,-0.0513774,-0.1503221
22,-0.28719118,-0.33928245,"('untrustworthy', 'trustworthy')",0.43992764,0.31679085,-1.2957786,-1.3720416,-0.3810141,-0.4648444,-0.0838303
23,-0.844136,-1.0356907,"('insincere', 'sincere')",0.4816832,0.3286174,5.775512,5.61954,1.8043531,1.637489,-0.1668641
24,-0.6370495,-0.7396044,"('dishonest', 'honest')",-0.041281976,-0.09734079,0.6269591,0.5341979,-0.0171241,-0.1009157,-0.0837916
25,-0.0022866167,-0.0031773634,"('egoistic', 'altruistic')",0.072927795,0.108193606,1.2234093,1.178221,0.4313502,0.4277457,-0.0036045
26,-0.5227423,-0.57570463,"('hardhearted', 'benevolent')",1.1727971,1.1611159,1.5639483,1.4338809,0.738001,0.6730974,-0.0649036
27,-0.72740173,-0.5478151,"('hardhearted', 'softhearted')",-0.71147513,-0.56108856,1.1697924,1.1289518,-0.0896948,0.0066827,0.0963775
