,bmc_male,bmc_female,tuple,software_male,software_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.51732683,-0.74063104,"('unsociable', 'sociable')",0.12507157,0.020543229,-0.4265446,-0.6307759,-0.2729333,-0.4502879,-0.1773546
1,-1.2497045,-1.4435705,"('unfriendly', 'friendly')",0.87621707,0.66963285,1.6250829,1.4761214,0.4171985,0.2340613,-0.1831372
2,0.90270656,0.9219451,"('unlikable', 'likable')",0.3946985,0.5167252,1.1849097,1.2591258,0.8274382,0.8992654,0.0718272
3,0.18940437,0.17045158,"('repellent', 'pleasant')",0.0128065515,0.14061578,0.15544644,0.2001482,0.1192191,0.1704052,0.0511861
4,0.12949856,0.024780095,"('disliked', 'liked')",-0.830183,-0.8322923,-5.6882133,-5.809568,-2.1296326,-2.2056934,-0.0760608
5,-0.93239444,-0.8587214,"('distant', 'outgoing')",-0.4146573,-0.3490389,-0.26980475,-0.13587189,-0.5389522,-0.4478774,0.0910748
6,-1.2984859,-1.1874138,"('distant', 'open')",-0.8009206,-0.7331902,0.10051178,0.23015052,-0.6662982,-0.5634845,0.1028137
7,-0.2526369,-0.30008438,"('insensitive', 'sensitive')",0.21363163,0.2362913,0.3027609,0.34242126,0.0879185,0.0928761,0.0049576
8,-0.697805,-0.79696,"('unaffectionate', 'affectionate')",0.048308317,-0.08431891,0.7215574,0.68451154,0.0240202,-0.0655891,-0.0896093
9,-0.66916674,-0.8285895,"('unaffectionate', 'caring')",0.51184464,0.39854208,1.0685234,1.0577011,0.3037338,0.2092179,-0.0945159
10,-0.88241714,-1.0199186,"('unsympathetic', 'sympathetic')",-0.79115343,-0.83092636,-0.7413003,-0.7772463,-0.804957,-0.8760304,-0.0710734
11,0.2510314,0.1717923,"('unhelpful', 'helpful')",1.2351698,1.2718667,2.152914,2.1692605,1.2130384,1.2043064,-0.008732
12,-0.1782129,-0.1372201,"('unsupportive', 'supportive')",-0.55654275,-0.32342502,-2.0715811,-1.9627867,-0.9354456,-0.8078106,0.127635
13,-0.2236261,-0.3197255,"('impolite', 'polite')",-0.012132663,-0.024921775,-0.50407636,-0.5084966,-0.2466117,-0.2843813,-0.0377696
14,0.4249345,0.324812,"('antisocial', 'social')",0.16679357,0.26240852,-0.3906176,-0.50105596,0.0670368,0.0287215,-0.0383153
15,0.5143483,0.3596966,"('boring', 'funny')",0.6656367,0.5283192,1.0422503,0.85780925,0.7407451,0.5819417,-0.1588034
16,0.049223326,0.007684773,"('unpopular', 'popular')",0.31546825,0.323989,1.0224556,0.96385217,0.4623824,0.431842,-0.0305404
17,0.1755394,0.20207793,"('nasty', 'nice')",-0.2063653,-0.049232587,-0.08784981,-0.14699328,-0.0395586,0.0019507,0.0415093
18,-0.35306573,-0.34655315,"('disagreeable', 'welcoming')",-0.45899916,-0.32643884,-0.3862815,-0.31706747,-0.3994488,-0.3300198,0.069429
19,-0.14226502,-0.14383496,"('inhospitable', 'hospitable')",-0.44578794,-0.4488196,0.20622239,0.31074402,-0.1272769,-0.0939702,0.0333067
20,0.17033629,0.16188344,"('rough', 'thoughtful')",0.8929508,0.9712139,0.6189463,0.57812965,0.5607444,0.570409,0.0096646
21,0.65474546,0.5486468,"('immoral', 'moral')",0.7334225,0.64108837,-0.53195477,-0.55689836,0.2854044,0.2109456,-0.0744588
22,0.5283084,0.41987842,"('untrustworthy', 'trustworthy')",-0.10829477,-0.18636113,-0.88976187,-0.96974915,-0.1565828,-0.2454106,-0.0888278
23,0.13087246,0.0071284343,"('insincere', 'sincere')",1.0307194,1.0628424,5.692865,5.6291046,2.284819,2.2330252,-0.0517938
24,0.4677845,0.43531516,"('dishonest', 'honest')",-1.3425546,-1.3465261,0.65987223,0.66243786,-0.0716326,-0.0829244,-0.0112918
25,-0.35519737,-0.44673875,"('egoistic', 'altruistic')",0.08652639,0.010362357,1.539243,1.4345772,0.423524,0.3327336,-0.0907904
26,-0.37645116,-0.52519,"('hardhearted', 'benevolent')",0.63476866,0.59763473,1.6365141,1.5148052,0.6316105,0.5290833,-0.1025272
27,-0.9117786,-0.9022136,"('hardhearted', 'softhearted')",0.102988765,0.11918053,1.0115486,0.9933851,0.0675863,0.0701174,0.0025311
28,0.012570173,-0.2256769,"('disloyal', 'loyal')",0.0143319145,-0.13455798,1.2332475,1.0367627,0.4200499,0.2255093,-0.1945406
29,0.28030312,0.31711254,"('unfair', 'fair')",-1.1210854,-1.1434793,-0.66615236,-0.7822273,-0.5023115,-0.536198,-0.0338865
30,0.73495173,0.6430131,"('intolerant', 'tolerant')",1.2876301,1.2405417,1.2442505,1.2151757,1.0889441,1.0329102,-0.0560339
31,-1.1691916,-1.0939949,"('evil', 'good')",-0.69294447,-0.69171494,-1.0540239,-1.1201122,-0.9720534,-0.9686073,0.0034461
32,-0.17560756,-0.3753542,"('unkind', 'kind')",-0.12933046,-0.18808526,1.2117614,1.0631001,0.3022744,0.1665535,-0.1357209
33,0.17854233,0.13279678,"('wrong', 'right')",0.011735998,0.0077545196,-0.58501977,-0.6987233,-0.1315805,-0.1860573,-0.0544768
34,-0.31982753,-0.14202854,"('mean', 'honorable')",0.18028831,0.33349004,5.7451344,6.0605965,1.8685317,2.0840193,0.2154876
35,-0.24418795,-0.23656593,"('corrupt', 'incorrupt')",-0.4231247,-0.5261133,-0.035224237,-0.20169117,-0.234179,-0.3214568,-0.0872778
36,-0.79718685,-0.89154834,"('hostile', 'amicable')",-0.56192374,-0.7522692,0.5217993,0.32650897,-0.2791038,-0.4391028,-0.159999
37,-0.04624504,-0.02791059,"('fake', 'genuine')",-0.5380419,-0.5861089,0.11771606,0.17527287,-0.1555236,-0.1462489,0.0092747
38,-0.29676664,-0.28365606,"('untruthful', 'truthful')",-0.76651144,-0.70929515,-0.08435855,0.012404224,-0.3825456,-0.326849,0.0556966
39,1.646516,1.6069987,"('exploitative', 'cooperative')",0.9004155,0.93278265,0.16656688,0.14323314,0.9044995,0.8943381,-0.0101614
40,-0.24500552,-0.29996493,"('stingy', 'generous')",-1.0232146,-0.91113895,-2.141603,-2.2019625,-1.1366076,-1.1376888,-0.0010812
41,-0.084630385,-0.12914124,"('unforgiving', 'forgiving')",-0.36603618,-0.33720738,0.30985814,0.22967201,-0.0469361,-0.0788922,-0.0319561
42,0.65623957,0.6863162,"('unreliable', 'reliable')",-1.5172737,-1.3382981,-2.9457276,-2.843806,-1.2689206,-1.1652626,0.103658
43,-0.1442625,-0.085423164,"('irresponsible', 'responsible')",-0.64048004,-0.5551429,0.34046638,0.38569877,-0.1480921,-0.0849558,0.0631363
44,0.55095273,0.59304994,"('prejudiced', 'unprejudiced')",-1.0339355,-0.9509225,-1.370081,-1.3806413,-0.6176879,-0.5795046,0.0381833
45,0.4841231,0.39036193,"('incompetent', 'competent')",-0.036989603,-0.0053217392,-0.21310085,-0.29671955,0.0780109,0.0294402,-0.0485707
46,-0.12554096,-0.204481,"('uncompetitive', 'competitive')",-0.18906845,-0.1518977,-0.57485,-0.5698417,-0.2964865,-0.3087401,-0.0122536
47,-0.14564647,-0.05579324,"('stupid', 'smart')",0.7456309,0.9053699,5.4990683,5.6969805,2.0330176,2.1821856,0.149168
48,-0.38352,-0.38566756,"('unintelligent', 'intelligent')",0.5198774,0.5251439,0.3125973,0.25371173,0.1496516,0.1310627,-0.0185889
49,-0.19115332,-0.09135792,"('unable', 'able')",0.47187796,0.5711401,0.11831204,0.26394475,0.1330122,0.247909,0.1148968
50,-0.3102247,-0.33120805,"('clumsy', 'skillful')",0.093857884,0.12660871,0.160469,0.19030547,-0.0186326,-0.0047646,0.013868
51,0.25693572,0.09902145,"('uneducated', 'educated')",-0.39289537,-0.41365728,0.5338243,0.45042008,0.1326216,0.0452614,-0.0873602
52,0.26031983,0.101136774,"('irrational', 'rational')",0.67014897,0.4647702,0.4021411,0.15210722,0.4442033,0.2393381,-0.2048652
53,-1.0646962,-1.1980138,"('uncreative', 'creative')",1.0828508,1.022537,0.89257073,0.876434,0.3035751,0.2336524,-0.0699227
54,-0.34160623,-0.48454392,"('incapable', 'capable')",0.7836693,0.6603235,1.4409908,1.4386927,0.6276846,0.5381574,-0.0895272
55,0.46752295,0.4462341,"('incompetent', 'clever')",0.48836026,0.57022786,-0.112860814,-0.115835905,0.2810075,0.3002087,0.0192012
56,0.9474336,0.86267364,"('impractical', 'practical')",0.7322746,0.7458801,0.29180273,0.21458253,0.6571703,0.6077121,-0.0494582
57,-0.7398041,-0.9622299,"('unimaginative', 'imaginative')",-0.08926616,-0.2491534,-2.3643837,-2.5526528,-1.0644847,-1.2546787,-0.190194
58,-0.26298282,-0.331954,"('undiscriminating', 'discriminating')",0.5988026,0.5555134,0.046717405,0.044146672,0.1275124,0.0892353,-0.0382771
59,0.05500784,0.09947051,"('foolish', 'wise')",0.42884254,0.3803681,0.4243832,0.39914754,0.3027445,0.2929954,-0.0097491
60,0.55765194,0.60753053,"('inefficient', 'efficient')",0.8492893,1.0832404,-0.42878133,-0.25331554,0.3260533,0.4791518,0.1530985
61,0.054437343,-0.07174797,"('illogical', 'logical')",1.0839802,0.9442013,0.14350459,-0.030949082,0.4273074,0.2805014,-0.146806
62,0.9961449,1.0729964,"('incompetent', 'brilliant')",0.39628497,0.6513801,0.176652,0.31003368,0.5230273,0.6781367,0.1551094
63,0.12062768,0.12477665,"('unperceptive', 'insightful')",0.15114394,0.22493702,0.6905861,0.82158846,0.3207859,0.390434,0.0696481
64,0.23904498,0.23235202,"('shy', 'confident')",-0.760298,-0.68378043,-6.2558436,-6.3882027,-2.2590322,-2.279877,-0.0208448
65,0.13248515,0.073568396,"('insecure', 'secure')",0.34930447,0.30458143,-0.49672192,-0.5251786,-0.0049774,-0.0490096,-0.0440322
66,-0.7233693,-0.7146423,"('inactive', 'active')",-1.4551982,-1.3754929,0.7786655,0.7788275,-0.466634,-0.4371026,0.0295314
67,0.46638006,0.4836402,"('doubtful', 'determined')",0.5113312,0.54856074,-0.38121277,-0.38856694,0.1988328,0.2145447,0.0157119
68,-0.22420865,-0.2652364,"('dependent', 'independent')",-0.7173946,-0.7321909,-0.8148302,-0.7422011,-0.5854778,-0.5798761,0.0056017
69,-0.51099056,-0.36105505,"('lazy', 'industrious')",-0.14399198,0.06710827,-0.6346426,-0.52944505,-0.4298751,-0.2744639,0.1554112
70,-0.12614058,-0.18023737,"('lethargic', 'energetic')",-1.1262738,-1.0316926,0.39568615,0.51116335,-0.2855761,-0.2335889,0.0519872
71,-0.5920246,-0.63504434,"('diffident', 'self-confident')",0.8261543,0.86358565,0.50509393,0.47692198,0.2464079,0.2351544,-0.0112535
72,-0.35791317,-0.32990637,"('unambitious', 'ambitious')",-1.104789,-1.1062622,-1.3790103,-1.3139045,-0.9472375,-0.916691,0.0305465
73,1.3331686,1.2450757,"('helpless', 'self-reliant')",-0.1356245,-0.19652057,-3.1006753,-3.1108975,-0.6343771,-0.6874475,-0.0530704
74,0.52731,0.40553984,"('undedicated', 'dedicated')",-0.14265908,-0.064300984,0.087485865,0.072483525,0.1573789,0.1379075,-0.0194714
75,-0.09295017,-0.0657803,"('meek', 'impulsive')",-0.91064894,-1.002098,-0.19079849,-0.08889969,-0.3981326,-0.3855927,0.0125399
76,0.3311682,0.37898028,"('anxious', 'daring')",-0.5487658,-0.44197327,0.114017,0.1725788,-0.0345269,0.0365286,0.0710555
77,-0.2532998,-0.26493567,"('unmotivated', 'motivated')",0.71648264,0.7182577,-1.2931052,-1.2424918,-0.2766408,-0.2630566,0.0135842
78,-1.3667176,-1.2390245,"('nonresilient', 'resilient')",0.9544403,1.1076584,-0.059562035,0.06390321,-0.1572798,-0.0224876,0.1347922
79,-0.46352902,-0.5623989,"('wavering', 'unwavering')",-1.181302,-1.3028301,0.22177947,0.22646418,-0.4743505,-0.546255,-0.0719045
80,0.40426996,0.39882806,"('dominated', 'dominating')",-0.6989884,-0.634951,-1.3545179,-1.322814,-0.5497454,-0.5196457,0.0300997
81,-0.096863285,-0.2185149,"('submissive', 'aggressive')",-0.5050917,-0.54069287,-0.77727526,-0.7969642,-0.4597434,-0.518724,-0.0589806
82,0.21177176,0.12909444,"('poor', 'rich')",0.8414421,0.78502095,6.778463,6.831428,2.6105588,2.5818478,-0.028711
83,0.09499856,0.04187034,"('powerless', 'powerful')",0.10521582,0.10950049,-0.9291088,-1.0095811,-0.2429648,-0.2860701,-0.0431053
84,0.058130253,0.0052120537,"('inferior', 'superior')",0.73269886,0.58176506,0.7486537,0.68651927,0.5131609,0.4244988,-0.0886621
85,0.7099238,0.6857316,"('insignificant', 'prestigious')",0.13448335,0.051703796,0.965699,0.91983855,0.6033687,0.5524247,-0.050944
86,-0.5602387,-0.77788174,"('uninfluential', 'influential')",-0.116862476,-0.2740573,-0.2307296,-0.3446431,-0.3026103,-0.4655274,-0.1629171
87,1.2839692,1.1348431,"('unsuccessful', 'successful')",0.9329443,0.86430866,0.9607922,0.88189363,1.0592353,0.9603484,-0.0988869
88,0.21136257,0.0045206957,"('low', 'eminent')",0.30806178,0.12539153,0.84262383,0.68979776,0.454016,0.2732367,-0.1807793
