,applause_male,applause_female,tuple,average_male,average_female,female-male
0,0.5332714,0.51718587,"('unsociable', 'sociable')",0.5332714,0.5171859,-0.0160855
1,0.72263014,0.7627703,"('unfriendly', 'friendly')",0.7226301,0.7627703,0.0401402
2,0.5422222,0.6657808,"('unlikable', 'likable')",0.5422222,0.6657808,0.1235586
3,1.1538594,1.2707647,"('repellent', 'pleasant')",1.1538594,1.2707647,0.1169053
4,-7.062655,-6.9423237,"('disliked', 'liked')",-7.062655,-6.9423237,0.1203313
5,-0.5589562,-0.36569417,"('distant', 'outgoing')",-0.5589562,-0.3656942,0.193262
6,-0.33103615,-0.22405499,"('distant', 'open')",-0.3310362,-0.224055,0.1069812
7,1.4961725,1.4731431,"('insensitive', 'sensitive')",1.4961725,1.4731431,-0.0230294
8,0.7597069,0.6840516,"('unaffectionate', 'affectionate')",0.7597069,0.6840516,-0.0756553
9,1.1000288,1.0824989,"('unaffectionate', 'caring')",1.1000288,1.0824989,-0.0175299
10,1.9243025,1.7184103,"('unsympathetic', 'sympathetic')",1.9243025,1.7184103,-0.2058922
11,2.0398197,1.9463634,"('unhelpful', 'helpful')",2.0398197,1.9463634,-0.0934563
12,-1.0024875,-0.9712572,"('unsupportive', 'supportive')",-1.0024875,-0.9712572,0.0312303
13,0.5391565,0.51160485,"('impolite', 'polite')",0.5391565,0.5116048,-0.0275517
14,0.58975095,0.5557576,"('antisocial', 'social')",0.5897509,0.5557576,-0.0339933
15,0.19700032,0.19281442,"('boring', 'funny')",0.1970003,0.1928144,-0.0041859
16,-0.697693,-0.46706244,"('unpopular', 'popular')",-0.697693,-0.4670624,0.2306306
17,0.3290607,0.24001187,"('nasty', 'nice')",0.3290607,0.2400119,-0.0890488
18,-0.18630984,-0.09459873,"('disagreeable', 'welcoming')",-0.1863098,-0.0945987,0.0917111
19,-0.5242304,-0.5089849,"('inhospitable', 'hospitable')",-0.5242304,-0.5089849,0.0152455
20,0.74409145,0.6275169,"('rough', 'thoughtful')",0.7440915,0.6275169,-0.1165746
21,0.5576029,0.6274395,"('immoral', 'moral')",0.5576029,0.6274395,0.0698366
