,astrology_male,astrology_female,tuple,average_male,average_female,female-male
0,-0.39397642,-0.58219945,"('unsociable', 'sociable')",-0.3939764,-0.5821995,-0.1882231
1,0.8611763,0.7232838,"('unfriendly', 'friendly')",0.8611763,0.7232838,-0.1378925
2,0.3573269,0.39801827,"('unlikable', 'likable')",0.3573269,0.3980183,0.0406914
3,-0.7244299,-0.6994142,"('repellent', 'pleasant')",-0.7244299,-0.6994142,0.0250157
4,-3.0289316,-3.091915,"('disliked', 'liked')",-3.0289316,-3.0919149,-0.0629833
5,-1.3683182,-1.2844876,"('distant', 'outgoing')",-1.3683182,-1.2844876,0.0838306
6,-1.3650309,-1.2556554,"('distant', 'open')",-1.3650309,-1.2556554,0.1093755
7,-0.352046,-0.26461452,"('insensitive', 'sensitive')",-0.352046,-0.2646145,0.0874315
8,0.56510174,0.49007517,"('unaffectionate', 'affectionate')",0.5651017,0.4900752,-0.0750265
9,0.4938979,0.48485872,"('unaffectionate', 'caring')",0.4938979,0.4848587,-0.0090392
10,-1.22092,-1.2123767,"('unsympathetic', 'sympathetic')",-1.22092,-1.2123767,0.0085433
11,1.2677208,1.3278595,"('unhelpful', 'helpful')",1.2677208,1.3278595,0.0601387
12,-1.0050372,-0.99823165,"('unsupportive', 'supportive')",-1.0050372,-0.9982316,0.0068056
13,-0.63939065,-0.6430152,"('impolite', 'polite')",-0.6393906,-0.6430152,-0.0036246
14,-0.25263214,-0.3162323,"('antisocial', 'social')",-0.2526321,-0.3162323,-0.0636002
15,0.5611462,0.48017845,"('boring', 'funny')",0.5611462,0.4801784,-0.0809678
16,0.45934784,0.4524708,"('unpopular', 'popular')",0.4593478,0.4524708,-0.006877
17,-0.41966084,-0.40788236,"('nasty', 'nice')",-0.4196608,-0.4078824,0.0117784
18,-0.32775968,-0.31508875,"('disagreeable', 'welcoming')",-0.3277597,-0.3150887,0.012671
19,-0.89128685,-0.91689855,"('inhospitable', 'hospitable')",-0.8912868,-0.9168985,-0.0256117
20,0.81997484,0.82483685,"('rough', 'thoughtful')",0.8199748,0.8248369,0.0048621
21,0.28069788,0.26347464,"('immoral', 'moral')",0.2806979,0.2634746,-0.0172233
22,-0.782606,-0.7270908,"('untrustworthy', 'trustworthy')",-0.782606,-0.7270908,0.0555152
23,3.504778,3.4524367,"('insincere', 'sincere')",3.5047779,3.4524367,-0.0523412
24,0.1947053,0.29199877,"('dishonest', 'honest')",0.1947053,0.2919988,0.0972935
25,0.9193965,0.8182608,"('egoistic', 'altruistic')",0.9193965,0.8182608,-0.1011357
26,2.0150785,1.8246174,"('hardhearted', 'benevolent')",2.0150785,1.8246174,-0.1904611
27,0.7486493,0.8029164,"('hardhearted', 'softhearted')",0.7486493,0.8029164,0.0542671
28,0.3612299,0.26156464,"('disloyal', 'loyal')",0.3612299,0.2615646,-0.0996653
29,-0.79494274,-0.8328783,"('unfair', 'fair')",-0.7949427,-0.8328783,-0.0379356
30,-0.10029705,-0.10416285,"('intolerant', 'tolerant')",-0.100297,-0.1041628,-0.0038658
31,-1.4314058,-1.5190136,"('evil', 'good')",-1.4314058,-1.5190136,-0.0876078
32,1.2290529,1.1806569,"('unkind', 'kind')",1.2290529,1.1806569,-0.048396
33,-0.097725354,-0.064508684,"('wrong', 'right')",-0.0977254,-0.0645087,0.0332167
34,3.2270105,3.350372,"('mean', 'honorable')",3.2270105,3.3503721,0.1233616
35,0.0014678221,-0.005090573,"('corrupt', 'incorrupt')",0.0014678,-0.0050906,-0.0065584
