,general_male,general_female,tuple,mills_male,mills_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.4411467,-0.5313734,"('unsociable', 'sociable')",-0.0037102858,-0.010961914,-0.35489893,-0.5056918,-0.2665853,-0.3493423,-0.082757
1,-0.6055016,-0.5379634,"('unfriendly', 'friendly')",0.8918753,0.89792085,2.1195953,2.0666459,0.8019897,0.8088678,0.0068781
2,-0.1586429,-0.074760005,"('unlikable', 'likable')",-0.21417564,-0.079543784,0.52428967,0.58590883,0.0504904,0.1438683,0.0933779
3,-0.9904417,-0.9553949,"('repellent', 'pleasant')",-0.16758473,0.009455636,0.38283128,0.46661392,-0.2583984,-0.1597751,0.0986233
4,-0.058751404,-0.17254739,"('disliked', 'liked')",0.46797782,0.35980958,-6.1404734,-6.1297765,-1.9104156,-1.9808381,-0.0704225
5,-0.8303689,-0.7748027,"('distant', 'outgoing')",0.2956174,0.114918195,-0.013386682,-0.038204983,-0.1827127,-0.2326965,-0.0499838
6,-1.3352212,-1.2190317,"('distant', 'open')",-0.4755939,-0.5904694,0.44346678,0.40903085,-0.4557828,-0.4668234,-0.0110406
7,-0.27754617,-0.19250011,"('insensitive', 'sensitive')",-0.23117775,-0.0723055,1.1113404,1.097595,0.2008722,0.2775965,0.0767243
8,0.56252116,0.6521183,"('unaffectionate', 'affectionate')",0.55007344,0.56733805,1.1694093,1.0629295,0.760668,0.7607953,0.0001273
9,0.6919992,0.7224639,"('unaffectionate', 'caring')",0.64572483,0.6248326,1.3439304,1.2838862,0.8938848,0.8770609,-0.0168239
10,-0.33708143,-0.33689705,"('unsympathetic', 'sympathetic')",-0.68844837,-0.56464136,-0.15611385,-0.16286382,-0.3938812,-0.3548007,0.0390805
11,-0.24319461,-0.2658479,"('unhelpful', 'helpful')",-1.1338283,-1.0459253,1.8886611,1.9503716,0.1705461,0.2128661,0.04232
12,1.1607043,1.1942288,"('unsupportive', 'supportive')",0.54613626,0.6357516,-1.4827347,-1.431835,0.0747019,0.1327151,0.0580132
13,-0.23519373,-0.27100235,"('impolite', 'polite')",-0.14438333,-0.2464205,-0.22613026,-0.3511447,-0.2019024,-0.2895225,-0.0876201
14,0.22809751,0.11431028,"('antisocial', 'social')",1.0252815,1.050789,-0.48274785,-0.51393527,0.2568771,0.2170547,-0.0398224
15,0.43355477,0.35128275,"('boring', 'funny')",0.25049627,0.15928839,0.71716934,0.7238048,0.4670734,0.4114587,-0.0556147
16,-0.7242271,-0.79173094,"('unpopular', 'popular')",-0.9228912,-0.9376428,0.33423066,0.3519291,-0.4376292,-0.4591482,-0.021519
