,basket_male,basket_female,tuple,average_male,average_female,female-male
0,0.5149826,0.24994428,"('unsociable', 'sociable')",0.5149826,0.2499443,-0.2650383
1,1.3062755,1.3322567,"('unfriendly', 'friendly')",1.3062755,1.3322567,0.0259812
2,0.42562625,0.6408834,"('unlikable', 'likable')",0.4256262,0.6408834,0.2152572
3,0.9161159,0.94617325,"('repellent', 'pleasant')",0.9161159,0.9461733,0.0300574
4,-7.4205337,-7.3561764,"('disliked', 'liked')",-7.4205337,-7.3561764,0.0643573
5,-0.33667842,0.006121481,"('distant', 'outgoing')",-0.3366784,0.0061215,0.3427999
6,-0.10014778,0.21655619,"('distant', 'open')",-0.1001478,0.2165562,0.316704
7,1.0166444,0.9737222,"('insensitive', 'sensitive')",1.0166444,0.9737222,-0.0429222
8,0.7153581,0.81594974,"('unaffectionate', 'affectionate')",0.7153581,0.8159497,0.1005916
9,1.479309,1.6444788,"('unaffectionate', 'caring')",1.479309,1.6444788,0.1651698
10,1.4009682,1.2692192,"('unsympathetic', 'sympathetic')",1.4009682,1.2692192,-0.131749
11,2.4612608,2.3512025,"('unhelpful', 'helpful')",2.4612608,2.3512025,-0.1100583
12,-1.5135823,-1.4572031,"('unsupportive', 'supportive')",-1.5135823,-1.4572031,0.0563792
13,0.7408167,0.5753779,"('impolite', 'polite')",0.7408167,0.5753779,-0.1654388
14,0.15778191,-0.09082087,"('antisocial', 'social')",0.1577819,-0.0908209,-0.2486028
15,0.63477993,0.5730748,"('boring', 'funny')",0.6347799,0.5730748,-0.0617051
16,-0.009211946,0.04081891,"('unpopular', 'popular')",-0.0092119,0.0408189,0.0500308
17,-0.15809076,-0.108144045,"('nasty', 'nice')",-0.1580908,-0.108144,0.0499468
18,-0.41070765,-0.45222282,"('disagreeable', 'welcoming')",-0.4107077,-0.4522228,-0.0415151
19,-0.8115288,-0.53069144,"('inhospitable', 'hospitable')",-0.8115288,-0.5306914,0.2808374
20,0.8471739,0.6764466,"('rough', 'thoughtful')",0.8471739,0.6764466,-0.1707273
21,0.20906052,0.21523327,"('immoral', 'moral')",0.2090605,0.2152333,0.0061728
22,-0.02265588,-0.04078799,"('untrustworthy', 'trustworthy')",-0.0226559,-0.040788,-0.0181321
23,6.726464,6.6916404,"('insincere', 'sincere')",6.7264638,6.6916404,-0.0348234
24,1.844769,1.9037646,"('dishonest', 'honest')",1.844769,1.9037646,0.0589956
25,0.5573047,0.49065885,"('egoistic', 'altruistic')",0.5573047,0.4906588,-0.0666459
26,0.36633062,0.17230892,"('hardhearted', 'benevolent')",0.3663306,0.1723089,-0.1940217
27,1.264689,1.1906259,"('hardhearted', 'softhearted')",1.264689,1.1906259,-0.0740631
