,flow_male,flow_female,tuple,average_male,average_female,female-male
0,0.4669242,0.38686123,"('unsociable', 'sociable')",0.4669242,0.3868612,-0.080063
1,1.1741886,1.2898064,"('unfriendly', 'friendly')",1.1741886,1.2898064,0.1156178
2,0.26578754,0.40418813,"('unlikable', 'likable')",0.2657875,0.4041881,0.1384006
3,0.6858051,0.81489563,"('repellent', 'pleasant')",0.6858051,0.8148956,0.1290905
4,-7.9394164,-7.854172,"('disliked', 'liked')",-7.9394164,-7.8541722,0.0852442
5,-0.6644887,-0.48855823,"('distant', 'outgoing')",-0.6644887,-0.4885582,0.1759305
6,-0.3535791,-0.24497241,"('distant', 'open')",-0.3535791,-0.2449724,0.1086067
7,1.7663376,1.7846478,"('insensitive', 'sensitive')",1.7663376,1.7846478,0.0183102
8,1.1783723,1.2178404,"('unaffectionate', 'affectionate')",1.1783723,1.2178404,0.0394681
9,1.7990421,1.8200182,"('unaffectionate', 'caring')",1.7990421,1.8200182,0.0209761
10,1.6946498,1.6435505,"('unsympathetic', 'sympathetic')",1.6946498,1.6435505,-0.0510993
11,2.571109,2.550023,"('unhelpful', 'helpful')",2.5711091,2.5500231,-0.021086
12,-1.3603842,-1.2578063,"('unsupportive', 'supportive')",-1.3603842,-1.2578063,0.1025779
13,0.38252693,0.38447177,"('impolite', 'polite')",0.3825269,0.3844718,0.0019449
14,0.36836424,0.347086,"('antisocial', 'social')",0.3683642,0.347086,-0.0212782
15,0.5031955,0.49112025,"('boring', 'funny')",0.5031955,0.4911202,-0.0120753
16,-0.6917308,-0.49515003,"('unpopular', 'popular')",-0.6917308,-0.49515,0.1965808
17,-0.13009351,-0.13601398,"('nasty', 'nice')",-0.1300935,-0.136014,-0.0059205
18,-0.7736983,-0.60941195,"('disagreeable', 'welcoming')",-0.7736983,-0.609412,0.1642863
19,-0.8734459,-0.7175419,"('inhospitable', 'hospitable')",-0.8734459,-0.7175419,0.155904
20,0.89903986,0.7783825,"('rough', 'thoughtful')",0.8990399,0.7783825,-0.1206574
21,0.06326331,0.15460236,"('immoral', 'moral')",0.0632633,0.1546024,0.0913391
22,0.23494026,0.219432,"('untrustworthy', 'trustworthy')",0.2349403,0.219432,-0.0155083
