,kinder_male,kinder_female,tuple,morgan_male,morgan_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.60316455,-0.71128976,"('unsociable', 'sociable')",0.50384176,0.36754107,-0.6446558,-0.82472074,-0.2479929,-0.3894898,-0.1414969
1,-1.0049881,-1.1403507,"('unfriendly', 'friendly')",1.948399,1.6730919,2.153555,2.020316,1.0323219,0.8510191,-0.1813028
2,0.14695215,0.2424626,"('unlikable', 'likable')",1.4929749,1.5804893,0.74324065,0.8609868,0.7943892,0.8946462,0.100257
3,-1.412399,-1.3458711,"('repellent', 'pleasant')",-0.9549127,-0.7634532,0.10438496,0.1720377,-0.7543089,-0.6457622,0.1085467
4,0.655088,0.6246195,"('disliked', 'liked')",-0.16592751,-0.27851298,-6.5162315,-6.6436615,-2.0090237,-2.099185,-0.0901613
5,0.6818776,0.66606367,"('distant', 'outgoing')",1.0429491,0.9746422,0.20435385,0.24764399,0.6430602,0.6294499,-0.0136103
6,0.8129769,0.78283274,"('distant', 'open')",1.1771097,1.0872556,0.72630715,0.7425201,0.9054646,0.8708695,-0.0345951
7,-0.60995,-0.5217152,"('insensitive', 'sensitive')",0.52846384,0.65583897,0.49398994,0.498549,0.1375013,0.2108909,0.0733896
8,-0.053125568,-0.16791804,"('unaffectionate', 'affectionate')",1.5516661,1.4106102,1.3866724,1.3161079,0.9617376,0.8529333,-0.1088043
9,-0.17735443,-0.2296873,"('unaffectionate', 'caring')",1.7253674,1.6606209,1.4427025,1.4348236,0.9969052,0.9552524,-0.0416528
10,-1.6769879,-1.5763434,"('unsympathetic', 'sympathetic')",-0.6598281,-0.55407405,-0.43423256,-0.52008235,-0.9236828,-0.8834999,0.0401829
11,-0.8312282,-0.6600851,"('unhelpful', 'helpful')",-0.04692516,0.13882926,1.5749166,1.7098964,0.2322544,0.3962135,0.1639591
12,0.0013237614,0.13791849,"('unsupportive', 'supportive')",1.684498,1.8668628,-1.7686063,-1.7704177,-0.0275948,0.0781212,0.105716
13,-0.6514323,-0.51709735,"('impolite', 'polite')",-0.16856179,-0.14208297,-0.9014753,-0.8930025,-0.5738231,-0.5173943,0.0564288
14,-1.445974,-1.4284948,"('antisocial', 'social')",-0.09067269,-0.10617156,-0.9649056,-1.0221995,-0.8338508,-0.8522886,-0.0184378
15,0.38390142,0.34239376,"('boring', 'funny')",0.21513648,0.13421665,0.34725124,0.3317805,0.3154297,0.2694636,-0.0459661
16,0.32769427,0.218791,"('unpopular', 'popular')",-0.076663546,-0.13448021,0.52885157,0.47114372,0.2599608,0.1851515,-0.0748093
17,0.5834666,0.6251768,"('nasty', 'nice')",-0.48610726,-0.42693627,-0.6391041,-0.5772841,-0.1805816,-0.1263479,0.0542337
18,-0.9481804,-0.79846996,"('disagreeable', 'welcoming')",0.5877723,0.7142992,-0.4032423,-0.37182784,-0.2545501,-0.1519995,0.1025506
19,0.3048814,0.44363752,"('inhospitable', 'hospitable')",0.08204459,0.1553658,0.054484945,0.16792986,0.147137,0.2556444,0.1085074
20,-0.6963431,-0.6766152,"('rough', 'thoughtful')",0.8684103,1.0423609,1.243231,1.2116718,0.4717661,0.5258059,0.0540398
21,-1.69027,-1.5359534,"('immoral', 'moral')",-0.28844184,-0.11927757,-1.112369,-1.0493078,-1.0303602,-0.9015129,0.1288473
22,-0.5478056,-0.4913832,"('untrustworthy', 'trustworthy')",-0.104728505,-0.093222454,-1.0592452,-1.0672092,-0.5705931,-0.550605,0.0199881
23,-0.99379414,-0.91910136,"('insincere', 'sincere')",0.7001537,0.8321596,5.5518646,5.5535984,1.7527413,1.8222189,0.0694776
24,-1.1396316,-1.0775316,"('dishonest', 'honest')",0.6918839,0.75326955,0.6566936,0.6745075,0.0696486,0.1167485,0.0470999
25,1.0029137,0.90400475,"('egoistic', 'altruistic')",0.13365012,0.06853743,1.4937904,1.4462765,0.8767847,0.8062729,-0.0705118
26,-0.24975348,-0.40593225,"('hardhearted', 'benevolent')",2.130018,1.9954631,1.8615667,1.7398889,1.2472771,1.1098066,-0.1374705
27,-0.086240724,-0.061433382,"('hardhearted', 'softhearted')",0.58974403,0.64450896,1.6689353,1.5878096,0.7241462,0.7236284,-0.0005178
28,-1.1187103,-1.2078274,"('disloyal', 'loyal')",0.23783115,0.0976503,0.65763575,0.58529216,-0.0744145,-0.1749617,-0.1005472
29,-0.5768457,-0.5751162,"('unfair', 'fair')",-0.05091937,-0.07575387,-0.36357567,-0.43472618,-0.3304469,-0.3618654,-0.0314185
30,-0.682053,-0.51761377,"('intolerant', 'tolerant')",-0.0023493841,0.11827896,0.8381036,0.85217613,0.0512337,0.1509471,0.0997134
31,0.064466216,0.031120796,"('evil', 'good')",-0.03756597,-0.13750137,-0.5771365,-0.6565817,-0.1834121,-0.2543208,-0.0709087
32,-0.75249404,-0.7605284,"('unkind', 'kind')",0.3582363,0.38980976,0.71602595,0.57284254,0.1072561,0.0673746,-0.0398815
33,1.1822815,1.1242259,"('wrong', 'right')",1.2000285,1.0701687,-0.311139,-0.34306347,0.6903903,0.6171104,-0.0732799
34,-0.8124924,-0.6151894,"('mean', 'honorable')",-0.49916157,-0.331967,5.8314795,6.0507994,1.5066085,1.7012143,0.1946058
35,2.053329,1.8951378,"('corrupt', 'incorrupt')",-0.57813233,-0.75536126,0.10562125,-0.0104577625,0.5269393,0.3764396,-0.1504997
36,0.34510148,0.11650427,"('hostile', 'amicable')",-0.04512296,-0.31966236,0.6089187,0.3846386,0.3029658,0.0604935,-0.2424723
37,0.46342868,0.5839132,"('fake', 'genuine')",-0.34800977,-0.35623068,0.46034047,0.52223796,0.1919198,0.2499735,0.0580537
38,0.62408763,0.67236525,"('untruthful', 'truthful')",0.46962404,0.47819895,0.014124004,0.08723807,0.3692786,0.4126008,0.0433222
39,0.41907132,0.5825111,"('exploitative', 'cooperative')",1.5341475,1.7170441,0.09383336,0.16121235,0.6823507,0.8202559,0.1379052
40,-0.027495993,-0.049974665,"('stingy', 'generous')",0.7357182,0.62832797,-1.5708632,-1.7045695,-0.287547,-0.3754054,-0.0878584
41,-0.32025146,-0.29715648,"('unforgiving', 'forgiving')",0.46321958,0.5452774,0.09460836,0.030535972,0.0791922,0.0928856,0.0136934
42,0.46154085,0.661629,"('unreliable', 'reliable')",0.92040366,1.2036248,-2.969822,-2.8564801,-0.5292925,-0.3304087,0.1988838
43,-0.6979475,-0.4426402,"('irresponsible', 'responsible')",1.2016702,1.4147278,0.40645134,0.49577403,0.3033913,0.4892872,0.1858959
44,-0.096181914,-0.08612703,"('prejudiced', 'unprejudiced')",-0.83391386,-0.69957656,-1.4069823,-1.3525969,-0.779026,-0.7127668,0.0662592
45,-0.4010332,-0.37500095,"('incompetent', 'competent')",0.3358398,0.44531333,-0.25418964,-0.28155428,-0.106461,-0.070414,0.036047
46,-1.5456032,-1.4176285,"('uncompetitive', 'competitive')",0.54979265,0.68611926,-1.0035737,-1.0589939,-0.6664614,-0.5968344,0.069627
47,0.15767004,0.29894286,"('stupid', 'smart')",0.5825222,0.6929243,5.402107,5.5608807,2.0474331,2.1842492,0.1368161
48,-1.558612,-1.5454894,"('unintelligent', 'intelligent')",-0.7865028,-0.83203495,0.28336948,0.294446,-0.6872484,-0.6943595,-0.0071111
49,-0.9430534,-0.7620377,"('unable', 'able')",-1.5445073,-1.3865826,-0.3586889,-0.19464447,-0.9487499,-0.7810883,0.1676616
50,1.259115,1.298896,"('clumsy', 'skillful')",0.71377873,0.81576526,0.5524243,0.49691582,0.8417727,0.8705257,0.028753
51,-0.84014237,-0.8177027,"('uneducated', 'educated')",-0.46609932,-0.46585345,0.051360898,0.024613079,-0.4182936,-0.4196477,-0.0013541
52,0.12225005,-0.054570258,"('irrational', 'rational')",1.1676564,0.9163035,0.6551845,0.5250464,0.6483637,0.4622599,-0.1861038
53,-1.4101037,-1.435758,"('uncreative', 'creative')",0.8090866,0.7544894,1.0589525,1.001071,0.1526451,0.1066008,-0.0460443
