,donor_male,donor_female,tuple,average_male,average_female,female-male
0,0.733857,0.57550293,"('unsociable', 'sociable')",0.733857,0.5755029,-0.1583541
1,1.3864266,1.3692,"('unfriendly', 'friendly')",1.3864266,1.3692,-0.0172266
2,0.12303802,0.15940921,"('unlikable', 'likable')",0.123038,0.1594092,0.0363712
3,0.8097588,0.7568954,"('repellent', 'pleasant')",0.8097588,0.7568954,-0.0528634
4,-7.6502857,-7.7596817,"('disliked', 'liked')",-7.6502857,-7.7596817,-0.109396
5,-1.0373818,-1.0043964,"('distant', 'outgoing')",-1.0373818,-1.0043964,0.0329854
6,-0.6452258,-0.6050484,"('distant', 'open')",-0.6452258,-0.6050484,0.0401774
7,1.6812613,1.6901225,"('insensitive', 'sensitive')",1.6812613,1.6901225,0.0088612
8,1.1788731,1.0917029,"('unaffectionate', 'affectionate')",1.1788731,1.0917029,-0.0871702
9,2.1206977,2.1309223,"('unaffectionate', 'caring')",2.1206977,2.1309223,0.0102246
10,1.4236375,1.3183745,"('unsympathetic', 'sympathetic')",1.4236375,1.3183745,-0.105263
11,2.5324552,2.6147635,"('unhelpful', 'helpful')",2.5324552,2.6147635,0.0823083
12,-0.9103553,-0.91226053,"('unsupportive', 'supportive')",-0.9103553,-0.9122605,-0.0019052
13,0.054722354,-0.039729305,"('impolite', 'polite')",0.0547224,-0.0397293,-0.0944517
14,0.51753366,0.3835727,"('antisocial', 'social')",0.5175337,0.3835727,-0.133961
15,-0.03519166,-0.07302589,"('boring', 'funny')",-0.0351917,-0.0730259,-0.0378342
16,-1.0117806,-0.95699346,"('unpopular', 'popular')",-1.0117806,-0.9569935,0.0547871
17,-0.10403,-0.08958197,"('nasty', 'nice')",-0.10403,-0.089582,0.014448
18,-0.12901816,-0.20794366,"('disagreeable', 'welcoming')",-0.1290182,-0.2079437,-0.0789255
19,-0.31849158,-0.3100371,"('inhospitable', 'hospitable')",-0.3184916,-0.3100371,0.0084545
20,1.187476,1.0898653,"('rough', 'thoughtful')",1.187476,1.0898653,-0.0976107
21,0.36231223,0.35262322,"('immoral', 'moral')",0.3623122,0.3526232,-0.009689
22,-0.08371009,-0.14344785,"('untrustworthy', 'trustworthy')",-0.0837101,-0.1434478,-0.0597377
23,7.679984,7.719219,"('insincere', 'sincere')",7.6799841,7.7192192,0.0392351
24,1.7434757,1.5834582,"('dishonest', 'honest')",1.7434757,1.5834582,-0.1600175
25,0.8527788,0.79753804,"('egoistic', 'altruistic')",0.8527788,0.797538,-0.0552408
26,1.0494826,1.0132706,"('hardhearted', 'benevolent')",1.0494826,1.0132706,-0.036212
27,1.856287,1.6572763,"('hardhearted', 'softhearted')",1.856287,1.6572763,-0.1990107
28,1.3006068,1.2556381,"('disloyal', 'loyal')",1.3006068,1.2556381,-0.0449687
29,-0.7638598,-0.79833657,"('unfair', 'fair')",-0.7638598,-0.7983366,-0.0344768
30,1.435626,1.3010385,"('intolerant', 'tolerant')",1.435626,1.3010385,-0.1345875
31,-1.8763516,-1.776008,"('evil', 'good')",-1.8763516,-1.776008,0.1003436
32,1.6934388,1.6070731,"('unkind', 'kind')",1.6934388,1.6070731,-0.0863657
