,wingtip_male,wingtip_female,tuple,average_male,average_female,female-male
0,0.3286423,0.060864307,"('unsociable', 'sociable')",0.3286423,0.0608643,-0.267778
1,-0.07908323,-0.19333372,"('unfriendly', 'friendly')",-0.0790832,-0.1933337,-0.1142505
2,0.1239658,0.22889215,"('unlikable', 'likable')",0.1239658,0.2288921,0.1049263
3,-0.119517654,-0.080600455,"('repellent', 'pleasant')",-0.1195177,-0.0806005,0.0389172
4,-3.5108407,-3.4938684,"('disliked', 'liked')",-3.5108407,-3.4938684,0.0169723
5,-1.6474978,-1.5672932,"('distant', 'outgoing')",-1.6474978,-1.5672932,0.0802046
6,-1.9146857,-1.8209611,"('distant', 'open')",-1.9146857,-1.8209611,0.0937246
7,0.80611616,0.74590415,"('insensitive', 'sensitive')",0.8061162,0.7459041,-0.0602121
8,-0.120684944,-0.08857033,"('unaffectionate', 'affectionate')",-0.1206849,-0.0885703,0.0321146
9,-0.006817898,-0.11143258,"('unaffectionate', 'caring')",-0.0068179,-0.1114326,-0.1046147
10,0.55370533,0.4013242,"('unsympathetic', 'sympathetic')",0.5537053,0.4013242,-0.1523811
11,0.93907523,0.87160534,"('unhelpful', 'helpful')",0.9390752,0.8716053,-0.0674699
12,-0.93931013,-0.91788894,"('unsupportive', 'supportive')",-0.9393101,-0.9178889,0.0214212
13,0.21960008,-0.0061364565,"('impolite', 'polite')",0.2196001,-0.0061365,-0.2257366
14,0.7163748,0.63328564,"('antisocial', 'social')",0.7163748,0.6332856,-0.0830892
15,0.042680513,-0.0052132737,"('boring', 'funny')",0.0426805,-0.0052133,-0.0478938
16,-0.786909,-0.76783013,"('unpopular', 'popular')",-0.786909,-0.7678301,0.0190789
17,-0.4507702,-0.43353438,"('nasty', 'nice')",-0.4507702,-0.4335344,0.0172358
18,-0.6025903,-0.59375495,"('disagreeable', 'welcoming')",-0.6025903,-0.5937549,0.0088354
19,-0.9838016,-0.93376464,"('inhospitable', 'hospitable')",-0.9838016,-0.9337646,0.050037
20,0.6598712,0.6955795,"('rough', 'thoughtful')",0.6598712,0.6955795,0.0357083
21,0.8727139,0.7669135,"('immoral', 'moral')",0.8727139,0.7669135,-0.1058004
22,0.03169466,-0.026425764,"('untrustworthy', 'trustworthy')",0.0316947,-0.0264258,-0.0581205
23,2.8061748,2.6558025,"('insincere', 'sincere')",2.8061748,2.6558025,-0.1503723
24,0.20304805,0.07551898,"('dishonest', 'honest')",0.2030481,0.075519,-0.1275291
25,0.037131507,0.033848636,"('egoistic', 'altruistic')",0.0371315,0.0338486,-0.0032829
26,0.39936876,0.29139563,"('hardhearted', 'benevolent')",0.3993688,0.2913956,-0.1079732
27,0.67373425,0.56615335,"('hardhearted', 'softhearted')",0.6737342,0.5661533,-0.1075809
28,0.40345493,0.24553291,"('disloyal', 'loyal')",0.4034549,0.2455329,-0.157922
29,-0.4584201,-0.5964042,"('unfair', 'fair')",-0.4584201,-0.5964042,-0.1379841
30,0.83797807,0.6939015,"('intolerant', 'tolerant')",0.8379781,0.6939015,-0.1440766
31,-1.8409907,-1.6762117,"('evil', 'good')",-1.8409907,-1.6762117,0.164779
32,0.76494986,0.5953201,"('unkind', 'kind')",0.7649499,0.5953201,-0.1696298
33,-0.16118874,-0.18762071,"('wrong', 'right')",-0.1611887,-0.1876207,-0.026432
34,1.997167,2.057251,"('mean', 'honorable')",1.997167,2.057251,0.060084
35,-0.35348678,-0.35957035,"('corrupt', 'incorrupt')",-0.3534868,-0.3595704,-0.0060836
36,-1.2285764,-1.2258891,"('hostile', 'amicable')",-1.2285764,-1.2258891,0.0026873
37,0.46216258,0.47448355,"('fake', 'genuine')",0.4621626,0.4744835,0.0123209
38,-0.27638975,-0.34094626,"('untruthful', 'truthful')",-0.2763897,-0.3409463,-0.0645566
39,1.3653667,1.3719347,"('exploitative', 'cooperative')",1.3653667,1.3719347,0.006568
40,-1.848302,-1.8084873,"('stingy', 'generous')",-1.848302,-1.8084873,0.0398147
41,0.17880504,0.14002758,"('unforgiving', 'forgiving')",0.178805,0.1400276,-0.0387774
42,-1.6066573,-1.4806178,"('unreliable', 'reliable')",-1.6066573,-1.4806178,0.1260395
43,0.56174326,0.5097266,"('irresponsible', 'responsible')",0.5617433,0.5097266,-0.0520167
44,-0.76601034,-0.66261625,"('prejudiced', 'unprejudiced')",-0.7660103,-0.6626163,0.103394
45,-0.29425657,-0.24477974,"('incompetent', 'competent')",-0.2942566,-0.2447797,0.0494769
46,0.5594496,0.47299987,"('uncompetitive', 'competitive')",0.5594496,0.4729999,-0.0864497
