,teledyne_male,teledyne_female,tuple,technologies_male,technologies_female,average_male,average_female,female-male
0,-1.6826385,-1.6812217,"('unsociable', 'sociable')",-0.5530242,-0.69183636,-1.1178313,-1.186529,-0.0686977
1,-1.682131,-1.8425919,"('unfriendly', 'friendly')",0.34996694,0.09910209,-0.666082,-0.8717449,-0.2056629
2,0.4773791,0.4847961,"('unlikable', 'likable')",0.621917,0.6221777,0.549648,0.5534869,0.0038389
3,-1.0085133,-0.9295785,"('repellent', 'pleasant')",0.5861692,0.63948834,-0.2111721,-0.1450451,0.066127
4,0.20331432,0.10582695,"('disliked', 'liked')",-5.3643594,-5.372807,-2.5805225,-2.6334901,-0.0529676
5,-0.3550579,-0.39470086,"('distant', 'outgoing')",-1.0780036,-1.1049577,-0.7165308,-0.7498293,-0.0332985
6,-0.5113429,-0.53431463,"('distant', 'open')",-1.0658159,-1.1551448,-0.7885794,-0.8447297,-0.0561503
7,-1.5439717,-1.4749136,"('insensitive', 'sensitive')",0.11176873,0.23594788,-0.7161015,-0.6194829,0.0966186
8,-0.031922042,-0.1395757,"('unaffectionate', 'affectionate')",0.4073908,0.22849213,0.1877344,0.0444582,-0.1432762
9,-1.0980091,-1.158903,"('unaffectionate', 'caring')",0.9553428,0.79780924,-0.0713331,-0.1805469,-0.1092138
10,-3.0216517,-2.948952,"('unsympathetic', 'sympathetic')",-0.4277332,-0.39507762,-1.7246925,-1.6720148,0.0526777
11,-0.79399943,-0.709081,"('unhelpful', 'helpful')",2.0424988,2.1383107,0.6242497,0.7146149,0.0903652
12,-0.89178395,-0.70522046,"('unsupportive', 'supportive')",-1.1228406,-1.0360297,-1.0073123,-0.8706251,0.1366872
13,-1.6767635,-1.5563692,"('impolite', 'polite')",-0.5674818,-0.5419003,-1.1221226,-1.0491347,0.0729879
14,-0.24507129,-0.1672398,"('antisocial', 'social')",0.24235944,0.27315095,-0.0013559,0.0529556,0.0543115
