,sandisk_male,sandisk_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.6676323,-0.8601647,"('unsociable', 'sociable')",-0.53573906,-0.8073389,-0.6016856,-0.8337518,-0.2320662
1,-0.7493909,-0.881816,"('unfriendly', 'friendly')",1.5241294,1.4262084,0.3873692,0.2721962,-0.115173
2,0.46223912,0.42553744,"('unlikable', 'likable')",0.82740694,0.8627624,0.644823,0.6441499,-0.0006731
3,-0.32140368,-0.23909014,"('repellent', 'pleasant')",0.53928286,0.40403256,0.1089396,0.0824712,-0.0264684
4,-0.51728666,-0.5002175,"('disliked', 'liked')",-6.4244723,-6.319348,-3.4708796,-3.4097826,0.061097
5,-0.6699974,-0.67215705,"('distant', 'outgoing')",-0.14753005,0.033765025,-0.4087637,-0.319196,0.0895677
6,-0.882176,-0.84105754,"('distant', 'open')",-0.18311022,-0.04345578,-0.5326431,-0.4422567,0.0903864
7,-0.50810814,-0.4567456,"('insensitive', 'sensitive')",-0.30222434,-0.33982137,-0.4051662,-0.3982835,0.0068827
8,-0.53817874,-0.6556959,"('unaffectionate', 'affectionate')",0.9873928,0.96661794,0.224607,0.155461,-0.069146
9,-0.5586654,-0.6183134,"('unaffectionate', 'caring')",1.2669967,1.3065554,0.3541657,0.344121,-0.0100447
10,-0.8250638,-0.84806854,"('unsympathetic', 'sympathetic')",-1.0450325,-1.1163883,-0.9350482,-0.9822284,-0.0471802
11,-0.27669236,-0.34416234,"('unhelpful', 'helpful')",1.5162647,1.5956618,0.6197861,0.6257497,0.0059636
12,-0.30870083,-0.3262322,"('unsupportive', 'supportive')",-2.2981167,-2.2431817,-1.3034087,-1.284707,0.0187017
13,-0.95854354,-1.1180696,"('impolite', 'polite')",-0.97390413,-1.0958898,-0.9662238,-1.1069797,-0.1407559
14,0.4253724,0.3259888,"('antisocial', 'social')",-0.46264908,-0.7438999,-0.0186383,-0.2089555,-0.1903172
15,0.5261778,0.39016706,"('boring', 'funny')",0.13465488,0.12617585,0.3304164,0.2581714,-0.072245
16,-0.15116313,-0.16325687,"('unpopular', 'popular')",0.72775036,0.67457354,0.2882936,0.2556583,-0.0326353
17,-0.5759993,-0.6259376,"('nasty', 'nice')",-0.44197762,-0.403517,-0.5089885,-0.5147273,-0.0057388
18,0.15260652,0.08763678,"('disagreeable', 'welcoming')",-0.57128626,-0.66108316,-0.2093399,-0.2867232,-0.0773833
19,-1.533559,-1.5563358,"('inhospitable', 'hospitable')",-0.6538451,-0.40825242,-1.0937021,-0.9822941,0.111408
20,0.48189664,0.43707052,"('rough', 'thoughtful')",1.0622673,1.0148543,0.772082,0.7259624,-0.0461196
21,-0.3178906,-0.39159548,"('immoral', 'moral')",-0.6288281,-0.71067154,-0.4733593,-0.5511335,-0.0777742
22,-0.29768407,-0.33540383,"('untrustworthy', 'trustworthy')",-1.1526467,-1.1965137,-0.7251654,-0.7659587,-0.0407933
23,0.0004622601,-0.046454955,"('insincere', 'sincere')",5.2859373,5.1929097,2.6431997,2.5732274,-0.0699723
24,-0.41020083,-0.42431363,"('dishonest', 'honest')",0.22211502,0.25194237,-0.0940429,-0.0861856,0.0078573
25,0.2880354,0.22271822,"('egoistic', 'altruistic')",1.203238,1.1032149,0.7456367,0.6629665,-0.0826702
26,-0.15459748,-0.33900547,"('hardhearted', 'benevolent')",1.4755948,1.2865661,0.6604986,0.4737803,-0.1867183
27,-0.79392946,-0.7134442,"('hardhearted', 'softhearted')",0.83342165,0.7117312,0.0197461,-0.0008565,-0.0206026
28,-0.36774826,-0.41635117,"('disloyal', 'loyal')",1.086305,1.0020711,0.3592784,0.29286,-0.0664184
29,-0.11283854,-0.064037554,"('unfair', 'fair')",-0.43221274,-0.48767164,-0.2725256,-0.2758546,-0.003329
30,0.54035604,0.45015278,"('intolerant', 'tolerant')",0.7530554,0.67500323,0.6467057,0.562578,-0.0841277
31,-0.80028427,-0.7943551,"('evil', 'good')",-0.7167555,-0.64993995,-0.7585199,-0.7221475,0.0363724
32,-1.0446329,-1.0812997,"('unkind', 'kind')",0.29291332,0.06992797,-0.3758598,-0.5056859,-0.1298261
33,1.1032284,0.9954517,"('wrong', 'right')",-0.23460597,-0.16017811,0.4343112,0.4176368,-0.0166744
34,-0.11858939,-0.0842237,"('mean', 'honorable')",5.3486595,5.5156937,2.6150351,2.715735,0.1006999
