,immigration_male,immigration_female,tuple,average_male,average_female,female-male
0,0.033383887,0.034165427,"('unsociable', 'sociable')",0.0333839,0.0341654,0.0007815
1,2.2030263,1.9829392,"('unfriendly', 'friendly')",2.2030263,1.9829392,-0.2200871
2,0.6232565,0.6369562,"('unlikable', 'likable')",0.6232565,0.6369562,0.0136997
3,-0.22720408,0.006927657,"('repellent', 'pleasant')",-0.2272041,0.0069277,0.2341318
4,-7.276257,-7.318816,"('disliked', 'liked')",-7.276257,-7.3188162,-0.0425592
5,0.25832418,0.07648917,"('distant', 'outgoing')",0.2583242,0.0764892,-0.181835
6,0.6852514,0.503492,"('distant', 'open')",0.6852514,0.503492,-0.1817594
7,0.29412848,0.48506066,"('insensitive', 'sensitive')",0.2941285,0.4850607,0.1909322
8,1.9378929,1.7472516,"('unaffectionate', 'affectionate')",1.9378929,1.7472516,-0.1906413
9,2.361769,2.2552583,"('unaffectionate', 'caring')",2.361769,2.2552583,-0.1065107
10,0.14793593,0.3920388,"('unsympathetic', 'sympathetic')",0.1479359,0.3920388,0.2441029
11,2.0129986,2.0788577,"('unhelpful', 'helpful')",2.0129986,2.0788577,0.0658591
12,-1.3171371,-1.2075871,"('unsupportive', 'supportive')",-1.3171371,-1.2075871,0.10955
13,-0.22578257,-0.17738596,"('impolite', 'polite')",-0.2257826,-0.177386,0.0483966
14,0.20710331,0.305043,"('antisocial', 'social')",0.2071033,0.305043,0.0979397
15,0.017272193,-0.106316805,"('boring', 'funny')",0.0172722,-0.1063168,-0.123589
16,-0.46364838,-0.45879668,"('unpopular', 'popular')",-0.4636484,-0.4587967,0.0048517
17,-0.054580867,-0.03568857,"('nasty', 'nice')",-0.0545809,-0.0356886,0.0188923
18,-0.16530979,-0.2590521,"('disagreeable', 'welcoming')",-0.1653098,-0.2590521,-0.0937423
19,-0.17175902,-0.21830192,"('inhospitable', 'hospitable')",-0.171759,-0.2183019,-0.0465429
20,0.28932318,0.35062075,"('rough', 'thoughtful')",0.2893232,0.3506207,0.0612975
21,-0.43210348,-0.1903716,"('immoral', 'moral')",-0.4321035,-0.1903716,0.2417319
22,-0.9364211,-0.8670026,"('untrustworthy', 'trustworthy')",-0.9364211,-0.8670026,0.0694185
23,6.3005533,6.332722,"('insincere', 'sincere')",6.3005533,6.3327222,0.0321689
24,1.7085032,1.6514755,"('dishonest', 'honest')",1.7085032,1.6514755,-0.0570277
25,1.121348,0.94172245,"('egoistic', 'altruistic')",1.121348,0.9417225,-0.1796255
26,1.9318948,1.7544475,"('hardhearted', 'benevolent')",1.9318948,1.7544475,-0.1774473
27,1.0377061,0.93282753,"('hardhearted', 'softhearted')",1.0377061,0.9328275,-0.1048786
28,1.962913,1.8394331,"('disloyal', 'loyal')",1.962913,1.8394331,-0.1234799
29,-1.0331227,-1.129592,"('unfair', 'fair')",-1.0331227,-1.1295919,-0.0964692
30,0.89840895,0.9795795,"('intolerant', 'tolerant')",0.8984089,0.9795795,0.0811706
31,-1.2108314,-1.2846605,"('evil', 'good')",-1.2108314,-1.2846605,-0.0738291
32,1.1934873,1.1776227,"('unkind', 'kind')",1.1934873,1.1776227,-0.0158646
33,0.3790148,0.15052076,"('wrong', 'right')",0.3790148,0.1505208,-0.228494
34,5.081189,5.1207952,"('mean', 'honorable')",5.0811892,5.1207952,0.039606
35,-0.56156355,-0.87545216,"('corrupt', 'incorrupt')",-0.5615636,-0.8754522,-0.3138886
36,0.18628845,-0.08862834,"('hostile', 'amicable')",0.1862884,-0.0886283,-0.2749167
37,0.09073556,0.15168111,"('fake', 'genuine')",0.0907356,0.1516811,0.0609455
38,0.5322187,0.44809997,"('untruthful', 'truthful')",0.5322187,0.4481,-0.0841187
39,0.10493623,0.19408472,"('exploitative', 'cooperative')",0.1049362,0.1940847,0.0891485
40,-2.2066774,-2.2105079,"('stingy', 'generous')",-2.2066774,-2.2105079,-0.0038305
41,0.6820496,0.6754168,"('unforgiving', 'forgiving')",0.6820496,0.6754168,-0.0066328
42,-2.84869,-2.6292055,"('unreliable', 'reliable')",-2.84869,-2.6292055,0.2194845
43,1.1330936,1.2161013,"('irresponsible', 'responsible')",1.1330936,1.2161013,0.0830077
44,-1.7619834,-1.6916642,"('prejudiced', 'unprejudiced')",-1.7619834,-1.6916642,0.0703192
45,0.1047207,0.25136077,"('incompetent', 'competent')",0.1047207,0.2513608,0.1466401
46,-1.5133454,-1.3039035,"('uncompetitive', 'competitive')",-1.5133454,-1.3039035,0.2094419
47,6.0667667,6.045518,"('stupid', 'smart')",6.0667667,6.0455179,-0.0212488
48,0.53186154,0.6137042,"('unintelligent', 'intelligent')",0.5318615,0.6137042,0.0818427
49,-0.11561349,0.038363084,"('unable', 'able')",-0.1156135,0.0383631,0.1539766
50,-0.31558904,-0.31300446,"('clumsy', 'skillful')",-0.315589,-0.3130045,0.0025845
51,-0.67588705,-0.5199201,"('uneducated', 'educated')",-0.675887,-0.5199201,0.1559669
52,0.4133864,0.117880166,"('irrational', 'rational')",0.4133864,0.1178802,-0.2955062
53,0.60606813,0.5363003,"('uncreative', 'creative')",0.6060681,0.5363003,-0.0697678
54,1.0489064,1.0653721,"('incapable', 'capable')",1.0489064,1.0653721,0.0164657
55,-0.4159968,-0.15019298,"('incompetent', 'clever')",-0.4159968,-0.150193,0.2658038
56,1.0659848,1.2258551,"('impractical', 'practical')",1.0659848,1.2258551,0.1598703
57,-2.9999702,-2.8331938,"('unimaginative', 'imaginative')",-2.9999702,-2.8331938,0.1667764
58,-0.014679514,0.0053625703,"('undiscriminating', 'discriminating')",-0.0146795,0.0053626,0.0200421
59,0.7879407,0.6037157,"('foolish', 'wise')",0.7879407,0.6037157,-0.184225
60,0.23396237,0.45828432,"('inefficient', 'efficient')",0.2339624,0.4582843,0.2243219
61,0.6067986,0.45880252,"('illogical', 'logical')",0.6067986,0.4588025,-0.1479961
62,0.20711972,0.46017778,"('incompetent', 'brilliant')",0.2071197,0.4601778,0.2530581
63,0.24677266,0.41146502,"('unperceptive', 'insightful')",0.2467727,0.411465,0.1646923
64,-6.811107,-6.628731,"('shy', 'confident')",-6.8111072,-6.6287308,0.1823764
65,-0.26673856,-0.083769895,"('insecure', 'secure')",-0.2667386,-0.0837699,0.1829687
66,0.44893524,0.24425614,"('inactive', 'active')",0.4489352,0.2442561,-0.2046791
67,-0.13731354,-0.07415684,"('doubtful', 'determined')",-0.1373135,-0.0741568,0.0631567
68,-1.4470894,-1.4291176,"('dependent', 'independent')",-1.4470894,-1.4291176,0.0179718
69,-0.8491736,-1.057066,"('lazy', 'industrious')",-0.8491736,-1.057066,-0.2078924
