,income_male,income_female,tuple,average_male,average_female,female-male
0,0.09988977,-0.13063313,"('unsociable', 'sociable')",0.0998898,-0.1306331,-0.2305229
1,1.1903399,1.3207754,"('unfriendly', 'friendly')",1.1903399,1.3207754,0.1304355
2,0.51170826,0.6376048,"('unlikable', 'likable')",0.5117083,0.6376048,0.1258965
3,0.3498111,0.5470118,"('repellent', 'pleasant')",0.3498111,0.5470118,0.1972007
4,-6.9744334,-7.002624,"('disliked', 'liked')",-6.9744334,-7.002624,-0.0281906
5,-0.48727062,-0.25333497,"('distant', 'outgoing')",-0.4872706,-0.253335,0.2339356
6,-0.23740163,-0.0073867887,"('distant', 'open')",-0.2374016,-0.0073868,0.2300148
7,1.0912154,1.2072251,"('insensitive', 'sensitive')",1.0912154,1.2072251,0.1160097
8,1.1394244,1.2763718,"('unaffectionate', 'affectionate')",1.1394244,1.2763718,0.1369474
9,1.6799976,1.7862775,"('unaffectionate', 'caring')",1.6799976,1.7862775,0.1062799
10,1.1451656,1.2276788,"('unsympathetic', 'sympathetic')",1.1451656,1.2276788,0.0825132
11,2.189688,2.0920315,"('unhelpful', 'helpful')",2.189688,2.0920315,-0.0976565
12,-1.1407566,-1.0897685,"('unsupportive', 'supportive')",-1.1407566,-1.0897685,0.0509881
13,-0.025632385,-0.14486256,"('impolite', 'polite')",-0.0256324,-0.1448626,-0.1192302
14,0.42636597,0.2788838,"('antisocial', 'social')",0.426366,0.2788838,-0.1474822
15,0.35296077,0.32819986,"('boring', 'funny')",0.3529608,0.3281999,-0.0247609
16,-0.6986279,-0.5847305,"('unpopular', 'popular')",-0.6986279,-0.5847305,0.1138974
17,0.17815103,0.15443629,"('nasty', 'nice')",0.178151,0.1544363,-0.0237147
18,-0.55524826,-0.4773376,"('disagreeable', 'welcoming')",-0.5552483,-0.4773376,0.0779107
19,-0.38250118,-0.24803148,"('inhospitable', 'hospitable')",-0.3825012,-0.2480315,0.1344697
20,0.73434365,0.625646,"('rough', 'thoughtful')",0.7343436,0.625646,-0.1086976
21,0.24773392,0.24912661,"('immoral', 'moral')",0.2477339,0.2491266,0.0013927
22,-0.25331816,-0.19326249,"('untrustworthy', 'trustworthy')",-0.2533182,-0.1932625,0.0600557
23,6.4544945,6.465551,"('insincere', 'sincere')",6.4544945,6.4655509,0.0110564
24,1.9940381,2.1231408,"('dishonest', 'honest')",1.9940381,2.1231408,0.1291027
25,0.48596668,0.47409844,"('egoistic', 'altruistic')",0.4859667,0.4740984,-0.0118683
26,0.79092807,0.67081606,"('hardhearted', 'benevolent')",0.7909281,0.6708161,-0.120112
27,1.4443935,1.4990482,"('hardhearted', 'softhearted')",1.4443935,1.4990482,0.0546547
28,1.1606287,1.1166697,"('disloyal', 'loyal')",1.1606287,1.1166697,-0.043959
29,-0.84276277,-0.8128382,"('unfair', 'fair')",-0.8427628,-0.8128382,0.0299246
30,1.3770702,1.2176588,"('intolerant', 'tolerant')",1.3770702,1.2176588,-0.1594114
31,-1.5641502,-1.354139,"('evil', 'good')",-1.5641502,-1.354139,0.2100112
32,1.5308895,1.4079202,"('unkind', 'kind')",1.5308895,1.4079202,-0.1229693
33,-0.53404486,-0.44720894,"('wrong', 'right')",-0.5340449,-0.4472089,0.086836
34,4.561129,4.648219,"('mean', 'honorable')",4.5611291,4.6482191,0.08709
35,-0.78674805,-0.7806793,"('corrupt', 'incorrupt')",-0.7867481,-0.7806793,0.0060688
36,-0.17538658,-0.25756735,"('hostile', 'amicable')",-0.1753866,-0.2575673,-0.0821807
37,1.109807,1.0644672,"('fake', 'genuine')",1.109807,1.0644672,-0.0453398
38,0.39074263,0.23695865,"('untruthful', 'truthful')",0.3907426,0.2369587,-0.1537839
