,latte_male,latte_female,tuple,average_male,average_female,female-male
0,0.3245498,0.42982253,"('unsociable', 'sociable')",0.3245498,0.4298225,0.1052727
1,-0.64372706,-0.77232397,"('unfriendly', 'friendly')",-0.6437271,-0.772324,-0.1285969
2,0.6622272,0.68297017,"('unlikable', 'likable')",0.6622272,0.6829702,0.020743
3,0.13150102,0.20359705,"('repellent', 'pleasant')",0.131501,0.2035971,0.0720961
4,-3.8620563,-3.9434218,"('disliked', 'liked')",-3.8620563,-3.9434218,-0.0813655
5,-1.7354159,-1.6775656,"('distant', 'outgoing')",-1.7354159,-1.6775656,0.0578503
6,-1.7892234,-1.7942313,"('distant', 'open')",-1.7892234,-1.7942313,-0.0050079
7,0.30049485,0.49894223,"('insensitive', 'sensitive')",0.3004948,0.4989422,0.1984474
8,-0.77078414,-0.96659243,"('unaffectionate', 'affectionate')",-0.7707841,-0.9665924,-0.1958083
9,-0.26677233,-0.28625083,"('unaffectionate', 'caring')",-0.2667723,-0.2862508,-0.0194785
10,0.986786,1.1539444,"('unsympathetic', 'sympathetic')",0.986786,1.1539444,0.1671584
11,1.5937824,1.7046751,"('unhelpful', 'helpful')",1.5937824,1.7046751,0.1108927
12,-1.1247388,-0.9741692,"('unsupportive', 'supportive')",-1.1247388,-0.9741692,0.1505696
13,0.6500407,0.72259593,"('impolite', 'polite')",0.6500407,0.7225959,0.0725552
14,0.8315828,0.9646358,"('antisocial', 'social')",0.8315828,0.9646358,0.133053
15,0.097917795,0.03206195,"('boring', 'funny')",0.0979178,0.0320619,-0.0658559
16,0.31329557,0.012042172,"('unpopular', 'popular')",0.3132956,0.0120422,-0.3012534
17,-0.007712588,0.065791875,"('nasty', 'nice')",-0.0077126,0.0657919,0.0735045
18,-0.422861,-0.4194571,"('disagreeable', 'welcoming')",-0.422861,-0.4194571,0.0034039
19,-1.3137691,-1.2207977,"('inhospitable', 'hospitable')",-1.3137691,-1.2207977,0.0929714
