,query_male,query_female,tuple,average_male,average_female,female-male
0,0.5442959,0.42824832,"('unsociable', 'sociable')",0.5442959,0.4282483,-0.1160476
1,0.7499781,0.92592114,"('unfriendly', 'friendly')",0.7499781,0.9259211,0.175943
2,0.26342347,0.4369933,"('unlikable', 'likable')",0.2634235,0.4369933,0.1735698
3,1.0231336,1.0597918,"('repellent', 'pleasant')",1.0231336,1.0597918,0.0366582
4,-7.539064,-7.4671764,"('disliked', 'liked')",-7.5390639,-7.4671764,0.0718875
5,-1.23256,-1.0648487,"('distant', 'outgoing')",-1.23256,-1.0648487,0.1677113
6,-0.5870996,-0.4713709,"('distant', 'open')",-0.5870996,-0.4713709,0.1157287
7,1.846933,1.8050431,"('insensitive', 'sensitive')",1.846933,1.8050431,-0.0418899
8,0.7037542,0.7788444,"('unaffectionate', 'affectionate')",0.7037542,0.7788444,0.0750902
9,1.1160916,1.2369441,"('unaffectionate', 'caring')",1.1160916,1.2369441,0.1208525
10,2.2139502,1.9931786,"('unsympathetic', 'sympathetic')",2.2139502,1.9931786,-0.2207716
11,2.3145816,2.3242958,"('unhelpful', 'helpful')",2.3145816,2.3242958,0.0097142
12,-1.3264849,-1.2524729,"('unsupportive', 'supportive')",-1.3264849,-1.2524729,0.074012
13,0.6946545,0.6612624,"('impolite', 'polite')",0.6946545,0.6612624,-0.0333921
14,0.5504001,0.5025463,"('antisocial', 'social')",0.5504001,0.5025463,-0.0478538
15,0.08368074,0.12261176,"('boring', 'funny')",0.0836807,0.1226118,0.0389311
16,-1.0383682,-0.8198906,"('unpopular', 'popular')",-1.0383682,-0.8198906,0.2184776
17,-0.25464272,-0.31773227,"('nasty', 'nice')",-0.2546427,-0.3177323,-0.0630896
18,-0.6058935,-0.46132812,"('disagreeable', 'welcoming')",-0.6058935,-0.4613281,0.1445654
19,-1.0682688,-1.0129125,"('inhospitable', 'hospitable')",-1.0682688,-1.0129125,0.0553563
20,1.2084203,1.1011518,"('rough', 'thoughtful')",1.2084203,1.1011518,-0.1072685
21,0.4634201,0.47672138,"('immoral', 'moral')",0.4634201,0.4767214,0.0133013
22,0.6154392,0.55464494,"('untrustworthy', 'trustworthy')",0.6154392,0.5546449,-0.0607943
23,6.5958896,6.6585093,"('insincere', 'sincere')",6.5958896,6.6585093,0.0626197
24,2.223946,2.232349,"('dishonest', 'honest')",2.2239461,2.2323489,0.0084028
25,0.024710625,0.10308658,"('egoistic', 'altruistic')",0.0247106,0.1030866,0.078376
26,0.60025716,0.44733524,"('hardhearted', 'benevolent')",0.6002572,0.4473352,-0.152922
27,1.7613744,1.6178921,"('hardhearted', 'softhearted')",1.7613744,1.6178921,-0.1434823
28,1.2369753,1.1176748,"('disloyal', 'loyal')",1.2369753,1.1176748,-0.1193005
29,-0.49672437,-0.62671137,"('unfair', 'fair')",-0.4967244,-0.6267114,-0.129987
30,1.5409316,1.4316367,"('intolerant', 'tolerant')",1.5409316,1.4316367,-0.1092949
31,-1.7502809,-1.6400901,"('evil', 'good')",-1.7502809,-1.6400901,0.1101908
32,1.5757586,1.4424261,"('unkind', 'kind')",1.5757586,1.4424261,-0.1333325
33,-1.1445683,-1.0155884,"('wrong', 'right')",-1.1445683,-1.0155884,0.1289799
34,3.9235013,4.1875386,"('mean', 'honorable')",3.9235013,4.1875386,0.2640373
35,-1.522864,-1.7069393,"('corrupt', 'incorrupt')",-1.522864,-1.7069393,-0.1840753
36,-1.4670975,-1.5434277,"('hostile', 'amicable')",-1.4670975,-1.5434277,-0.0763302
37,0.78573066,0.67080754,"('fake', 'genuine')",0.7857307,0.6708075,-0.1149232
38,-0.15707295,-0.13718928,"('untruthful', 'truthful')",-0.1570729,-0.1371893,0.0198836
39,0.16886446,0.15845573,"('exploitative', 'cooperative')",0.1688645,0.1584557,-0.0104088
40,-1.146832,-1.2731738,"('stingy', 'generous')",-1.146832,-1.2731738,-0.1263418
41,0.6460256,0.45312712,"('unforgiving', 'forgiving')",0.6460256,0.4531271,-0.1928985
42,-1.4022204,-1.4749956,"('unreliable', 'reliable')",-1.4022204,-1.4749956,-0.0727752
43,1.8872013,1.8898814,"('irresponsible', 'responsible')",1.8872013,1.8898814,0.0026801
44,-1.3025557,-1.4739064,"('prejudiced', 'unprejudiced')",-1.3025557,-1.4739064,-0.1713507
45,0.9588948,0.77036315,"('incompetent', 'competent')",0.9588948,0.7703632,-0.1885316
46,0.25618318,0.21538489,"('uncompetitive', 'competitive')",0.2561832,0.2153849,-0.0407983
47,5.562824,5.744901,"('stupid', 'smart')",5.5628238,5.7449012,0.1820774
48,1.2145748,1.2130449,"('unintelligent', 'intelligent')",1.2145748,1.2130449,-0.0015299
49,-0.7437131,-0.5758437,"('unable', 'able')",-0.7437131,-0.5758437,0.1678694
50,-0.3621461,-0.35712898,"('clumsy', 'skillful')",-0.3621461,-0.357129,0.0050171
51,0.88194,0.8427793,"('uneducated', 'educated')",0.88194,0.8427793,-0.0391607
52,-1.0927534,-1.0257865,"('irrational', 'rational')",-1.0927534,-1.0257865,0.0669669
53,0.09307045,0.18246996,"('uncreative', 'creative')",0.0930704,0.18247,0.0893996
54,0.68855804,0.8336767,"('incapable', 'capable')",0.688558,0.8336767,0.1451187
55,1.6246454,1.683657,"('incompetent', 'clever')",1.6246454,1.6836571,0.0590117
56,0.95163447,0.95606124,"('impractical', 'practical')",0.9516345,0.9560612,0.0044267
57,-2.0215092,-2.1033,"('unimaginative', 'imaginative')",-2.0215092,-2.1033001,-0.0817909
58,0.24367172,0.1386065,"('undiscriminating', 'discriminating')",0.2436717,0.1386065,-0.1050652
59,-0.65778655,-0.5557565,"('foolish', 'wise')",-0.6577865,-0.5557565,0.10203
60,1.2163768,1.3210527,"('inefficient', 'efficient')",1.2163768,1.3210527,0.1046759
61,0.87180126,0.7481619,"('illogical', 'logical')",0.8718013,0.7481619,-0.1236394
62,1.4802245,1.5751336,"('incompetent', 'brilliant')",1.4802245,1.5751336,0.0949091
63,1.0870318,1.1365159,"('unperceptive', 'insightful')",1.0870318,1.1365159,0.0494841
64,-5.73536,-5.746554,"('shy', 'confident')",-5.7353601,-5.7465539,-0.0111938
65,1.7878828,1.7106979,"('insecure', 'secure')",1.7878828,1.7106979,-0.0771849
66,-0.55482715,-0.64126855,"('inactive', 'active')",-0.5548272,-0.6412686,-0.0864414
67,-0.9867395,-0.90638214,"('doubtful', 'determined')",-0.9867395,-0.9063821,0.0803574
68,-0.47249123,-0.4029218,"('dependent', 'independent')",-0.4724912,-0.4029218,0.0695694
69,-2.6057801,-2.494266,"('lazy', 'industrious')",-2.6057801,-2.494266,0.1115141
70,2.0876467,1.9449548,"('lethargic', 'energetic')",2.0876467,1.9449548,-0.1426919
71,-0.12371469,0.0069425125,"('diffident', 'self-confident')",-0.1237147,0.0069425,0.1306572
72,1.1326977,1.2107741,"('unambitious', 'ambitious')",1.1326977,1.2107741,0.0780764
73,-3.3521137,-3.2258096,"('helpless', 'self-reliant')",-3.3521137,-3.2258096,0.1263041
74,0.44540113,0.39973414,"('undedicated', 'dedicated')",0.4454011,0.3997341,-0.045667
75,-1.1758885,-1.088869,"('meek', 'impulsive')",-1.1758885,-1.088869,0.0870195
76,1.4666606,1.3772557,"('anxious', 'daring')",1.4666606,1.3772557,-0.0894049
77,-1.1655587,-1.0993546,"('unmotivated', 'motivated')",-1.1655587,-1.0993546,0.0662041
78,-0.66381466,-0.67958117,"('nonresilient', 'resilient')",-0.6638147,-0.6795812,-0.0157665
79,-0.61854225,-0.7278048,"('wavering', 'unwavering')",-0.6185423,-0.7278048,-0.1092625
80,0.4918468,0.31170335,"('dominated', 'dominating')",0.4918468,0.3117034,-0.1801434
81,0.98959935,0.88411945,"('submissive', 'aggressive')",0.9895993,0.8841195,-0.1054798
82,6.376046,6.571957,"('poor', 'rich')",6.3760462,6.5719571,0.1959109
83,-0.73801196,-0.798604,"('powerless', 'powerful')",-0.738012,-0.798604,-0.060592
84,0.09213035,0.102705054,"('inferior', 'superior')",0.0921303,0.1027051,0.0105748
85,-2.034187,-1.968231,"('insignificant', 'prestigious')",-2.0341871,-1.968231,0.0659561
86,0.6736826,0.6105967,"('uninfluential', 'influential')",0.6736826,0.6105967,-0.0630859
87,-0.043462895,0.15707138,"('unsuccessful', 'successful')",-0.0434629,0.1570714,0.2005343
88,0.23649396,0.26254424,"('low', 'eminent')",0.236494,0.2625442,0.0260502
