,keep_male,keep_female,tuple,average_male,average_female,female-male
0,0.16406097,0.105127044,"('unsociable', 'sociable')",0.164061,0.105127,-0.058934
1,1.1695862,1.2339461,"('unfriendly', 'friendly')",1.1695862,1.2339461,0.0643599
2,0.6890187,0.77688724,"('unlikable', 'likable')",0.6890187,0.7768872,0.0878685
3,0.7864109,0.8409448,"('repellent', 'pleasant')",0.7864109,0.8409448,0.0545339
4,-6.932219,-6.840248,"('disliked', 'liked')",-6.932219,-6.8402481,0.0919709
5,-0.2580154,-0.12767503,"('distant', 'outgoing')",-0.2580154,-0.127675,0.1303404
6,0.13747239,0.18223564,"('distant', 'open')",0.1374724,0.1822356,0.0447632
7,1.1341343,1.1274928,"('insensitive', 'sensitive')",1.1341343,1.1274928,-0.0066415
8,1.5203375,1.3486664,"('unaffectionate', 'affectionate')",1.5203375,1.3486664,-0.1716711
9,1.5449648,1.5067561,"('unaffectionate', 'caring')",1.5449648,1.5067561,-0.0382087
10,1.5401995,1.3132114,"('unsympathetic', 'sympathetic')",1.5401995,1.3132114,-0.2269881
11,1.9134415,1.8888984,"('unhelpful', 'helpful')",1.9134415,1.8888984,-0.0245431
12,-1.113887,-1.0871052,"('unsupportive', 'supportive')",-1.113887,-1.0871052,0.0267818
13,-0.0074908584,-0.011279125,"('impolite', 'polite')",-0.0074909,-0.0112791,-0.0037882
14,0.38556308,0.34002632,"('antisocial', 'social')",0.3855631,0.3400263,-0.0455368
15,0.28731132,0.32674003,"('boring', 'funny')",0.2873113,0.32674,0.0394287
16,-0.45060554,-0.33017305,"('unpopular', 'popular')",-0.4506055,-0.330173,0.1204325
17,0.20580137,0.11343073,"('nasty', 'nice')",0.2058014,0.1134307,-0.0923707
18,-0.27494168,-0.21406205,"('disagreeable', 'welcoming')",-0.2749417,-0.214062,0.0608797
19,-0.080156915,-0.08406535,"('inhospitable', 'hospitable')",-0.0801569,-0.0840653,-0.0039084
20,0.41189516,0.2998243,"('rough', 'thoughtful')",0.4118952,0.2998243,-0.1120709
21,0.22968557,0.3243677,"('immoral', 'moral')",0.2296856,0.3243677,0.0946821
22,-0.013545953,-0.07892588,"('untrustworthy', 'trustworthy')",-0.013546,-0.0789259,-0.0653799
23,6.0685534,6.131218,"('insincere', 'sincere')",6.0685534,6.131218,0.0626646
24,1.8627377,1.8678881,"('dishonest', 'honest')",1.8627377,1.8678881,0.0051504
25,0.45257908,0.43052042,"('egoistic', 'altruistic')",0.4525791,0.4305204,-0.0220587
26,0.4193065,0.30758396,"('hardhearted', 'benevolent')",0.4193065,0.307584,-0.1117225
27,1.5619596,1.3191551,"('hardhearted', 'softhearted')",1.5619596,1.3191551,-0.2428045
28,1.2202718,1.0911875,"('disloyal', 'loyal')",1.2202718,1.0911875,-0.1290843
29,-0.07447694,-0.1870111,"('unfair', 'fair')",-0.0744769,-0.1870111,-0.1125342
30,1.1548005,1.0711497,"('intolerant', 'tolerant')",1.1548005,1.0711497,-0.0836508
31,-0.94949454,-0.8979486,"('evil', 'good')",-0.9494945,-0.8979486,0.0515459
32,1.145871,1.028079,"('unkind', 'kind')",1.145871,1.028079,-0.117792
33,-0.7428396,-0.5217831,"('wrong', 'right')",-0.7428396,-0.5217831,0.2210565
34,4.182865,4.407185,"('mean', 'honorable')",4.1828651,4.4071851,0.22432
35,-0.5887162,-0.72184724,"('corrupt', 'incorrupt')",-0.5887162,-0.7218472,-0.133131
36,-0.6107542,-0.70592576,"('hostile', 'amicable')",-0.6107542,-0.7059258,-0.0951716
37,0.59909433,0.5261778,"('fake', 'genuine')",0.5990943,0.5261778,-0.0729165
38,-0.064668216,-0.026933342,"('untruthful', 'truthful')",-0.0646682,-0.0269333,0.0377349
39,-0.014370719,0.00877133,"('exploitative', 'cooperative')",-0.0143707,0.0087713,0.023142
40,-1.2086751,-1.3397352,"('stingy', 'generous')",-1.2086751,-1.3397352,-0.1310601
41,0.14071795,0.0024357792,"('unforgiving', 'forgiving')",0.140718,0.0024358,-0.1382822
42,-1.6938853,-1.8163601,"('unreliable', 'reliable')",-1.6938853,-1.8163601,-0.1224748
