,comcast_male,comcast_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-1.3117658,-1.5923096,"('unsociable', 'sociable')",-0.038064335,-0.23714362,-0.6749151,-0.9147266,-0.2398115
1,-0.021171633,-0.26926172,"('unfriendly', 'friendly')",0.9281892,0.7869655,0.4535088,0.2588519,-0.1946569
2,0.7959497,0.83965766,"('unlikable', 'likable')",0.8740229,0.8391333,0.8349863,0.8393955,0.0044092
3,-1.0538243,-0.97058487,"('repellent', 'pleasant')",0.76882887,0.7797531,-0.1424977,-0.0954159,0.0470818
4,-0.051748864,-0.065373674,"('disliked', 'liked')",-5.91278,-6.031964,-2.9822643,-3.0486689,-0.0664046
5,0.45078716,0.33091426,"('distant', 'outgoing')",-0.52896035,-0.44109613,-0.0390866,-0.0550909,-0.0160043
6,0.17399403,-0.015740171,"('distant', 'open')",-0.89888453,-0.8586832,-0.3624452,-0.4372117,-0.0747665
7,-0.83960336,-0.7806174,"('insensitive', 'sensitive')",0.06715974,0.033298798,-0.3862218,-0.3736593,0.0125625
8,-0.4293576,-0.5650127,"('unaffectionate', 'affectionate')",-0.1169711,-0.14525618,-0.2731643,-0.3551344,-0.0819701
9,-0.0017287061,-0.18931991,"('unaffectionate', 'caring')",0.61251354,0.6520042,0.3053924,0.2313421,-0.0740503
10,-2.0448296,-2.2078218,"('unsympathetic', 'sympathetic')",-0.5058175,-0.67550516,-1.2753235,-1.4416635,-0.16634
11,-0.6566448,-0.6032124,"('unhelpful', 'helpful')",1.5901132,1.6416345,0.4667342,0.5192111,0.0524769
12,-0.19950236,-0.25694856,"('unsupportive', 'supportive')",-1.8782661,-1.890958,-1.0388843,-1.0739533,-0.035069
13,-0.58021027,-0.7451387,"('impolite', 'polite')",-0.4590812,-0.48139486,-0.5196458,-0.6132668,-0.093621
14,-0.32952476,-0.23485653,"('antisocial', 'social')",0.29346308,0.2888028,-0.0180308,0.0269731,0.0450039
15,0.33834425,0.2037147,"('boring', 'funny')",-0.25934643,-0.22948366,0.0394989,-0.0128845,-0.0523834
16,0.2919064,0.30902463,"('unpopular', 'popular')",0.38127482,0.39443865,0.3365906,0.3517317,0.0151411
17,-0.2726514,-0.21533711,"('nasty', 'nice')",-0.380208,-0.28234956,-0.3264297,-0.2488433,0.0775864
18,0.25212377,0.19298023,"('disagreeable', 'welcoming')",-0.4579964,-0.5440373,-0.1029363,-0.1755285,-0.0725922
19,-0.5984541,-0.8020277,"('inhospitable', 'hospitable')",-0.69291276,-0.73574823,-0.6456834,-0.768888,-0.1232046
20,-0.77567536,-0.7332686,"('rough', 'thoughtful')",1.0494565,0.9864773,0.1368906,0.1266043,-0.0102863
21,-0.9720316,-1.0851398,"('immoral', 'moral')",-0.33886492,-0.39912844,-0.6554483,-0.7421341,-0.0866858
22,-0.8081666,-0.81827235,"('untrustworthy', 'trustworthy')",-1.0526936,-1.0790088,-0.9304301,-0.9486406,-0.0182105
23,-0.62350786,-0.62401104,"('insincere', 'sincere')",5.2796926,5.3521323,2.3280923,2.3640606,0.0359683
24,0.30364588,0.22034946,"('dishonest', 'honest')",0.7586039,0.73099834,0.5311249,0.4756739,-0.055451
25,0.86033034,0.7426159,"('egoistic', 'altruistic')",1.0520345,0.95174325,0.9561824,0.8471795,-0.1090029
26,0.22480412,0.0736225,"('hardhearted', 'benevolent')",1.1176779,0.9365301,0.671241,0.5050763,-0.1661647
27,-0.6543617,-0.6314829,"('hardhearted', 'softhearted')",0.6456855,0.585647,-0.0043381,-0.022918,-0.0185799
28,-0.6476048,-0.75198776,"('disloyal', 'loyal')",0.51822406,0.48568702,-0.0646904,-0.1331504,-0.06846
29,-0.2371256,-0.1766648,"('unfair', 'fair')",-0.13644062,-0.2540755,-0.1867831,-0.2153701,-0.028587
30,0.067118704,0.12385368,"('intolerant', 'tolerant')",1.12326,1.0513911,0.5951893,0.5876224,-0.0075669
31,0.6553611,0.64771456,"('evil', 'good')",-0.85289985,-0.8851869,-0.0987694,-0.1187362,-0.0199668
32,-0.03387753,-0.17911543,"('unkind', 'kind')",0.5657699,0.37218788,0.2659462,0.0965362,-0.16941
33,0.71038294,0.508721,"('wrong', 'right')",-0.50000525,-0.4513778,0.1051888,0.0286716,-0.0765172
34,-0.2431674,-0.122523874,"('mean', 'honorable')",5.0297494,5.235074,2.393291,2.5562751,0.1629841
35,0.53126067,0.50865924,"('corrupt', 'incorrupt')",-0.59346586,-0.5610027,-0.0311026,-0.0261717,0.0049309
36,0.6956549,0.54968905,"('hostile', 'amicable')",-0.50475365,-0.5436159,0.0954506,0.0030366,-0.092414
37,-1.0919259,-1.1605135,"('fake', 'genuine')",-0.25141424,-0.23833685,-0.6716701,-0.6994252,-0.0277551
38,-0.19295022,-0.24937421,"('untruthful', 'truthful')",0.1096196,0.2486659,-0.0416653,-0.0003542,0.0413111
39,0.90202075,0.9645304,"('exploitative', 'cooperative')",-0.01982017,0.023262035,0.4411003,0.4938962,0.0527959
40,0.5311674,0.54118806,"('stingy', 'generous')",-1.5377932,-1.6562892,-0.5033129,-0.5575505,-0.0542376
41,-0.42385715,-0.4591999,"('unforgiving', 'forgiving')",0.049916655,-0.055505134,-0.1869702,-0.2573525,-0.0703823
42,-0.6884081,-0.75385696,"('unreliable', 'reliable')",-3.0809422,-3.2074742,-1.8846751,-1.9806656,-0.0959905
43,-1.3927252,-1.4354255,"('irresponsible', 'responsible')",0.1560034,0.042870916,-0.6183609,-0.6962773,-0.0779164
44,-0.16884314,-0.14757034,"('prejudiced', 'unprejudiced')",-1.6125593,-1.6451468,-0.8907012,-0.8963586,-0.0056574
45,-1.7424371,-1.6338944,"('incompetent', 'competent')",0.07428752,-0.020839328,-0.8340748,-0.8273669,0.0067079
46,-1.7237034,-1.7192695,"('uncompetitive', 'competitive')",-0.90964305,-0.9560021,-1.3166733,-1.3376358,-0.0209625
47,-0.5826188,-0.4241014,"('stupid', 'smart')",4.8573775,5.107975,2.1373794,2.3419368,0.2045574
48,0.01768582,0.0032233708,"('unintelligent', 'intelligent')",0.9572463,0.90472555,0.4874661,0.4539745,-0.0334916
49,-0.58656186,-0.42210025,"('unable', 'able')",-0.40889686,-0.22286385,-0.4977294,-0.322482,0.1752474
50,0.10733348,0.15597424,"('clumsy', 'skillful')",-0.44175708,-0.5151057,-0.1672118,-0.1795657,-0.0123539
51,-0.7097881,-0.8305346,"('uneducated', 'educated')",0.8173601,0.6580187,0.053786,-0.0862579,-0.1400439
52,0.9153523,0.6869867,"('irrational', 'rational')",-0.06777434,-0.050999563,0.423789,0.3179936,-0.1057954
53,-0.16837604,-0.33499944,"('uncreative', 'creative')",0.2872446,0.14600445,0.0594343,-0.0944975,-0.1539318
54,-0.32976484,-0.42914942,"('incapable', 'capable')",0.33067402,0.4083056,0.0004546,-0.0104219,-0.0108765
55,-1.3795385,-1.2845087,"('incompetent', 'clever')",0.48961794,0.37699795,-0.4449603,-0.4537554,-0.0087951
56,-0.71372265,-0.74116606,"('impractical', 'practical')",-0.035893094,-0.04687745,-0.3748079,-0.3940217,-0.0192138
57,-1.5100151,-1.6794243,"('unimaginative', 'imaginative')",-3.0251327,-3.234845,-2.2675738,-2.4571347,-0.1895609
58,-0.19960265,-0.16336928,"('undiscriminating', 'discriminating')",0.15750837,0.08408259,-0.0210471,-0.0396433,-0.0185962
59,0.93317294,0.970862,"('foolish', 'wise')",-0.017049957,0.11658206,0.4580615,0.543722,0.0856605
60,-0.58754575,-0.50070035,"('inefficient', 'efficient')",0.41823548,0.42398083,-0.0846551,-0.0383598,0.0462953
61,0.22320285,0.07850498,"('illogical', 'logical')",0.7358246,0.55602866,0.4795137,0.3172668,-0.1622469
62,-0.18981999,0.0135180205,"('incompetent', 'brilliant')",0.8565899,1.034232,0.333385,0.523875,0.19049
63,-0.77971107,-0.87981206,"('unperceptive', 'insightful')",0.7043746,0.6863307,-0.0376682,-0.0967407,-0.0590725
64,-0.09008327,-0.15862581,"('shy', 'confident')",-5.335218,-5.443823,-2.7126505,-2.8012242,-0.0885737
65,-0.69685155,-0.68210995,"('insecure', 'secure')",-0.17265436,-0.19716772,-0.4347529,-0.4396389,-0.004886
66,-0.26092708,-0.5026398,"('inactive', 'active')",0.40785038,0.35567057,0.0734617,-0.0734846,-0.1469463
67,-0.12613256,-0.18787414,"('doubtful', 'determined')",-0.10045545,-0.208981,-0.113294,-0.1984276,-0.0851336
68,-0.689282,-0.6825403,"('dependent', 'independent')",-0.3193425,-0.30954033,-0.5043123,-0.4960403,0.008272
69,1.002738,1.0072361,"('lazy', 'industrious')",-0.49518317,-0.40131202,0.2537774,0.3029621,0.0491847
70,-1.3550318,-1.3739945,"('lethargic', 'energetic')",0.045147948,-0.047279917,-0.654942,-0.7106372,-0.0556952
71,0.95276225,0.92793137,"('diffident', 'self-confident')",0.16373113,0.21218354,0.5582467,0.5700575,0.0118108
72,-0.53077793,-0.5530135,"('unambitious', 'ambitious')",-0.49047258,-0.34967816,-0.5106252,-0.4513458,0.0592794
73,0.92078996,0.942978,"('helpless', 'self-reliant')",-3.1514258,-3.1000514,-1.1153179,-1.0785367,0.0367812
