,avon_male,avon_female,tuple,products_male,products_female,inc_male,inc_female,average_male,average_female,female-male
0,0.20845231,-0.016969375,"('unsociable', 'sociable')",0.4154123,0.35134265,-0.28053862,-0.46756425,0.114442,-0.044397,-0.158839
1,0.84415394,0.79118776,"('unfriendly', 'friendly')",-0.27647614,-0.29369116,1.6885669,1.6041825,0.7520816,0.7005597,-0.0515219
2,-0.063748956,-0.05841846,"('unlikable', 'likable')",-0.09551148,-0.074598484,0.5742586,0.69547886,0.1383327,0.1874873,0.0491546
3,-0.93341327,-0.8168441,"('repellent', 'pleasant')",0.4647571,0.5431479,0.049553894,0.08705312,-0.1397008,-0.0622144,0.0774864
4,-0.43338326,-0.57647777,"('disliked', 'liked')",-0.4297881,-0.46514028,-5.608651,-5.7244387,-2.1572742,-2.2553523,-0.0980781
5,-0.43762285,-0.3437381,"('distant', 'outgoing')",-0.8580564,-0.82878,-0.19229878,-0.09216231,-0.4959927,-0.4215601,0.0744326
6,-0.71461123,-0.5652047,"('distant', 'open')",-1.0835636,-0.993712,0.35930818,0.4810558,-0.4796222,-0.3592869,0.1203353
7,0.39110604,0.2885986,"('insensitive', 'sensitive')",-0.22331019,-0.088336796,0.6279787,0.5451122,0.2652582,0.248458,-0.0168002
8,-0.1830503,-0.14418623,"('unaffectionate', 'affectionate')",-1.0252849,-0.9595563,0.4844672,0.4421093,-0.2412893,-0.2205444,0.0207449
9,0.62970954,0.6451888,"('unaffectionate', 'caring')",-0.2830976,-0.24733274,0.89668053,0.9279558,0.4144308,0.4419373,0.0275065
10,1.0108439,0.9608327,"('unsympathetic', 'sympathetic')",0.25258815,0.340354,-0.05149921,-0.18817845,0.4039776,0.3710028,-0.0329748
11,0.61398166,0.58352536,"('unhelpful', 'helpful')",0.822797,0.8389608,2.0359626,2.1052556,1.1575804,1.175914,0.0183336
12,1.1118256,1.1700895,"('unsupportive', 'supportive')",0.4795651,0.6871884,-1.4477749,-1.4620165,0.0478719,0.1317538,0.0838819
13,0.7473148,0.5818066,"('impolite', 'polite')",0.2711414,0.19928773,-0.4498415,-0.53297,0.1895382,0.0827081,-0.1068301
14,-0.089313984,-0.24557056,"('antisocial', 'social')",0.7285156,0.7249305,-0.7243206,-0.8577246,-0.028373,-0.1261215,-0.0977485
15,1.1853255,1.0487007,"('boring', 'funny')",-0.04186091,-0.100078255,0.40295696,0.34707502,0.5154738,0.4318992,-0.0835746
16,-1.3464931,-1.316256,"('unpopular', 'popular')",-0.24913944,-0.23089129,0.5981429,0.6497862,-0.3324965,-0.2991204,0.0333761
17,-0.09660925,-0.054098397,"('nasty', 'nice')",0.29048195,0.33312258,-0.5558143,-0.48022875,-0.1206472,-0.0670682,0.053579
18,-0.5291692,-0.4769266,"('disagreeable', 'welcoming')",-1.1300828,-1.0329393,-0.5044354,-0.50381106,-0.7212292,-0.6712256,0.0500036
19,-0.4166649,-0.27970842,"('inhospitable', 'hospitable')",-0.95506227,-0.95936733,0.2531818,0.35807446,-0.3728485,-0.2936671,0.0791814
20,-0.09743977,-0.075069875,"('rough', 'thoughtful')",0.96770996,0.9817486,1.005824,0.9697836,0.6253647,0.6254874,0.0001227
21,0.5548514,0.50504726,"('immoral', 'moral')",0.90477127,0.9046862,-0.4253188,-0.43611166,0.3447679,0.3245406,-0.0202273
