,impairment_male,impairment_female,tuple,average_male,average_female,female-male
0,0.26432267,0.047936752,"('unsociable', 'sociable')",0.2643227,0.0479368,-0.2163859
1,0.040544428,0.14124529,"('unfriendly', 'friendly')",0.0405444,0.1412453,0.1007009
2,-0.07812105,0.17937885,"('unlikable', 'likable')",-0.0781211,0.1793789,0.2575
3,0.9033887,0.957891,"('repellent', 'pleasant')",0.9033887,0.957891,0.0545023
4,-7.1771665,-7.1309466,"('disliked', 'liked')",-7.1771665,-7.1309466,0.0462199
5,-1.451322,-1.1967925,"('distant', 'outgoing')",-1.451322,-1.1967925,0.2545295
6,-1.3429303,-1.1326146,"('distant', 'open')",-1.3429303,-1.1326146,0.2103157
7,1.27464,1.2084444,"('insensitive', 'sensitive')",1.27464,1.2084444,-0.0661956
8,0.23323849,0.2924748,"('unaffectionate', 'affectionate')",0.2332385,0.2924748,0.0592363
9,0.9734354,1.0012451,"('unaffectionate', 'caring')",0.9734354,1.0012451,0.0278097
10,1.7693433,1.6476699,"('unsympathetic', 'sympathetic')",1.7693433,1.6476699,-0.1216734
11,2.3248563,2.3038414,"('unhelpful', 'helpful')",2.3248563,2.3038414,-0.0210149
12,-0.9764884,-0.95775616,"('unsupportive', 'supportive')",-0.9764884,-0.9577562,0.0187322
13,0.39334357,0.31198126,"('impolite', 'polite')",0.3933436,0.3119813,-0.0813623
14,0.51645875,0.33559147,"('antisocial', 'social')",0.5164587,0.3355915,-0.1808672
15,0.014863027,0.06792434,"('boring', 'funny')",0.014863,0.0679243,0.0530613
16,-1.1530443,-0.9905526,"('unpopular', 'popular')",-1.1530443,-0.9905526,0.1624917
17,-1.0150759,-0.923939,"('nasty', 'nice')",-1.0150759,-0.923939,0.0911369
18,-1.2310226,-1.1229659,"('disagreeable', 'welcoming')",-1.2310226,-1.1229659,0.1080567
19,-1.5339947,-1.2992657,"('inhospitable', 'hospitable')",-1.5339947,-1.2992657,0.234729
20,0.84549975,0.6621728,"('rough', 'thoughtful')",0.8454998,0.6621728,-0.183327
21,0.2051756,0.26025483,"('immoral', 'moral')",0.2051756,0.2602548,0.0550792
22,-0.26508173,-0.24172004,"('untrustworthy', 'trustworthy')",-0.2650817,-0.24172,0.0233617
23,6.075183,6.158445,"('insincere', 'sincere')",6.0751829,6.1584449,0.083262
24,1.7731954,1.8343391,"('dishonest', 'honest')",1.7731954,1.8343391,0.0611437
25,-0.34874067,-0.40545815,"('egoistic', 'altruistic')",-0.3487407,-0.4054582,-0.0567175
26,0.40952072,0.2648648,"('hardhearted', 'benevolent')",0.4095207,0.2648648,-0.1446559
27,0.94610345,0.895152,"('hardhearted', 'softhearted')",0.9461035,0.895152,-0.0509515
28,0.5832808,0.5473053,"('disloyal', 'loyal')",0.5832808,0.5473053,-0.0359755
29,-1.0048112,-1.074049,"('unfair', 'fair')",-1.0048112,-1.074049,-0.0692378
30,1.3777355,1.2770044,"('intolerant', 'tolerant')",1.3777355,1.2770044,-0.1007311
31,-2.660967,-2.498038,"('evil', 'good')",-2.6609671,-2.4980381,0.162929
32,1.1505461,1.0398327,"('unkind', 'kind')",1.1505461,1.0398327,-0.1107134
33,-0.906709,-0.840047,"('wrong', 'right')",-0.906709,-0.840047,0.066662
34,3.6941001,3.9629745,"('mean', 'honorable')",3.6941001,3.9629745,0.2688744
35,-1.6004059,-1.5803282,"('corrupt', 'incorrupt')",-1.6004059,-1.5803282,0.0200777
36,-1.6219625,-1.5395107,"('hostile', 'amicable')",-1.6219625,-1.5395107,0.0824518
37,0.60455966,0.4621302,"('fake', 'genuine')",0.6045597,0.4621302,-0.1424295
38,-0.18218869,-0.27121058,"('untruthful', 'truthful')",-0.1821887,-0.2712106,-0.0890219
39,-0.029192723,-0.14121823,"('exploitative', 'cooperative')",-0.0291927,-0.1412182,-0.1120255
40,-1.5310198,-1.5316576,"('stingy', 'generous')",-1.5310198,-1.5316576,-0.0006378
41,-0.08665299,-0.25927174,"('unforgiving', 'forgiving')",-0.086653,-0.2592717,-0.1726187
42,-1.9725163,-1.849794,"('unreliable', 'reliable')",-1.9725163,-1.849794,0.1227223
43,1.550207,1.5007591,"('irresponsible', 'responsible')",1.550207,1.5007591,-0.0494479
44,-1.1795111,-1.3385651,"('prejudiced', 'unprejudiced')",-1.1795111,-1.3385651,-0.159054
45,0.49604547,0.46886733,"('incompetent', 'competent')",0.4960455,0.4688673,-0.0271782
46,0.46199483,0.29742783,"('uncompetitive', 'competitive')",0.4619948,0.2974278,-0.164567
47,4.5556474,4.9106727,"('stupid', 'smart')",4.5556474,4.9106727,0.3550253
48,1.1161382,1.0930793,"('unintelligent', 'intelligent')",1.1161382,1.0930793,-0.0230589
49,-0.14347145,-0.0075116456,"('unable', 'able')",-0.1434714,-0.0075116,0.1359598
50,-0.6334648,-0.35745704,"('clumsy', 'skillful')",-0.6334648,-0.357457,0.2760078
51,0.9573685,0.9885458,"('uneducated', 'educated')",0.9573685,0.9885458,0.0311773
52,-1.5466464,-1.4622842,"('irrational', 'rational')",-1.5466464,-1.4622842,0.0843622
53,-0.40532726,-0.32299334,"('uncreative', 'creative')",-0.4053273,-0.3229933,0.082334
54,0.22293717,0.49402323,"('incapable', 'capable')",0.2229372,0.4940232,0.271086
55,1.379051,1.2798406,"('incompetent', 'clever')",1.379051,1.2798406,-0.0992104
56,1.401078,1.4110705,"('impractical', 'practical')",1.401078,1.4110705,0.0099925
57,-2.0199583,-1.9762352,"('unimaginative', 'imaginative')",-2.0199583,-1.9762352,0.0437231
58,-0.3471657,-0.41095763,"('undiscriminating', 'discriminating')",-0.3471657,-0.4109576,-0.0637919
59,-1.2553576,-0.9319185,"('foolish', 'wise')",-1.2553576,-0.9319185,0.3234391
60,1.2179657,1.1157304,"('inefficient', 'efficient')",1.2179657,1.1157304,-0.1022353
61,0.18460211,0.065828,"('illogical', 'logical')",0.1846021,0.065828,-0.1187741
62,1.4131985,1.5254763,"('incompetent', 'brilliant')",1.4131985,1.5254763,0.1122778
63,0.8202416,0.8399298,"('unperceptive', 'insightful')",0.8202416,0.8399298,0.0196882
64,-4.8047423,-4.790258,"('shy', 'confident')",-4.8047423,-4.7902579,0.0144844
65,1.0816723,1.172714,"('insecure', 'secure')",1.0816723,1.172714,0.0910417
66,-0.71268356,-0.79640526,"('inactive', 'active')",-0.7126836,-0.7964053,-0.0837217
67,-0.5254438,-0.5298984,"('doubtful', 'determined')",-0.5254438,-0.5298984,-0.0044546
68,-1.0037318,-0.8252798,"('dependent', 'independent')",-1.0037318,-0.8252798,0.178452
69,-2.075343,-1.9014959,"('lazy', 'industrious')",-2.0753429,-1.9014959,0.173847
70,1.9478519,1.910876,"('lethargic', 'energetic')",1.9478519,1.910876,-0.0369759
71,-0.37182572,-0.15973383,"('diffident', 'self-confident')",-0.3718257,-0.1597338,0.2120919
72,0.79769695,0.94819677,"('unambitious', 'ambitious')",0.7976969,0.9481968,0.1504999
73,-3.3439374,-3.1823955,"('helpless', 'self-reliant')",-3.3439374,-3.1823955,0.1615419
74,0.3228535,0.2510824,"('undedicated', 'dedicated')",0.3228535,0.2510824,-0.0717711
75,-1.05457,-0.8427907,"('meek', 'impulsive')",-1.05457,-0.8427907,0.2117793
76,1.0737116,0.910976,"('anxious', 'daring')",1.0737116,0.910976,-0.1627356
77,-0.4481903,-0.54954135,"('unmotivated', 'motivated')",-0.4481903,-0.5495414,-0.1013511
78,-0.4678197,-0.3999067,"('nonresilient', 'resilient')",-0.4678197,-0.3999067,0.067913
79,-1.332197,-1.0853441,"('wavering', 'unwavering')",-1.332197,-1.0853441,0.2468529
80,1.1828558,0.94768244,"('dominated', 'dominating')",1.1828558,0.9476824,-0.2351734
81,1.2038001,1.1621128,"('submissive', 'aggressive')",1.2038001,1.1621128,-0.0416873
82,5.6936398,6.045725,"('poor', 'rich')",5.6936398,6.0457249,0.3520851
83,-0.2762432,-0.42020792,"('powerless', 'powerful')",-0.2762432,-0.4202079,-0.1439647
84,-0.011415638,-0.0034925751,"('inferior', 'superior')",-0.0114156,-0.0034926,0.007923
85,-2.4427645,-2.5111442,"('insignificant', 'prestigious')",-2.4427645,-2.5111442,-0.0683797
86,0.94413465,0.9441931,"('uninfluential', 'influential')",0.9441347,0.9441931,5.84e-05
