,lexmark_male,lexmark_female,tuple,international_male,international_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.5648899,-0.65225273,"('unsociable', 'sociable')",-0.010689918,-0.13713947,-0.66137594,-0.7488866,-0.4123186,-0.5127596,-0.100441
1,-0.48057297,-0.6006349,"('unfriendly', 'friendly')",0.15716217,0.0206093,1.9681096,1.7773415,0.548233,0.3991053,-0.1491277
2,1.1339256,1.161795,"('unlikable', 'likable')",1.4422896,1.5115983,0.7358134,0.8128933,1.1040095,1.1620955,0.058086
3,-0.572613,-0.4271696,"('repellent', 'pleasant')",-0.4374075,-0.37955898,-0.16351382,-0.11125968,-0.3911781,-0.3059961,0.085182
4,0.03567907,-0.024108695,"('disliked', 'liked')",0.05451239,0.01459201,-5.923102,-5.9336715,-1.9443035,-1.9810627,-0.0367592
5,-0.29124916,-0.32336783,"('distant', 'outgoing')",-0.20827982,-0.22912633,0.19697298,0.14344348,-0.100852,-0.1363502,-0.0354982
6,-0.86835766,-0.88655955,"('distant', 'open')",-0.4132703,-0.4667829,0.70145804,0.6113453,-0.19339,-0.2473324,-0.0539424
7,0.13683325,0.21071425,"('insensitive', 'sensitive')",-0.2710895,-0.23337021,0.45112106,0.4830167,0.1056216,0.1534536,0.047832
8,-0.5777183,-0.6730656,"('unaffectionate', 'affectionate')",-0.45213374,-0.5214623,0.6697641,0.5390383,-0.1200293,-0.2184965,-0.0984672
9,-0.073671594,-0.1376299,"('unaffectionate', 'caring')",0.022761904,-0.022986151,1.0608884,0.9841603,0.3366596,0.2745148,-0.0621448
10,-0.89922446,-0.847548,"('unsympathetic', 'sympathetic')",-0.798834,-0.7608649,-0.6607632,-0.65931565,-0.7862739,-0.7559095,0.0303644
11,-0.3123677,-0.31325814,"('unhelpful', 'helpful')",0.23814073,0.28028813,1.449778,1.4801943,0.458517,0.4824081,0.0238911
12,0.012391076,0.051864773,"('unsupportive', 'supportive')",0.30379197,0.4017566,-1.9024844,-1.8645061,-0.5287671,-0.4702949,0.0584722
13,0.07226983,0.058341183,"('impolite', 'polite')",0.769575,0.77991885,-0.34505844,-0.28251237,0.1655955,0.1852492,0.0196537
14,-0.37448928,-0.3711877,"('antisocial', 'social')",0.9141471,0.9299488,-0.5949397,-0.57096744,-0.0184273,-0.0040688,0.0143585
15,0.1491195,0.07759596,"('boring', 'funny')",0.030346297,-0.05701829,0.6535388,0.6317328,0.2776682,0.2174368,-0.0602314
16,-0.33756226,-0.30141342,"('unpopular', 'popular')",0.09358631,0.0931035,0.7504996,0.7741992,0.1688412,0.1886297,0.0197885
17,-0.14890087,-0.017267488,"('nasty', 'nice')",-1.1525681,-1.1180052,-0.5343055,-0.48876938,-0.6119248,-0.5413473,0.0705775
18,-0.44225237,-0.5037581,"('disagreeable', 'welcoming')",0.76373136,0.80555123,-0.38581198,-0.45246696,-0.0214443,-0.0502246,-0.0287803
19,-0.4072603,-0.41384912,"('inhospitable', 'hospitable')",-0.82648945,-0.8794041,0.015287517,0.021320496,-0.4061541,-0.4239776,-0.0178235
20,-0.10913186,-0.06298383,"('rough', 'thoughtful')",0.23113826,0.21705581,0.8967376,0.8494256,0.3395813,0.3344992,-0.0050821
21,0.23166218,0.23960355,"('immoral', 'moral')",0.12568846,0.15308048,-1.0394435,-0.9706091,-0.2273643,-0.1926417,0.0347226
22,-0.34145358,-0.35143098,"('untrustworthy', 'trustworthy')",-0.4887893,-0.49014437,-1.3014624,-1.308867,-0.7105684,-0.7168141,-0.0062457
23,-0.054029264,-0.053966,"('insincere', 'sincere')",-0.105481446,-0.09037426,5.2027807,5.0887,1.68109,1.6481199,-0.0329701
24,-0.07163459,-0.089607194,"('dishonest', 'honest')",-0.11854652,-0.10110727,0.5648509,0.53721195,0.1248899,0.1154992,-0.0093907
25,-0.5876479,-0.61029446,"('egoistic', 'altruistic')",0.5003147,0.49128342,1.6856263,1.6179929,0.5327644,0.4996606,-0.0331038
26,-0.38032103,-0.45533982,"('hardhearted', 'benevolent')",1.2716019,1.2462782,1.7556852,1.6448033,0.882322,0.8119139,-0.0704081
27,-0.51412314,-0.43092725,"('hardhearted', 'softhearted')",-0.5280844,-0.51967627,1.2577688,1.1835446,0.0718538,0.0776471,0.0057933
28,-0.5708292,-0.67863214,"('disloyal', 'loyal')",-0.16628593,-0.28682926,0.7044677,0.5675639,-0.0108825,-0.1326325,-0.12175
29,-0.36461207,-0.42596653,"('unfair', 'fair')",-0.65733624,-0.7521488,-0.6323718,-0.794385,-0.55144,-0.6575001,-0.1060601
30,0.828101,0.8147224,"('intolerant', 'tolerant')",0.7076934,0.6965841,1.2840358,1.2599707,0.9399434,0.9237591,-0.0161843
31,-1.0852499,-1.040591,"('evil', 'good')",-0.61155665,-0.6609923,-0.5514122,-0.6920996,-0.7494063,-0.7978943,-0.048488
32,-0.3987723,-0.46528682,"('unkind', 'kind')",-0.2844918,-0.28546587,0.51818085,0.45586976,-0.0550278,-0.0982943,-0.0432665
33,0.9758389,0.89633596,"('wrong', 'right')",0.6973321,0.6975689,-0.20462607,-0.22322355,0.489515,0.4568938,-0.0326212
34,-0.08761618,0.047155023,"('mean', 'honorable')",-0.035734966,0.050119556,5.7284007,5.7524076,1.8683499,1.9498941,0.0815442
35,-0.4844363,-0.53422034,"('corrupt', 'incorrupt')",-0.4417846,-0.57405347,0.2978086,0.1709272,-0.2094708,-0.3124489,-0.1029781
36,-0.50997937,-0.5641957,"('hostile', 'amicable')",-0.066823035,-0.20240578,0.5058585,0.3280631,-0.023648,-0.1461794,-0.1225314
37,-0.16105467,-0.12683868,"('fake', 'genuine')",-0.77121896,-0.73679906,0.18621579,0.22251894,-0.248686,-0.2137063,0.0349797
38,-0.4639009,-0.49689704,"('untruthful', 'truthful')",-0.09941733,-0.07847355,0.030786783,0.052632928,-0.1775105,-0.1742459,0.0032646
39,1.1938108,1.2321229,"('exploitative', 'cooperative')",0.95387864,0.94885993,-0.01055673,-0.017207116,0.7123775,0.7212586,0.0088811
40,0.14170106,0.2089691,"('stingy', 'generous')",0.21849474,0.2489438,-1.3593602,-1.4152461,-0.3330548,-0.3191111,0.0139437
41,-0.10733586,-0.16830078,"('unforgiving', 'forgiving')",0.24832958,0.23177265,-0.052204967,-0.12985218,0.0295962,-0.0221268,-0.051723
42,1.0875597,1.1389726,"('unreliable', 'reliable')",0.7567963,0.8543635,-2.9704444,-2.862156,-0.3753628,-0.2896066,0.0857562
43,0.21565533,0.247719,"('irresponsible', 'responsible')",0.40778187,0.4190366,0.24936761,0.25759417,0.2909349,0.3081166,0.0171817
44,-0.08348817,-0.032135844,"('prejudiced', 'unprejudiced')",0.19709758,0.25794154,-1.2229911,-1.222115,-0.3697939,-0.3321031,0.0376908
45,-0.46441084,-0.39816302,"('incompetent', 'competent')",0.13385788,0.08148551,-0.40828642,-0.45603675,-0.2462798,-0.2575714,-0.0112916
46,0.17084673,0.22922099,"('uncompetitive', 'competitive')",0.15824008,0.24811228,-0.9346124,-0.8929508,-0.2018419,-0.1385392,0.0633027
47,0.09355134,0.20102811,"('stupid', 'smart')",0.035604164,0.09476707,5.2821093,5.258758,1.803755,1.8515177,0.0477627
48,-0.4277415,-0.48433235,"('unintelligent', 'intelligent')",-0.23490074,-0.30279273,0.19195859,0.14174256,-0.1568945,-0.2151275,-0.058233
49,-0.22246099,-0.20304818,"('unable', 'able')",-0.60949373,-0.6117606,-0.40036228,-0.29944202,-0.4107723,-0.3714169,0.0393554
50,0.5443421,0.57002896,"('clumsy', 'skillful')",-0.13961574,-0.10461098,0.0873616,0.07821269,0.1640293,0.1812102,0.0171809
51,-0.9011871,-0.9961229,"('uneducated', 'educated')",0.4422447,0.38855946,0.09400257,0.059007794,-0.1216466,-0.1828519,-0.0612053
52,0.26795924,0.1281054,"('irrational', 'rational')",-0.60806745,-0.70414215,0.41580164,0.2936935,0.0252311,-0.0941144,-0.1193455
53,-1.0103492,-1.0289263,"('uncreative', 'creative')",-0.15009777,-0.24729356,1.0883284,1.0157541,-0.0240395,-0.0868219,-0.0627824
54,-0.084589854,-0.14002879,"('incapable', 'capable')",0.080449104,0.083419755,1.1906824,1.2113705,0.3955139,0.3849205,-0.0105934
55,-0.7154502,-0.6868028,"('incompetent', 'clever')",-0.53928244,-0.5555312,-0.48428136,-0.4881636,-0.5796713,-0.5768325,0.0028388
56,0.5461238,0.44823778,"('impractical', 'practical')",1.1416171,1.0962125,-0.1600847,-0.14229983,0.5092187,0.4673835,-0.0418352
57,-1.3887024,-1.454503,"('unimaginative', 'imaginative')",-0.45913714,-0.54750085,-2.4815433,-2.5338795,-1.4431276,-1.5119611,-0.0688335
58,-0.1509351,-0.19693114,"('undiscriminating', 'discriminating')",0.35006475,0.27707615,-0.06527758,-0.1197619,0.0446174,-0.0132056,-0.057823
59,0.77722126,0.7339684,"('foolish', 'wise')",0.40781692,0.38084534,0.8917782,0.85510784,0.6922721,0.6566405,-0.0356316
60,0.40176392,0.40804887,"('inefficient', 'efficient')",0.95866835,1.0051768,-0.34039366,-0.2080358,0.3400129,0.4017299,0.061717
61,0.023635764,-0.10473444,"('illogical', 'logical')",-0.23780271,-0.35698438,0.036984205,-0.071707316,-0.0590609,-0.1778087,-0.1187478
62,0.6057656,0.7238067,"('incompetent', 'brilliant')",0.808002,0.9042258,0.11431177,0.2446568,0.5093598,0.6242297,0.1148699
63,-0.16186132,-0.116386965,"('unperceptive', 'insightful')",0.8013061,0.868019,0.639674,0.74029416,0.4263729,0.4973087,0.0709358
64,0.7503854,0.7000586,"('shy', 'confident')",0.30756524,0.34336358,-6.483787,-6.4097834,-1.8086122,-1.788787,0.0198252
65,-0.109864555,-0.17564102,"('insecure', 'secure')",0.22137186,0.1951324,-0.79021615,-0.76753414,-0.2262363,-0.2493476,-0.0231113
66,-0.2498394,-0.19097394,"('inactive', 'active')",0.86652035,0.82589895,1.2630928,1.2907386,0.6265912,0.6418879,0.0152967
67,1.0991806,1.0314708,"('doubtful', 'determined')",0.6474252,0.6264591,-0.13178335,-0.078870654,0.5382741,0.5263531,-0.011921
68,-0.255526,-0.33180404,"('dependent', 'independent')",-0.22988696,-0.35259545,-0.82063305,-0.8522915,-0.4353487,-0.5122303,-0.0768816
69,1.0292323,1.063187,"('lazy', 'industrious')",1.5188973,1.5070989,0.123155914,0.12594756,0.8904285,0.8987444,0.0083159
70,-0.057694126,-0.0024879575,"('lethargic', 'energetic')",0.3681089,0.44925663,0.34303698,0.44123596,0.2178172,0.2960016,0.0781844
71,0.40924335,0.4442547,"('diffident', 'self-confident')",0.80061096,0.8348051,0.527899,0.5069398,0.5792511,0.5953332,0.0160821
72,-0.45061496,-0.50004524,"('unambitious', 'ambitious')",-0.2529487,-0.20717715,-0.9794814,-0.91845393,-0.561015,-0.5418921,0.0191229
73,1.6038241,1.5596868,"('helpless', 'self-reliant')",0.21970299,0.24039179,-2.8502934,-2.7822847,-0.3422554,-0.327402,0.0148534
74,0.07794868,0.07410818,"('undedicated', 'dedicated')",0.5848288,0.59863377,0.04972463,0.023921171,0.2375007,0.232221,-0.0052797
75,0.24240395,0.27847478,"('meek', 'impulsive')",-0.18790007,-0.15715715,-0.14497894,-0.0827963,-0.0301584,0.0128404,0.0429988
