,cf_male,cf_female,tuple,industries_male,industries_female,holdings_male,holdings_female,inc_male,inc_female,average_male,average_female,female-male
0,0.6594854,0.5856686,"('unsociable', 'sociable')",-0.23764533,-0.3041214,-0.56097,-0.68381876,-0.24941528,-0.3337679,-0.0971363,-0.1840099,-0.0868736
1,-0.4622015,-0.4774765,"('unfriendly', 'friendly')",-1.251985,-1.301262,-0.56775427,-0.6066719,1.4808291,1.3960012,-0.2002779,-0.2473523,-0.0470744
2,0.35719714,0.37835097,"('unlikable', 'likable')",0.101034604,0.17105615,1.5446466,1.6449128,0.7204082,0.85439086,0.6808217,0.7621777,0.081356
3,0.4130162,0.49103191,"('repellent', 'pleasant')",0.048993222,0.23139367,0.39989302,0.41552204,0.526157,0.56899077,0.3470149,0.4267346,0.0797197
4,-1.7288271,-1.742525,"('disliked', 'liked')",0.0042302366,-0.10451248,0.7327214,0.67540175,-6.2567544,-6.1683373,-1.8121575,-1.8349932,-0.0228357
5,-0.69668335,-0.7287241,"('distant', 'outgoing')",-0.1731862,-0.15839806,-0.4694768,-0.4189601,-0.18662472,-0.17253576,-0.3814928,-0.3696545,0.0118383
6,-1.7040083,-1.7015373,"('distant', 'open')",-0.541607,-0.49995425,-0.7498905,-0.7272514,0.50793123,0.4813641,-0.6218937,-0.6118447,0.010049
7,1.3981469,1.3997418,"('insensitive', 'sensitive')",0.30894566,0.4472939,0.1940814,0.13973865,0.9607835,0.98014283,0.7154894,0.7417293,0.0262399
8,-0.5947381,-0.6351587,"('unaffectionate', 'affectionate')",-0.73671377,-0.7270163,-0.6486078,-0.6339964,0.5879694,0.5194097,-0.3480226,-0.3691905,-0.0211679
9,0.5615685,0.5293783,"('unaffectionate', 'caring')",-0.19899794,-0.20492485,0.1563393,0.115904525,1.1630403,1.1512729,0.4204875,0.3979077,-0.0225798
10,2.1665924,2.165376,"('unsympathetic', 'sympathetic')",0.15206432,0.272603,-0.5557544,-0.59669584,0.18893051,0.17364655,0.4879582,0.5037324,0.0157742
11,1.0341606,1.076755,"('unhelpful', 'helpful')",0.48559698,0.5496445,-0.45638406,-0.4486661,1.8999078,1.9534647,0.7408203,0.7827995,0.0419792
12,2.2230978,2.2756264,"('unsupportive', 'supportive')",0.40137014,0.5757528,0.32556352,0.39591816,-1.5959531,-1.533896,0.3385195,0.4283503,0.0898308
13,1.0267637,1.017207,"('impolite', 'polite')",0.7851584,0.8145505,0.41339022,0.3799722,0.14008936,0.12717602,0.5913504,0.5847265,-0.0066239
14,1.3001157,1.291585,"('antisocial', 'social')",1.5152187,1.5137296,1.531977,1.5243804,-0.23633733,-0.24119017,1.0277436,1.0221262,-0.0056174
15,-0.062383574,-0.09101364,"('boring', 'funny')",0.75982344,0.6011122,-0.7748919,-0.7713128,0.35869586,0.35018575,0.070311,0.0222429,-0.0480681
16,-1.918088,-1.9588357,"('unpopular', 'popular')",-0.89440584,-0.8809563,-0.9410035,-0.87727284,0.29989225,0.3322559,-0.8634013,-0.8462023,0.017199
