,raytheon_male,raytheon_female,tuple,technologies_male,technologies_female,corp_male,corp_female,average_male,average_female,female-male
0,-1.96572,-2.0645165,"('unsociable', 'sociable')",-0.3540107,-0.5132594,-0.31396714,-0.49055162,-0.8778993,-1.0227759,-0.1448766
1,-0.21826547,-0.44957557,"('unfriendly', 'friendly')",0.21431687,-0.071743265,1.3307484,1.2079049,0.4422666,0.228862,-0.2134046
2,0.81702703,0.8633027,"('unlikable', 'likable')",0.5865528,0.6218992,0.70778966,0.740431,0.7037899,0.7418776,0.0380877
3,-1.1376964,-1.0965439,"('repellent', 'pleasant')",0.090162486,0.10289174,0.75678486,0.7257607,-0.0969163,-0.0892972,0.0076191
4,0.8810324,0.75902414,"('disliked', 'liked')",-0.51636535,-0.59118706,-6.3530006,-6.499161,-1.9961112,-2.1104412,-0.11433
5,0.30207053,0.2924124,"('distant', 'outgoing')",-0.9623048,-0.8802529,-0.7555907,-0.6145648,-0.4719416,-0.4008017,0.0711399
6,0.024584036,0.007067986,"('distant', 'open')",-1.3871467,-1.3965281,-0.6019663,-0.49781632,-0.654843,-0.6290921,0.0257509
7,-1.1597724,-1.2167413,"('insensitive', 'sensitive')",0.30773854,0.35206324,0.58192384,0.4613733,-0.0900367,-0.1344349,-0.0443982
8,0.13890241,-0.0447665,"('unaffectionate', 'affectionate')",0.52029335,0.3584758,0.7518804,0.7590594,0.4703587,0.3575896,-0.1127691
9,-0.51811445,-0.68023413,"('unaffectionate', 'caring')",0.53588045,0.4040443,1.1881654,1.2179512,0.4019771,0.3139205,-0.0880566
10,-3.3649316,-3.441381,"('unsympathetic', 'sympathetic')",-0.82019097,-0.88834965,-0.691167,-0.8283367,-1.6254298,-1.7193557,-0.0939259
11,-1.8641016,-1.8643192,"('unhelpful', 'helpful')",0.67468476,0.742494,1.3448008,1.3868425,0.0517946,0.0883391,0.0365445
12,-0.49411288,-0.54099685,"('unsupportive', 'supportive')",0.64735544,0.6906386,-1.775847,-1.847065,-0.5408681,-0.5658077,-0.0249396
13,-2.0725226,-2.0879982,"('impolite', 'polite')",-0.5694105,-0.5781058,-0.9040211,-0.91647273,-1.1819847,-1.1941922,-0.0122075
14,-1.1763349,-1.1587191,"('antisocial', 'social')",0.72843796,0.8029127,0.07896076,-0.064414635,-0.1229787,-0.1400737,-0.017095
15,0.3600882,0.28232595,"('boring', 'funny')",0.16502737,0.04457463,0.26538777,0.29432026,0.2635011,0.2070736,-0.0564275
16,0.6964055,0.6638767,"('unpopular', 'popular')",-0.07210821,-0.07446686,0.30686167,0.31090158,0.3103863,0.3001038,-0.0102825
17,0.14229597,0.14181882,"('nasty', 'nice')",-0.608011,-0.6035713,-0.48125964,-0.39629215,-0.3156582,-0.2860149,0.0296433
18,0.14682022,0.1053642,"('disagreeable', 'welcoming')",0.4536023,0.4582717,-0.47518736,-0.49020413,0.041745,0.0244773,-0.0172677
19,0.070152014,-0.002045311,"('inhospitable', 'hospitable')",-0.52065706,-0.61457837,-0.52803534,-0.42476508,-0.3261801,-0.3471296,-0.0209495
20,-0.16149129,-0.18727514,"('rough', 'thoughtful')",1.2075189,1.2632344,0.79027593,0.7037681,0.6121012,0.5932424,-0.0188588
21,-1.345744,-1.3969584,"('immoral', 'moral')",0.4283601,0.37230378,-0.83177453,-0.8651859,-0.5830528,-0.6299469,-0.0468941
22,-1.34701,-1.3489616,"('untrustworthy', 'trustworthy')",-0.5384455,-0.58584493,-0.7442669,-0.9281679,-0.8765741,-0.9543248,-0.0777507
23,-1.8779179,-1.9921755,"('insincere', 'sincere')",-0.16871603,-0.2191849,5.288484,5.2649474,1.0806167,1.0178623,-0.0627544
24,-1.8461449,-1.9045657,"('dishonest', 'honest')",-1.1352744,-1.1986136,0.3483981,0.26077121,-0.8776738,-0.9474694,-0.0697956
25,1.5988032,1.5952449,"('egoistic', 'altruistic')",1.3720101,1.3344924,1.3774436,1.4146327,1.449419,1.4481233,-0.0012957
26,0.9118631,0.7936758,"('hardhearted', 'benevolent')",0.91797006,0.8472318,2.044617,1.8890932,1.2914834,1.1766669,-0.1148165
27,-0.98633254,-1.0110587,"('hardhearted', 'softhearted')",-0.011015419,-0.007316325,1.2407286,1.1983563,0.0811269,0.0599937,-0.0211332
28,-1.4510792,-1.6234366,"('disloyal', 'loyal')",0.369524,0.18333006,1.0159692,0.8928169,-0.021862,-0.1824299,-0.1605679
29,-0.65650856,-0.7189602,"('unfair', 'fair')",-0.68866265,-0.7460967,-0.3027494,-0.4400568,-0.5493069,-0.6350379,-0.085731
30,-1.6288908,-1.7155915,"('intolerant', 'tolerant')",1.1988497,1.1062591,0.4747136,0.40780854,0.0148908,-0.0671746,-0.0820654
31,1.2873384,1.2769123,"('evil', 'good')",-0.45060393,-0.5548731,-0.7328833,-0.7485045,0.034617,-0.0088218,-0.0434388
32,-0.8680125,-0.9262816,"('unkind', 'kind')",-0.111485764,-0.1663141,0.81419927,0.5628119,-0.0550997,-0.1765946,-0.1214949
33,1.0709023,0.9969039,"('wrong', 'right')",0.5937077,0.54878974,-0.27019867,-0.30495694,0.4648038,0.4135789,-0.0512249
34,-0.9287998,-0.85752517,"('mean', 'honorable')",-0.1306223,0.029203374,5.295295,5.560132,1.4119576,1.57727,0.1653124
35,2.0419831,1.9811847,"('corrupt', 'incorrupt')",-0.24990939,-0.30830893,-0.41676927,-0.3579795,0.4584348,0.4382987,-0.0201361
36,1.7238201,1.5186166,"('hostile', 'amicable')",-0.33419985,-0.5621049,0.33023092,0.2906693,0.5732838,0.415727,-0.1575568
37,-0.73815805,-0.73489213,"('fake', 'genuine')",0.15532237,0.14236844,-0.053525724,-0.032209992,-0.2121205,-0.2082446,0.0038759
38,-1.5531557,-1.6525687,"('untruthful', 'truthful')",-0.7935573,-0.78949773,-0.4573039,-0.36682832,-0.9346724,-0.9362982,-0.0016258
39,-0.266871,-0.25494382,"('exploitative', 'cooperative')",0.80873114,0.8610904,0.65581673,0.63523704,0.3992256,0.4137945,0.0145689
40,0.20204206,0.15532972,"('stingy', 'generous')",0.42018223,0.41781285,-1.4166986,-1.585682,-0.2648248,-0.3375131,-0.0726883
41,-1.0651613,-1.2183809,"('unforgiving', 'forgiving')",-0.35919613,-0.40869987,0.2924718,0.15489414,-0.3772952,-0.4907289,-0.1134337
42,-0.74802744,-0.62567604,"('unreliable', 'reliable')",-1.6184883,-1.4665821,-3.2763994,-3.3223023,-1.8809716,-1.8048534,0.0761182
43,-2.8950403,-2.9030912,"('irresponsible', 'responsible')",-1.4568318,-1.3766516,-0.29512465,-0.342173,-1.5489988,-1.5406386,0.0083602
44,0.1926628,0.26966727,"('prejudiced', 'unprejudiced')",-0.52222264,-0.3560418,-1.501272,-1.4538453,-0.6102773,-0.5134066,0.0968707
45,-2.84771,-2.9110508,"('incompetent', 'competent')",-1.15564,-1.2260346,-0.5371279,-0.66703546,-1.5134926,-1.6013737,-0.0878811
46,-1.7928635,-1.834791,"('uncompetitive', 'competitive')",-0.024487771,0.020382881,-1.2471199,-1.4002411,-1.0214904,-1.0715497,-0.0500593
47,-0.495131,-0.424106,"('stupid', 'smart')",0.5534346,0.61460793,4.938827,5.072484,1.6657103,1.7543287,0.0886184
48,-0.46401724,-0.57677615,"('unintelligent', 'intelligent')",1.6876392,1.6251432,0.5506996,0.5212469,0.5914405,0.5232046,-0.0682359
49,-0.4156548,-0.36214706,"('unable', 'able')",0.6547018,0.8118122,-0.5387779,-0.3882643,-0.0999103,0.020467,0.1203773
50,0.68617254,0.67189664,"('clumsy', 'skillful')",0.30279505,0.3888108,0.036824748,-0.02029064,0.3419308,0.3468056,0.0048748
51,-1.1076348,-1.1807425,"('uneducated', 'educated')",0.362245,0.22510186,0.5956382,0.44721004,-0.0499172,-0.1694769,-0.1195597
52,0.7912468,0.6286534,"('irrational', 'rational')",0.15093984,-0.06740029,0.41042367,0.42977896,0.4508701,0.330344,-0.1205261
53,-0.35853755,-0.41682762,"('uncreative', 'creative')",0.72957045,0.653728,0.5558582,0.4647133,0.3089637,0.2338712,-0.0750925
54,-0.15740022,-0.1919962,"('incapable', 'capable')",0.04464522,-0.07320499,0.6955525,0.72513807,0.1942658,0.1533123,-0.0409535
55,-1.9055686,-1.9180019,"('incompetent', 'clever')",0.6380503,0.60850334,0.06891065,-0.046957456,-0.3995359,-0.452152,-0.0526161
56,-1.9033194,-1.9465475,"('impractical', 'practical')",-0.69080794,-0.7525087,-1.2564269,-1.2924719,-1.283518,-1.3305093,-0.0469913
