,best_male,best_female,tuple,buy_male,buy_female,company_male,company_female,inc_male,inc_female,average_male,average_female,female-male
0,0.27102447,0.18677181,"('unsociable', 'sociable')",0.47519475,0.5355516,1.4165969,1.2274375,-0.62614036,-0.8013447,0.3841689,0.2871041,-0.0970648
1,-0.16003294,-0.14330657,"('unfriendly', 'friendly')",0.24994673,0.40240517,-0.4133728,-0.6161368,2.355969,2.2059069,0.5081275,0.4622172,-0.0459103
2,-0.05055666,0.0028755758,"('unlikable', 'likable')",0.50769323,0.5508403,0.9109232,1.0364126,0.65522873,0.80320966,0.5058221,0.5983346,0.0925125
3,-1.2116332,-1.091924,"('repellent', 'pleasant')",-0.8924052,-0.6833333,0.71383554,0.75460964,0.31562066,0.3679464,-0.2686456,-0.1631753,0.1054703
4,0.01094479,0.18972905,"('disliked', 'liked')",0.8140107,0.9833171,-0.9883309,-0.98076695,-6.9115224,-6.979458,-1.7687244,-1.6967946,0.0719298
5,0.5537379,0.6660258,"('distant', 'outgoing')",0.7554932,0.81660175,-1.4832176,-1.4702773,0.15747413,0.23409966,-0.0041281,0.0616125,0.0657406
6,0.4657362,0.58901656,"('distant', 'open')",0.66586107,0.7622264,-2.0842333,-2.1185472,0.7667435,0.8151466,-0.0464731,0.0119606,0.0584337
7,0.597023,0.5918845,"('insensitive', 'sensitive')",-0.070913866,0.06816729,0.8793411,0.96718204,0.73268807,0.64151454,0.5345346,0.5671871,0.0326525
8,-0.42850772,-0.4010869,"('unaffectionate', 'affectionate')",0.10305687,0.15313053,-0.8915627,-0.9196744,1.1480491,1.1670351,-0.0172411,-0.0001489,0.0170922
9,0.8644184,0.918741,"('unaffectionate', 'caring')",0.60556793,0.7250492,-0.27275205,-0.29557064,1.6825062,1.7765771,0.7199351,0.7811992,0.0612641
10,0.93130463,0.90902686,"('unsympathetic', 'sympathetic')",-0.024214722,0.111930795,1.1515172,1.1981286,-0.490154,-0.43342307,0.3921133,0.4464158,0.0543025
11,0.94413745,0.8821428,"('unhelpful', 'helpful')",0.48962808,0.52136356,1.6274228,1.7425917,1.7942785,1.9355435,1.2138667,1.2704104,0.0565437
12,1.6931347,1.7821512,"('unsupportive', 'supportive')",1.0365067,1.2895252,1.0912709,1.3381445,-1.9021584,-1.9010092,0.4796885,0.6272029,0.1475144
13,1.1083165,1.007256,"('impolite', 'polite')",0.89739925,0.8691316,1.5332931,1.581602,-0.5511351,-0.5823289,0.7469685,0.7189152,-0.0280533
14,-0.5799192,-0.60094017,"('antisocial', 'social')",0.6957606,0.76837057,1.6162074,1.7257049,-1.0224532,-1.095167,0.1773989,0.1994921,0.0220932
15,0.87883914,0.8078178,"('boring', 'funny')",0.27411607,0.258766,-0.122809924,-0.16361222,0.35709187,0.3036975,0.3468093,0.3016673,-0.045142
16,-0.9700897,-0.8282091,"('unpopular', 'popular')",-1.5410954,-1.2971979,-1.1418374,-1.1834211,0.58681035,0.5320293,-0.766553,-0.6941997,0.0723533
17,0.6490562,0.7750999,"('nasty', 'nice')",0.54884505,0.60120535,-0.25113744,-0.08938068,-0.45997268,-0.41648608,0.1216978,0.2176096,0.0959118
18,-0.9006256,-0.8689382,"('disagreeable', 'welcoming')",-0.556492,-0.4789606,-0.7252036,-0.6597029,-0.16088459,-0.2100318,-0.5858014,-0.5544084,0.031393
19,-0.07948088,-0.016412012,"('inhospitable', 'hospitable')",0.21933219,0.29958248,-1.0422617,-0.9876675,0.1869903,0.26528063,-0.178855,-0.1098041,0.0690509
20,-0.67514783,-0.61094785,"('rough', 'thoughtful')",-0.63333255,-0.47947037,0.31070286,0.33476186,0.94358623,0.918824,-0.0135478,0.0407919,0.0543397
21,0.3438437,0.29426575,"('immoral', 'moral')",0.44642085,0.5623086,1.7484993,1.8871058,-1.0523167,-0.93971443,0.3716118,0.4509915,0.0793797
22,0.099345885,0.07866837,"('untrustworthy', 'trustworthy')",-0.1791287,-0.05963444,0.86578214,0.80439824,-1.1759481,-1.2110952,-0.0974872,-0.0969158,0.0005714
23,0.65636754,0.6184023,"('insincere', 'sincere')",0.32027194,0.36736527,1.1279864,1.142163,6.3798757,6.3764906,2.1211255,2.1261053,0.0049798
24,0.7000576,0.69071376,"('dishonest', 'honest')",0.16259108,0.13548762,0.14031313,0.1170907,1.0827854,1.0748227,0.5214368,0.5045287,-0.0169081
25,-0.0010238513,0.017241817,"('egoistic', 'altruistic')",0.8397152,0.8488625,-0.04581686,-0.2051016,1.5412307,1.3520424,0.5835263,0.5032613,-0.080265
26,-0.47450182,-0.59817874,"('hardhearted', 'benevolent')",0.3323529,0.31200126,0.81240743,0.68536884,1.42463,1.2608005,0.5237222,0.414998,-0.1087242
27,1.1630788,1.207873,"('hardhearted', 'softhearted')",0.2338688,0.24549325,0.061826278,0.023621287,1.8890195,1.7425171,0.8369483,0.8048762,-0.0320721
28,0.5110218,0.42574745,"('disloyal', 'loyal')",0.5922037,0.58963865,-0.18497974,-0.2797073,1.0470839,1.0290469,0.4913324,0.4411814,-0.050151
