,dun_male,dun_female,tuple,&_male,&_female,bradstreet_male,bradstreet_female,holdings_male,holdings_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.09378116,-0.22711797,"('unsociable', 'sociable')",0.5169278,0.34259096,-1.3077676,-1.4393336,0.13160402,-0.11398445,-0.2899638,-0.3766486,-0.2085962,-0.3628987,-0.1543025
1,-0.8728214,-0.83914274,"('unfriendly', 'friendly')",-1.253624,-1.318551,-1.8724731,-1.9038055,0.31437495,0.24733225,1.7746139,1.6801438,-0.381986,-0.4268046,-0.0448186
2,-0.28248474,-0.2357119,"('unlikable', 'likable')",1.5292387,1.5139055,0.048806276,0.055120133,1.6792676,1.7453206,0.8371926,0.93035,0.7624041,0.8017968,0.0393927
3,0.56711733,0.6424321,"('repellent', 'pleasant')",0.058447383,0.099566884,-1.394093,-1.3386551,0.35753232,0.33443275,0.13167334,0.118296824,-0.0558645,-0.0287853,0.0270792
4,-0.69507295,-0.74082446,"('disliked', 'liked')",0.9558437,0.8356133,0.59871954,0.57809,-0.4049622,-0.5094779,-5.768318,-5.7911024,-1.0627581,-1.1255403,-0.0627822
5,0.42073625,0.47921395,"('distant', 'outgoing')",-0.5729043,-0.51437896,0.8452071,0.9172836,-0.6095825,-0.53493816,-0.06451077,-0.043845695,0.0037892,0.0606669,0.0568777
6,0.7275074,0.8491923,"('distant', 'open')",-0.5065274,-0.42209226,0.6603937,0.7604773,-0.8947451,-0.8054845,0.65938586,0.61704725,0.1292029,0.199828,0.0706251
7,0.19627231,0.22506267,"('insensitive', 'sensitive')",-0.39523748,-0.37308106,-1.0284426,-1.0687308,0.861186,0.8059482,0.87993413,0.8529891,0.1027425,0.0884376,-0.0143049
8,0.77926266,0.8286381,"('unaffectionate', 'affectionate')",-0.378361,-0.30399743,-0.3269236,-0.30816698,0.04602034,0.08962545,0.8673954,0.79187584,0.1974788,0.219595,0.0221162
9,0.42579362,0.44740188,"('unaffectionate', 'caring')",-0.34148183,-0.32164907,-0.95009977,-0.9483,0.8009827,0.7550467,1.4533603,1.4268605,0.277711,0.271872,-0.005839
10,0.7588722,0.7473635,"('unsympathetic', 'sympathetic')",-0.32461995,-0.32089674,-1.6623399,-1.7092957,0.23204955,0.115160204,0.119346276,0.10008501,-0.1753384,-0.2135168,-0.0381784
11,-0.8128788,-0.83704597,"('unhelpful', 'helpful')",-1.2075084,-1.1982335,-1.8540013,-1.8859509,-0.3424713,-0.41928583,2.028482,2.0808394,-0.4376756,-0.4519353,-0.0142597
12,0.7337738,0.76871955,"('unsupportive', 'supportive')",0.58387774,0.701632,-0.93866163,-0.8725313,0.4440594,0.48899484,-1.2727157,-1.2005118,-0.0899333,-0.0227393,0.067194
13,-1.1331389,-1.2311482,"('impolite', 'polite')",-0.3183198,-0.32385686,-1.0770994,-1.1729629,0.6189066,0.5283883,0.021854095,-0.014090702,-0.3775595,-0.4427341,-0.0651746
14,1.0086651,0.93093234,"('antisocial', 'social')",1.0662285,0.9859643,-0.98792124,-1.0436575,1.980536,1.9159611,-0.6915537,-0.7029121,0.4751909,0.4172576,-0.0579333
15,0.41585463,0.39285338,"('boring', 'funny')",0.62244016,0.5166061,0.78869134,0.748959,-0.89558357,-0.8962417,0.4840585,0.4653035,0.2830922,0.245496,-0.0375962
16,-1.175975,-1.1152624,"('unpopular', 'popular')",-0.3689746,-0.25571522,-0.23487495,-0.20993455,-1.3550355,-1.2487854,0.08361073,0.07181324,-0.6102499,-0.5515769,0.058673
