,ball_male,ball_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,1.995525,1.7784684,"('unsociable', 'sociable')",-0.036097538,-0.24475837,0.9797137,0.766855,-0.2128587
1,-0.58339083,-0.57169783,"('unfriendly', 'friendly')",1.0487435,1.0813704,0.2326763,0.2548363,0.02216
2,0.5823102,0.66718966,"('unlikable', 'likable')",0.37384394,0.38983548,0.4780771,0.5285126,0.0504355
3,1.1077528,1.2817075,"('repellent', 'pleasant')",0.72755694,0.7485791,0.9176549,1.0151433,0.0974884
4,-1.5931408,-1.6365145,"('disliked', 'liked')",-7.0809836,-7.213573,-4.3370624,-4.4250436,-0.0879812
5,-1.4306409,-1.3843602,"('distant', 'outgoing')",-0.32951075,-0.15745634,-0.8800758,-0.7709082,0.1091676
6,-1.6666634,-1.5524855,"('distant', 'open')",-0.48302233,-0.270256,-1.0748429,-0.9113708,0.1634721
7,1.5514879,1.6001238,"('insensitive', 'sensitive')",0.0032863878,0.101088114,0.7773871,0.850606,0.0732189
8,-0.34819478,-0.31786835,"('unaffectionate', 'affectionate')",0.6997451,0.79293984,0.1757752,0.2375357,0.0617605
9,0.8611875,0.98287994,"('unaffectionate', 'caring')",1.210483,1.363326,1.0358353,1.173103,0.1372677
10,1.87615,1.91694,"('unsympathetic', 'sympathetic')",-0.42911214,-0.3751437,0.723519,0.7708981,0.0473791
11,0.75974166,0.7343654,"('unhelpful', 'helpful')",2.2221942,2.2796063,1.490968,1.5069859,0.0160179
12,1.1030735,1.211987,"('unsupportive', 'supportive')",-2.1575181,-2.1152365,-0.5272223,-0.4516248,0.0755975
13,1.7452791,1.5929246,"('impolite', 'polite')",-0.75819814,-0.82370174,0.4935405,0.3846114,-0.1089291
14,2.8820794,2.7577949,"('antisocial', 'social')",-0.27888364,-0.52292204,1.3015978,1.1174364,-0.1841614
15,-0.50234514,-0.6269443,"('boring', 'funny')",-0.3691356,-0.4385149,-0.4357404,-0.5327296,-0.0969892
16,-1.4087076,-1.3950707,"('unpopular', 'popular')",0.53311807,0.47627744,-0.4377948,-0.4593966,-0.0216018
17,-0.93890774,-0.95613235,"('nasty', 'nice')",-0.47211462,-0.44487107,-0.7055112,-0.7005017,0.0050095
18,-0.27996638,-0.29055038,"('disagreeable', 'welcoming')",-0.58543605,-0.6744765,-0.4327012,-0.4825134,-0.0498122
19,-1.092818,-1.0602686,"('inhospitable', 'hospitable')",-0.62403834,-0.47992948,-0.8584282,-0.770099,0.0883292
20,-0.34826058,-0.30045265,"('rough', 'thoughtful')",0.7292669,0.7589626,0.1905032,0.229255,0.0387518
21,1.9833444,1.9948965,"('immoral', 'moral')",-0.2561612,-0.31331673,0.8635916,0.8407899,-0.0228017
22,0.06928563,0.051492836,"('untrustworthy', 'trustworthy')",-0.9812828,-0.9576804,-0.4559986,-0.4530938,0.0029048
23,1.3060273,1.2530756,"('insincere', 'sincere')",6.070083,6.159559,3.6880553,3.7063172,0.0182619
24,0.6697152,0.6769489,"('dishonest', 'honest')",0.5776132,0.69942486,0.6236642,0.6881869,0.0645227
25,-0.23266596,-0.176645,"('egoistic', 'altruistic')",0.8608071,0.8275284,0.3140706,0.3254417,0.0113711
26,0.098901674,-0.053954236,"('hardhearted', 'benevolent')",1.3010018,1.1603056,0.6999517,0.5531757,-0.146776
27,0.1102615,0.2154323,"('hardhearted', 'softhearted')",0.813398,0.87872773,0.4618298,0.54708,0.0852502
28,0.7454643,0.63055915,"('disloyal', 'loyal')",1.4824921,1.4280485,1.1139781,1.0293038,-0.0846743
29,-0.23538117,-0.3010475,"('unfair', 'fair')",-0.4598756,-0.52619225,-0.3476284,-0.4136199,-0.0659915
30,1.6682984,1.5849726,"('intolerant', 'tolerant')",0.9947089,0.92869365,1.3315036,1.2568331,-0.0746705
31,-2.657554,-2.5763958,"('evil', 'good')",-1.2889442,-1.2544929,-1.9732491,-1.9154444,0.0578047
32,0.86012495,0.7130606,"('unkind', 'kind')",0.7547713,0.60279745,0.8074481,0.6579291,-0.149519
33,-0.7005794,-0.6118158,"('wrong', 'right')",-0.6992398,-0.60789555,-0.6999096,-0.6098557,0.0900539
34,0.53630066,0.6344758,"('mean', 'honorable')",5.668669,5.899694,3.1024849,3.2670848,0.1645999
35,-2.304437,-2.339314,"('corrupt', 'incorrupt')",-0.48637882,-0.45106027,-1.3954079,-1.3951871,0.0002208
36,-2.5758953,-2.494761,"('hostile', 'amicable')",-0.43097857,-0.45233124,-1.5034369,-1.4735461,0.0298908
37,-0.07178387,-0.03434746,"('fake', 'genuine')",0.045010913,0.14115466,-0.0133865,0.0534036,0.0667901
38,-0.34798223,-0.31673437,"('untruthful', 'truthful')",0.24104598,0.3724925,-0.0534681,0.0278791,0.0813472
39,1.436875,1.3891826,"('exploitative', 'cooperative')",-0.06289963,-0.076092705,0.6869877,0.6565449,-0.0304428
40,-0.3708907,-0.19118568,"('stingy', 'generous')",-2.6389093,-2.625787,-1.5049,-1.4084864,0.0964136
41,0.5587564,0.44189405,"('unforgiving', 'forgiving')",0.038700633,-0.106601246,0.2987285,0.1676464,-0.1310821
42,0.14943793,0.21106665,"('unreliable', 'reliable')",-3.4314358,-3.4133499,-1.640999,-1.6011416,0.0398574
43,1.0610775,1.085019,"('irresponsible', 'responsible')",0.4605261,0.4742995,0.7608018,0.7796593,0.0188575
44,-1.4697628,-1.4838725,"('prejudiced', 'unprejudiced')",-1.4553511,-1.509237,-1.462557,-1.4965549,-0.0339979
45,0.39818645,0.37774444,"('incompetent', 'competent')",0.0046332898,-0.03947868,0.2014099,0.1691329,-0.032277
46,1.2550938,1.3854038,"('uncompetitive', 'competitive')",-0.7454301,-0.8331464,0.2548319,0.2761287,0.0212968
47,0.51448935,0.552875,"('stupid', 'smart')",5.5789127,5.824436,3.046701,3.1886556,0.1419546
48,1.3024608,1.214599,"('unintelligent', 'intelligent')",0.8109501,0.77837956,1.0567055,0.9964893,-0.0602162
49,0.70688057,0.646091,"('unable', 'able')",0.1574923,0.26290274,0.4321864,0.4544969,0.0223105
50,-0.8236543,-0.8665286,"('clumsy', 'skillful')",0.33143902,0.2881327,-0.2461076,-0.2891979,-0.0430903
51,0.34037334,0.3137556,"('uneducated', 'educated')",0.13579744,0.05383496,0.2380854,0.1837953,-0.0542901
52,-1.9940505,-2.0970166,"('irrational', 'rational')",-0.0032258928,0.0045327246,-0.9986382,-1.0462419,-0.0476037
53,-0.8152853,-0.6930218,"('uncreative', 'creative')",-0.003789315,0.05337187,-0.4095373,-0.319825,0.0897123
54,-0.20280793,-0.12704402,"('incapable', 'capable')",0.777786,0.96194327,0.2874891,0.4174496,0.1299605
55,2.3226037,2.3068337,"('incompetent', 'clever')",0.16658619,0.059576474,1.2445949,1.1832051,-0.0613898
56,2.462627,2.3647919,"('impractical', 'practical')",-0.11004916,-0.16390343,1.1762888,1.1004442,-0.0758446
57,-0.4693384,-0.46454424,"('unimaginative', 'imaginative')",-3.538864,-3.5925777,-2.004101,-2.0285609,-0.0244599
58,0.15204793,0.16894776,"('undiscriminating', 'discriminating')",0.064805605,0.07631471,0.1084268,0.1226312,0.0142044
59,-1.7461427,-1.7758918,"('foolish', 'wise')",0.32746276,0.4712527,-0.70934,-0.6523196,0.0570204
60,3.1180615,2.97311,"('inefficient', 'efficient')",0.3479486,0.3603903,1.733005,1.6667502,-0.0662548
61,0.7953932,0.63531625,"('illogical', 'logical')",0.30274293,0.16793852,0.5490681,0.4016274,-0.1474407
62,2.6914709,2.813974,"('incompetent', 'brilliant')",0.8252739,0.9888117,1.7583723,1.9013928,0.1430205
63,0.2861801,0.35633183,"('unperceptive', 'insightful')",0.5900793,0.6590214,0.4381297,0.5076766,0.0695469
64,-1.0334665,-1.2188922,"('shy', 'confident')",-6.558676,-6.763067,-3.7960711,-3.9909794,-0.1949083
65,1.7381741,1.5251204,"('insecure', 'secure')",-0.4097839,-0.46589425,0.6641951,0.5296131,-0.134582
66,-1.5490669,-1.4862616,"('inactive', 'active')",-0.20285627,-0.12515968,-0.8759616,-0.8057107,0.0702509
67,0.33791858,0.1691494,"('doubtful', 'determined')",-0.4563426,-0.4864216,-0.059212,-0.1586361,-0.0994241
68,0.9978131,0.98911613,"('dependent', 'independent')",-0.549999,-0.526379,0.2239071,0.2313686,0.0074615
69,-1.2957578,-1.2333386,"('lazy', 'industrious')",-0.6356458,-0.6524211,-0.9657018,-0.9428799,0.0228219
70,1.6253856,1.6910218,"('lethargic', 'energetic')",0.06470667,0.1046303,0.8450462,0.8978261,0.0527799
71,0.43449312,0.48441797,"('diffident', 'self-confident')",0.46978948,0.4652328,0.4521413,0.4748254,0.0226841
72,0.73306364,0.88189596,"('unambitious', 'ambitious')",-0.66295725,-0.45514715,0.0350532,0.2133744,0.1783212
73,0.12734659,0.18683282,"('helpless', 'self-reliant')",-3.1599636,-3.1088347,-1.5163085,-1.4610009,0.0553076
74,1.0095282,0.9834842,"('undedicated', 'dedicated')",-0.56900525,-0.64011335,0.2202615,0.1716854,-0.0485761
75,-1.7203437,-1.6019027,"('meek', 'impulsive')",-0.8021944,-0.6361714,-1.2612691,-1.119037,0.1422321
76,1.5121461,1.5219506,"('anxious', 'daring')",-0.21068856,-0.20763311,0.6507288,0.6571587,0.0064299
77,0.35842174,0.43617007,"('unmotivated', 'motivated')",-0.9828675,-0.87509215,-0.3122229,-0.219461,0.0927619
78,0.27877325,0.3748778,"('nonresilient', 'resilient')",0.14327519,0.16326587,0.2110242,0.2690718,0.0580476
79,-1.7644237,-1.8037363,"('wavering', 'unwavering')",-0.59063774,-0.4589071,-1.1775308,-1.1313217,0.0462091
80,1.3994,1.2971213,"('dominated', 'dominating')",-0.9186738,-0.8795199,0.2403631,0.2088007,-0.0315624
81,2.0204074,1.881437,"('submissive', 'aggressive')",-0.51331794,-0.5283807,0.7535447,0.6765281,-0.0770166
82,0.43781853,0.5454448,"('poor', 'rich')",6.4883537,6.614766,3.4630861,3.5801055,0.1170194
83,-0.09885226,-0.19108419,"('powerless', 'powerful')",-0.87223727,-0.9283885,-0.4855448,-0.5597363,-0.0741915
84,0.17897105,0.14589363,"('inferior', 'superior')",0.8991128,0.8952106,0.5390419,0.5205522,-0.0184897
85,-1.9636852,-1.996624,"('insignificant', 'prestigious')",-0.41786703,-0.39830053,-1.1907761,-1.1974623,-0.0066862
86,0.8147951,0.7753773,"('uninfluential', 'influential')",-0.43490073,-0.48288488,0.1899472,0.1462462,-0.043701
87,1.0126406,0.9710738,"('unsuccessful', 'successful')",0.6451499,0.6530655,0.8288952,0.8120697,-0.0168255
88,-0.6288702,-0.6804766,"('low', 'eminent')",-0.20847803,-0.24483317,-0.4186741,-0.4626549,-0.0439808
