,patrimony_male,patrimony_female,tuple,average_male,average_female,female-male
0,-0.5018897,-0.5129805,"('unsociable', 'sociable')",-0.5018897,-0.5129805,-0.0110908
1,-1.5575151,-1.8369781,"('unfriendly', 'friendly')",-1.5575151,-1.8369781,-0.279463
2,-0.20716128,-0.011045653,"('unlikable', 'likable')",-0.2071613,-0.0110457,0.1961156
3,-1.5729247,-1.3626183,"('repellent', 'pleasant')",-1.5729247,-1.3626183,0.2103064
4,-1.7500849,-1.9003704,"('disliked', 'liked')",-1.7500849,-1.9003704,-0.1502855
5,-0.61217934,-0.8200182,"('distant', 'outgoing')",-0.6121793,-0.8200182,-0.2078389
6,-0.55935633,-0.8727855,"('distant', 'open')",-0.5593563,-0.8727855,-0.3134292
7,-0.42326012,-0.2826437,"('insensitive', 'sensitive')",-0.4232601,-0.2826437,0.1406164
8,-0.5492857,-0.6632665,"('unaffectionate', 'affectionate')",-0.5492857,-0.6632665,-0.1139808
9,-1.5707337,-1.6203837,"('unaffectionate', 'caring')",-1.5707337,-1.6203837,-0.04965
10,-1.6351163,-1.6979523,"('unsympathetic', 'sympathetic')",-1.6351163,-1.6979523,-0.062836
11,-0.9824649,-0.77427024,"('unhelpful', 'helpful')",-0.9824649,-0.7742702,0.2081947
12,-1.9300613,-1.858611,"('unsupportive', 'supportive')",-1.9300613,-1.858611,0.0714503
13,-0.77169675,-0.50440663,"('impolite', 'polite')",-0.7716967,-0.5044066,0.2672901
14,-0.20687678,0.31727862,"('antisocial', 'social')",-0.2068768,0.3172786,0.5241554
15,0.25019488,0.14789692,"('boring', 'funny')",0.2501949,0.1478969,-0.102298
16,-0.7704283,-0.7829792,"('unpopular', 'popular')",-0.7704283,-0.7829792,-0.0125509
17,0.6832507,0.51826423,"('nasty', 'nice')",0.6832507,0.5182642,-0.1649865
18,-1.1919463,-1.065516,"('disagreeable', 'welcoming')",-1.1919463,-1.065516,0.1264303
19,-0.73637885,-1.051421,"('inhospitable', 'hospitable')",-0.7363788,-1.051421,-0.3150422
20,-0.04937174,-0.0037811967,"('rough', 'thoughtful')",-0.0493717,-0.0037812,0.0455905
21,-1.6292921,-1.336011,"('immoral', 'moral')",-1.6292921,-1.3360111,0.293281
22,-0.48801523,-0.352938,"('untrustworthy', 'trustworthy')",-0.4880152,-0.352938,0.1350772
23,0.35551098,0.4652712,"('insincere', 'sincere')",0.355511,0.4652712,0.1097602
24,-1.4764322,-1.4250578,"('dishonest', 'honest')",-1.4764322,-1.4250578,0.0513744
25,0.24470125,0.091769576,"('egoistic', 'altruistic')",0.2447013,0.0917696,-0.1529317
26,1.6138623,1.393657,"('hardhearted', 'benevolent')",1.6138623,1.393657,-0.2202053
27,0.16946964,-0.0051295487,"('hardhearted', 'softhearted')",0.1694696,-0.0051295,-0.1745991
28,-0.204724,-0.5938744,"('disloyal', 'loyal')",-0.204724,-0.5938744,-0.3891504
29,-1.1616149,-1.1584737,"('unfair', 'fair')",-1.1616149,-1.1584737,0.0031412
30,-0.43028533,-0.26908618,"('intolerant', 'tolerant')",-0.4302853,-0.2690862,0.1611991
31,-0.5682404,-0.9583289,"('evil', 'good')",-0.5682404,-0.9583289,-0.3900885
32,0.05181799,0.078582644,"('unkind', 'kind')",0.051818,0.0785826,0.0267646
33,-0.21114364,-0.31074136,"('wrong', 'right')",-0.2111436,-0.3107414,-0.0995978
34,1.683037,1.7861253,"('mean', 'honorable')",1.683037,1.7861253,0.1030883
35,1.6733,1.0978947,"('corrupt', 'incorrupt')",1.6733,1.0978947,-0.5754053
36,1.3075771,0.55355173,"('hostile', 'amicable')",1.3075771,0.5535517,-0.7540254
37,-0.558731,-0.40842155,"('fake', 'genuine')",-0.558731,-0.4084215,0.1503095
38,-0.8537445,-0.8773554,"('untruthful', 'truthful')",-0.8537445,-0.8773554,-0.0236109
39,-0.392123,-0.19016479,"('exploitative', 'cooperative')",-0.392123,-0.1901648,0.2019582
40,-0.11661524,-0.33645272,"('stingy', 'generous')",-0.1166152,-0.3364527,-0.2198375
41,0.3447625,-0.021362726,"('unforgiving', 'forgiving')",0.3447625,-0.0213627,-0.3661252
42,0.12352955,0.27719527,"('unreliable', 'reliable')",0.1235296,0.2771953,0.1536657
43,-1.9190729,-1.5860527,"('irresponsible', 'responsible')",-1.9190729,-1.5860527,0.3330202
44,-0.0027031302,0.17128012,"('prejudiced', 'unprejudiced')",-0.0027031,0.1712801,0.1739832
45,-0.5402422,-0.6906388,"('incompetent', 'competent')",-0.5402422,-0.6906388,-0.1503966
46,-1.6515043,-1.5656295,"('uncompetitive', 'competitive')",-1.6515043,-1.5656295,0.0858748
47,1.5879792,1.8560278,"('stupid', 'smart')",1.5879792,1.8560278,0.2680486
48,-1.4986606,-1.5391959,"('unintelligent', 'intelligent')",-1.4986606,-1.5391959,-0.0405353
49,-1.1751997,-1.1430094,"('unable', 'able')",-1.1751997,-1.1430094,0.0321903
50,0.89589405,0.84092724,"('clumsy', 'skillful')",0.8958941,0.8409272,-0.0549669
51,-1.0177774,-0.8689577,"('uneducated', 'educated')",-1.0177774,-0.8689577,0.1488197
52,-0.9674932,-1.215514,"('irrational', 'rational')",-0.9674932,-1.2155139,-0.2480207
53,-1.1622235,-1.4106922,"('uncreative', 'creative')",-1.1622235,-1.4106922,-0.2484687
54,-0.85119873,-0.9360429,"('incapable', 'capable')",-0.8511987,-0.9360429,-0.0848442
55,-1.6682314,-1.2832297,"('incompetent', 'clever')",-1.6682314,-1.2832297,0.3850017
56,-0.15215924,-0.02434653,"('impractical', 'practical')",-0.1521592,-0.0243465,0.1278127
57,-1.7350165,-2.1119406,"('unimaginative', 'imaginative')",-1.7350165,-2.1119406,-0.3769241
58,1.0196596,0.6986755,"('undiscriminating', 'discriminating')",1.0196596,0.6986755,-0.3209841
59,-0.12355846,-0.14652526,"('foolish', 'wise')",-0.1235585,-0.1465253,-0.0229668
60,-1.6148224,-1.0807654,"('inefficient', 'efficient')",-1.6148224,-1.0807654,0.534057
61,-1.4229329,-1.4609447,"('illogical', 'logical')",-1.4229329,-1.4609447,-0.0380118
62,-1.421578,-1.0539166,"('incompetent', 'brilliant')",-1.421578,-1.0539166,0.3676614
63,-1.1084108,-0.9558862,"('unperceptive', 'insightful')",-1.1084108,-0.9558862,0.1525246
64,-2.6860118,-2.3731828,"('shy', 'confident')",-2.6860118,-2.3731828,0.312829
65,0.016874906,0.24688712,"('insecure', 'secure')",0.0168749,0.2468871,0.2300122
66,1.0625288,0.80411875,"('inactive', 'active')",1.0625288,0.8041188,-0.25841
67,0.44307795,0.59024316,"('doubtful', 'determined')",0.443078,0.5902432,0.1471652
68,-1.7026993,-1.5730205,"('dependent', 'independent')",-1.7026993,-1.5730205,0.1296788
69,0.8097116,0.75214654,"('lazy', 'industrious')",0.8097116,0.7521465,-0.0575651
70,0.11727757,0.08760476,"('lethargic', 'energetic')",0.1172776,0.0876048,-0.0296728
71,-0.6859956,-0.709776,"('diffident', 'self-confident')",-0.6859956,-0.709776,-0.0237804
72,-0.35091403,-0.26047438,"('unambitious', 'ambitious')",-0.350914,-0.2604744,0.0904396
73,-0.7774889,-0.58773494,"('helpless', 'self-reliant')",-0.7774889,-0.5877349,0.189754
74,-0.67116696,-0.65361214,"('undedicated', 'dedicated')",-0.671167,-0.6536121,0.0175549
75,1.0020612,0.80337626,"('meek', 'impulsive')",1.0020612,0.8033763,-0.1986849
76,0.0065311417,0.20374154,"('anxious', 'daring')",0.0065311,0.2037415,0.1972104
77,-1.3437557,-1.2739633,"('unmotivated', 'motivated')",-1.3437557,-1.2739633,0.0697924
78,-0.60554826,-0.67512286,"('nonresilient', 'resilient')",-0.6055483,-0.6751229,-0.0695746
79,1.6248133,0.9220626,"('wavering', 'unwavering')",1.6248133,0.9220626,-0.7027507
80,-0.21015307,0.08989987,"('dominated', 'dominating')",-0.2101531,0.0898999,0.300053
81,-0.9144866,-0.65889525,"('submissive', 'aggressive')",-0.9144866,-0.6588953,0.2555913
82,2.154687,2.0907502,"('poor', 'rich')",2.1546869,2.0907502,-0.0639367
83,0.51426375,0.33800796,"('powerless', 'powerful')",0.5142637,0.338008,-0.1762557
84,0.07292949,0.01812933,"('inferior', 'superior')",0.0729295,0.0181293,-0.0548002
85,0.32410672,-0.040043898,"('insignificant', 'prestigious')",0.3241067,-0.0400439,-0.3641506
86,-2.235464,-2.362636,"('uninfluential', 'influential')",-2.2354641,-2.3626361,-0.127172
87,-0.41413462,-0.102833435,"('unsuccessful', 'successful')",-0.4141346,-0.1028334,0.3113012
88,-0.90969557,-0.94089633,"('low', 'eminent')",-0.9096956,-0.9408963,-0.0312007
