,wabtec_male,wabtec_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.8071717,-0.9979901,"('unsociable', 'sociable')",-0.13744694,-0.35830176,-0.4723093,-0.6781459,-0.2058366
1,-1.0591886,-1.2500409,"('unfriendly', 'friendly')",1.2315779,1.0072492,0.0861946,-0.1213958,-0.2075904
2,1.0788833,1.0448353,"('unlikable', 'likable')",0.97895074,1.0244386,1.0289171,1.034637,0.0057199
3,-0.35255986,-0.24182145,"('repellent', 'pleasant')",0.4258478,0.50082994,0.036644,0.1295042,0.0928602
4,0.47359073,0.4455475,"('disliked', 'liked')",-6.012884,-6.0037093,-2.7696466,-2.7790809,-0.0094343
5,-0.67282194,-0.7141907,"('distant', 'outgoing')",-0.6693915,-0.6513144,-0.6711067,-0.6827525,-0.0116458
6,-0.9933471,-1.0456092,"('distant', 'open')",-0.8684364,-0.88993776,-0.9308918,-0.9677735,-0.0368817
7,-0.48384184,-0.39902532,"('insensitive', 'sensitive')",0.24448085,0.23021762,-0.1196805,-0.0844039,0.0352766
8,-1.8391666,-1.9653432,"('unaffectionate', 'affectionate')",0.1438101,0.06805691,-0.8476783,-0.9486431,-0.1009648
9,-1.3839031,-1.5285151,"('unaffectionate', 'caring')",0.78063244,0.7028773,-0.3016354,-0.4128189,-0.1111835
10,-1.8138325,-1.9026103,"('unsympathetic', 'sympathetic')",-0.5696816,-0.6735754,-1.1917571,-1.2880929,-0.0963358
11,-0.8082939,-0.93346,"('unhelpful', 'helpful')",2.107657,2.0266628,0.6496816,0.5466014,-0.1030802
12,-0.5129638,-0.50523704,"('unsupportive', 'supportive')",-2.0889041,-2.1086462,-1.300934,-1.3069416,-0.0060076
13,0.006506361,-0.06649901,"('impolite', 'polite')",-0.33112246,-0.30000827,-0.1623081,-0.1832536,-0.0209455
14,0.338168,0.39130056,"('antisocial', 'social')",0.23960344,0.21221611,0.2888857,0.3017583,0.0128726
15,0.7286043,0.5715944,"('boring', 'funny')",0.48283112,0.43493566,0.6057177,0.503265,-0.1024527
16,0.057349645,-0.0040935623,"('unpopular', 'popular')",0.69220763,0.5755492,0.3747786,0.2857278,-0.0890508
17,-0.35688964,-0.35071823,"('nasty', 'nice')",-0.3123786,-0.29397774,-0.3346341,-0.322348,0.0122861
18,-0.5348687,-0.58214796,"('disagreeable', 'welcoming')",-0.5201827,-0.59534955,-0.5275257,-0.5887488,-0.0612231
19,-0.73617744,-0.78377634,"('inhospitable', 'hospitable')",-0.4339079,-0.51016057,-0.5850427,-0.6469685,-0.0619258
20,0.12528662,0.1695205,"('rough', 'thoughtful')",0.73115754,0.7338505,0.4282221,0.4516855,0.0234634
21,0.09659109,0.09467495,"('immoral', 'moral')",-0.37628895,-0.3592165,-0.1398489,-0.1322708,0.0075781
