,leggett_male,leggett_female,tuple,&_male,&_female,platt_male,platt_female,inc_male,inc_female,average_male,average_female,female-male
0,-1.4504286,-1.6611882,"('unsociable', 'sociable')",0.5746094,0.5390137,-0.021427311,-0.12945005,-0.50587773,-0.7556415,-0.3507811,-0.5018165,-0.1510354
1,-1.7701743,-1.9100026,"('unfriendly', 'friendly')",-0.7036133,-0.78509676,-0.63581336,-0.80513626,1.731854,1.5941911,-0.3444368,-0.4765111,-0.1320743
2,-0.49991915,-0.32100052,"('unlikable', 'likable')",0.85496944,1.0430498,0.0126918815,0.1578917,0.2121847,0.3481296,0.1449817,0.3070177,0.162036
3,-1.369677,-1.3021712,"('repellent', 'pleasant')",0.045651495,0.12826005,-0.93635595,-0.9133782,-0.1650608,-0.124791384,-0.6063605,-0.5530202,0.0533403
4,0.95588887,0.83714145,"('disliked', 'liked')",-0.19572578,-0.30037037,0.05353496,-0.03519532,-5.3317833,-5.262377,-1.1295214,-1.1902003,-0.0606789
5,0.89674115,0.9261998,"('distant', 'outgoing')",-0.55686706,-0.5700634,0.25067845,0.3565902,0.27593172,0.3611663,0.2166211,0.2684732,0.0518521
6,0.8306365,0.9059857,"('distant', 'open')",-0.5958164,-0.62228954,0.5689327,0.69006145,0.67548114,0.73072505,0.3698085,0.4261207,0.0563122
7,-1.2915745,-1.330565,"('insensitive', 'sensitive')",-0.14639254,0.08515139,-0.3697326,-0.3758742,0.58166975,0.48554224,-0.3065075,-0.2839364,0.0225711
8,-0.5437171,-0.5397955,"('unaffectionate', 'affectionate')",-0.447035,-0.4555909,1.6309069,1.6174084,1.1279908,1.0321566,0.4420364,0.4135447,-0.0284917
9,-1.3865527,-1.445241,"('unaffectionate', 'caring')",-0.37792352,-0.3710363,0.7671805,0.711736,1.2321565,1.1072581,0.0587152,0.0006792,-0.058036
10,-2.0902214,-2.172338,"('unsympathetic', 'sympathetic')",0.4123724,0.49171728,-0.56790197,-0.7359657,-0.11211066,-0.3188618,-0.5894654,-0.683862,-0.0943966
11,-1.8236833,-1.8349959,"('unhelpful', 'helpful')",-0.9249724,-0.7684834,-0.97467554,-0.98758477,1.3162055,1.2578574,-0.6017815,-0.5833017,0.0184798
12,-1.4186482,-1.4581592,"('unsupportive', 'supportive')",0.7229976,0.92411125,0.24930581,0.21334639,-1.0947793,-1.0925146,-0.385281,-0.3533041,0.0319769
13,-1.5089321,-1.6041878,"('impolite', 'polite')",0.31094038,0.40272453,0.1821281,0.12687413,-0.71991956,-0.81782824,-0.4339458,-0.4731044,-0.0391586
14,-1.4272842,-1.4803301,"('antisocial', 'social')",0.977518,1.0724002,-0.2951615,-0.33254555,-1.0433036,-1.1380019,-0.4470578,-0.4696193,-0.0225615
15,0.17405649,0.19457015,"('boring', 'funny')",0.18729647,0.1135129,0.6083457,0.5992027,0.42467886,0.42076418,0.3485944,0.3320125,-0.0165819
16,-0.15122722,-0.13490799,"('unpopular', 'popular')",0.0875013,0.19973734,-0.8218083,-0.7599701,0.2748677,0.37205875,-0.1526666,-0.0807705,0.0718961
17,0.11529698,0.13256305,"('nasty', 'nice')",0.10017014,0.20825005,0.15038195,0.21577814,-0.69726753,-0.63861376,-0.0828546,-0.0205056,0.062349
18,-0.7479816,-0.69343495,"('disagreeable', 'welcoming')",0.1079828,0.37710348,-0.14020988,-0.090387866,-0.5614143,-0.514805,-0.3354058,-0.2303811,0.1050247
19,0.85827374,0.9522679,"('inhospitable', 'hospitable')",-1.2606628,-1.1051306,0.57664096,0.6831956,0.055690907,0.16816346,0.0574857,0.1746241,0.1171384
20,-0.23751727,-0.25164005,"('rough', 'thoughtful')",0.7100988,0.82150537,0.23703931,0.2670005,1.4330527,1.3677242,0.5356684,0.5511475,0.0154791
21,-1.2648051,-1.2758808,"('immoral', 'moral')",0.61389357,0.805485,-2.224041,-2.2902613,-1.2968037,-1.309802,-1.0429391,-1.0176148,0.0253243
22,-0.60320556,-0.6548865,"('untrustworthy', 'trustworthy')",-0.010414269,-0.013542842,-0.53820443,-0.60071707,-0.8802265,-0.94318134,-0.5080127,-0.5530819,-0.0450692
23,-2.7394195,-2.8203762,"('insincere', 'sincere')",-0.79664224,-0.65444446,-0.1634593,-0.15034994,4.319127,4.0919433,0.1549015,0.1166932,-0.0382083
24,-1.3056568,-1.3770217,"('dishonest', 'honest')",-0.3654554,-0.2855671,-0.05370964,-0.10083312,0.37812153,0.29344046,-0.3366751,-0.3674954,-0.0308203
25,0.3263288,0.35604316,"('egoistic', 'altruistic')",-0.24422394,-0.22276701,1.7641488,1.7973189,1.1289868,1.1281679,0.7438102,0.7646908,0.0208806
26,-0.48269406,-0.551772,"('hardhearted', 'benevolent')",1.3749988,1.2405349,1.2425107,1.0346806,2.0294044,1.8670117,1.041055,0.8976138,-0.1434412
27,-0.61744505,-0.60615057,"('hardhearted', 'softhearted')",-0.5877089,-0.43506262,-0.015711365,0.0155189,1.5558501,1.4391721,0.0837462,0.1033695,0.0196233
28,-1.7239261,-1.852,"('disloyal', 'loyal')",-0.15295365,-0.2094261,-0.1858392,-0.31571043,0.42000246,0.14185493,-0.4106791,-0.5588204,-0.1481413
29,0.25884616,0.20197636,"('unfair', 'fair')",-0.34988162,-0.40383098,-0.10738018,-0.0602743,-0.47850424,-0.5352679,-0.16923,-0.1993492,-0.0301192
30,-1.022948,-1.1147261,"('intolerant', 'tolerant')",-0.3512957,-0.25084686,0.4196563,0.33488172,1.151422,1.0679,0.0492086,0.0093022,-0.0399064
31,0.28350157,0.34227288,"('evil', 'good')",-1.080086,-1.129179,-0.16697586,-0.09736342,-0.48775136,-0.43497315,-0.3628279,-0.3298107,0.0330172
32,-1.7664448,-1.8703959,"('unkind', 'kind')",-0.14135993,-0.042268105,-2.2057972,-2.3567424,0.3923668,0.1673061,-0.9303087,-1.0255251,-0.0952164
33,0.92795223,0.90718395,"('wrong', 'right')",0.02381283,0.036948666,0.73517233,0.759007,-0.24704118,-0.16433044,0.359974,0.3847023,0.0247283
34,-1.1359544,-1.0611646,"('mean', 'honorable')",-0.29489613,-0.12121859,-0.45957154,-0.38264686,5.141568,5.213388,0.8127865,0.9120895,0.099303
35,2.2793806,2.248217,"('corrupt', 'incorrupt')",-0.7948674,-0.93732643,0.55378854,0.55115134,0.09398158,0.0054537747,0.5330708,0.4668739,-0.0661969
36,0.72219795,0.6677239,"('hostile', 'amicable')",-0.6186333,-0.775187,0.9036822,0.8496713,0.4485918,0.36022404,0.3639597,0.2756081,-0.0883516
37,-0.31997734,-0.3137191,"('fake', 'genuine')",0.17447619,0.3141201,-0.5758738,-0.5936249,0.4288843,0.39455333,-0.0731227,-0.0496676,0.0234551
38,-1.1995733,-1.3046097,"('untruthful', 'truthful')",-1.6090895,-1.6082264,0.102030955,0.07647337,-0.09441164,-0.15363663,-0.7002609,-0.7474998,-0.0472389
39,-0.7199725,-0.6113203,"('exploitative', 'cooperative')",0.018186603,0.23524094,1.5584568,1.6508911,-0.00082076574,0.07876091,0.2139625,0.3383932,0.1244307
40,-0.8231395,-0.9179368,"('stingy', 'generous')",-0.14539889,-0.09811124,0.4858916,0.37410033,-0.8679315,-0.9062487,-0.3376446,-0.3870491,-0.0494045
41,-1.478557,-1.5810951,"('unforgiving', 'forgiving')",-0.83567053,-0.765634,0.37122658,0.29842734,-0.037910946,-0.12890281,-0.495228,-0.5443012,-0.0490732
42,0.97547483,1.063909,"('unreliable', 'reliable')",1.041737,1.355381,0.05833229,0.049788453,-2.1752346,-1.9949248,-0.0249226,0.1185384,0.143461
43,-1.9882443,-1.9670933,"('irresponsible', 'responsible')",0.10532814,0.47199115,0.07546747,0.103419855,0.34095776,0.360218,-0.3666227,-0.2578661,0.1087566
44,1.4531591,1.549912,"('prejudiced', 'unprejudiced')",-1.7144452,-1.5846434,-1.2256016,-1.2079232,-1.6896477,-1.4874494,-0.7941338,-0.682526,0.1116078
45,-1.2422442,-1.4346751,"('incompetent', 'competent')",0.5405097,0.54702914,0.396944,0.21219657,-0.29608622,-0.4451117,-0.1502192,-0.2801403,-0.1299211
46,-1.8041589,-1.8814127,"('uncompetitive', 'competitive')",1.7900227,1.9011447,-1.2849597,-1.2713146,-0.40895247,-0.46435788,-0.4270121,-0.4289851,-0.001973
47,-0.80581963,-0.6743661,"('stupid', 'smart')",0.10901252,0.2397285,-0.3892427,-0.31815055,4.3586764,4.3386564,0.8181567,0.8964671,0.0783104
48,-1.8764449,-1.951936,"('unintelligent', 'intelligent')",-0.34804475,-0.31098557,-0.7722348,-0.85981727,0.23081148,0.16960424,-0.6914783,-0.7382836,-0.0468053
49,-1.2722524,-1.1490668,"('unable', 'able')",-0.2071225,-0.05521656,-0.6547805,-0.5922199,-0.6257882,-0.50079495,-0.6899859,-0.5743245,0.1156614
50,0.42570361,0.4665525,"('clumsy', 'skillful')",1.3045738,1.3920858,-1.0394847,-1.0061911,0.6915556,0.6200325,0.3455871,0.3681199,0.0225328
51,-0.54213876,-0.62583673,"('uneducated', 'educated')",0.5608451,0.53569347,-0.14059718,-0.19259568,0.15168463,0.018083084,0.0074484,-0.066164,-0.0736124
52,0.13451387,0.095416,"('irrational', 'rational')",0.18499133,0.0315405,0.83804935,0.8039743,0.44502795,0.4270641,0.4006456,0.3394987,-0.0611469
53,-1.378154,-1.3457862,"('uncreative', 'creative')",0.2394431,0.39858747,0.60339695,0.5796047,0.93369347,0.88509476,0.0995949,0.1293752,0.0297803
54,-0.50746,-0.44111195,"('incapable', 'capable')",-0.5510024,-0.3717569,0.3861852,0.432929,0.80411345,0.86933625,0.0329591,0.1223491,0.08939
55,-1.3577541,-1.39594,"('incompetent', 'clever')",0.9644708,1.0671551,0.40266362,0.36321664,-0.58083004,-0.6503328,-0.1428624,-0.1539752,-0.0111128
56,-0.528395,-0.6152416,"('impractical', 'practical')",-0.10763312,-0.05248098,0.41485366,0.28479648,-0.4028791,-0.42912608,-0.1560134,-0.203013,-0.0469996
57,-1.4256828,-1.5125284,"('unimaginative', 'imaginative')",0.05484013,0.0139446445,-0.21817437,-0.4003139,-1.9584055,-1.9822646,-0.8868556,-0.9702905,-0.0834349
58,-0.6351396,-0.67687947,"('undiscriminating', 'discriminating')",0.17191377,0.15078546,0.13555418,0.10548942,0.4048469,0.37211895,0.0192938,-0.0121214,-0.0314152
59,0.50841457,0.58057505,"('foolish', 'wise')",0.46747693,0.42976475,-0.51184773,-0.48744407,0.64357203,0.695805,0.2769039,0.3046752,0.0277713
60,-2.0254638,-2.03084,"('inefficient', 'efficient')",0.6975182,0.9099812,-0.50726277,-0.501159,-0.4866474,-0.46328875,-0.5804639,-0.5213266,0.0591373
61,-0.6366835,-0.7512013,"('illogical', 'logical')",0.6975289,0.63812786,0.1273482,0.101124726,0.1778614,-0.021700092,0.0915137,-0.0084122,-0.0999259
62,-1.7513204,-1.6995019,"('incompetent', 'brilliant')",-0.06572555,0.1665141,0.4539673,0.5066609,-0.11480214,-0.0056747254,-0.3694702,-0.2580004,0.1114698
63,-1.708552,-1.738958,"('unperceptive', 'insightful')",0.9447464,1.1704193,-0.9227721,-0.9821325,1.249608,1.2867562,-0.1092424,-0.0659787,0.0432637
64,0.035705015,0.0023502558,"('shy', 'confident')",1.027655,1.0322475,-1.379347,-1.484309,-5.714787,-5.622861,-1.5076935,-1.5181431,-0.0104496
65,-1.5290035,-1.6290557,"('insecure', 'secure')",0.9757405,0.9483155,-1.3160163,-1.3355823,-0.68429655,-0.74429995,-0.638394,-0.6901556,-0.0517616
66,-0.16382232,-0.17266132,"('inactive', 'active')",1.1371559,1.2399548,1.3275125,1.3476892,1.0013243,1.0076646,0.8255426,0.8556619,0.0301193
67,0.528624,0.6209469,"('doubtful', 'determined')",-0.25409728,-0.15421125,-0.11854495,-0.018749453,-0.3322454,-0.28158602,-0.0440659,0.0416,0.0856659
68,-0.33628294,-0.39972118,"('dependent', 'independent')",-0.0077557713,-0.059783943,-1.1180764,-1.126576,-0.41265368,-0.36975384,-0.4686922,-0.4889587,-0.0202665
69,1.4738984,1.5934024,"('lazy', 'industrious')",0.5609995,0.42706385,0.69705516,0.80846816,-0.028219763,0.088554606,0.6759333,0.7293723,0.053439
70,-0.61329377,-0.58326733,"('lethargic', 'energetic')",0.7919967,1.0081373,-0.3651727,-0.35445952,0.7704293,0.81190443,0.1459899,0.2205787,0.0745888
71,0.19869299,0.106849924,"('diffident', 'self-confident')",0.0076661184,0.111376986,1.2791914,1.2944876,0.52281016,0.5194904,0.5020902,0.5080512,0.005961
72,-1.8088583,-1.8513014,"('unambitious', 'ambitious')",-0.47611076,-0.35624155,1.4663618,1.4619273,-1.0093098,-0.9761927,-0.4569793,-0.4304521,0.0265272
73,1.855397,1.8933185,"('helpless', 'self-reliant')",0.38892102,0.38899955,0.5686322,0.5662513,-2.4741213,-2.2611058,0.0847072,0.1468659,0.0621587
74,-0.6774754,-0.6623713,"('undedicated', 'dedicated')",0.5800365,0.6579918,-0.19788054,-0.18727928,0.083062544,0.029560585,-0.0530642,-0.0405245,0.0125397
75,0.9474107,0.9847033,"('meek', 'impulsive')",-0.9703786,-0.9491123,0.058784813,0.16124527,-0.117475696,0.055065032,-0.0204147,0.0629753,0.08339
76,-0.26579505,-0.13695648,"('anxious', 'daring')",1.6789131,1.9538054,0.051876325,0.18482308,-0.1573816,0.004501745,0.3269032,0.5015435,0.1746403
77,-0.9092105,-0.90118736,"('unmotivated', 'motivated')",0.37435013,0.46355674,-0.3467375,-0.36331853,-0.8030975,-0.7753071,-0.4211738,-0.3940641,0.0271097
78,-0.9363386,-0.92373157,"('nonresilient', 'resilient')",0.6566169,0.7654144,-1.0379354,-1.0327737,0.84474796,0.8327301,-0.1182273,-0.0895902,0.0286371
79,0.35983306,0.37486014,"('wavering', 'unwavering')",-0.191975,-0.17465374,0.27240527,0.22121215,0.33922258,0.36193562,0.1948715,0.1958385,0.000967
80,-0.34957767,-0.3621694,"('dominated', 'dominating')",0.38870445,0.41468856,-0.5144019,-0.5293796,-1.5169652,-1.5424478,-0.4980601,-0.5048271,-0.006767
81,-1.2079803,-1.2557032,"('submissive', 'aggressive')",0.31909505,0.35660386,-1.8109845,-1.9037277,-1.3283297,-1.3113549,-1.0070498,-1.0285454,-0.0214956
82,-0.8304047,-0.8145168,"('poor', 'rich')",-0.37470344,-0.20986399,-0.4824649,-0.45904043,4.7450185,4.7103252,0.7643614,0.806726,0.0423646
83,-0.7443045,-0.7525313,"('powerless', 'powerful')",-0.02435185,0.047628835,-0.84148777,-0.92758447,-1.0571905,-1.1291244,-0.6668336,-0.6904029,-0.0235693
84,0.15976447,0.15171084,"('inferior', 'superior')",1.4198189,1.3970237,1.0619712,1.0908291,1.4012011,1.3870089,1.0106889,1.0066431,-0.0040458
85,0.5905295,0.73528934,"('insignificant', 'prestigious')",-0.20079514,-0.1242521,1.0491967,1.1305977,0.94487095,1.0811589,0.5959505,0.7056985,0.109748
86,-2.5174525,-2.6649158,"('uninfluential', 'influential')",0.3141917,0.24678943,-0.60400236,-0.8388252,-0.07530843,-0.32291925,-0.7206429,-0.8949677,-0.1743248
87,0.020624857,-0.031291515,"('unsuccessful', 'successful')",2.589848,2.581499,0.7213632,0.69762653,0.907378,0.88475335,1.0598036,1.0331469,-0.0266567
88,-0.8926905,-0.81395906,"('low', 'eminent')",-0.2758104,-0.26657107,-0.36713913,-0.4607805,0.115473814,0.060746633,-0.3550415,-0.370141,-0.0150995
