,alexion_male,alexion_female,tuple,pharmaceuticals_male,pharmaceuticals_female,inc_male,inc_female,average_male,average_female,female-male
0,-1.3311572,-1.5756532,"('unsociable', 'sociable')",0.3365035,0.168678,-0.8306806,-1.0360624,-0.6084448,-0.8143458,-0.205901
1,-0.3137732,0.037486278,"('unfriendly', 'friendly')",0.4545204,0.31341746,1.9679456,1.7873813,0.7028975,0.7127617,0.0098642
2,0.42892954,0.46419483,"('unlikable', 'likable')",0.49200955,0.42387986,0.68223584,0.73108995,0.5343916,0.5397216,0.00533
3,-1.3124067,-1.37023,"('repellent', 'pleasant')",-0.9511104,-0.8351013,-0.24195883,-0.19972977,-0.8351587,-0.801687,0.0334717
4,0.17162511,0.28302726,"('disliked', 'liked')",-0.004441216,-0.060151435,-6.1319094,-6.2103705,-1.9882418,-1.9958315,-0.0075897
5,-0.36560956,0.050970625,"('distant', 'outgoing')",-0.27860284,-0.28271067,0.25824723,0.36706814,-0.128655,0.0451094,0.1737644
6,-0.3535718,0.07991207,"('distant', 'open')",-0.38572127,-0.3851257,1.0024928,1.105422,0.0877332,0.2667361,0.1790029
7,-1.2598642,-1.3759611,"('insensitive', 'sensitive')",-0.88301903,-0.8519259,0.4877138,0.4299517,-0.5517232,-0.5993117,-0.0475885
8,1.9045799,2.1763637,"('unaffectionate', 'affectionate')",0.23795857,0.23082876,1.2025336,1.1424948,1.1150241,1.1832291,0.068205
9,0.84780777,1.1500772,"('unaffectionate', 'caring')",0.23485248,0.25976688,1.2930118,1.2840422,0.7918906,0.8979621,0.1060715
10,-2.1137755,-2.5174928,"('unsympathetic', 'sympathetic')",-1.0119137,-1.1084769,-1.0369325,-1.1979153,-1.3875405,-1.6079617,-0.2204212
11,-0.74963695,-0.9191547,"('unhelpful', 'helpful')",-0.30823806,-0.40276912,1.0753244,1.1038724,0.0058165,-0.0726838,-0.0785003
12,0.49561787,0.5366756,"('unsupportive', 'supportive')",0.65382856,0.6793792,-1.8566579,-1.9165041,-0.2357371,-0.2334831,0.002254
13,-2.074854,-2.4714327,"('impolite', 'polite')",-1.2284299,-1.4661813,-0.56071377,-0.68112093,-1.2879992,-1.5395783,-0.2515791
14,-1.2603881,-1.5176896,"('antisocial', 'social')",0.12812784,0.21074596,-0.69027686,-0.7987354,-0.6075124,-0.701893,-0.0943806
15,-0.33890772,-0.2726873,"('boring', 'funny')",-0.5044439,-0.6499971,0.46800354,0.36300674,-0.125116,-0.1865592,-0.0614432
16,-0.3781885,-0.26092666,"('unpopular', 'popular')",0.18414244,0.24449128,0.723176,0.835236,0.1763767,0.2729335,0.0965568
17,-0.7799838,-0.72135437,"('nasty', 'nice')",-1.2587382,-1.2634884,-0.7581142,-0.6908306,-0.9322788,-0.8918912,0.0403876
18,0.624379,0.613066,"('disagreeable', 'welcoming')",0.19652659,0.21035676,0.017696638,-0.013620224,0.2795341,0.2699342,-0.0095999
19,-0.8207526,-0.44498906,"('inhospitable', 'hospitable')",-0.7029328,-0.74641484,0.17336401,0.21994145,-0.4501071,-0.3238208,0.1262863
20,-0.5704646,-0.72026324,"('rough', 'thoughtful')",0.45155665,0.5023361,0.8894645,0.8157757,0.2568522,0.1992828,-0.0575694
21,-0.95776045,-1.2580849,"('immoral', 'moral')",-0.29127148,-0.40476495,-1.3121889,-1.4150754,-0.8537402,-1.0259751,-0.1722349
22,-0.56662685,-0.78899634,"('untrustworthy', 'trustworthy')",-0.70864254,-0.8272562,-1.0080076,-1.1473652,-0.7610923,-0.9212059,-0.1601136
23,-0.89902085,-1.0258235,"('insincere', 'sincere')",-0.24548428,-0.34035286,5.257273,5.26604,1.3709227,1.2999545,-0.0709682
24,-0.8373385,-1.0256064,"('dishonest', 'honest')",-1.273399,-1.3376733,0.5202797,0.3960814,-0.5301526,-0.6557328,-0.1255802
25,0.6911697,0.9729507,"('egoistic', 'altruistic')",0.53379023,0.70238864,2.022422,1.9543985,1.0824606,1.2099126,0.127452
26,0.6857553,0.7598521,"('hardhearted', 'benevolent')",1.1657046,1.0857686,1.777233,1.4462166,1.2095644,1.0972791,-0.1122853
27,-0.35279703,-0.40076432,"('hardhearted', 'softhearted')",-0.19711009,-0.2371526,1.7908058,1.6142871,0.4136329,0.3254567,-0.0881762
