,bioverativ_male,bioverativ_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.61740375,-0.68044364,"('unsociable', 'sociable')",-0.5939977,-0.75015634,-0.6057007,-0.7153,-0.1095993
1,-0.77138394,-0.80306417,"('unfriendly', 'friendly')",1.8384213,1.751991,0.5335187,0.4744634,-0.0590553
2,0.5455566,0.536724,"('unlikable', 'likable')",0.8528154,0.8613483,0.699186,0.6990361,-0.0001499
3,-0.74384785,-0.6722448,"('repellent', 'pleasant')",0.1260835,0.11204844,-0.3088822,-0.2800982,0.028784
4,-0.49067867,-0.5376087,"('disliked', 'liked')",-5.8566465,-5.903937,-3.1736627,-3.2207727,-0.04711
5,-0.605468,-0.4279766,"('distant', 'outgoing')",-0.0009250082,0.089280516,-0.3031965,-0.169348,0.1338485
6,-0.94574004,-0.79988897,"('distant', 'open')",0.25996023,0.35555413,-0.3428899,-0.2221674,0.1207225
7,-0.1613998,-0.12482524,"('insensitive', 'sensitive')",0.31327298,0.4120188,0.0759366,0.1435968,0.0676602
8,-1.3690087,-1.3795747,"('unaffectionate', 'affectionate')",0.79413986,0.7471918,-0.2874344,-0.3161914,-0.028757
9,-1.1346176,-1.1115621,"('unaffectionate', 'caring')",1.0369091,1.0615124,-0.0488542,-0.0250249,0.0238293
10,-0.766102,-0.7893986,"('unsympathetic', 'sympathetic')",-1.1156925,-1.0847886,-0.9408972,-0.9370936,0.0038036
11,-0.3984995,-0.4232469,"('unhelpful', 'helpful')",1.3414547,1.4619852,0.4714776,0.5193692,0.0478916
12,0.035836905,0.12410495,"('unsupportive', 'supportive')",-1.8747728,-1.7835615,-0.9194679,-0.8297282,0.0897397
13,0.2159877,0.16502799,"('impolite', 'polite')",-0.9758447,-0.93451464,-0.3799285,-0.3847433,-0.0048148
14,0.035843432,-0.009583189,"('antisocial', 'social')",-0.5024777,-0.6171044,-0.2333171,-0.3133438,-0.0800267
15,0.50998735,0.41109297,"('boring', 'funny')",0.9473512,0.8981845,0.7286693,0.6546387,-0.0740306
16,-0.75412905,-0.7803336,"('unpopular', 'popular')",0.6042993,0.621239,-0.0749149,-0.0795473,-0.0046324
17,0.07500538,0.14264296,"('nasty', 'nice')",-0.32763958,-0.27678645,-0.1263171,-0.0670717,0.0592454
18,0.14630532,0.19321248,"('disagreeable', 'welcoming')",-0.09449132,-0.09172147,0.025907,0.0507455,0.0248385
19,-1.2401086,-1.1693375,"('inhospitable', 'hospitable')",0.20856345,0.34410602,-0.5157726,-0.4126157,0.1031569
20,0.7695917,0.78454596,"('rough', 'thoughtful')",1.0403994,0.9762918,0.9049956,0.8804189,-0.0245767
21,0.48993218,0.44352257,"('immoral', 'moral')",-0.4884046,-0.50568837,0.0007638,-0.0310829,-0.0318467
22,0.2503651,0.2234949,"('untrustworthy', 'trustworthy')",-0.65995824,-0.7641803,-0.2047966,-0.2703427,-0.0655461
23,-0.10137224,-0.15119924,"('insincere', 'sincere')",5.2980876,5.2905116,2.5983577,2.5696561,-0.0287016
24,-0.24497023,-0.24409753,"('dishonest', 'honest')",0.4232864,0.38740242,0.0891581,0.0716524,-0.0175057
25,-0.16785951,-0.1457172,"('egoistic', 'altruistic')",1.9821638,1.8934067,0.9071521,0.8738447,-0.0333074
26,0.48445916,0.35327956,"('hardhearted', 'benevolent')",1.7616278,1.6209381,1.1230435,0.9871088,-0.1359347
27,0.17360626,0.2616999,"('hardhearted', 'softhearted')",1.4846783,1.4585216,0.8291423,0.8601108,0.0309685
28,-0.2943731,-0.41244608,"('disloyal', 'loyal')",0.74319345,0.61120415,0.2244102,0.099379,-0.1250312
29,-0.2108799,-0.23679423,"('unfair', 'fair')",-0.27458912,-0.454355,-0.2427345,-0.3455746,-0.1028401
30,0.31515652,0.27122614,"('intolerant', 'tolerant')",1.1365631,1.0951587,0.7258598,0.6831924,-0.0426674
31,-0.8180974,-0.7379645,"('evil', 'good')",-0.47355163,-0.5590574,-0.6458246,-0.6485109,-0.0026863
32,0.7037778,0.5784466,"('unkind', 'kind')",1.0951616,0.90894836,0.8994697,0.7436975,-0.1557722
33,0.09496142,0.08542308,"('wrong', 'right')",-0.32169223,-0.39026266,-0.1133654,-0.1524198,-0.0390544
34,0.3212621,0.44361192,"('mean', 'honorable')",5.8876505,6.093574,3.1044562,3.2685931,0.1641369
35,-0.38620085,-0.41403985,"('corrupt', 'incorrupt')",0.2241782,0.06218797,-0.0810113,-0.1759259,-0.0949146
36,-1.0130852,-1.0732088,"('hostile', 'amicable')",0.7306071,0.4608049,-0.1412391,-0.3062019,-0.1649628
37,0.19377406,0.15966052,"('fake', 'genuine')",0.25639823,0.2714993,0.2250862,0.2155799,-0.0095063
38,-0.6287894,-0.62167156,"('untruthful', 'truthful')",-0.16983499,-0.09653695,-0.3993122,-0.3591042,0.040208
39,0.60606295,0.59277296,"('exploitative', 'cooperative')",0.23099881,0.17717063,0.4185309,0.3849718,-0.0335591
40,0.2655471,0.25658253,"('stingy', 'generous')",-1.2431827,-1.3519616,-0.4888178,-0.5476896,-0.0588718
41,0.33959693,0.28366432,"('unforgiving', 'forgiving')",0.22973365,0.09077896,0.2846653,0.1872216,-0.0974437
42,0.3676581,0.36342096,"('unreliable', 'reliable')",-3.3810132,-3.295423,-1.5066775,-1.466001,0.0406765
43,-0.25821507,-0.23174956,"('irresponsible', 'responsible')",0.15089402,0.19125114,-0.0536605,-0.0202492,0.0334113
44,0.4894034,0.49079338,"('prejudiced', 'unprejudiced')",-1.3428434,-1.3641841,-0.42672,-0.4366954,-0.0099754
45,-0.37088633,-0.38839558,"('incompetent', 'competent')",-0.45226836,-0.44470498,-0.4115773,-0.4165503,-0.004973
46,-0.5599774,-0.53522587,"('uncompetitive', 'competitive')",-0.877254,-0.8923839,-0.7186157,-0.7138048,0.0048109
47,0.65402687,0.69272494,"('stupid', 'smart')",5.074701,5.2333436,2.8643639,2.9630342,0.0986703
48,0.43377507,0.36671042,"('unintelligent', 'intelligent')",0.6982313,0.6819074,0.5660032,0.5243089,-0.0416943
49,0.80876243,0.89676344,"('unable', 'able')",0.21003988,0.36918116,0.5094011,0.6329723,0.1235712
50,0.4696009,0.43287906,"('clumsy', 'skillful')",0.42142847,0.4470559,0.4455147,0.4399675,-0.0055472
51,-0.33018917,-0.48076662,"('uneducated', 'educated')",0.58164644,0.51599383,0.1257286,0.0176136,-0.108115
52,-0.26907372,-0.41762847,"('irrational', 'rational')",0.8346523,0.6591866,0.2827893,0.1207791,-0.1620102
53,-1.2918131,-1.2934234,"('uncreative', 'creative')",0.6984388,0.6688415,-0.2966872,-0.312291,-0.0156038
54,-0.16844782,-0.21039732,"('incapable', 'capable')",1.2219404,1.304437,0.5267463,0.5470198,0.0202735
55,0.15906422,0.123792216,"('incompetent', 'clever')",-0.1661446,-0.17771451,-0.0035402,-0.0269611,-0.0234209
56,0.74606735,0.7141711,"('impractical', 'practical')",-0.6852322,-0.62610567,0.0304176,0.0440327,0.0136151
57,-0.75532174,-0.79648995,"('unimaginative', 'imaginative')",-2.4347157,-2.4398787,-1.5950187,-1.6181843,-0.0231656
58,-0.5798637,-0.62035257,"('undiscriminating', 'discriminating')",0.11450784,0.08723189,-0.2326779,-0.2665603,-0.0338824
59,0.039455324,0.01741726,"('foolish', 'wise')",0.6707091,0.69550514,0.3550822,0.3564612,0.001379
60,0.9738425,1.0594897,"('inefficient', 'efficient')",-0.5900291,-0.43024734,0.1919067,0.3146212,0.1227145
61,-0.29119083,-0.3499589,"('illogical', 'logical')",0.1982835,-0.0015851539,-0.0464537,-0.175772,-0.1293183
62,0.2151712,0.2767827,"('incompetent', 'brilliant')",-0.21315162,-0.0052486677,0.0010098,0.135767,0.1347572
63,-0.72191465,-0.7092101,"('unperceptive', 'insightful')",0.6996835,0.82695776,-0.0111156,0.0588738,0.0699894
64,-0.124960855,-0.12486233,"('shy', 'confident')",-6.4933057,-6.536905,-3.3091333,-3.3308835,-0.0217502
65,0.21008776,0.12038779,"('insecure', 'secure')",-0.49179417,-0.52048814,-0.1408532,-0.2000502,-0.059197
66,-1.0562507,-1.030315,"('inactive', 'active')",0.53383917,0.5762175,-0.2612058,-0.2270488,0.034157
67,0.4518716,0.4398305,"('doubtful', 'determined')",-0.8606684,-0.8171242,-0.2043984,-0.1886468,0.0157516
68,-0.25877893,-0.22296825,"('dependent', 'independent')",-0.3747843,-0.35103795,-0.3167816,-0.2870031,0.0297785
69,1.0831686,1.2329711,"('lazy', 'industrious')",0.012385782,0.029791623,0.5477772,0.6313813,0.0836041
70,0.048034076,0.054364197,"('lethargic', 'energetic')",0.27468684,0.3647111,0.1613605,0.2095377,0.0481772
71,0.46509576,0.514889,"('diffident', 'self-confident')",0.42522123,0.49885944,0.4451585,0.5068742,0.0617157
72,-0.7867433,-0.80080754,"('unambitious', 'ambitious')",-1.3757321,-1.3236609,-1.0812377,-1.0622342,0.0190035
73,0.88931715,0.8904581,"('helpless', 'self-reliant')",-2.6870208,-2.6551638,-0.8988518,-0.8823528,0.016499
74,0.2720895,0.28036347,"('undedicated', 'dedicated')",0.097412676,0.071706064,0.1847511,0.1760348,-0.0087163
75,-0.44070467,-0.41683418,"('meek', 'impulsive')",-0.3461741,-0.23687868,-0.3934394,-0.3268564,0.066583
76,0.06836024,0.056883913,"('anxious', 'daring')",-0.24788593,-0.17213112,-0.0897628,-0.0576236,0.0321392
77,-0.18792091,-0.15042596,"('unmotivated', 'motivated')",-1.161088,-1.0642389,-0.6745045,-0.6073324,0.0671721
78,0.13176055,0.19684158,"('nonresilient', 'resilient')",0.28969198,0.37658095,0.2107263,0.2867113,0.075985
79,-1.036319,-1.0120672,"('wavering', 'unwavering')",0.023671595,0.11117634,-0.5063237,-0.4504454,0.0558783
80,0.43639562,0.40651077,"('dominated', 'dominating')",-1.2506824,-1.1894797,-0.4071434,-0.3914845,0.0156589
81,0.4294014,0.32795188,"('submissive', 'aggressive')",-0.96460855,-0.94219077,-0.2676036,-0.3071194,-0.0395158
82,-0.5551494,-0.5996845,"('poor', 'rich')",5.735157,5.8587623,2.5900037,2.629539,0.0395353
83,-0.2127718,-0.25326744,"('powerless', 'powerful')",-1.2454176,-1.2713504,-0.7290947,-0.7623089,-0.0332142
84,0.81574017,0.7579311,"('inferior', 'superior')",0.88933927,0.8760127,0.8525397,0.8169719,-0.0355678
85,0.322145,0.26356903,"('insignificant', 'prestigious')",1.1284685,1.102499,0.7253067,0.683034,-0.0422727
86,-1.0725398,-1.1434249,"('uninfluential', 'influential')",-0.24049681,-0.37506664,-0.6565183,-0.7592458,-0.1027275
87,0.30752754,0.21505502,"('unsuccessful', 'successful')",0.90146124,0.9819737,0.6044944,0.5985144,-0.00598
88,0.018825399,-0.09319793,"('low', 'eminent')",0.27070293,0.2652389,0.1447642,0.0860205,-0.0587437
