,king_male,king_female,tuple,pharmaceuticals_male,pharmaceuticals_female,inc_male,inc_female,average_male,average_female,female-male
0,0.7788668,0.45388174,"('unsociable', 'sociable')",0.13330452,-0.047193795,-0.47233605,-0.7055843,0.1466118,-0.0996321,-0.2462439
1,0.046580166,0.07289091,"('unfriendly', 'friendly')",0.51866406,0.45958453,1.986118,1.937396,0.850454,0.8232905,-0.0271635
2,1.4387271,1.4479713,"('unlikable', 'likable')",0.49167675,0.4562986,0.70729524,0.7882144,0.879233,0.8974948,0.0182618
3,-0.03883873,0.0035415627,"('repellent', 'pleasant')",-1.1455162,-1.0587727,0.10449055,0.15909076,-0.3599548,-0.2987134,0.0612414
4,-0.34680256,-0.4507162,"('disliked', 'liked')",0.1399166,0.0944952,-6.3964057,-6.413181,-2.2010972,-2.2564673,-0.0553701
5,-0.7785021,-0.5520794,"('distant', 'outgoing')",-0.08096857,-0.06835683,0.106545806,0.24165176,-0.250975,-0.1262615,0.1247135
6,-0.83735317,-0.6036006,"('distant', 'open')",-0.19432995,-0.18180221,0.741937,0.8820343,-0.096582,0.0322105,0.1287925
7,-0.11261454,-0.22586048,"('insensitive', 'sensitive')",-1.0831025,-1.0265484,0.793633,0.7962893,-0.134028,-0.1520398,-0.0180118
8,0.7233308,0.81841874,"('unaffectionate', 'affectionate')",0.029201664,-0.010167928,0.9470771,0.958519,0.5665365,0.5889233,0.0223868
9,1.1958146,1.2548722,"('unaffectionate', 'caring')",0.1293721,0.13540995,1.2617797,1.3325077,0.8623222,0.9075966,0.0452744
10,0.56876546,0.20314704,"('unsympathetic', 'sympathetic')",-1.2187365,-1.3098913,-0.5149377,-0.621168,-0.3883029,-0.5759708,-0.1876679
11,-0.26702106,-0.34059346,"('unhelpful', 'helpful')",-0.32149184,-0.38447633,1.6850048,1.732179,0.3654973,0.3357031,-0.0297942
12,0.7912736,0.7452254,"('unsupportive', 'supportive')",0.5704551,0.5780622,-1.6399635,-1.6305624,-0.0927449,-0.1024249,-0.00968
13,-0.32733694,-0.51782894,"('impolite', 'polite')",-1.2658972,-1.4096992,-0.33337545,-0.5006886,-0.6422032,-0.8094056,-0.1672024
14,0.5700072,0.42439613,"('antisocial', 'social')",-0.17209646,-0.12150578,-0.474517,-0.64553696,-0.0255354,-0.1142155,-0.0886801
15,-0.73888254,-0.76258445,"('boring', 'funny')",0.110079214,0.02401945,0.46149576,0.3775975,-0.0557692,-0.1203225,-0.0645533
16,-1.0873904,-1.0406716,"('unpopular', 'popular')",0.19986144,0.21427989,0.6690679,0.7704909,-0.0728204,-0.0186336,0.0541868
17,-0.44526324,-0.4425434,"('nasty', 'nice')",-0.8904077,-0.87406415,-0.56736165,-0.48083985,-0.6343442,-0.5991491,0.0351951
18,0.86738145,0.82692266,"('disagreeable', 'welcoming')",0.2772919,0.25531763,-0.11316285,-0.09047222,0.3438368,0.3305894,-0.0132474
19,0.35727552,0.3937837,"('inhospitable', 'hospitable')",-0.655605,-0.7208944,0.26558664,0.3667712,-0.0109143,0.0132202,0.0241345
20,-0.2535269,-0.2517895,"('rough', 'thoughtful')",0.3697731,0.4536816,1.0423484,1.0753471,0.3861982,0.4257464,0.0395482
21,0.19368379,-0.027492732,"('immoral', 'moral')",-0.21292327,-0.25775954,-0.9450568,-0.991887,-0.3214321,-0.4257131,-0.104281
22,-0.025997607,-0.13880067,"('untrustworthy', 'trustworthy')",-0.6200185,-0.65822464,-0.7322321,-0.7642161,-0.4594161,-0.5204138,-0.0609977
23,0.39984724,0.20098531,"('insincere', 'sincere')",-0.37632295,-0.466344,5.926428,5.9641023,1.9833174,1.8995813,-0.0837361
24,1.6628543,1.6427583,"('dishonest', 'honest')",-1.0549102,-1.0303912,0.9198462,0.8287427,0.5092634,0.4803699,-0.0288935
25,0.95183897,1.1113849,"('egoistic', 'altruistic')",0.72775245,0.9030006,1.6931244,1.6433231,1.1242387,1.2192362,0.0949975
