,divorce_male,divorce_female,tuple,average_male,average_female,female-male
0,0.09281655,-0.18482043,"('unsociable', 'sociable')",0.0928165,-0.1848204,-0.2776369
1,1.4417766,1.4594887,"('unfriendly', 'friendly')",1.4417766,1.4594887,0.0177121
2,0.5253151,0.7641112,"('unlikable', 'likable')",0.5253151,0.7641112,0.2387961
3,1.0036564,0.8186736,"('repellent', 'pleasant')",1.0036564,0.8186736,-0.1849828
4,-7.2308145,-7.041084,"('disliked', 'liked')",-7.2308145,-7.0410838,0.1897307
5,0.1016238,0.23365545,"('distant', 'outgoing')",0.1016238,0.2336555,0.1320317
6,0.33756545,0.55279607,"('distant', 'open')",0.3375655,0.5527961,0.2152306
7,0.4517042,0.27195677,"('insensitive', 'sensitive')",0.4517042,0.2719568,-0.1797474
8,1.1802433,1.3530272,"('unaffectionate', 'affectionate')",1.1802433,1.3530272,0.1727839
9,1.7068889,1.8519065,"('unaffectionate', 'caring')",1.7068889,1.8519065,0.1450176
10,0.9067553,0.75683755,"('unsympathetic', 'sympathetic')",0.9067553,0.7568375,-0.1499178
11,1.8671634,1.8023291,"('unhelpful', 'helpful')",1.8671634,1.8023291,-0.0648343
12,-1.5672449,-1.6468811,"('unsupportive', 'supportive')",-1.5672449,-1.6468811,-0.0796362
13,0.48319978,0.16113576,"('impolite', 'polite')",0.4831998,0.1611358,-0.322064
14,-0.48291993,-0.9077662,"('antisocial', 'social')",-0.4829199,-0.9077662,-0.4248463
15,0.44009513,0.5538597,"('boring', 'funny')",0.4400951,0.5538597,0.1137646
16,-0.120124094,-0.033646375,"('unpopular', 'popular')",-0.1201241,-0.0336464,0.0864777
17,-0.13614646,0.048288908,"('nasty', 'nice')",-0.1361465,0.0482889,0.1844354
18,-0.8237444,-0.8943086,"('disagreeable', 'welcoming')",-0.8237444,-0.8943086,-0.0705642
19,-0.6550144,-0.3070479,"('inhospitable', 'hospitable')",-0.6550144,-0.3070479,0.3479665
20,0.6130196,0.2497,"('rough', 'thoughtful')",0.6130196,0.2497,-0.3633196
21,-0.17422882,-0.30401805,"('immoral', 'moral')",-0.1742288,-0.3040181,-0.1297893
22,-0.30017477,-0.34380147,"('untrustworthy', 'trustworthy')",-0.3001748,-0.3438015,-0.0436267
23,6.6708674,6.394709,"('insincere', 'sincere')",6.6708674,6.3947091,-0.2761583
24,1.6714495,1.5994476,"('dishonest', 'honest')",1.6714495,1.5994476,-0.0720019
25,0.4184316,0.45772433,"('egoistic', 'altruistic')",0.4184316,0.4577243,0.0392927
26,0.121355735,0.14810205,"('hardhearted', 'benevolent')",0.1213557,0.148102,0.0267463
27,1.5569348,1.4703801,"('hardhearted', 'softhearted')",1.5569348,1.4703801,-0.0865547
28,0.87095654,0.8175192,"('disloyal', 'loyal')",0.8709565,0.8175192,-0.0534373
29,-0.5355083,-0.6291294,"('unfair', 'fair')",-0.5355083,-0.6291294,-0.0936211
30,0.719323,0.5867464,"('intolerant', 'tolerant')",0.719323,0.5867464,-0.1325766
31,-1.5959613,-1.3180826,"('evil', 'good')",-1.5959613,-1.3180826,0.2778787
32,1.2348367,1.224063,"('unkind', 'kind')",1.2348367,1.224063,-0.0107737
33,-0.4063514,-0.28858986,"('wrong', 'right')",-0.4063514,-0.2885899,0.1177615
34,4.9830995,4.9858346,"('mean', 'honorable')",4.9830995,4.9858346,0.0027351
35,-1.030323,-0.90713507,"('corrupt', 'incorrupt')",-1.030323,-0.9071351,0.1231879
36,-0.5852362,-0.26061177,"('hostile', 'amicable')",-0.5852362,-0.2606118,0.3246244
37,0.61109054,0.63434416,"('fake', 'genuine')",0.6110905,0.6343442,0.0232537
38,0.011530407,0.1350338,"('untruthful', 'truthful')",0.0115304,0.1350338,0.1235034
39,0.07337055,0.05863443,"('exploitative', 'cooperative')",0.0733706,0.0586344,-0.0147362
40,-1.7566519,-1.9666853,"('stingy', 'generous')",-1.7566519,-1.9666853,-0.2100334
41,-0.21268679,-0.13088354,"('unforgiving', 'forgiving')",-0.2126868,-0.1308835,0.0818033
42,-2.5209558,-2.552046,"('unreliable', 'reliable')",-2.5209558,-2.5520461,-0.0310903
43,1.30785,1.14488,"('irresponsible', 'responsible')",1.30785,1.1448801,-0.1629699
44,-1.3184316,-1.3208333,"('prejudiced', 'unprejudiced')",-1.3184316,-1.3208333,-0.0024017
45,0.27573493,0.11810058,"('incompetent', 'competent')",0.2757349,0.1181006,-0.1576343
46,-0.33025977,-0.6351614,"('uncompetitive', 'competitive')",-0.3302598,-0.6351614,-0.3049016
47,5.610743,5.6902156,"('stupid', 'smart')",5.610743,5.6902156,0.0794726
48,0.77250725,0.4486996,"('unintelligent', 'intelligent')",0.7725073,0.4486996,-0.3238077
49,0.5046499,0.44455785,"('unable', 'able')",0.5046499,0.4445578,-0.0600921
50,-0.15122464,-0.11187133,"('clumsy', 'skillful')",-0.1512246,-0.1118713,0.0393533
51,0.34047487,0.1868052,"('uneducated', 'educated')",0.3404749,0.1868052,-0.1536697
52,-0.27801833,-0.09365929,"('irrational', 'rational')",-0.2780183,-0.0936593,0.184359
53,0.18961634,0.17921792,"('uncreative', 'creative')",0.1896163,0.1792179,-0.0103984
54,1.0999204,1.3100243,"('incapable', 'capable')",1.0999204,1.3100243,0.2101039
55,0.48667347,0.067482956,"('incompetent', 'clever')",0.4866735,0.067483,-0.4191905
56,0.8404657,0.6131904,"('impractical', 'practical')",0.8404657,0.6131904,-0.2272753
57,-2.8201478,-2.8697593,"('unimaginative', 'imaginative')",-2.8201478,-2.8697593,-0.0496115
