,flowserve_male,flowserve_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.6437567,-0.7701074,"('unsociable', 'sociable')",-0.1678801,-0.32785192,-0.4058184,-0.5489796,-0.1431612
1,-0.33311987,-0.34472895,"('unfriendly', 'friendly')",1.9955744,1.9403684,0.8312272,0.7978197,-0.0334075
2,0.56732893,0.5625193,"('unlikable', 'likable')",0.9027932,0.89930224,0.735061,0.7309108,-0.0041502
3,-0.3603198,-0.32256252,"('repellent', 'pleasant')",0.5595675,0.6281159,0.0996239,0.1527767,0.0531528
4,0.40896782,0.42054123,"('disliked', 'liked')",-6.499714,-6.5511265,-3.045373,-3.0652926,-0.0199196
5,1.3373883,1.4183743,"('distant', 'outgoing')",0.03021748,0.12068507,0.6838029,0.7695297,0.0857268
6,0.86321115,0.94301957,"('distant', 'open')",0.07557656,0.17796212,0.4693938,0.5604908,0.091097
7,-0.32203877,-0.33496758,"('insensitive', 'sensitive')",0.2051269,0.25833297,-0.0584559,-0.0383173,0.0201386
8,-1.0183893,-1.0134107,"('unaffectionate', 'affectionate')",1.2221825,1.2543689,0.1018966,0.1204791,0.0185825
9,-0.3493186,-0.36010483,"('unaffectionate', 'caring')",1.5585603,1.6266527,0.6046208,0.633274,0.0286532
10,-1.4856251,-1.587484,"('unsympathetic', 'sympathetic')",-0.8069024,-0.77584356,-1.1462638,-1.1816638,-0.0354
11,-0.05616141,-0.11257242,"('unhelpful', 'helpful')",1.4355417,1.5370251,0.6896902,0.7122263,0.0225361
12,-0.5015869,-0.42388526,"('unsupportive', 'supportive')",-2.1114779,-2.060562,-1.3065324,-1.2422236,0.0643088
13,-0.31000656,-0.39366364,"('impolite', 'polite')",-1.0463438,-1.0777848,-0.6781752,-0.7357242,-0.057549
14,-0.71358883,-0.75061035,"('antisocial', 'social')",-0.2096726,-0.3354851,-0.4616307,-0.5430477,-0.081417
15,0.3572102,0.30090094,"('boring', 'funny')",0.17616099,0.14822057,0.2666856,0.2245608,-0.0421248
16,-0.23553568,-0.22841601,"('unpopular', 'popular')",0.44811204,0.45322832,0.1062882,0.1124062,0.006118
17,0.29670158,0.39102998,"('nasty', 'nice')",-0.31065205,-0.29328653,-0.0069752,0.0488717,0.0558469
18,-0.5624674,-0.5013162,"('disagreeable', 'welcoming')",-0.40090466,-0.4289468,-0.481686,-0.4651315,0.0165545
19,0.018248767,0.030682337,"('inhospitable', 'hospitable')",0.038675264,0.13861954,0.028462,0.0846509,0.0561889
20,0.0037465077,-0.02255651,"('rough', 'thoughtful')",0.8022573,0.803763,0.4030019,0.3906032,-0.0123987
21,-0.35645813,-0.4757128,"('immoral', 'moral')",-0.65109307,-0.6302381,-0.5037756,-0.5529755,-0.0491999
22,0.21124409,0.13659112,"('untrustworthy', 'trustworthy')",-1.0405896,-1.0541062,-0.4146727,-0.4587575,-0.0440848
23,-0.3306895,-0.4652734,"('insincere', 'sincere')",5.590105,5.5902333,2.6297078,2.56248,-0.0672278
24,-0.7978444,-0.8594178,"('dishonest', 'honest')",0.40391448,0.4325026,-0.196965,-0.2134576,-0.0164926
25,0.8010213,0.8557245,"('egoistic', 'altruistic')",1.8074841,1.841834,1.3042527,1.3487792,0.0445265
26,-0.46075335,-0.56104785,"('hardhearted', 'benevolent')",1.9755831,1.8649129,0.7574149,0.6519325,-0.1054824
27,-0.19917741,-0.16437785,"('hardhearted', 'softhearted')",1.5361581,1.511378,0.6684904,0.6735001,0.0050097
28,-0.7395746,-0.845171,"('disloyal', 'loyal')",1.0157644,0.9286078,0.1380949,0.0417184,-0.0963765
29,0.0036745956,-0.026997589,"('unfair', 'fair')",-0.3053823,-0.39933544,-0.1508539,-0.2131665,-0.0623126
30,0.33469412,0.22278577,"('intolerant', 'tolerant')",0.86729246,0.784069,0.6009933,0.5034274,-0.0975659
31,0.07280645,0.21468137,"('evil', 'good')",-0.21181309,-0.24716029,-0.0695033,-0.0162395,0.0532638
32,-0.29674724,-0.42900717,"('unkind', 'kind')",0.7281581,0.5446084,0.2157054,0.0578006,-0.1579048
33,1.2832904,1.301744,"('wrong', 'right')",-0.30191416,-0.3653206,0.4906881,0.4682117,-0.0224764
34,0.07060933,0.1477254,"('mean', 'honorable')",5.5299754,5.7524295,2.8002925,2.9500775,0.149785
35,1.1277431,1.1683197,"('corrupt', 'incorrupt')",0.009038684,-0.06219681,0.5683909,0.5530614,-0.0153295
36,-0.1868799,-0.16676293,"('hostile', 'amicable')",0.34159598,0.16772448,0.077358,0.0004808,-0.0768772
37,0.12503842,0.12732835,"('fake', 'genuine')",-0.11824089,-0.023530245,0.0033988,0.0518991,0.0485003
38,-0.268539,-0.25826743,"('untruthful', 'truthful')",-0.050477706,0.037754998,-0.1595084,-0.1102562,0.0492522
39,0.907379,0.8235653,"('exploitative', 'cooperative')",0.21257736,0.17466429,0.5599782,0.4991148,-0.0608634
40,0.2654838,0.3161423,"('stingy', 'generous')",-1.4800029,-1.5320376,-0.6072595,-0.6079476,-0.0006881
41,-0.22801477,-0.24442187,"('unforgiving', 'forgiving')",0.1133429,-0.023232298,-0.0573359,-0.1338271,-0.0764912
42,0.2895372,0.3151424,"('unreliable', 'reliable')",-3.7711716,-3.746718,-1.7408172,-1.7157878,0.0250294
43,-1.215025,-1.2555791,"('irresponsible', 'responsible')",0.088034675,0.13843374,-0.5634952,-0.5585727,0.0049225
44,0.76421875,0.73177826,"('prejudiced', 'unprejudiced')",-1.7148057,-1.7444363,-0.4752935,-0.506329,-0.0310355
45,-0.88103503,-0.938126,"('incompetent', 'competent')",-0.14098959,-0.12102139,-0.5110123,-0.5295737,-0.0185614
46,-0.6344839,-0.6734354,"('uncompetitive', 'competitive')",-1.3277254,-1.3346316,-0.9811046,-1.0040334,-0.0229288
47,0.29604855,0.3105266,"('stupid', 'smart')",5.218701,5.3851185,2.7573748,2.8478227,0.0904479
48,-1.403143,-1.449036,"('unintelligent', 'intelligent')",0.61576074,0.60377544,-0.3936912,-0.4226303,-0.0289391
49,0.18829301,0.22997506,"('unable', 'able')",-0.12831396,-0.0584782,0.0299895,0.0857484,0.0557589
50,0.3678148,0.36584002,"('clumsy', 'skillful')",0.004079655,-0.05398147,0.1859472,0.1559293,-0.0300179
51,-0.89259595,-0.9942297,"('uneducated', 'educated')",0.23904812,0.17382915,-0.3267739,-0.4102003,-0.0834264
52,0.4445851,0.35988784,"('irrational', 'rational')",0.7749508,0.68359303,0.609768,0.5217404,-0.0880276
53,-0.33129603,-0.35773316,"('uncreative', 'creative')",0.5721084,0.55921006,0.1204062,0.1007385,-0.0196677
54,0.49219188,0.42416444,"('incapable', 'capable')",0.9221432,0.9869053,0.7071676,0.7055349,-0.0016327
55,-0.9391817,-1.0119424,"('incompetent', 'clever')",0.02913357,0.044441402,-0.4550241,-0.4837505,-0.0287264
56,0.2576152,0.1705488,"('impractical', 'practical')",-0.88969004,-0.8715114,-0.3160374,-0.3504813,-0.0344439
57,-0.66017336,-0.7295593,"('unimaginative', 'imaginative')",-3.039589,-3.0231838,-1.8498812,-1.8763716,-0.0264904
58,-0.3425102,-0.3548946,"('undiscriminating', 'discriminating')",0.49729103,0.4676785,0.0773904,0.0563919,-0.0209985
59,0.37603024,0.38388583,"('foolish', 'wise')",0.34222662,0.38359624,0.3591284,0.383741,0.0246126
60,0.5197173,0.49508047,"('inefficient', 'efficient')",-0.5933817,-0.5027216,-0.0368322,-0.0038206,0.0330116
61,0.91557753,0.7679174,"('illogical', 'logical')",0.7852713,0.59434986,0.8504244,0.6811336,-0.1692908
62,-0.14027327,-0.13385025,"('incompetent', 'brilliant')",-0.010896523,0.13194364,-0.0755849,-0.0009533,0.0746316
