,amerisourcebergen_male,amerisourcebergen_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-1.4015461,-1.4419652,"('unsociable', 'sociable')",-0.36325893,-0.5033993,-0.8824025,-0.9726822,-0.0902797
1,-1.7737067,-1.9550502,"('unfriendly', 'friendly')",1.532241,1.3892262,-0.1207328,-0.282912,-0.1621792
2,0.8996911,0.8928733,"('unlikable', 'likable')",0.8472172,0.9170867,0.8734542,0.90498,0.0315258
3,-0.2963133,-0.19333842,"('repellent', 'pleasant')",0.63192,0.6982811,0.1678033,0.2524713,0.084668
4,-0.47655916,-0.5769134,"('disliked', 'liked')",-7.3889494,-7.543703,-3.9327543,-4.0603085,-0.1275542
5,-0.5760045,-0.64609796,"('distant', 'outgoing')",-0.47318015,-0.46037358,-0.5245923,-0.5532358,-0.0286435
6,-0.6981824,-0.7521712,"('distant', 'open')",-0.3079682,-0.272253,-0.5030753,-0.5122121,-0.0091368
7,-0.6290937,-0.56055695,"('insensitive', 'sensitive')",-0.14103533,-0.0809678,-0.3850645,-0.3207624,0.0643021
8,-1.8207684,-1.9363208,"('unaffectionate', 'affectionate')",0.8526986,0.8178668,-0.4840349,-0.559227,-0.0751921
9,-1.7059276,-1.8454182,"('unaffectionate', 'caring')",1.3825794,1.4009508,-0.1616741,-0.2222337,-0.0605596
10,-1.5586799,-1.4968556,"('unsympathetic', 'sympathetic')",-0.5383599,-0.513087,-1.0485198,-1.0049713,0.0435485
11,-0.5716313,-0.5946,"('unhelpful', 'helpful')",1.8810315,1.8969139,0.6547001,0.6511569,-0.0035432
12,-1.4585664,-1.4157144,"('unsupportive', 'supportive')",-2.4249496,-2.4323869,-1.941758,-1.9240506,0.0177074
13,0.1626462,0.16904266,"('impolite', 'polite')",-0.8699558,-0.836878,-0.3536548,-0.3339177,0.0197371
14,-0.1556999,0.018344847,"('antisocial', 'social')",-0.21600054,-0.22935598,-0.1858502,-0.1055056,0.0803446
15,0.58152825,0.46598834,"('boring', 'funny')",0.19415867,0.22273055,0.3878435,0.3443595,-0.043484
16,-0.3524534,-0.40294388,"('unpopular', 'popular')",0.29374087,0.23472342,-0.0293563,-0.0841102,-0.0547539
17,0.13295418,0.18806003,"('nasty', 'nice')",-0.26758212,-0.2247326,-0.067314,-0.0183363,0.0489777
18,-0.6255355,-0.5039542,"('disagreeable', 'welcoming')",-0.7176891,-0.674147,-0.6716123,-0.5890506,0.0825617
