,epam_male,epam_female,tuple,systems_male,systems_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.44579303,-0.46205866,"('unsociable', 'sociable')",0.23743024,0.1790002,-0.33916003,-0.4233191,-0.1825076,-0.2354592,-0.0529516
1,-1.2662696,-1.3562638,"('unfriendly', 'friendly')",0.18900503,0.023731463,1.960621,1.8609283,0.2944522,0.176132,-0.1183202
2,0.64330536,0.6880004,"('unlikable', 'likable')",0.8023598,0.8741257,0.4663433,0.5185697,0.6373361,0.6935653,0.0562292
3,-0.08937026,0.059683166,"('repellent', 'pleasant')",0.46807817,0.64652985,0.07503629,0.10370218,0.1512481,0.2699717,0.1187236
4,-0.5994888,-0.65734476,"('disliked', 'liked')",-0.86915076,-1.0001228,-5.8964005,-6.0501,-2.4550133,-2.5691891,-0.1141758
5,-1.5353247,-1.5725088,"('distant', 'outgoing')",-1.290438,-1.356811,-0.1851211,-0.22441918,-1.0036279,-1.0512463,-0.0476184
6,-2.197004,-2.2108285,"('distant', 'open')",-1.7616608,-1.8496654,0.45259377,0.3975005,-1.1686904,-1.2209978,-0.0523074
7,0.49018022,0.59764326,"('insensitive', 'sensitive')",0.53242165,0.6414284,0.5391157,0.59933853,0.5205725,0.6128034,0.0922309
8,-1.5876755,-1.674702,"('unaffectionate', 'affectionate')",-0.970693,-1.0469329,0.7341518,0.6581858,-0.6080722,-0.6878164,-0.0797442
9,-1.4448097,-1.4778954,"('unaffectionate', 'caring')",-0.37835693,-0.47608024,1.0105983,0.9937919,-0.2708561,-0.3200613,-0.0492052
10,-0.5780569,-0.47342786,"('unsympathetic', 'sympathetic')",-0.18467818,-0.13517866,-0.49695092,-0.46621826,-0.4198953,-0.3582749,0.0616204
11,-0.010393612,0.067600094,"('unhelpful', 'helpful')",1.0196825,1.0901804,1.3310858,1.4041793,0.7801249,0.8539866,0.0738617
12,0.18440607,0.33597544,"('unsupportive', 'supportive')",0.4948366,0.61385345,-1.9307826,-1.9336005,-0.41718,-0.3279239,0.0892561
13,0.28699452,0.33702713,"('impolite', 'polite')",0.24637622,0.33891124,-0.43161416,-0.40616345,0.0339189,0.089925,0.0560061
14,1.353189,1.4127076,"('antisocial', 'social')",1.1093167,1.194976,-0.49701494,-0.5001229,0.6551636,0.7025202,0.0473566
15,0.10353174,-0.043901127,"('boring', 'funny')",-0.35748982,-0.44508952,0.7773224,0.7425404,0.1744548,0.0845166,-0.0899382
16,-1.0065527,-1.0424436,"('unpopular', 'popular')",-0.637173,-0.6332803,0.574173,0.58024323,-0.3565176,-0.3651602,-0.0086426
17,-0.020243974,0.049286846,"('nasty', 'nice')",-0.44689503,-0.37509632,-0.38509703,-0.3361549,-0.2840787,-0.2206548,0.0634239
18,-0.4326229,-0.41078693,"('disagreeable', 'welcoming')",-0.23803538,-0.17660925,-0.4083048,-0.46039775,-0.3596543,-0.3492646,0.0103897
19,-1.5440394,-1.496267,"('inhospitable', 'hospitable')",-1.3757184,-1.3916248,-0.022996865,0.04542775,-0.9809182,-0.947488,0.0334302
20,0.7867623,0.8164563,"('rough', 'thoughtful')",0.8748565,0.9472866,1.1789609,1.1173534,0.9468598,0.9603655,0.0135057
21,1.172473,1.2146441,"('immoral', 'moral')",1.3012478,1.2885945,-0.6738673,-0.6255493,0.5999512,0.6258965,0.0259453
22,0.69815075,0.7728116,"('untrustworthy', 'trustworthy')",0.63791513,0.6193123,-0.92824656,-0.95699525,0.1359398,0.1450429,0.0091031
