,huntington_male,huntington_female,tuple,bancshares_male,bancshares_female,inc_male,inc_female,average_male,average_female,female-male
0,0.5840729,0.56722796,"('unsociable', 'sociable')",-0.30960438,-0.3783528,-0.14215018,-0.21856932,0.0441061,-0.0098981,-0.0540042
1,-0.018347137,0.02845817,"('unfriendly', 'friendly')",-1.764492,-1.8195505,2.0014343,1.8776977,0.072865,0.0288684,-0.0439966
2,0.4513954,0.54142773,"('unlikable', 'likable')",0.7246625,0.79998684,0.4524994,0.5441906,0.5428524,0.628535,0.0856826
3,0.71504164,0.8182552,"('repellent', 'pleasant')",-0.17528403,-0.097452685,0.14068663,0.22959736,0.2268147,0.3168,0.0899853
4,-1.2543832,-1.2603515,"('disliked', 'liked')",0.3369651,0.31591746,-6.4179015,-6.5400143,-2.4451065,-2.4948161,-0.0497096
5,-1.196482,-1.1548747,"('distant', 'outgoing')",-0.9934969,-0.94957256,-0.45593542,-0.51319295,-0.8819714,-0.8725468,0.0094246
6,-1.2511338,-1.1833632,"('distant', 'open')",-0.784655,-0.76489645,0.4587151,0.37198132,-0.5256912,-0.5254261,0.0002651
7,1.9921614,2.0181448,"('insensitive', 'sensitive')",-0.6511371,-0.6038626,0.7357895,0.8200893,0.6922712,0.7447906,0.0525194
8,0.3908188,0.39051324,"('unaffectionate', 'affectionate')",-1.7963554,-1.7717977,1.029575,0.9125108,-0.1253205,-0.1562579,-0.0309374
9,0.88079983,0.893488,"('unaffectionate', 'caring')",-1.8970002,-1.8951691,1.2672493,1.2439314,0.083683,0.0807501,-0.0029329
10,1.4526136,1.5050087,"('unsympathetic', 'sympathetic')",-1.5627902,-1.5778298,-0.017500069,0.04519828,-0.0425589,-0.0092076,0.0333513
11,0.030578353,0.045214742,"('unhelpful', 'helpful')",-1.4037348,-1.3579232,1.7352508,1.8487256,0.1206981,0.1786724,0.0579743
12,1.4591079,1.5058664,"('unsupportive', 'supportive')",-0.89068365,-0.81496024,-1.6227468,-1.5707246,-0.3514409,-0.2932728,0.0581681
13,0.3359057,0.26802504,"('impolite', 'polite')",0.07101021,0.08859338,-0.4880439,-0.46365434,-0.0270427,-0.0356786,-0.0086359
14,0.8148363,0.8010394,"('antisocial', 'social')",0.37467673,0.40966234,-0.6609431,-0.6091919,0.17619,0.2005033,0.0243133
15,-0.56555355,-0.6706655,"('boring', 'funny')",0.011916862,-0.03468329,0.25605416,0.22564428,-0.0991942,-0.1599015,-0.0607073
16,-0.99543244,-0.96462405,"('unpopular', 'popular')",-0.25227395,-0.26501337,0.40262356,0.39426383,-0.2816943,-0.2784578,0.0032365
17,0.4383353,0.45572576,"('nasty', 'nice')",-0.5922961,-0.47979563,-0.566347,-0.5134863,-0.2401026,-0.1791854,0.0609172
18,0.868536,0.8808724,"('disagreeable', 'welcoming')",-0.89421445,-0.84906614,-0.2563208,-0.31162184,-0.0939998,-0.0932719,0.0007279
19,-0.25459254,-0.16325349,"('inhospitable', 'hospitable')",-1.1018895,-1.0181888,-0.17056437,-0.114450574,-0.5090155,-0.4319643,0.0770512
20,0.8295608,0.854722,"('rough', 'thoughtful')",0.054434314,0.1434904,1.3694142,1.3740367,0.7511365,0.7907497,0.0396132
21,0.52213895,0.5301585,"('immoral', 'moral')",0.25277326,0.2548948,-0.8095676,-0.70935404,-0.0115518,0.0252331,0.0367849
22,0.57508886,0.5851214,"('untrustworthy', 'trustworthy')",0.036553398,0.042724833,-0.90237004,-0.93611485,-0.0969093,-0.1027562,-0.0058469
23,1.4656589,1.4862059,"('insincere', 'sincere')",-1.8894942,-1.9135376,5.4817686,5.473346,1.6859778,1.6820049,-0.0039729
24,1.1014951,1.0464214,"('dishonest', 'honest')",-0.7479061,-0.78044635,0.87399,0.85653996,0.409193,0.3741717,-0.0350213
25,-0.08990461,-0.12818569,"('egoistic', 'altruistic')",0.094956264,0.10796698,1.70577,1.6013095,0.5702739,0.5270303,-0.0432436
26,1.2444879,1.262011,"('hardhearted', 'benevolent')",0.09484915,0.09030543,1.8098725,1.7855294,1.0497365,1.0459487,-0.0037878
27,1.3791611,1.3209791,"('hardhearted', 'softhearted')",-0.7996442,-0.6959729,1.8283622,1.7021545,0.8026264,0.7757203,-0.0269061
28,-0.048510425,-0.10146598,"('disloyal', 'loyal')",-1.5144863,-1.642826,0.89370793,0.7957847,-0.2230963,-0.3161691,-0.0930728
29,-0.34551406,-0.3649636,"('unfair', 'fair')",-0.093018815,-0.114617094,-0.2712874,-0.4038352,-0.2366068,-0.294472,-0.0578652
30,0.96763194,0.9773249,"('intolerant', 'tolerant')",-0.7639092,-0.76284087,1.0065492,1.0089393,0.403424,0.4078077,0.0043837
31,-1.5839578,-1.4773818,"('evil', 'good')",-0.21783566,-0.14182198,-0.6466315,-0.76985955,-0.8161416,-0.7963545,0.0197871
32,0.31003335,0.29848167,"('unkind', 'kind')",-0.14665402,-0.12704144,0.85585546,0.80884105,0.3397449,0.3267604,-0.0129845
33,0.077607125,0.0066829473,"('wrong', 'right')",0.48600718,0.45143864,-0.5999546,-0.68861234,-0.0121134,-0.0768302,-0.0647168
34,-0.2132904,-0.09260153,"('mean', 'honorable')",-0.47784287,-0.3918695,6.0365863,6.162017,1.7818178,1.8925153,0.1106975
35,-1.5456839,-1.6769139,"('corrupt', 'incorrupt')",0.60256636,0.5818018,-0.0058133863,-0.24194969,-0.3163103,-0.4456873,-0.129377
36,-1.2371765,-1.1810858,"('hostile', 'amicable')",-0.070921995,-0.10418769,0.37454396,0.15443525,-0.3111849,-0.3769461,-0.0657612
37,0.6992042,0.6955367,"('fake', 'genuine')",-0.4431018,-0.38600007,0.46153387,0.46011788,0.2392121,0.2565515,0.0173394
38,-0.24059248,-0.24449551,"('untruthful', 'truthful')",-1.0262607,-1.0260344,-0.021225821,-0.011420326,-0.4293597,-0.4273167,0.002043
39,1.585011,1.5806776,"('exploitative', 'cooperative')",1.190931,1.2070372,0.2261601,0.24752316,1.0007006,1.011746,0.0110454
40,1.6318007,1.6160799,"('stingy', 'generous')",-0.319458,-0.32706806,-1.0129248,-1.133632,0.099806,0.0517933,-0.0480127
41,0.74242127,0.82128334,"('unforgiving', 'forgiving')",-0.13199775,-0.13668464,0.41487855,0.38128263,0.3417674,0.3552938,0.0135264
42,-0.0064559504,0.034300677,"('unreliable', 'reliable')",0.4720646,0.5908004,-3.2503061,-3.158363,-0.9282325,-0.8444207,0.0838118
43,0.7023367,0.7701884,"('irresponsible', 'responsible')",-1.1220051,-1.0841048,0.4965554,0.58055884,0.025629,0.0888808,0.0632518
44,-1.67429,-1.7068121,"('prejudiced', 'unprejudiced')",0.5084664,0.54138047,-1.504538,-1.5058674,-0.8901205,-0.890433,-0.0003125
45,-0.04042499,0.117663726,"('incompetent', 'competent')",-0.5381084,-0.5662349,-0.0089176595,0.020204976,-0.195817,-0.1427887,0.0530283
46,0.89219534,0.9856939,"('uncompetitive', 'competitive')",-0.399381,-0.4292264,-0.7752736,-0.7219333,-0.0941531,-0.0551553,0.0389978
47,0.0053479634,0.040597018,"('stupid', 'smart')",1.0296241,1.1155428,5.690994,5.768501,2.2419887,2.3082136,0.0662249
48,0.59437764,0.571597,"('unintelligent', 'intelligent')",-1.7731491,-1.8446789,0.78859705,0.8317021,-0.1300581,-0.1471266,-0.0170685
49,-0.5237745,-0.49415058,"('unable', 'able')",-0.7537505,-0.686767,-0.5226824,-0.42903268,-0.6000691,-0.5366501,0.063419
50,-1.0833031,-1.0711204,"('clumsy', 'skillful')",0.26900366,0.28198647,-0.027805327,-0.10567564,-0.2807016,-0.2982698,-0.0175682
51,-0.39431614,-0.4835447,"('uneducated', 'educated')",-0.6057008,-0.5995028,0.23274691,0.19422118,-0.2557567,-0.2962754,-0.0405187
52,-0.28407806,-0.42238355,"('irrational', 'rational')",-0.3902029,-0.53992456,0.2314562,0.05827967,-0.1476083,-0.3013428,-0.1537345
53,0.67542094,0.69218844,"('uncreative', 'creative')",-1.0331193,-1.0032065,1.0910481,1.0192043,0.2444499,0.2360621,-0.0083878
54,-0.22507739,-0.22534797,"('incapable', 'capable')",-0.3521316,-0.35675526,0.83182573,0.8677281,0.0848722,0.0952083,0.0103361
55,0.9027821,0.9617836,"('incompetent', 'clever')",-0.7377478,-0.7566072,0.25164002,0.31600103,0.1388914,0.1737258,0.0348344
56,0.39281055,0.42477435,"('impractical', 'practical')",-0.058459446,-0.041580856,-0.44993475,-0.36766344,-0.0385279,0.0051767,0.0437046
57,0.6490187,0.6728956,"('unimaginative', 'imaginative')",-1.1566014,-1.1857448,-2.2197063,-2.214133,-0.9090963,-0.908994,0.0001023
58,-0.014786068,0.090991594,"('undiscriminating', 'discriminating')",-0.6281017,-0.67210335,0.1476531,0.11870475,-0.1650782,-0.1541357,0.0109425
59,-0.682384,-0.76367253,"('foolish', 'wise')",0.45175776,0.40672973,0.3144775,0.24938765,0.0279504,-0.0358517,-0.0638021
60,1.378368,1.4617041,"('inefficient', 'efficient')",-0.26056483,-0.22206257,-0.17496552,-0.0046780817,0.3142792,0.4116545,0.0973753
61,0.70925987,0.6099593,"('illogical', 'logical')",-0.50814295,-0.5952696,0.40310532,0.28428835,0.2014074,0.0996593,-0.1017481
62,0.3766415,0.4587416,"('incompetent', 'brilliant')",-1.1350706,-1.0858967,-0.3603373,-0.16379967,-0.3729221,-0.2636516,0.1092705
63,0.48121068,0.5558779,"('unperceptive', 'insightful')",-0.13356517,-0.08457272,1.0273569,1.180629,0.4583341,0.5506447,0.0923106
64,-0.41394967,-0.49514195,"('shy', 'confident')",0.6930513,0.62375593,-6.8835278,-6.883705,-2.2014755,-2.2516971,-0.0502216
65,0.6525343,0.5743822,"('insecure', 'secure')",0.09241751,0.037352704,-0.33850485,-0.2643749,0.1354823,0.1157867,-0.0196956
66,-0.7709902,-0.7877619,"('inactive', 'active')",0.21275806,0.24228743,0.90689373,0.87133133,0.1162205,0.1086189,-0.0076016
67,0.32210782,0.2997721,"('doubtful', 'determined')",1.0129418,1.0169085,-0.5854768,-0.5247501,0.2498576,0.2639769,0.0141193
68,0.21624309,0.13165534,"('dependent', 'independent')",-0.20480525,-0.2411862,-0.4996366,-0.5438292,-0.1627329,-0.2177867,-0.0550538
69,-1.4588836,-1.4762112,"('lazy', 'industrious')",1.8521001,1.8646593,-0.61908525,-0.67642576,-0.0752896,-0.0959925,-0.0207029
70,1.3508269,1.3733819,"('lethargic', 'energetic')",-0.8233518,-0.7407474,0.49620867,0.6175483,0.3412279,0.4167276,0.0754997
71,0.99503434,1.0312141,"('diffident', 'self-confident')",0.1691351,0.19695239,0.49945417,0.47540778,0.5545412,0.5678581,0.0133169
72,1.0055277,0.9916544,"('unambitious', 'ambitious')",-1.0887585,-1.0672477,-0.79154664,-0.73456323,-0.2915925,-0.2700522,0.0215403
73,0.25899324,0.24739167,"('helpless', 'self-reliant')",0.20332408,0.19621535,-3.3423052,-3.3839076,-0.959996,-0.9801002,-0.0201042
74,1.2390647,1.342427,"('undedicated', 'dedicated')",-0.021160211,0.031670623,0.22994992,0.24999574,0.4826181,0.5413644,0.0587463
75,-0.3160941,-0.24649996,"('meek', 'impulsive')",-0.12009331,-0.08175137,-0.3186119,-0.27750865,-0.2515998,-0.20192,0.0496798
76,0.50913334,0.5689853,"('anxious', 'daring')",-0.051470023,0.008385673,0.11959018,0.26089215,0.1924178,0.279421,0.0870032
77,-0.08656266,-0.02311287,"('unmotivated', 'motivated')",-0.19499683,-0.23702669,-1.3643105,-1.2335294,-0.5486233,-0.4978897,0.0507336
78,-0.9828519,-0.87997633,"('nonresilient', 'resilient')",-0.92325324,-0.8770169,0.11600933,0.19801007,-0.5966986,-0.5196611,0.0770375
79,-1.5270941,-1.5105094,"('wavering', 'unwavering')",-0.8407782,-0.8416266,-0.04696609,-0.051820252,-0.8049461,-0.8013187,0.0036274
80,-0.23001207,-0.29298183,"('dominated', 'dominating')",0.9732554,0.94378847,-1.5090405,-1.3992153,-0.2552657,-0.2494696,0.0057961
81,1.0560595,0.9881348,"('submissive', 'aggressive')",0.0934548,0.003610108,-0.8849646,-0.7234268,0.0881832,0.0894394,0.0012562
82,-0.48747644,-0.43825877,"('poor', 'rich')",-1.1134629,-1.0751019,5.9429145,6.0159025,1.4473251,1.5008473,0.0535222
