,genworth_male,genworth_female,tuple,financial_male,financial_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.3799667,-0.39628214,"('unsociable', 'sociable')",0.75566614,0.5936831,-0.5081878,-0.57542914,-0.0441628,-0.1260094,-0.0818466
1,-1.2709432,-1.2722752,"('unfriendly', 'friendly')",1.314042,1.1371529,2.3963032,2.2206855,0.813134,0.6951877,-0.1179463
2,-0.12168676,0.030490953,"('unlikable', 'likable')",2.2040918,2.3365638,0.5599874,0.7110857,0.8807975,1.0260468,0.1452493
3,-0.37910852,-0.24596122,"('repellent', 'pleasant')",-0.11316261,-0.0731039,0.07720649,0.15482953,-0.1383549,-0.0547452,0.0836097
4,-0.43409055,-0.46615353,"('disliked', 'liked')",-0.28006628,-0.33258072,-6.6082244,-6.708316,-2.4407937,-2.50235,-0.0615563
5,-0.7455799,-0.7408792,"('distant', 'outgoing')",0.49606314,0.45947674,0.2636766,0.25308707,0.00472,-0.0094385,-0.0141585
6,-1.2399741,-1.1767201,"('distant', 'open')",-0.25083002,-0.27776936,0.9367164,0.8774848,-0.1846959,-0.1923349,-0.007639
7,0.5604948,0.6088428,"('insensitive', 'sensitive')",0.79449075,0.8402079,0.8708328,0.81984675,0.7419394,0.7562992,0.0143598
8,-0.75458354,-0.6897306,"('unaffectionate', 'affectionate')",0.17779824,0.17274833,1.26751,1.1786329,0.2302416,0.2205502,-0.0096914
9,-0.77556306,-0.7329658,"('unaffectionate', 'caring')",1.501909,1.4220353,1.5217333,1.481106,0.7493598,0.7233919,-0.0259679
10,0.33139294,0.38766238,"('unsympathetic', 'sympathetic')",-0.3703342,-0.30861825,-0.353518,-0.37813908,-0.1308198,-0.0996983,0.0311215
11,-0.1458446,-0.040928382,"('unhelpful', 'helpful')",0.40945154,0.42936572,1.7371794,1.8823135,0.6669288,0.7569169,0.0899881
12,0.44015095,0.5288783,"('unsupportive', 'supportive')",1.198557,1.31411,-1.7806967,-1.7658259,-0.0473296,0.0257208,0.0730504
