,discovery_male,discovery_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,0.021241426,-0.12382533,"('unsociable', 'sociable')",-0.7860843,-0.89917314,-0.3824214,-0.5114992,-0.1290778
1,0.8981949,0.715135,"('unfriendly', 'friendly')",2.1929512,2.0501966,1.545573,1.3826659,-0.1629071
2,0.877184,0.891821,"('unlikable', 'likable')",0.54159385,0.5766177,0.7093889,0.7342194,0.0248305
3,0.09769224,0.26554585,"('repellent', 'pleasant')",0.04086734,0.12721205,0.0692798,0.1963789,0.1270991
4,-1.385893,-1.5387733,"('disliked', 'liked')",-5.253327,-5.4382253,-3.3196099,-3.4884992,-0.1688893
5,0.22756574,0.21618377,"('distant', 'outgoing')",0.4793732,0.40176043,0.3534695,0.3089721,-0.0444974
6,0.5191044,0.5326809,"('distant', 'open')",0.6738404,0.6112638,0.5964724,0.5719724,-0.0245
7,0.37999424,0.5092292,"('insensitive', 'sensitive')",0.49871752,0.6507039,0.4393559,0.5799665,0.1406106
8,0.72195876,0.6244967,"('unaffectionate', 'affectionate')",1.1493752,1.0606898,0.935667,0.8425933,-0.0930737
9,1.8115685,1.8234535,"('unaffectionate', 'caring')",1.2615316,1.2920659,1.53655,1.5577598,0.0212098
10,0.43780118,0.5454389,"('unsympathetic', 'sympathetic')",-1.0839761,-0.9920813,-0.3230875,-0.2233212,0.0997663
11,0.56731796,0.6862658,"('unhelpful', 'helpful')",1.5055326,1.6357007,1.0364254,1.1609833,0.1245579
12,0.7802157,0.8910767,"('unsupportive', 'supportive')",-1.3014021,-1.2653216,-0.2605932,-0.1871225,0.0734707
13,-0.33522123,-0.39287192,"('impolite', 'polite')",-1.346977,-1.3392417,-0.8410991,-0.8660568,-0.0249577
14,0.7176023,0.7655136,"('antisocial', 'social')",-0.8004677,-0.7683913,-0.0414327,-0.0014389,0.0399938
15,0.72576964,0.63581127,"('boring', 'funny')",0.6416902,0.5836475,0.6837299,0.6097294,-0.0740005
16,-0.5863578,-0.7413819,"('unpopular', 'popular')",0.772171,0.77971387,0.0929066,0.019166,-0.0737406
17,-0.4615348,-0.51071167,"('nasty', 'nice')",0.15277132,0.15719634,-0.1543817,-0.1767577,-0.022376
18,-0.4003133,-0.56459934,"('disagreeable', 'welcoming')",-0.032609858,-0.13215598,-0.2164616,-0.3483776,-0.131916
19,-0.7637286,-0.8608016,"('inhospitable', 'hospitable')",0.70832133,0.6752414,-0.0277036,-0.0927801,-0.0650765
20,1.0468928,0.9757493,"('rough', 'thoughtful')",1.4968635,1.4795336,1.2718781,1.2276415,-0.0442366
21,1.2320907,1.2510495,"('immoral', 'moral')",-0.78351986,-0.7043706,0.2242854,0.2733395,0.0490541
22,0.49251404,0.5417205,"('untrustworthy', 'trustworthy')",-0.6968234,-0.6436606,-0.1021547,-0.05097,0.0511847
23,0.75480115,0.808816,"('insincere', 'sincere')",5.179349,5.264326,2.9670751,3.036571,0.0694959
24,0.3615348,0.4447367,"('dishonest', 'honest')",0.49795628,0.5349017,0.4297456,0.4898192,0.0600736
25,0.8145608,0.76680964,"('egoistic', 'altruistic')",2.355081,2.2883084,1.584821,1.527559,-0.057262
26,0.8736899,0.63225484,"('hardhearted', 'benevolent')",1.9178746,1.7880236,1.3957822,1.2101393,-0.1856429
27,0.5578614,0.5152317,"('hardhearted', 'softhearted')",1.5106386,1.3923267,1.03425,0.9537792,-0.0804708
28,0.18474773,0.17838505,"('disloyal', 'loyal')",0.85639817,0.8107356,0.520573,0.4945603,-0.0260127
29,-0.21692741,-0.21860817,"('unfair', 'fair')",-0.2628856,-0.42845783,-0.2399065,-0.323533,-0.0836265
30,0.654963,0.5944443,"('intolerant', 'tolerant')",0.7217101,0.6818488,0.6883366,0.6381465,-0.0501901
31,-0.71353126,-0.8814132,"('evil', 'good')",0.037895843,-0.14150861,-0.3378177,-0.5114609,-0.1736432
32,1.1308327,1.0927709,"('unkind', 'kind')",0.80547386,0.6875364,0.9681532,0.8901536,-0.0779996
33,0.80086344,0.7124839,"('wrong', 'right')",-0.13867605,-0.25172698,0.3310937,0.2303784,-0.1007153
34,0.82848257,0.86162555,"('mean', 'honorable')",5.3311815,5.576784,3.0798321,3.2192049,0.1393728
35,-0.97513956,-1.1114472,"('corrupt', 'incorrupt')",0.37723207,0.208085,-0.2989537,-0.4516811,-0.1527274
36,-0.22914815,-0.50430965,"('hostile', 'amicable')",0.5965332,0.34019768,0.1836925,-0.082056,-0.2657485
37,-0.22667393,-0.21979588,"('fake', 'genuine')",0.03486885,0.062095113,-0.0959025,-0.0788504,0.0170521
38,0.4610982,0.537488,"('untruthful', 'truthful')",0.16930944,0.22467412,0.3152038,0.381081,0.0658772
39,0.19129074,0.16931598,"('exploitative', 'cooperative')",0.109618604,0.06907876,0.1504547,0.1191974,-0.0312573
40,-0.33162987,-0.40338084,"('stingy', 'generous')",-0.92454594,-1.0856344,-0.6280879,-0.7445076,-0.1164197
41,0.21117404,0.02479555,"('unforgiving', 'forgiving')",0.05946306,-0.0843928,0.1353185,-0.0297986,-0.1651171
42,-0.33487102,-0.30649996,"('unreliable', 'reliable')",-3.1522114,-3.0759423,-1.7435412,-1.6912211,0.0523201
43,0.21452083,0.32177123,"('irresponsible', 'responsible')",0.07444327,0.18399265,0.144482,0.2528819,0.1083999
44,-1.1460147,-1.1325314,"('prejudiced', 'unprejudiced')",-1.5941144,-1.6400381,-1.3700645,-1.3862848,-0.0162203
