,becton_male,becton_female,tuple,dickinson_male,dickinson_female,&_male,&_female,co_male,co_female,average_male,average_female,female-male
0,-1.0559151,-1.1933275,"('unsociable', 'sociable')",1.1392014,0.9356441,0.97385097,1.0223796,0.17641293,0.083862446,0.3083875,0.2121397,-0.0962478
1,-1.9520788,-1.8752886,"('unfriendly', 'friendly')",-0.35984868,-0.35062033,0.33235437,0.34499002,1.1465607,0.9593488,-0.2082531,-0.2303925,-0.0221394
2,-0.072011895,0.05749183,"('unlikable', 'likable')",-0.16375548,-0.07907825,1.1243273,1.2121694,0.82331234,0.9673859,0.4279681,0.5394922,0.1115241
3,0.06251772,0.2613098,"('repellent', 'pleasant')",-0.92370427,-0.7004881,-0.74993724,-0.64856845,0.39753434,0.43818396,-0.3033974,-0.1623907,0.1410067
4,0.2887086,0.25227347,"('disliked', 'liked')",-1.1958423,-1.355557,-0.14347881,-0.23999321,-6.002219,-5.665959,-1.7632079,-1.7523088,0.0108991
5,-0.027210357,0.024663044,"('distant', 'outgoing')",-0.9399392,-0.97278374,0.16405465,0.16536003,-0.016092923,0.092589736,-0.204797,-0.1725427,0.0322543
6,-0.67703414,-0.5197342,"('distant', 'open')",-0.9463372,-0.8506865,-0.017943837,0.017110072,-0.10991123,-0.08653253,-0.4378066,-0.3599608,0.0778458
7,-0.626392,-0.5553179,"('insensitive', 'sensitive')",1.8431026,1.9680054,0.017235689,0.20697956,-0.09886072,-0.080465116,0.2837714,0.3848005,0.1010291
8,-1.9950509,-1.9442935,"('unaffectionate', 'affectionate')",0.5545116,0.55519503,0.7283209,0.72233975,1.0809641,0.9112832,0.0921864,0.0611311,-0.0310553
9,-1.8372205,-1.7615709,"('unaffectionate', 'caring')",0.667674,0.6763811,0.54689777,0.586591,1.2859064,1.1671944,0.1658144,0.1671489,0.0013345
10,-0.6358237,-0.5907956,"('unsympathetic', 'sympathetic')",0.7425314,0.78492177,0.014672875,0.1458292,0.18942338,0.09947067,0.077701,0.1098565,0.0321555
11,-0.40527645,-0.39412534,"('unhelpful', 'helpful')",0.72156477,0.6257971,-0.5049513,-0.3847603,1.8250959,1.7610171,0.4091082,0.4019821,-0.0071261
12,-0.5519722,-0.3318384,"('unsupportive', 'supportive')",1.3135303,1.45344,0.8853746,1.1486995,-1.8593192,-1.6677378,-0.0530966,0.1506408,0.2037374
