,premier_male,premier_female,tuple,average_male,average_female,female-male
21,-0.14403269,-0.0020624064,"('immoral', 'moral')",-0.1440327,-0.0020624,0.1419703
22,-0.018821206,-0.020156695,"('untrustworthy', 'trustworthy')",-0.0188212,-0.0201567,-0.0013355
23,6.4504466,6.528334,"('insincere', 'sincere')",6.4504466,6.5283341,0.0778875
24,1.8180151,1.828022,"('dishonest', 'honest')",1.8180151,1.828022,0.0100069
25,0.33132663,0.32687604,"('egoistic', 'altruistic')",0.3313266,0.326876,-0.0044506
26,0.43733948,0.23186599,"('hardhearted', 'benevolent')",0.4373395,0.231866,-0.2054735
27,1.5249664,1.3756313,"('hardhearted', 'softhearted')",1.5249664,1.3756313,-0.1493351
28,1.167572,1.1375773,"('disloyal', 'loyal')",1.167572,1.1375773,-0.0299947
29,-0.010389291,-0.053343672,"('unfair', 'fair')",-0.0103893,-0.0533437,-0.0429544
30,0.95640606,0.898957,"('intolerant', 'tolerant')",0.9564061,0.898957,-0.0574491
31,-1.0484872,-1.0392666,"('evil', 'good')",-1.0484872,-1.0392666,0.0092206
32,1.3796743,1.3161664,"('unkind', 'kind')",1.3796743,1.3161664,-0.0635079
33,-0.5123247,-0.43066818,"('wrong', 'right')",-0.5123247,-0.4306682,0.0816565
34,4.3380766,4.5377584,"('mean', 'honorable')",4.3380766,4.5377584,0.1996818
35,-0.87255794,-0.9703353,"('corrupt', 'incorrupt')",-0.8725579,-0.9703353,-0.0977774
36,-0.50392735,-0.57839566,"('hostile', 'amicable')",-0.5039274,-0.5783957,-0.0744683
37,1.1610224,1.1506203,"('fake', 'genuine')",1.1610224,1.1506203,-0.0104021
38,0.17315839,0.24393675,"('untruthful', 'truthful')",0.1731584,0.2439367,0.0707783
39,0.13824688,0.048869923,"('exploitative', 'cooperative')",0.1382469,0.0488699,-0.089377
40,-1.3134686,-1.2968264,"('stingy', 'generous')",-1.3134686,-1.2968264,0.0166422
41,0.04823458,0.0038984641,"('unforgiving', 'forgiving')",0.0482346,0.0038985,-0.0443361
42,-1.8183719,-1.75043,"('unreliable', 'reliable')",-1.8183719,-1.75043,0.0679419
43,1.4928538,1.5049245,"('irresponsible', 'responsible')",1.4928538,1.5049245,0.0120707
44,-0.8526192,-1.0392357,"('prejudiced', 'unprejudiced')",-0.8526192,-1.0392357,-0.1866165
45,0.20984817,0.23704952,"('incompetent', 'competent')",0.2098482,0.2370495,0.0272013
46,-0.5031919,-0.46423933,"('uncompetitive', 'competitive')",-0.5031919,-0.4642393,0.0389526
47,5.298326,5.526402,"('stupid', 'smart')",5.298326,5.526402,0.228076
48,0.74868804,0.7115017,"('unintelligent', 'intelligent')",0.748688,0.7115017,-0.0371863
49,0.014962353,0.19314979,"('unable', 'able')",0.0149624,0.1931498,0.1781874
50,0.15471576,0.26494798,"('clumsy', 'skillful')",0.1547158,0.264948,0.1102322
51,0.7106316,0.77753776,"('uneducated', 'educated')",0.7106316,0.7775378,0.0669062
52,-0.4418912,-0.46433342,"('irrational', 'rational')",-0.4418912,-0.4643334,-0.0224422
53,0.60596275,0.65445656,"('uncreative', 'creative')",0.6059628,0.6544566,0.0484938
54,1.3913912,1.5933807,"('incapable', 'capable')",1.3913912,1.5933807,0.2019895
55,0.75914663,0.75820094,"('incompetent', 'clever')",0.7591466,0.7582009,-0.0009457
56,0.41886058,0.49184936,"('impractical', 'practical')",0.4188606,0.4918494,0.0729888
57,-2.5864172,-2.506263,"('unimaginative', 'imaginative')",-2.5864172,-2.506263,0.0801542
58,0.036585726,0.026405256,"('undiscriminating', 'discriminating')",0.0365857,0.0264053,-0.0101804
59,0.40524748,0.56212544,"('foolish', 'wise')",0.4052475,0.5621254,0.1568779
60,0.32944104,0.39594543,"('inefficient', 'efficient')",0.329441,0.3959454,0.0665044
61,0.44768396,0.32025504,"('illogical', 'logical')",0.447684,0.320255,-0.127429
62,1.0556929,1.2226421,"('incompetent', 'brilliant')",1.0556929,1.2226421,0.1669492
63,0.6596942,0.8767017,"('unperceptive', 'insightful')",0.6596942,0.8767017,0.2170075
64,-5.5485697,-5.4271955,"('shy', 'confident')",-5.5485697,-5.4271955,0.1213742
65,0.81443554,0.87716436,"('insecure', 'secure')",0.8144355,0.8771644,0.0627289
66,0.047604516,0.067847796,"('inactive', 'active')",0.0476045,0.0678478,0.0202433
67,-0.9533287,-0.8758946,"('doubtful', 'determined')",-0.9533287,-0.8758946,0.0774341
68,-0.408439,-0.25881165,"('dependent', 'independent')",-0.408439,-0.2588117,0.1496273
69,-1.5446092,-1.4638507,"('lazy', 'industrious')",-1.5446092,-1.4638507,0.0807585
70,1.3438296,1.4063478,"('lethargic', 'energetic')",1.3438296,1.4063478,0.0625182
71,0.5537768,0.69003505,"('diffident', 'self-confident')",0.5537768,0.690035,0.1362582
72,0.95741606,1.0722665,"('unambitious', 'ambitious')",0.9574161,1.0722665,0.1148504
73,-2.7168336,-2.6008065,"('helpless', 'self-reliant')",-2.7168336,-2.6008065,0.1160271
74,0.15688199,0.09610082,"('undedicated', 'dedicated')",0.156882,0.0961008,-0.0607812
75,-0.8220896,-0.67755646,"('meek', 'impulsive')",-0.8220896,-0.6775565,0.1445331
76,0.9799511,0.8940693,"('anxious', 'daring')",0.9799511,0.8940693,-0.0858818
77,-1.0584927,-0.95320815,"('unmotivated', 'motivated')",-1.0584927,-0.9532081,0.1052846
78,-0.57092416,-0.504875,"('nonresilient', 'resilient')",-0.5709242,-0.504875,0.0660492
79,0.10623927,0.21636906,"('wavering', 'unwavering')",0.1062393,0.2163691,0.1101298
80,-0.16493255,-0.25031066,"('dominated', 'dominating')",-0.1649325,-0.2503107,-0.0853782
81,-0.074791975,0.056761988,"('submissive', 'aggressive')",-0.074792,0.056762,0.131554
82,6.017855,6.256195,"('poor', 'rich')",6.0178552,6.2561951,0.2383399
83,-0.19968636,-0.19496031,"('powerless', 'powerful')",-0.1996864,-0.1949603,0.0047261
84,0.35157233,0.3960061,"('inferior', 'superior')",0.3515723,0.3960061,0.0444338
85,-0.6796652,-0.7357921,"('insignificant', 'prestigious')",-0.6796652,-0.7357921,-0.0561269
86,0.404166,0.47054935,"('uninfluential', 'influential')",0.404166,0.4705493,0.0663833
87,0.13326684,0.29895926,"('unsuccessful', 'successful')",0.1332668,0.2989593,0.1656925
88,-0.028137237,-0.015682962,"('low', 'eminent')",-0.0281372,-0.015683,0.0124542
