,novellus_male,novellus_female,tuple,systems_male,systems_female,inc_male,inc_female,average_male,average_female,female-male
0,-1.0256238,-1.1815162,"('unsociable', 'sociable')",0.14373153,0.021933174,-0.6449401,-0.84716094,-0.5089441,-0.6689146,-0.1599705
1,-0.17239045,-0.3502874,"('unfriendly', 'friendly')",0.38742426,0.2030037,1.9723212,1.7827708,0.7291183,0.5451624,-0.1839559
2,0.38188696,0.47255847,"('unlikable', 'likable')",0.5475075,0.6177982,0.5997853,0.7212336,0.5097266,0.6038634,0.0941368
3,-0.47831476,-0.3805485,"('repellent', 'pleasant')",0.2576748,0.41253388,-0.16920644,-0.06995231,-0.1299488,-0.0126556,0.1172932
4,-0.07721774,-0.090292804,"('disliked', 'liked')",-0.79511803,-0.9103288,-5.844506,-5.9819574,-2.2389472,-2.3275264,-0.0885792
5,0.29418904,0.2609056,"('distant', 'outgoing')",-0.54669976,-0.6379413,0.18067585,0.2066669,-0.023945,-0.0567896,-0.0328446
6,-0.032504298,-0.027780026,"('distant', 'open')",-1.0790867,-1.1633394,0.5835771,0.59534794,-0.1760046,-0.1985905,-0.0225859
7,-0.4732276,-0.45293707,"('insensitive', 'sensitive')",-0.38075826,-0.24713875,0.16745208,0.19151103,-0.2288446,-0.1695216,0.059323
8,-0.2543528,-0.3443225,"('unaffectionate', 'affectionate')",-0.6463486,-0.67725605,0.48825806,0.4276206,-0.1374811,-0.197986,-0.0605049
9,-0.35633984,-0.4367835,"('unaffectionate', 'caring')",-0.13890254,-0.15406026,1.1074085,1.0778704,0.2040554,0.1623422,-0.0417132
10,-1.6275281,-1.6646723,"('unsympathetic', 'sympathetic')",-1.3407432,-1.2572573,-0.8827217,-0.947571,-1.2836643,-1.2898335,-0.0061692
11,-0.74877745,-0.68077916,"('unhelpful', 'helpful')",0.6031584,0.68752575,1.4524419,1.4757776,0.4356076,0.4941747,0.0585671
12,-0.48618215,-0.4256809,"('unsupportive', 'supportive')",-0.13503218,0.0040644817,-2.0083873,-2.035843,-0.8765339,-0.8191531,0.0573808
13,-0.9272921,-1.0167867,"('impolite', 'polite')",-0.14755772,-0.15340315,-0.30769378,-0.32287714,-0.4608479,-0.497689,-0.0368411
14,-0.1843722,-0.1762757,"('antisocial', 'social')",0.15792999,0.22722031,-1.067701,-1.06626,-0.3647144,-0.3384385,0.0262759
15,0.105552405,0.073039494,"('boring', 'funny')",-0.80920017,-0.81168675,0.7752616,0.7619763,0.0238713,0.0077763,-0.016095
16,-0.17489964,-0.12177492,"('unpopular', 'popular')",-0.38924426,-0.38357487,0.93913794,0.98398656,0.124998,0.1595456,0.0345476
17,-0.077032216,-0.063398406,"('nasty', 'nice')",-0.13507237,-0.1092212,-0.27708167,-0.20754626,-0.1630621,-0.126722,0.0363401
18,-0.06884872,-0.12753928,"('disagreeable', 'welcoming')",-0.06557085,-0.060944404,-0.4112141,-0.4485521,-0.1818779,-0.2123453,-0.0304674
19,-0.7361533,-0.78140414,"('inhospitable', 'hospitable')",-0.89327055,-0.9974264,0.28539604,0.3593474,-0.4480093,-0.4731611,-0.0251518
20,0.08676521,0.09693641,"('rough', 'thoughtful')",0.29640523,0.392627,1.0766789,1.0477897,0.4866165,0.512451,0.0258345
21,-0.49412593,-0.5109544,"('immoral', 'moral')",0.3068931,0.27804846,-0.97179145,-0.9695065,-0.3863414,-0.4008041,-0.0144627
22,-0.5722937,-0.55478066,"('untrustworthy', 'trustworthy')",-0.061081655,-0.12905142,-1.3173943,-1.3536305,-0.6502566,-0.6791542,-0.0288976
23,-0.5965325,-0.6377322,"('insincere', 'sincere')",0.41528487,0.48868322,5.222835,5.2632008,1.6805291,1.7047173,0.0241882
24,-0.25292593,-0.24490781,"('dishonest', 'honest')",-1.555079,-1.5057586,0.48116356,0.43790117,-0.4422805,-0.4375885,0.004692
25,0.2765209,0.27794915,"('egoistic', 'altruistic')",0.50624394,0.5521347,1.3507117,1.3254867,0.7111588,0.7185235,0.0073647
26,0.20871869,0.112435356,"('hardhearted', 'benevolent')",0.068853095,0.07373202,1.2994211,1.1630799,0.5256643,0.4497491,-0.0759152
27,-0.79245144,-0.8219506,"('hardhearted', 'softhearted')",-0.1984577,-0.16208625,1.4908026,1.4274398,0.1666312,0.147801,-0.0188302
28,-0.855527,-0.95012605,"('disloyal', 'loyal')",-0.38523045,-0.3931037,0.5598595,0.43623728,-0.226966,-0.3023308,-0.0753648
29,0.007814727,0.04397749,"('unfair', 'fair')",-0.31883585,-0.306208,-0.33275983,-0.48696357,-0.2145936,-0.2497314,-0.0351378
30,-0.3656763,-0.37791315,"('intolerant', 'tolerant')",0.97814715,1.0054218,1.0474806,0.9597356,0.5533171,0.5290814,-0.0242357
31,-0.37852842,-0.40365115,"('evil', 'good')",-0.47548395,-0.5607075,-0.3663891,-0.46566415,-0.4068005,-0.4766743,-0.0698738
32,-0.6500511,-0.6923854,"('unkind', 'kind')",-0.73695517,-0.695158,0.47098643,0.36870617,-0.30534,-0.3396124,-0.0342724
33,0.56976765,0.47139844,"('wrong', 'right')",0.046276774,-0.013084913,-0.07403593,-0.11156082,0.1806695,0.1155842,-0.0650853
34,-0.03708667,0.09440245,"('mean', 'honorable')",0.28913528,0.41720387,5.9302096,6.0898533,2.0607527,2.2004865,0.1397338
35,0.097949885,0.09670145,"('corrupt', 'incorrupt')",-0.64069146,-0.70304376,0.30655563,0.21938695,-0.0787287,-0.1289851,-0.0502564
36,0.22752249,0.0861485,"('hostile', 'amicable')",-1.014549,-1.2149483,0.9161734,0.7188903,0.043049,-0.1366365,-0.1796855
37,-0.21733502,-0.19576618,"('fake', 'genuine')",-0.50891984,-0.43203372,0.026074305,0.06698906,-0.2333935,-0.1869369,0.0464566
38,-1.0104545,-0.932207,"('untruthful', 'truthful')",-1.011381,-0.9451051,0.0403808,0.096479565,-0.6604849,-0.5936108,0.0668741
39,0.92646533,0.90191245,"('exploitative', 'cooperative')",1.820334,1.8584362,0.15179609,0.17409147,0.9661984,0.9781468,0.0119484
40,0.8338085,0.8290298,"('stingy', 'generous')",0.041027177,0.11195298,-1.3487313,-1.4946449,-0.1579652,-0.184554,-0.0265888
41,-0.37688676,-0.40532842,"('unforgiving', 'forgiving')",-0.6391542,-0.6842023,0.27483645,0.09042233,-0.2470682,-0.3330361,-0.0859679
42,-0.7081493,-0.5754256,"('unreliable', 'reliable')",-1.7380404,-1.6593935,-3.3944528,-3.3624969,-1.946881,-1.8657719,0.0811091
43,-1.3357874,-1.2977339,"('irresponsible', 'responsible')",-1.0877817,-1.0122283,-0.2373712,-0.23499243,-0.8869801,-0.8483183,0.0386618
44,-0.019879742,0.052794464,"('prejudiced', 'unprejudiced')",-0.77231896,-0.7815361,-1.3630613,-1.3557012,-0.71842,-0.6948143,0.0236057
45,-1.2089723,-1.132787,"('incompetent', 'competent')",-0.7624969,-0.66588193,-0.66604954,-0.68833345,-0.8791729,-0.8290008,0.0501721
46,-0.77667505,-0.7480332,"('uncompetitive', 'competitive')",0.4136287,0.47825474,-1.1273459,-1.1763306,-0.4967974,-0.4820364,0.014761
47,-0.23315886,-0.087555245,"('stupid', 'smart')",0.5420895,0.6139721,5.3783236,5.5401635,1.8957515,2.0221934,0.1264419
48,0.38232478,0.30899522,"('unintelligent', 'intelligent')",0.18906933,0.2788772,0.6891916,0.5757203,0.4201952,0.3878642,-0.032331
49,0.22603688,0.27703586,"('unable', 'able')",0.38427633,0.49703008,0.04377404,0.25785285,0.2180291,0.3439729,0.1259438
50,-0.5791016,-0.51205945,"('clumsy', 'skillful')",-0.82227117,-0.8255898,0.09449973,0.15102386,-0.4356244,-0.3955418,0.0400826
51,-0.7997847,-0.834919,"('uneducated', 'educated')",-0.6410978,-0.72930634,0.40968937,0.3183611,-0.343731,-0.4152881,-0.0715571
52,0.5100778,0.3636099,"('irrational', 'rational')",0.17764877,0.010271542,0.6075972,0.5081435,0.4317746,0.2940083,-0.1377663
53,0.45610657,0.4103651,"('uncreative', 'creative')",0.6870254,0.6532034,1.0833712,0.99722856,0.7421677,0.6869324,-0.0552353
54,-0.15976742,-0.19255893,"('incapable', 'capable')",-0.2694263,-0.3838176,1.0537398,1.1527734,0.208182,0.1921323,-0.0160497
55,-0.3315042,-0.31240723,"('incompetent', 'clever')",-0.48003334,-0.3576619,-0.5054701,-0.5199256,-0.4390025,-0.3966649,0.0423376
56,-0.4907803,-0.5372234,"('impractical', 'practical')",0.013117561,0.07729823,-0.49157587,-0.48929062,-0.3230795,-0.3164053,0.0066742
57,-0.7319258,-0.800101,"('unimaginative', 'imaginative')",-0.52784973,-0.5736146,-2.4945605,-2.6493871,-1.2514453,-1.3410343,-0.089589
58,-0.8410703,-0.89510363,"('undiscriminating', 'discriminating')",0.20998304,0.1244269,-0.07036233,-0.1558321,-0.2338165,-0.3088363,-0.0750198
59,0.58752483,0.6417109,"('foolish', 'wise')",0.095770195,0.044506777,0.5211291,0.5801099,0.4014747,0.4221092,0.0206345
60,-0.5735792,-0.55189294,"('inefficient', 'efficient')",1.017308,1.2120465,-0.5372696,-0.4662506,-0.0311803,0.0646343,0.0958146
61,-0.1438371,-0.25763738,"('illogical', 'logical')",0.88845146,0.75008273,0.2911289,0.18351102,0.3452477,0.2253188,-0.1199289
62,-0.091214515,0.10925658,"('incompetent', 'brilliant')",0.40621373,0.68304455,-0.363602,-0.12809919,-0.0162009,0.2214006,0.2376015
63,-0.7613495,-0.6846967,"('unperceptive', 'insightful')",0.108221605,0.2068183,0.6713968,0.7732722,0.0060896,0.0984646,0.092375
64,-0.47093245,-0.47848466,"('shy', 'confident')",-0.06128498,-0.11163008,-6.4797807,-6.5493054,-2.3373327,-2.3798067,-0.042474
65,-0.8274083,-0.8651511,"('insecure', 'secure')",-0.054199997,-0.069051236,-0.8000484,-0.791312,-0.5605522,-0.5751714,-0.0146192
66,-0.2195959,-0.21481591,"('inactive', 'active')",-1.4207953,-1.3994309,1.2029728,1.2375771,-0.1458062,-0.1255566,0.0202496
67,0.66818583,0.6537852,"('doubtful', 'determined')",0.5428178,0.496912,-0.33581042,-0.31135678,0.291731,0.2797801,-0.0119509
68,-0.17166957,-0.23939659,"('dependent', 'independent')",0.581855,0.5384285,-0.24761876,-0.2733197,0.0541889,0.0085707,-0.0456182
69,0.9827333,1.0169972,"('lazy', 'industrious')",0.5080765,0.59444994,0.08770735,0.15172014,0.5261724,0.5877224,0.06155
70,-1.0113779,-0.9196435,"('lethargic', 'energetic')",-1.2284243,-1.1238778,-0.02682047,0.051533718,-0.7555409,-0.6639959,0.091545
71,0.16125582,0.18075995,"('diffident', 'self-confident')",0.75331324,0.7776571,0.66806424,0.64578694,0.5275444,0.5347346,0.0071902
72,-0.61951154,-0.60018617,"('unambitious', 'ambitious')",-1.3302503,-1.2556707,-1.246415,-1.1640044,-1.0653923,-1.0066204,0.0587719
73,0.59956884,0.61050034,"('helpless', 'self-reliant')",-0.035569094,-0.12950996,-3.091359,-3.0543141,-0.842453,-0.8577746,-0.0153216
74,-1.0229993,-1.0061575,"('undedicated', 'dedicated')",0.011626966,0.1326636,-0.24878806,-0.3042132,-0.4200535,-0.392569,0.0274845
75,0.85253465,0.9593794,"('meek', 'impulsive')",-1.1772391,-1.1976173,0.0006799288,0.10413821,-0.1080082,-0.0446999,0.0633083
76,-0.29036814,-0.14199601,"('anxious', 'daring')",-1.157465,-1.0219358,-0.0050862804,0.108165264,-0.4843065,-0.3519222,0.1323843
77,-0.2587043,-0.31889418,"('unmotivated', 'motivated')",0.4435308,0.44740036,-1.020096,-0.9798073,-0.2784232,-0.283767,-0.0053438
