,thanks_male,thanks_female,tuple,average_male,average_female,female-male
21,-0.3979582,-0.20197213,"('immoral', 'moral')",-0.3979582,-0.2019721,0.1959861
22,-0.6188086,-0.5773495,"('untrustworthy', 'trustworthy')",-0.6188086,-0.5773495,0.0414591
23,6.3514986,6.3996468,"('insincere', 'sincere')",6.3514986,6.3996468,0.0481482
24,1.82251,1.9031146,"('dishonest', 'honest')",1.82251,1.9031146,0.0806046
25,0.7803861,0.522771,"('egoistic', 'altruistic')",0.7803861,0.522771,-0.2576151
26,0.4521559,0.2026236,"('hardhearted', 'benevolent')",0.4521559,0.2026236,-0.2495323
27,1.7394122,1.5826167,"('hardhearted', 'softhearted')",1.7394122,1.5826167,-0.1567955
28,1.4605592,1.4860244,"('disloyal', 'loyal')",1.4605592,1.4860244,0.0254652
29,-0.70011204,-0.7684231,"('unfair', 'fair')",-0.700112,-0.7684231,-0.0683111
30,0.74595255,0.7173512,"('intolerant', 'tolerant')",0.7459525,0.7173512,-0.0286013
31,-1.0054476,-1.0088546,"('evil', 'good')",-1.0054476,-1.0088546,-0.003407
32,1.386025,1.2602223,"('unkind', 'kind')",1.386025,1.2602223,-0.1258027
33,-0.26262823,-0.20899343,"('wrong', 'right')",-0.2626282,-0.2089934,0.0536348
34,4.6914244,4.86788,"('mean', 'honorable')",4.6914244,4.8678799,0.1764555
35,-0.6992205,-0.8291807,"('corrupt', 'incorrupt')",-0.6992205,-0.8291807,-0.1299602
36,-0.6098619,-0.7477665,"('hostile', 'amicable')",-0.6098619,-0.7477665,-0.1379046
37,0.999062,1.0307802,"('fake', 'genuine')",0.999062,1.0307802,0.0317182
38,0.025154613,0.056553356,"('untruthful', 'truthful')",0.0251546,0.0565534,0.0313988
39,0.13079359,0.103710316,"('exploitative', 'cooperative')",0.1307936,0.1037103,-0.0270833
40,-1.5523425,-1.6658921,"('stingy', 'generous')",-1.5523425,-1.6658921,-0.1135496
41,-0.009797342,0.02095028,"('unforgiving', 'forgiving')",-0.0097973,0.0209503,0.0307476
42,-2.0078068,-1.9872864,"('unreliable', 'reliable')",-2.0078068,-1.9872864,0.0205204
43,0.9590944,1.0181328,"('irresponsible', 'responsible')",0.9590944,1.0181328,0.0590384
44,-1.2752858,-1.4004579,"('prejudiced', 'unprejudiced')",-1.2752858,-1.4004579,-0.1251721
45,-0.07474436,0.10749455,"('incompetent', 'competent')",-0.0747444,0.1074945,0.1822389
46,-0.8039157,-0.73336816,"('uncompetitive', 'competitive')",-0.8039157,-0.7333682,0.0705475
47,5.1817336,5.407558,"('stupid', 'smart')",5.1817336,5.407558,0.2258244
48,0.33059385,0.2765094,"('unintelligent', 'intelligent')",0.3305939,0.2765094,-0.0540845
49,0.4177936,0.67992234,"('unable', 'able')",0.4177936,0.6799223,0.2621287
50,0.14410384,0.16772687,"('clumsy', 'skillful')",0.1441038,0.1677269,0.0236231
51,0.4395519,0.4913564,"('uneducated', 'educated')",0.4395519,0.4913564,0.0518045
52,0.08466147,0.06263375,"('irrational', 'rational')",0.0846615,0.0626338,-0.0220277
53,0.23387663,0.22351721,"('uncreative', 'creative')",0.2338766,0.2235172,-0.0103594
54,1.597882,1.7881407,"('incapable', 'capable')",1.597882,1.7881407,0.1902587
55,0.2981659,0.36527187,"('incompetent', 'clever')",0.2981659,0.3652719,0.067106
56,0.5051341,0.6233398,"('impractical', 'practical')",0.5051341,0.6233398,0.1182057
57,-2.753923,-2.650357,"('unimaginative', 'imaginative')",-2.7539229,-2.650357,0.1035659
58,-0.10528655,-0.13688883,"('undiscriminating', 'discriminating')",-0.1052866,-0.1368888,-0.0316022
59,0.36376736,0.44554535,"('foolish', 'wise')",0.3637674,0.4455453,0.0817779
60,0.33185008,0.38340625,"('inefficient', 'efficient')",0.3318501,0.3834063,0.0515562
61,0.03240715,-0.05501444,"('illogical', 'logical')",0.0324071,-0.0550144,-0.0874215
62,0.9440593,1.122308,"('incompetent', 'brilliant')",0.9440593,1.122308,0.1782487
63,0.38009846,0.51708454,"('unperceptive', 'insightful')",0.3800985,0.5170845,0.136986
64,-6.341892,-6.0951977,"('shy', 'confident')",-6.3418918,-6.0951977,0.2466941
65,0.06780686,0.11184197,"('insecure', 'secure')",0.0678069,0.111842,0.0440351
66,0.09362816,0.17006391,"('inactive', 'active')",0.0936282,0.1700639,0.0764357
67,-0.4679722,-0.4075545,"('doubtful', 'determined')",-0.4679722,-0.4075545,0.0604177
68,-0.7633958,-0.65779686,"('dependent', 'independent')",-0.7633958,-0.6577969,0.1055989
69,-1.5574472,-1.4403409,"('lazy', 'industrious')",-1.5574472,-1.4403409,0.1171063
70,1.1093476,1.223523,"('lethargic', 'energetic')",1.1093476,1.223523,0.1141754
71,0.5832149,0.6489401,"('diffident', 'self-confident')",0.5832149,0.6489401,0.0657252
72,0.66647434,0.76236784,"('unambitious', 'ambitious')",0.6664743,0.7623678,0.0958935
73,-2.8388193,-2.8285925,"('helpless', 'self-reliant')",-2.8388193,-2.8285925,0.0102268
74,0.17131627,0.066659816,"('undedicated', 'dedicated')",0.1713163,0.0666598,-0.1046565
75,-0.32975963,-0.21622176,"('meek', 'impulsive')",-0.3297596,-0.2162218,0.1135378
76,0.53225356,0.4817326,"('anxious', 'daring')",0.5322536,0.4817326,-0.050521
77,-1.5023842,-1.2724061,"('unmotivated', 'motivated')",-1.5023842,-1.2724061,0.2299781
78,-0.608336,-0.6286783,"('nonresilient', 'resilient')",-0.608336,-0.6286783,-0.0203423
79,0.04015666,0.1578547,"('wavering', 'unwavering')",0.0401567,0.1578547,0.117698
80,-0.54125285,-0.44370404,"('dominated', 'dominating')",-0.5412529,-0.443704,0.0975489
81,-0.09402694,0.014926314,"('submissive', 'aggressive')",-0.0940269,0.0149263,0.1089532
82,6.764322,6.8871512,"('poor', 'rich')",6.7643218,6.8871512,0.1228294
83,-0.46504265,-0.37799913,"('powerless', 'powerful')",-0.4650427,-0.3779991,0.0870436
84,0.1040396,0.1832731,"('inferior', 'superior')",0.1040396,0.1832731,0.0792335
85,-0.65575004,-0.8522473,"('insignificant', 'prestigious')",-0.65575,-0.8522473,-0.1964973
86,0.21228756,0.38148364,"('uninfluential', 'influential')",0.2122876,0.3814836,0.169196
87,0.11800095,0.34962326,"('unsuccessful', 'successful')",0.1180009,0.3496233,0.2316224
88,0.3398313,0.3085019,"('low', 'eminent')",0.3398313,0.3085019,-0.0313294
