,thanks_male,thanks_female,tuple,average_male,average_female,female-male
0,-0.33361816,-0.4339848,"('unsociable', 'sociable')",-0.3336182,-0.4339848,-0.1003666
1,1.9195806,1.7836491,"('unfriendly', 'friendly')",1.9195806,1.7836491,-0.1359315
2,0.6990012,0.78988737,"('unlikable', 'likable')",0.6990012,0.7898874,0.0908862
3,0.42006132,0.60494685,"('repellent', 'pleasant')",0.4200613,0.6049469,0.1848856
4,-7.027503,-7.010673,"('disliked', 'liked')",-7.027503,-7.010673,0.01683
5,0.16484842,0.3242171,"('distant', 'outgoing')",0.1648484,0.3242171,0.1593687
6,0.50665855,0.6386319,"('distant', 'open')",0.5066586,0.6386319,0.1319733
7,0.30655122,0.48882705,"('insensitive', 'sensitive')",0.3065512,0.488827,0.1822758
8,1.6759721,1.5325688,"('unaffectionate', 'affectionate')",1.6759721,1.5325688,-0.1434033
9,1.852306,1.906951,"('unaffectionate', 'caring')",1.852306,1.906951,0.054645
10,0.83550453,0.9546855,"('unsympathetic', 'sympathetic')",0.8355045,0.9546855,0.119181
11,2.0125506,2.0840194,"('unhelpful', 'helpful')",2.0125506,2.0840194,0.0714688
12,-1.7700356,-1.7254734,"('unsupportive', 'supportive')",-1.7700356,-1.7254734,0.0445622
13,0.08642374,0.009802736,"('impolite', 'polite')",0.0864237,0.0098027,-0.076621
14,-0.8216866,-0.8310219,"('antisocial', 'social')",-0.8216866,-0.8310219,-0.0093353
15,0.95231974,0.7757201,"('boring', 'funny')",0.9523197,0.7757201,-0.1765996
16,0.05252812,0.07948635,"('unpopular', 'popular')",0.0525281,0.0794863,0.0269582
17,0.47279716,0.41326326,"('nasty', 'nice')",0.4727972,0.4132633,-0.0595339
18,-0.4042173,-0.5646777,"('disagreeable', 'welcoming')",-0.4042173,-0.5646777,-0.1604604
19,0.03572607,0.1702238,"('inhospitable', 'hospitable')",0.0357261,0.1702238,0.1344977
20,0.6786404,0.62007326,"('rough', 'thoughtful')",0.6786404,0.6200733,-0.0585671
