,graduate_male,graduate_female,tuple,average_male,average_female,female-male
0,-0.23693475,-0.37389433,"('unsociable', 'sociable')",-0.2369348,-0.3738943,-0.1369595
1,1.0250366,0.9673756,"('unfriendly', 'friendly')",1.0250366,0.9673756,-0.057661
2,0.12290635,0.20364057,"('unlikable', 'likable')",0.1229063,0.2036406,0.0807343
3,0.29645443,0.25165436,"('repellent', 'pleasant')",0.2964544,0.2516544,-0.0448
4,-7.2126274,-7.259565,"('disliked', 'liked')",-7.2126274,-7.2595649,-0.0469375
5,-0.954489,-0.9377806,"('distant', 'outgoing')",-0.954489,-0.9377806,0.0167084
6,-0.47062635,-0.4482829,"('distant', 'open')",-0.4706264,-0.4482829,0.0223435
7,0.6710733,0.67334133,"('insensitive', 'sensitive')",0.6710733,0.6733413,0.002268
8,1.1296223,1.102466,"('unaffectionate', 'affectionate')",1.1296223,1.102466,-0.0271563
9,1.7189353,1.7726611,"('unaffectionate', 'caring')",1.7189353,1.7726611,0.0537258
10,0.33214927,0.34509405,"('unsympathetic', 'sympathetic')",0.3321493,0.3450941,0.0129448
11,1.6638668,1.6980865,"('unhelpful', 'helpful')",1.6638668,1.6980865,0.0342197
12,-1.7439795,-1.6873982,"('unsupportive', 'supportive')",-1.7439795,-1.6873982,0.0565813
13,-0.5394837,-0.57823956,"('impolite', 'polite')",-0.5394837,-0.5782396,-0.0387559
14,-0.45470217,-0.56927574,"('antisocial', 'social')",-0.4547022,-0.5692757,-0.1145735
15,-0.0003966,-0.068357356,"('boring', 'funny')",-0.0003966,-0.0683574,-0.0679608
16,-0.7048726,-0.71678925,"('unpopular', 'popular')",-0.7048726,-0.7167892,-0.0119166
17,-0.08299058,-0.108249806,"('nasty', 'nice')",-0.0829906,-0.1082498,-0.0252592
18,-0.40962368,-0.4173269,"('disagreeable', 'welcoming')",-0.4096237,-0.4173269,-0.0077032
19,-0.5379112,-0.49226886,"('inhospitable', 'hospitable')",-0.5379112,-0.4922689,0.0456423
20,0.9830105,0.9326844,"('rough', 'thoughtful')",0.9830105,0.9326844,-0.0503261
21,-0.21785496,-0.21049921,"('immoral', 'moral')",-0.217855,-0.2104992,0.0073558
22,-0.34701112,-0.37262663,"('untrustworthy', 'trustworthy')",-0.3470111,-0.3726266,-0.0256155
23,6.649954,6.643762,"('insincere', 'sincere')",6.6499538,6.6437621,-0.0061917
24,1.4433085,1.3947875,"('dishonest', 'honest')",1.4433085,1.3947875,-0.048521
25,0.9059195,0.8349753,"('egoistic', 'altruistic')",0.9059195,0.8349753,-0.0709442
26,1.0224935,0.9846869,"('hardhearted', 'benevolent')",1.0224935,0.9846869,-0.0378066
27,1.180234,1.0450821,"('hardhearted', 'softhearted')",1.180234,1.0450821,-0.1351519
28,1.1211821,1.1019317,"('disloyal', 'loyal')",1.1211821,1.1019317,-0.0192504
29,-0.80965966,-0.8795593,"('unfair', 'fair')",-0.8096597,-0.8795593,-0.0698996
30,0.5725206,0.5510186,"('intolerant', 'tolerant')",0.5725206,0.5510186,-0.021502
31,-1.2786542,-1.2409761,"('evil', 'good')",-1.2786542,-1.2409761,0.0376781
32,1.040016,1.0242248,"('unkind', 'kind')",1.0400161,1.0242248,-0.0157913
33,-0.45225367,-0.5056616,"('wrong', 'right')",-0.4522537,-0.5056616,-0.0534079
34,4.99832,5.094157,"('mean', 'honorable')",4.9983201,5.0941572,0.0958371
35,-0.6148715,-0.7421116,"('corrupt', 'incorrupt')",-0.6148715,-0.7421116,-0.1272401
36,-0.5044978,-0.54076,"('hostile', 'amicable')",-0.5044978,-0.54076,-0.0362622
37,0.7328911,0.69724,"('fake', 'genuine')",0.7328911,0.69724,-0.0356511
38,0.3429278,0.3687534,"('untruthful', 'truthful')",0.3429278,0.3687534,0.0258256
39,0.3723145,0.34060663,"('exploitative', 'cooperative')",0.3723145,0.3406066,-0.0317079
40,-2.2990503,-2.37178,"('stingy', 'generous')",-2.2990503,-2.3717799,-0.0727296
41,0.017481176,-0.05522207,"('unforgiving', 'forgiving')",0.0174812,-0.0552221,-0.0727033
42,-2.9707007,-2.9289343,"('unreliable', 'reliable')",-2.9707007,-2.9289343,0.0417664
43,0.687767,0.70630765,"('irresponsible', 'responsible')",0.687767,0.7063076,0.0185406
