,screamer_male,screamer_female,tuple,average_male,average_female,female-male
0,0.67274004,0.46750584,"('unsociable', 'sociable')",0.67274,0.4675058,-0.2052342
1,-0.8808181,-1.136767,"('unfriendly', 'friendly')",-0.8808181,-1.136767,-0.2559489
2,-0.26977444,-0.26486504,"('unlikable', 'likable')",-0.2697744,-0.264865,0.0049094
3,-0.79344374,-0.57552075,"('repellent', 'pleasant')",-0.7934437,-0.5755208,0.2179229
4,-3.4352338,-3.5278964,"('disliked', 'liked')",-3.4352338,-3.5278964,-0.0926626
5,-1.0591019,-1.1525553,"('distant', 'outgoing')",-1.0591019,-1.1525553,-0.0934534
6,-1.5888516,-1.6704865,"('distant', 'open')",-1.5888516,-1.6704865,-0.0816349
7,0.07644671,0.26148376,"('insensitive', 'sensitive')",0.0764467,0.2614838,0.1850371
8,-0.64795315,-0.8717578,"('unaffectionate', 'affectionate')",-0.6479532,-0.8717578,-0.2238046
9,0.10764644,-0.020700304,"('unaffectionate', 'caring')",0.1076464,-0.0207003,-0.1283467
10,0.58110416,0.57958937,"('unsympathetic', 'sympathetic')",0.5811042,0.5795894,-0.0015148
11,1.6191859,1.6553363,"('unhelpful', 'helpful')",1.6191859,1.6553363,0.0361504
12,-0.7040852,-0.66832167,"('unsupportive', 'supportive')",-0.7040852,-0.6683217,0.0357635
13,0.67268085,0.5195951,"('impolite', 'polite')",0.6726809,0.5195951,-0.1530858
14,0.76833606,0.78391916,"('antisocial', 'social')",0.7683361,0.7839192,0.0155831
15,0.5725187,0.37182075,"('boring', 'funny')",0.5725187,0.3718207,-0.200698
16,-1.0312518,-1.072862,"('unpopular', 'popular')",-1.0312518,-1.072862,-0.0416102
17,-1.401705,-1.3624704,"('nasty', 'nice')",-1.401705,-1.3624704,0.0392346
18,-1.4058119,-1.392932,"('disagreeable', 'welcoming')",-1.4058119,-1.3929321,0.0128798
19,-1.0388418,-0.99770355,"('inhospitable', 'hospitable')",-1.0388418,-0.9977036,0.0411382
20,-0.5052009,-0.4144293,"('rough', 'thoughtful')",-0.5052009,-0.4144293,0.0907716
21,0.52674794,0.72158015,"('immoral', 'moral')",0.5267479,0.7215801,0.1948322
22,0.069053724,0.017444648,"('untrustworthy', 'trustworthy')",0.0690537,0.0174446,-0.0516091
23,2.5876887,2.6386528,"('insincere', 'sincere')",2.5876887,2.6386528,0.0509641
24,0.15714245,0.12869853,"('dishonest', 'honest')",0.1571424,0.1286985,-0.0284439
25,-0.52828926,-0.60697955,"('egoistic', 'altruistic')",-0.5282893,-0.6069795,-0.0786902
26,0.031999487,-0.16332,"('hardhearted', 'benevolent')",0.0319995,-0.16332,-0.1953195
27,-0.37391177,-0.44545662,"('hardhearted', 'softhearted')",-0.3739118,-0.4454566,-0.0715448
28,-0.027774734,-0.043346163,"('disloyal', 'loyal')",-0.0277747,-0.0433462,-0.0155715
29,-0.6517113,-0.72855675,"('unfair', 'fair')",-0.6517113,-0.7285568,-0.0768455
30,0.52445936,0.5289621,"('intolerant', 'tolerant')",0.5244594,0.5289621,0.0045027
31,-2.4405663,-2.4992073,"('evil', 'good')",-2.4405663,-2.4992073,-0.058641
32,1.1865294,1.0680807,"('unkind', 'kind')",1.1865294,1.0680807,-0.1184487
33,-0.44502676,-0.5373437,"('wrong', 'right')",-0.4450268,-0.5373437,-0.0923169
34,1.0394707,1.2534262,"('mean', 'honorable')",1.0394707,1.2534262,0.2139555
35,-1.1053666,-1.1540723,"('corrupt', 'incorrupt')",-1.1053666,-1.1540723,-0.0487057
36,-2.1168218,-2.1894248,"('hostile', 'amicable')",-2.1168218,-2.1894248,-0.072603
37,0.035812818,0.07847807,"('fake', 'genuine')",0.0358128,0.0784781,0.0426653
38,0.35348436,0.28887936,"('untruthful', 'truthful')",0.3534844,0.2888794,-0.064605
39,-0.46441177,-0.36352113,"('exploitative', 'cooperative')",-0.4644118,-0.3635211,0.1008907
40,-2.8854203,-2.8123708,"('stingy', 'generous')",-2.8854203,-2.8123708,0.0730495
41,-0.039991934,-0.08286917,"('unforgiving', 'forgiving')",-0.0399919,-0.0828692,-0.0428773
42,-0.7977991,-0.77003855,"('unreliable', 'reliable')",-0.7977991,-0.7700385,0.0277606
43,0.7872246,0.6938143,"('irresponsible', 'responsible')",0.7872246,0.6938143,-0.0934103
44,-1.5082327,-1.4873859,"('prejudiced', 'unprejudiced')",-1.5082327,-1.4873859,0.0208468
45,0.35596964,0.3927705,"('incompetent', 'competent')",0.3559696,0.3927705,0.0368009
46,0.28378272,0.32705808,"('uncompetitive', 'competitive')",0.2837827,0.3270581,0.0432754
47,1.9480557,2.039736,"('stupid', 'smart')",1.9480557,2.039736,0.0916803
48,0.2035978,0.1951828,"('unintelligent', 'intelligent')",0.2035978,0.1951828,-0.008415
49,-0.3813503,-0.18528813,"('unable', 'able')",-0.3813503,-0.1852881,0.1960622
50,-0.15032938,-0.142922,"('clumsy', 'skillful')",-0.1503294,-0.142922,0.0074074
51,0.543358,0.56022,"('uneducated', 'educated')",0.543358,0.56022,0.016862
52,-1.631301,-1.8060067,"('irrational', 'rational')",-1.631301,-1.8060067,-0.1747057
53,-1.370349,-1.4720321,"('uncreative', 'creative')",-1.370349,-1.4720321,-0.1016831
54,-0.10069343,-0.13065557,"('incapable', 'capable')",-0.1006934,-0.1306556,-0.0299622
55,1.0983169,1.1885723,"('incompetent', 'clever')",1.0983169,1.1885723,0.0902554
56,2.0823202,2.0043445,"('impractical', 'practical')",2.0823202,2.0043445,-0.0779757
57,-1.1146696,-1.2614803,"('unimaginative', 'imaginative')",-1.1146696,-1.2614803,-0.1468107
58,0.03178278,-0.01947043,"('undiscriminating', 'discriminating')",0.0317828,-0.0194704,-0.0512532
59,-0.7681501,-0.8157044,"('foolish', 'wise')",-0.7681501,-0.8157044,-0.0475543
60,2.6218007,2.6856883,"('inefficient', 'efficient')",2.6218007,2.6856883,0.0638876
61,-0.1686616,-0.26980636,"('illogical', 'logical')",-0.1686616,-0.2698064,-0.1011448
62,0.964101,1.0880874,"('incompetent', 'brilliant')",0.964101,1.0880874,0.1239864
63,0.26982924,0.3368566,"('unperceptive', 'insightful')",0.2698292,0.3368566,0.0670274
64,-1.332394,-1.4486656,"('shy', 'confident')",-1.332394,-1.4486656,-0.1162716
65,0.7099369,0.6651415,"('insecure', 'secure')",0.7099369,0.6651415,-0.0447954
66,-1.8499341,-1.9928546,"('inactive', 'active')",-1.8499341,-1.9928546,-0.1429205
67,0.89285916,0.92117757,"('doubtful', 'determined')",0.8928592,0.9211776,0.0283184
68,-0.3587918,-0.29070592,"('dependent', 'independent')",-0.3587918,-0.2907059,0.0680859
69,-1.437301,-1.4608011,"('lazy', 'industrious')",-1.437301,-1.4608011,-0.0235001
70,0.62304974,0.6589973,"('lethargic', 'energetic')",0.6230497,0.6589973,0.0359476
71,-0.36909887,-0.3336205,"('diffident', 'self-confident')",-0.3690989,-0.3336205,0.0354784
72,0.4752212,0.3871385,"('unambitious', 'ambitious')",0.4752212,0.3871385,-0.0880827
73,-1.6314263,-1.5954483,"('helpless', 'self-reliant')",-1.6314263,-1.5954483,0.035978
74,0.30336857,0.25779533,"('undedicated', 'dedicated')",0.3033686,0.2577953,-0.0455733
75,-0.4889015,-0.5246084,"('meek', 'impulsive')",-0.4889015,-0.5246084,-0.0357069
76,0.21754046,0.30090445,"('anxious', 'daring')",0.2175405,0.3009045,0.083364
77,0.0075312257,0.14688762,"('unmotivated', 'motivated')",0.0075312,0.1468876,0.1393564
78,0.07189288,0.15440764,"('nonresilient', 'resilient')",0.0718929,0.1544076,0.0825147
79,-1.3111706,-1.3751678,"('wavering', 'unwavering')",-1.3111706,-1.3751678,-0.0639972
80,0.5900267,0.66940886,"('dominated', 'dominating')",0.5900267,0.6694089,0.0793822
81,1.398039,1.477937,"('submissive', 'aggressive')",1.398039,1.477937,0.079898
82,1.9035918,1.9376901,"('poor', 'rich')",1.9035918,1.9376901,0.0340983
83,0.14076635,0.061865598,"('powerless', 'powerful')",0.1407664,0.0618656,-0.0789008
84,-0.01525736,0.0068621617,"('inferior', 'superior')",-0.0152574,0.0068622,0.0221196
85,-1.6607813,-1.7574736,"('insignificant', 'prestigious')",-1.6607813,-1.7574736,-0.0966923
86,0.5226728,0.33932728,"('uninfluential', 'influential')",0.5226728,0.3393273,-0.1833455
87,-0.32570565,-0.3380775,"('unsuccessful', 'successful')",-0.3257056,-0.3380775,-0.0123719
88,0.14170194,0.047927167,"('low', 'eminent')",0.1417019,0.0479272,-0.0937747
