,adrenaline_male,adrenaline_female,tuple,average_male,average_female,female-male
0,0.291271,0.07910174,"('unsociable', 'sociable')",0.291271,0.0791017,-0.2121693
1,1.0175774,1.1092612,"('unfriendly', 'friendly')",1.0175774,1.1092612,0.0916838
2,0.667225,0.6915268,"('unlikable', 'likable')",0.667225,0.6915268,0.0243018
3,1.0411675,0.87073684,"('repellent', 'pleasant')",1.0411675,0.8707368,-0.1704307
4,-7.4192166,-7.545748,"('disliked', 'liked')",-7.4192166,-7.5457482,-0.1265316
5,-0.30702764,-0.209748,"('distant', 'outgoing')",-0.3070276,-0.209748,0.0972796
6,-0.15847708,-0.15878168,"('distant', 'open')",-0.1584771,-0.1587817,-0.0003046
7,1.4179547,1.3039913,"('insensitive', 'sensitive')",1.4179547,1.3039913,-0.1139634
8,1.1622713,1.2158803,"('unaffectionate', 'affectionate')",1.1622713,1.2158803,0.053609
9,1.5866789,1.83732,"('unaffectionate', 'caring')",1.5866789,1.83732,0.2506411
10,1.5374398,1.3139272,"('unsympathetic', 'sympathetic')",1.5374398,1.3139272,-0.2235126
11,2.0588288,2.1237588,"('unhelpful', 'helpful')",2.0588288,2.1237588,0.06493
12,-1.0777419,-1.1160867,"('unsupportive', 'supportive')",-1.0777419,-1.1160867,-0.0383448
13,0.17396183,0.08029654,"('impolite', 'polite')",0.1739618,0.0802965,-0.0936653
14,0.42832738,0.3185299,"('antisocial', 'social')",0.4283274,0.3185299,-0.1097975
15,0.3865832,0.45215553,"('boring', 'funny')",0.3865832,0.4521555,0.0655723
16,-0.5097812,-0.5047228,"('unpopular', 'popular')",-0.5097812,-0.5047228,0.0050584
17,-0.19719921,-0.42913103,"('nasty', 'nice')",-0.1971992,-0.429131,-0.2319318
18,-0.33570147,-0.43131316,"('disagreeable', 'welcoming')",-0.3357015,-0.4313132,-0.0956117
19,-0.43145484,-0.3790223,"('inhospitable', 'hospitable')",-0.4314548,-0.3790223,0.0524325
20,0.75952727,0.6297298,"('rough', 'thoughtful')",0.7595273,0.6297298,-0.1297975
21,0.43556264,0.39709902,"('immoral', 'moral')",0.4355626,0.397099,-0.0384636
22,0.16148612,-0.07520611,"('untrustworthy', 'trustworthy')",0.1614861,-0.0752061,-0.2366922
23,6.677139,6.75643,"('insincere', 'sincere')",6.6771388,6.7564301,0.0792913
24,2.104474,2.1254926,"('dishonest', 'honest')",2.1044741,2.1254926,0.0210185
25,0.047541868,-0.05366897,"('egoistic', 'altruistic')",0.0475419,-0.053669,-0.1012109
26,0.24832775,0.40360945,"('hardhearted', 'benevolent')",0.2483277,0.4036095,0.1552818
27,1.6547095,1.4518019,"('hardhearted', 'softhearted')",1.6547095,1.4518019,-0.2029076
28,0.8667788,0.8101863,"('disloyal', 'loyal')",0.8667788,0.8101863,-0.0565925
29,-0.3314587,-0.49020463,"('unfair', 'fair')",-0.3314587,-0.4902046,-0.1587459
30,1.1480874,1.0552977,"('intolerant', 'tolerant')",1.1480874,1.0552977,-0.0927897
31,-1.3754163,-1.5241989,"('evil', 'good')",-1.3754163,-1.5241989,-0.1487826
32,1.1678244,1.0486878,"('unkind', 'kind')",1.1678244,1.0486878,-0.1191366
33,-0.7524186,-0.51662606,"('wrong', 'right')",-0.7524186,-0.5166261,0.2357925
34,4.5212116,4.6481347,"('mean', 'honorable')",4.5212116,4.6481347,0.1269231
35,-1.289298,-1.33845,"('corrupt', 'incorrupt')",-1.2892981,-1.33845,-0.0491519
36,-1.0538682,-1.0873933,"('hostile', 'amicable')",-1.0538682,-1.0873933,-0.0335251
37,0.7779686,0.74193144,"('fake', 'genuine')",0.7779686,0.7419314,-0.0360372
38,-0.17285271,0.0049478114,"('untruthful', 'truthful')",-0.1728527,0.0049478,0.1778005
39,0.013029985,0.009445539,"('exploitative', 'cooperative')",0.01303,0.0094455,-0.0035845
40,-1.235512,-1.579564,"('stingy', 'generous')",-1.235512,-1.579564,-0.344052
41,0.075875685,-0.002693344,"('unforgiving', 'forgiving')",0.0758757,-0.0026933,-0.078569
42,-1.825301,-2.0379372,"('unreliable', 'reliable')",-1.8253011,-2.0379372,-0.2126361
43,1.6329015,1.5475309,"('irresponsible', 'responsible')",1.6329015,1.5475309,-0.0853706
44,-1.2919886,-1.413223,"('prejudiced', 'unprejudiced')",-1.2919886,-1.413223,-0.1212344
45,0.60422736,0.42786008,"('incompetent', 'competent')",0.6042274,0.4278601,-0.1763673
46,-0.29471222,-0.42605358,"('uncompetitive', 'competitive')",-0.2947122,-0.4260536,-0.1313414
47,5.588673,5.6045313,"('stupid', 'smart')",5.5886731,5.6045313,0.0158582
48,1.1552298,1.2081834,"('unintelligent', 'intelligent')",1.1552298,1.2081834,0.0529536
