,cars_male,cars_female,tuple,com_male,com_female,inc_male,inc_female,average_male,average_female,female-male
0,0.9447739,0.9747438,"('unsociable', 'sociable')",1.0393192,0.82177234,-0.10363426,-0.23794508,0.6268196,0.5195237,-0.1072959
1,0.3110074,0.17043762,"('unfriendly', 'friendly')",0.22662142,0.17045054,1.5630226,1.3755479,0.7002172,0.5721453,-0.1280719
2,0.9200926,0.90473425,"('unlikable', 'likable')",0.6358781,0.6540838,0.3644653,0.38828263,0.6401453,0.6490336,0.0088883
3,0.13361716,0.3365622,"('repellent', 'pleasant')",0.52496326,0.6053279,0.066212095,0.16067582,0.2415975,0.367522,0.1259245
4,-0.43506223,-0.611492,"('disliked', 'liked')",-1.3742409,-1.3679873,-6.7469807,-6.728939,-2.8520947,-2.902806,-0.0507113
5,-0.040432226,-0.24918216,"('distant', 'outgoing')",-0.7978782,-0.7964071,-0.32761693,-0.36229193,-0.3886425,-0.4692937,-0.0806512
6,-0.29536217,-0.5065472,"('distant', 'open')",-0.99308,-0.9953336,0.38810816,0.31165498,-0.3001113,-0.3967419,-0.0966306
7,0.069758475,0.2395229,"('insensitive', 'sensitive')",-0.045976207,0.10108872,0.6216941,0.6964777,0.2151588,0.3456964,0.1305376
8,-0.12985732,-0.25650313,"('unaffectionate', 'affectionate')",-1.3744241,-1.3640807,0.85225296,0.795216,-0.2173428,-0.2751226,-0.0577798
9,1.3571621,1.2907577,"('unaffectionate', 'caring')",-0.2585921,-0.25125435,1.3166006,1.3115191,0.8050569,0.7836742,-0.0213827
10,0.39467013,0.59543765,"('unsympathetic', 'sympathetic')",-0.27302533,-0.22973002,-0.4081974,-0.39782315,-0.0955175,-0.0107052,0.0848123
11,1.2967609,1.4313238,"('unhelpful', 'helpful')",1.2904633,1.3225588,1.7457287,1.8254852,1.4443177,1.5264559,0.0821382
12,0.5626958,0.6885511,"('unsupportive', 'supportive')",-0.4164169,-0.2643377,-2.2756875,-2.1895094,-0.7098029,-0.588432,0.1213709
13,1.2670698,1.3581222,"('impolite', 'polite')",0.5972987,0.45614555,-0.35507733,-0.36623535,0.5030971,0.4826775,-0.0204196
14,0.9749857,1.1266556,"('antisocial', 'social')",1.9122201,1.829713,-0.16792324,-0.2088423,0.9064275,0.9158421,0.0094146
15,1.1282953,0.93091565,"('boring', 'funny')",0.1108012,0.06868397,0.26102716,0.2402797,0.5000412,0.4132931,-0.0867481
